Data file,,NYLATRON_HEF_T27_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 17:41:42 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_hef_t27_n2-h001.tsv,,,,,,,,,,
,18:12:25,5,3590,1839.9,1.24,13.3,7,20,0.173,10,49.8,1.2
,18:12:26,5,3590,1840.9,1.26,13.3,7,20,0.175,10,49.8,1.21
,18:12:27,5,3590,1841.9,1.24,13.3,7,20,0.173,10,49.9,1.2
,18:12:28,5,3590,1842.9,1.22,13.3,7,21,0.177,10,49.8,1.18
,18:12:29,5,3590,1843.9,1.2,13.3,7,21,0.174,10,49.8,1.16
,18:12:30,5,3590,1844.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:12:31,5,3590,1845.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:12:32,5,3590,1846.9,1.26,13.3,7,21,0.181,10,49.9,1.21
,18:12:33,5,3590,1847.9,1.27,13.3,7,21,0.184,10,49.8,1.23
,18:12:34,5,3590,1848.9,1.26,13.3,7,21,0.182,10,49.8,1.22
,18:12:35,5,3590,1849.9,1.25,13.3,7,21,0.173,10,49.8,1.2
,18:12:36,5,3590,1850.9,1.23,13.3,7,21,0.172,10,49.8,1.19
,18:12:37,5,3590,1851.9,1.24,13.3,7,20,0.173,10,49.8,1.2
,18:12:38,5,3590,1852.9,1.25,13.3,7,21,0.173,10,49.8,1.2
,18:12:39,5,3590,1853.9,1.25,13.3,7,20,0.174,10,49.8,1.2
,18:12:40,5,3590,1854.9,1.25,13.3,7,20,0.181,10,49.8,1.21
,18:12:41,5,3590,1855.9,1.26,13.3,7,21,0.188,10,49.8,1.21
,18:12:42,5,3590,1856.9,1.24,13.3,7,21,0.179,10,49.8,1.2
,18:12:43,5,3590,1857.9,1.23,13.3,7,20,0.171,10,49.8,1.18
,18:12:44,5,3590,1858.9,1.23,13.3,7,21,0.165,10,49.8,1.19
,18:12:45,5,3590,1859.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:12:46,5,3590,1860.9,1.23,13.3,7,20,0.171,10,49.8,1.19
,18:12:47,5,3590,1861.9,1.25,13.3,7,20,0.18,10,49.8,1.2
,18:12:48,5,3590,1862.9,1.25,13.3,7,20,0.174,10,49.8,1.2
,18:12:49,5,3590,1863.9,1.24,13.3,7,20,0.173,10,49.8,1.2
,18:12:50,5,3590,1864.9,1.22,13.3,7,20,0.176,10,49.8,1.17
,18:12:51,5,3590,1865.9,1.23,13.3,7,21,0.177,10,49.8,1.19
,18:12:52,5,3590,1866.9,1.24,13.3,7,20,0.18,10,49.8,1.2
,18:12:53,5,3590,1867.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:12:54,5,3590,1868.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:12:55,5,3590,1869.9,1.24,13.3,7,21,0.178,10,49.8,1.19
,18:12:56,5,3590,1870.9,1.23,13.3,7,21,0.172,10,49.8,1.19
,18:12:57,5,3590,1871.9,1.24,13.3,7,20,0.166,10,49.8,1.19
,18:12:58,5,3590,1872.9,1.25,13.3,8,21,0.162,10,49.8,1.2
,18:12:59,5,3590,1873.9,1.25,13.3,8,20,0.163,10,49.9,1.21
,18:13:00,5,3590,1874.9,1.25,13.3,7,20,0.174,10,49.8,1.2
,18:13:01,5,3590,1875.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:13:02,5,3590,1876.9,1.24,13.3,7,21,0.185,10,49.8,1.19
,18:13:03,5,3590,1877.9,1.23,13.3,7,21,0.184,10,49.8,1.18
,18:13:04,5,3590,1878.9,1.21,13.3,7,21,0.169,10,49.8,1.17
,18:13:05,5,3590,1879.9,1.21,13.3,7,21,0.169,10,49.8,1.17
,18:13:06,5,3590,1880.9,1.21,13.3,7,21,0.169,10,49.8,1.17
,18:13:07,5,3590,1881.9,1.22,13.3,7,21,0.176,10,49.8,1.17
,18:13:08,5,3590,1882.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:13:09,5,3590,1883.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:13:10,5,3590,1884.9,1.24,13.3,7,21,0.178,10,49.8,1.19
,18:13:11,5,3590,1885.9,1.23,13.3,7,21,0.171,10,49.8,1.18
,18:13:12,5,3590,1886.9,1.22,13.3,7,21,0.177,10,49.8,1.18
,18:13:13,5,3590,1887.9,1.23,13.3,7,20,0.185,10,49.8,1.19
,18:13:14,5,3590,1888.9,1.22,13.3,7,20,0.176,10,49.8,1.18
,18:13:15,5,3590,1889.9,1.22,13.3,7,20,0.176,10,49.8,1.18
,18:13:16,5,3590,1890.9,1.22,13.3,7,21,0.183,10,49.7,1.18
,18:13:17,5,3590,1891.9,1.22,13.3,7,20,0.183,10,49.8,1.18
,18:13:18,5,3590,1892.9,1.22,13.3,7,21,0.17,10,49.8,1.18
,18:13:19,5,3590,1893.9,1.22,13.3,7,21,0.17,10,49.8,1.18
,18:13:20,5,3590,1894.9,1.24,13.3,7,21,0.172,10,49.9,1.2
,18:13:21,5,3590,1895.9,1.24,13.3,7,21,0.167,10,49.9,1.2
,18:13:22,5,3590,1896.9,1.25,13.3,7,21,0.169,10,49.8,1.21
,18:13:23,5,3590,1897.9,1.26,13.3,7,21,0.175,10,49.8,1.21
,18:13:24,5,3590,1898.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,18:13:25,5,3590,1899.9,1.24,13.3,7,21,0.18,10,49.8,1.2
,18:13:26,5,3590,1900.9,1.24,13.3,7,21,0.172,10,49.8,1.2
,18:13:27,5,3590,1901.9,1.24,13.3,7,21,0.172,10,49.8,1.19
,18:13:28,5,3590,1902.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:13:29,5,3590,1903.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:13:30,5,3590,1904.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:13:31,5,3590,1905.9,1.24,13.3,7,21,0.172,10,49.8,1.2
,18:13:32,5,3590,1906.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:13:33,5,3590,1907.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,18:13:34,5,3590,1908.9,1.25,13.3,7,21,0.181,10,49.8,1.2
,18:13:35,5,3590,1909.9,1.23,13.3,7,21,0.172,10,49.8,1.19
,18:13:36,5,3590,1910.9,1.23,13.3,7,20,0.171,10,49.8,1.19
,18:13:37,5,3590,1911.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:13:38,5,3590,1912.9,1.23,13.3,7,21,0.172,10,49.8,1.19
,18:13:39,5,3590,1913.9,1.22,13.3,7,21,0.17,10,49.8,1.17
,18:13:40,5,3590,1914.9,1.21,13.3,7,21,0.174,10,49.8,1.16
,18:13:41,5,3590,1915.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:13:42,5,3590,1916.9,1.23,13.3,7,21,0.177,10,49.8,1.19
,18:13:43,5,3590,1917.9,1.25,13.3,7,21,0.173,10,49.8,1.2
,18:13:44,5,3590,1918.9,1.25,13.3,7,21,0.168,10,49.8,1.2
,18:13:45,5,3590,1919.9,1.24,13.3,7,21,0.167,10,49.8,1.2
,18:13:46,5,3590,1920.9,1.24,13.3,7,21,0.166,10,49.8,1.19
,18:13:47,5,3590,1921.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:13:48,5,3590,1922.9,1.24,13.3,7,21,0.185,10,49.8,1.19
,18:13:49,5,3590,1923.9,1.23,13.3,7,20,0.177,10,49.8,1.19
,18:13:50,5,3590,1924.9,1.22,13.3,7,21,0.176,10,49.8,1.17
,18:13:51,5,3590,1925.9,1.2,13.3,7,21,0.174,10,49.8,1.16
,18:13:52,5,3590,1926.9,1.2,13.3,7,20,0.174,10,49.8,1.16
,18:13:53,5,3590,1927.9,1.22,13.3,7,21,0.176,10,49.8,1.17
,18:13:54,5,3590,1928.9,1.23,13.3,7,21,0.177,10,49.8,1.18
,18:13:55,5,3590,1929.9,1.24,13.3,7,21,0.179,10,49.8,1.2
,18:13:56,5,3590,1930.9,1.25,13.3,7,21,0.174,10,49.8,1.21
,18:13:57,5,3590,1931.9,1.26,13.3,7,21,0.176,10,49.8,1.22
,18:13:58,5,3590,1932.9,1.26,13.3,7,21,0.182,10,49.8,1.21
,18:13:59,5,3590,1933.9,1.25,13.3,7,21,0.175,10,49.8,1.21
,18:14:00,5,3590,1934.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:14:01,5,3590,1935.9,1.23,13.3,7,21,0.177,10,49.8,1.18
,18:14:02,5,3590,1936.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:14:03,5,3590,1937.9,1.25,13.3,7,21,0.168,10,49.8,1.2
,18:14:04,5,3590,1938.9,1.26,13.3,7,20,0.17,10,49.8,1.22
,18:14:05,5,3590,1939.9,1.25,13.3,7,20,0.168,10,49.8,1.2
,18:14:06,5,3590,1940.9,1.24,13.3,7,21,0.166,10,49.8,1.19
,18:14:07,5,3590,1941.9,1.23,13.3,7,21,0.165,10,49.8,1.19
,18:14:08,5,3590,1942.9,1.24,13.3,7,21,0.166,10,49.8,1.2
,18:14:09,5,3590,1943.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:14:10,5,3590,1944.9,1.25,13.3,7,21,0.173,10,49.8,1.2
,18:14:11,5,3590,1945.9,1.24,13.3,7,21,0.172,10,49.8,1.19
,18:14:12,5,3590,1946.9,1.22,13.3,7,21,0.17,10,49.8,1.18
,18:14:13,5,3590,1947.9,1.21,13.3,7,21,0.169,10,49.8,1.17
,18:14:14,5,3590,1948.9,1.22,13.3,7,21,0.17,10,49.8,1.18
,18:14:15,5,3590,1949.9,1.24,13.3,7,21,0.172,10,49.8,1.2
,18:14:16,5,3590,1950.9,1.26,13.3,7,21,0.176,10,49.8,1.22
,18:14:17,5,3590,1951.9,1.27,13.3,7,21,0.177,10,49.8,1.22
,18:14:18,5,3590,1952.9,1.27,13.3,7,21,0.183,10,49.8,1.22
,18:14:19,5,3590,1953.9,1.26,13.3,7,20,0.182,10,49.8,1.21
,18:14:20,5,3590,1954.9,1.25,13.3,7,20,0.18,10,49.8,1.2
,18:14:21,5,3590,1955.9,1.24,13.3,7,20,0.173,10,49.8,1.2
,18:14:22,5,3590,1956.9,1.23,13.3,7,20,0.178,10,49.8,1.19
,18:14:23,5,3590,1957.9,1.23,13.3,7,20,0.177,10,49.8,1.18
,18:14:24,5,3590,1958.9,1.22,13.3,7,20,0.17,10,49.8,1.18
,18:14:25,5,3590,1959.9,1.22,13.3,7,20,0.176,10,49.8,1.18
,18:14:26,5,3590,1960.9,1.22,13.3,7,21,0.176,10,49.8,1.17
,18:14:27,5,3590,1961.9,1.21,13.3,7,21,0.169,10,49.8,1.17
,18:14:28,5,3590,1962.9,1.21,13.3,7,21,0.169,10,49.8,1.17
,18:14:29,5,3590,1963.9,1.21,13.3,7,21,0.169,10,49.9,1.17
,18:14:30,5,3590,1964.9,1.21,13.3,7,21,0.175,10,49.9,1.17
,18:14:31,5,3590,1965.9,1.22,13.3,7,21,0.176,10,49.8,1.18
,18:14:32,5,3590,1966.9,1.24,13.3,7,21,0.178,10,49.8,1.19
,18:14:33,5,3590,1967.9,1.24,13.3,7,21,0.179,10,49.8,1.2
,18:14:34,5,3590,1968.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:14:35,5,3590,1969.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:14:36,5,3590,1970.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:14:37,5,3590,1971.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:14:38,5,3590,1972.9,1.26,13.3,7,21,0.181,10,49.8,1.21
,18:14:39,5,3590,1973.9,1.26,13.3,7,21,0.189,10,49.8,1.21
,18:14:40,5,3590,1974.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:14:41,5,3590,1975.9,1.24,13.3,7,21,0.172,10,49.8,1.2
,18:14:42,5,3590,1976.9,1.24,13.3,7,21,0.167,10,49.8,1.2
,18:14:43,5,3590,1977.9,1.25,13.3,7,21,0.174,10,49.8,1.2
,18:14:44,5,3590,1978.9,1.25,13.3,7,21,0.174,10,49.8,1.2
,18:14:45,5,3590,1979.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:14:46,5,3590,1980.9,1.24,13.3,7,20,0.179,10,49.9,1.2
,18:14:47,5,3590,1981.9,1.24,13.3,7,20,0.18,10,49.8,1.2
,18:14:48,5,3590,1982.9,1.25,13.3,7,20,0.173,10,49.8,1.2
,18:14:49,5,3590,1983.9,1.26,13.3,7,21,0.181,10,49.8,1.21
,18:14:50,5,3590,1984.9,1.25,13.3,7,20,0.174,10,49.8,1.21
,18:14:51,5,3590,1985.9,1.26,13.3,7,21,0.175,10,49.8,1.21
,18:14:52,5,3590,1986.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:14:53,5,3590,1987.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,18:14:54,5,3590,1988.9,1.26,13.3,7,21,0.175,10,49.8,1.21
,18:14:55,5,3590,1989.9,1.27,13.3,7,20,0.177,10,49.8,1.23
,18:14:56,5,3590,1990.9,1.28,13.3,7,21,0.179,10,49.9,1.24
,18:14:57,5,3590,1991.9,1.29,13.3,7,21,0.18,10,49.8,1.25
,18:14:58,5,3590,1992.9,1.29,13.3,7,20,0.187,10,49.8,1.25
,18:14:59,5,3590,1993.9,1.29,13.3,7,21,0.187,10,49.8,1.25
,18:15:00,5,3590,1994.9,1.3,13.3,7,21,0.187,10,49.8,1.25
,18:15:01,5,3590,1995.9,1.29,13.3,7,21,0.179,10,49.8,1.24
,18:15:02,5,3590,1996.9,1.28,13.3,7,20,0.172,10,49.8,1.23
,18:15:03,5,3590,1997.9,1.27,13.3,7,21,0.171,10,49.8,1.23
,18:15:04,5,3590,1998.9,1.27,13.3,7,21,0.177,10,49.8,1.22
,18:15:05,5,3590,1999.9,1.27,13.3,7,21,0.177,10,49.8,1.22
,18:15:06,5,3590,2000.9,1.26,13.3,7,21,0.175,10,49.8,1.21
,18:15:07,5,3590,2001.9,1.25,13.3,7,21,0.174,10,49.8,1.2
,18:15:08,5,3590,2002.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:15:09,5,3590,2003.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:15:10,5,3590,2004.9,1.24,13.3,7,21,0.179,10,49.8,1.2
,18:15:11,5,3590,2005.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:15:12,5,3590,2006.9,1.24,13.3,7,21,0.172,10,49.8,1.2
,18:15:13,5,3590,2007.9,1.24,13.3,7,20,0.172,10,49.8,1.19
,18:15:14,5,3590,2008.9,1.23,13.3,7,20,0.172,10,49.8,1.19
,18:15:15,5,3590,2009.9,1.23,13.3,7,21,0.165,10,49.8,1.19
,18:15:16,5,3590,2010.9,1.23,13.3,8,20,0.159,10,49.8,1.18
,18:15:17,5,3590,2011.9,1.23,13.3,8,20,0.16,10,49.8,1.19
,18:15:18,5,3590,2012.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:15:19,5,3590,2013.9,1.25,13.3,7,21,0.175,10,49.8,1.21
,18:15:20,5,3590,2014.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,18:15:21,5,3590,2015.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:15:22,5,3590,2016.9,1.26,13.3,7,20,0.181,10,49.8,1.21
,18:15:23,5,3590,2017.9,1.26,13.3,7,20,0.182,10,49.8,1.22
,18:15:24,5,3590,2018.9,1.27,13.3,7,20,0.184,10,49.8,1.22
,18:15:25,5,3590,2019.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,18:15:26,5,3590,2020.9,1.23,13.3,7,21,0.177,10,49.8,1.18
,18:15:27,5,3590,2021.9,1.21,13.3,7,21,0.174,10,49.8,1.17
,18:15:28,5,3590,2022.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:15:29,5,3590,2023.9,1.24,13.3,7,21,0.179,10,49.8,1.2
,18:15:30,5,3590,2024.9,1.25,13.3,7,21,0.174,10,49.8,1.21
,18:15:31,5,3590,2025.9,1.26,13.3,7,21,0.176,10,49.8,1.22
,18:15:32,5,3590,2026.9,1.26,13.3,7,21,0.176,10,49.8,1.22
,18:15:33,5,3590,2027.9,1.25,13.3,7,21,0.174,10,49.8,1.2
,18:15:34,5,3590,2028.9,1.23,13.3,7,20,0.171,10,49.8,1.18
,18:15:35,5,3590,2029.9,1.2,13.3,7,20,0.167,10,49.8,1.15
,18:15:36,5,3590,2030.9,1.19,13.3,7,21,0.165,10,49.8,1.14
,18:15:37,5,3590,2031.9,1.19,13.3,7,21,0.16,10,49.8,1.15
,18:15:38,5,3590,2032.9,1.21,13.3,7,21,0.163,10,49.8,1.17
,18:15:39,5,3590,2033.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,18:15:40,5,3590,2034.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:15:41,5,3590,2035.9,1.23,13.3,7,21,0.185,10,49.8,1.19
,18:15:42,5,3590,2036.9,1.24,13.3,7,21,0.185,10,49.8,1.2
,18:15:43,5,3590,2037.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:15:44,5,3590,2038.9,1.24,13.3,7,21,0.18,10,49.8,1.2
,18:15:45,5,3590,2039.9,1.24,13.3,7,21,0.178,10,49.8,1.19
,18:15:46,5,3590,2040.9,1.24,13.3,7,21,0.179,10,49.8,1.2
,18:15:47,5,3590,2041.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,18:15:48,5,3590,2042.9,1.26,13.3,7,21,0.182,10,49.8,1.21
,18:15:49,5,3590,2043.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:15:50,5,3590,2044.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:15:51,5,3590,2045.9,1.22,13.3,7,21,0.177,10,49.8,1.18
,18:15:52,5,3590,2046.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:15:53,5,3590,2047.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:15:54,5,3590,2048.9,1.26,13.3,7,21,0.175,10,49.8,1.21
,18:15:55,5,3590,2049.9,1.25,13.3,7,21,0.168,10,49.8,1.2
,18:15:56,5,3590,2050.9,1.23,13.3,8,21,0.16,10,49.8,1.19
,18:15:57,5,3590,2051.9,1.23,13.3,7,20,0.165,10,49.8,1.18
,18:15:58,5,3590,2052.9,1.23,13.3,7,20,0.171,10,49.8,1.19
,18:15:59,5,3590,2053.9,1.25,13.3,7,20,0.187,10,49.8,1.2
,18:16:00,5,3590,2054.9,1.24,13.3,7,20,0.186,10,49.8,1.2
,18:16:01,5,3590,2055.9,1.24,13.3,7,20,0.179,10,49.9,1.2
,18:16:02,5,3590,2056.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:16:03,5,3590,2057.9,1.24,13.3,7,20,0.178,10,49.8,1.19
,18:16:04,5,3590,2058.9,1.24,13.3,7,20,0.179,10,49.8,1.2
,18:16:05,5,3590,2059.9,1.24,13.3,7,21,0.18,10,49.8,1.2
,18:16:06,5,3590,2060.9,1.24,13.3,7,21,0.173,10,49.9,1.2
,18:16:07,5,3590,2061.9,1.24,13.3,7,21,0.172,10,49.9,1.19
,18:16:08,5,3590,2062.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:16:09,5,3590,2063.9,1.25,13.3,7,21,0.18,10,49.8,1.2
,18:16:10,5,3590,2064.9,1.24,13.3,7,21,0.172,10,49.8,1.19
,18:16:11,5,3590,2065.9,1.23,13.3,7,21,0.165,10,49.8,1.18
,18:16:12,5,3590,2066.9,1.22,13.3,7,21,0.164,10,49.8,1.18
,18:16:13,5,3590,2067.9,1.23,13.3,7,21,0.165,10,49.8,1.19
,18:16:14,5,3590,2068.9,1.25,13.3,7,21,0.174,10,49.8,1.21
,18:16:15,5,3590,2069.9,1.25,13.3,7,21,0.175,10,49.8,1.21
,18:16:16,5,3590,2070.9,1.25,13.3,7,21,0.174,10,49.8,1.21
,18:16:17,5,3590,2071.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:16:18,5,3590,2072.9,1.22,13.3,7,20,0.183,10,49.8,1.18
,18:16:19,5,3590,2073.9,1.21,13.3,7,21,0.181,10,49.8,1.16
,18:16:20,5,3590,2074.9,1.2,13.3,7,21,0.173,10,49.8,1.16
,18:16:21,5,3590,2075.9,1.2,13.3,7,21,0.173,10,49.8,1.16
,18:16:22,5,3590,2076.9,1.2,13.3,7,21,0.168,10,49.8,1.16
,18:16:23,5,3590,2077.9,1.21,13.3,7,21,0.168,10,49.8,1.17
,18:16:24,5,3590,2078.9,1.22,13.3,7,21,0.169,10,49.8,1.18
,18:16:25,5,3590,2079.9,1.23,13.3,7,21,0.178,10,49.9,1.19
,18:16:26,5,3590,2080.9,1.24,13.3,7,21,0.172,10,49.8,1.19
,18:16:27,5,3590,2081.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:16:28,5,3590,2082.9,1.22,13.3,7,21,0.164,10,49.8,1.18
,18:16:29,5,3590,2083.9,1.22,13.3,7,21,0.164,10,49.8,1.18
,18:16:30,5,3590,2084.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:16:31,5,3590,2085.9,1.22,13.3,7,21,0.176,10,49.8,1.18
,18:16:32,5,3590,2086.9,1.22,13.3,7,21,0.176,10,49.8,1.17
,18:16:33,5,3590,2087.9,1.22,13.3,7,21,0.176,10,49.8,1.17
,18:16:34,5,3590,2088.9,1.23,13.3,7,21,0.177,10,49.9,1.19
,18:16:35,5,3590,2089.9,1.23,13.3,7,21,0.171,10,49.8,1.18
,18:16:36,5,3590,2090.9,1.22,13.3,7,21,0.163,10,49.8,1.17
,18:16:37,5,3590,2091.9,1.22,13.3,7,21,0.164,10,49.8,1.18
,18:16:38,5,3590,2092.9,1.23,13.3,7,21,0.165,10,49.8,1.19
,18:16:39,5,3590,2093.9,1.24,13.3,7,20,0.172,10,49.8,1.19
,18:16:40,5,3590,2094.9,1.23,13.3,7,20,0.178,10,49.8,1.19
,18:16:41,5,3590,2095.9,1.22,13.3,7,20,0.183,10,49.8,1.18
,18:16:42,5,3590,2096.9,1.21,13.3,7,21,0.182,10,49.8,1.17
,18:16:43,5,3590,2097.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:16:44,5,3590,2098.9,1.22,13.3,7,21,0.176,10,49.8,1.18
,18:16:45,5,3590,2099.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:16:46,5,3590,2100.9,1.24,13.3,7,21,0.172,10,49.8,1.2
,18:16:47,5,3590,2101.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:16:48,5,3590,2102.9,1.23,13.3,7,21,0.171,10,49.8,1.18
,18:16:49,5,3590,2103.9,1.23,13.3,7,21,0.165,10,49.8,1.19
,18:16:50,5,3590,2104.9,1.24,13.3,7,21,0.167,10,49.8,1.2
,18:16:51,5,3590,2105.9,1.25,13.3,7,21,0.168,10,49.8,1.2
,18:16:52,5,3590,2106.9,1.24,13.3,7,21,0.167,10,49.8,1.2
,18:16:53,5,3590,2107.9,1.25,13.3,7,21,0.174,10,49.9,1.2
,18:16:54,5,3590,2108.9,1.25,13.3,7,21,0.173,10,49.8,1.2
,18:16:55,5,3590,2109.9,1.23,13.3,7,21,0.177,10,49.8,1.18
,18:16:56,5,3590,2110.9,1.21,13.3,7,21,0.174,10,49.8,1.16
,18:16:57,5,3590,2111.9,1.2,13.3,7,20,0.174,10,49.8,1.16
,18:16:58,5,3590,2112.9,1.21,13.3,7,21,0.175,10,49.8,1.17
,18:16:59,5,3590,2113.9,1.22,13.3,7,21,0.176,10,49.8,1.17
,18:17:00,5,3590,2114.9,1.22,13.3,7,20,0.176,10,49.8,1.18
,18:17:01,5,3590,2115.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:17:02,5,3590,2116.9,1.24,13.3,7,21,0.179,10,49.8,1.2
,18:17:03,5,3590,2117.9,1.24,13.3,7,21,0.18,10,49.8,1.2
,18:17:04,5,3590,2118.9,1.23,13.3,7,21,0.172,10,49.8,1.19
,18:17:05,5,3590,2119.9,1.24,13.3,7,21,0.166,10,49.9,1.19
,18:17:06,5,3590,2120.9,1.23,13.3,7,21,0.165,10,49.8,1.18
,18:17:07,5,3590,2121.9,1.22,13.3,7,20,0.17,10,49.8,1.18
,18:17:08,5,3590,2122.9,1.21,13.3,7,20,0.175,10,49.8,1.17
,18:17:09,5,3590,2123.9,1.22,13.3,7,20,0.176,10,49.8,1.18
,18:17:10,5,3590,2124.9,1.22,13.3,7,20,0.176,10,49.8,1.18
,18:17:11,5,3590,2125.9,1.22,13.3,7,20,0.176,10,49.8,1.18
,18:17:12,5,3590,2126.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:17:13,5,3590,2127.9,1.24,13.3,7,20,0.173,10,49.8,1.2
,18:17:14,5,3590,2128.9,1.24,13.3,7,20,0.173,10,49.8,1.2
,18:17:15,5,3590,2129.9,1.23,13.3,7,21,0.178,10,49.8,1.19
,18:17:16,5,3590,2130.9,1.22,13.3,7,21,0.176,10,49.8,1.18
,18:17:17,5,3590,2131.9,1.24,13.3,7,21,0.178,10,49.8,1.19
,18:17:18,5,3590,2132.9,1.24,13.3,7,21,0.172,10,49.9,1.2
,18:17:19,5,3590,2133.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,18:17:20,5,3590,2134.9,1.23,13.3,7,21,0.166,10,49.8,1.19
,18:17:21,5,3590,2135.9,1.22,13.3,7,21,0.164,10,49.8,1.18
,18:17:22,5,3590,2136.9,1.22,13.3,7,20,0.164,10,49.8,1.18
,18:17:23,5,3590,2137.9,1.22,13.3,7,21,0.17,10,49.8,1.18
,18:17:24,5,3590,2138.9,1.22,13.3,7,21,0.176,10,49.8,1.18
,18:17:25,5,3590,2139.9,1.21,13.3,7,21,0.181,10,49.8,1.16
,18:17:26,5,3590,2140.9,1.21,13.3,7,20,0.182,10,49.9,1.17
,18:17:27,5,3590,2141.9,1.22,13.3,7,20,0.177,10,49.8,1.18
,18:17:28,5,3590,2142.9,1.24,13.3,7,20,0.179,10,49.8,1.2
,18:17:29,5,3590,2143.9,1.25,13.3,7,20,0.181,10,49.8,1.21
,18:17:30,5,3590,2144.9,1.26,13.3,7,20,0.181,10,49.8,1.21
,18:17:31,5,3590,2145.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,18:17:32,5,3590,2146.9,1.24,13.3,7,21,0.178,10,49.8,1.19
,18:17:33,5,3590,2147.9,1.22,13.3,7,21,0.17,10,49.8,1.18
,18:17:34,5,3590,2148.9,1.22,13.3,7,21,0.176,10,49.8,1.18
,18:17:35,5,3590,2149.9,1.22,13.3,7,20,0.17,10,49.8,1.18
,18:17:36,5,3590,2150.9,1.24,13.3,7,20,0.172,10,49.8,1.19
,18:17:37,5,3590,2151.9,1.23,13.3,7,21,0.171,10,49.8,1.19
,18:17:38,5,3590,2152.9,1.22,13.3,7,21,0.17,10,49.8,1.18
