Data file,,RA0.3_HEF_12C_001_45MINS_NOLIDONBOX.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,"Grit 320, No lid on box",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:26:05 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:02:04,4,2700,2158.8,2.02,13.3,9,12.8,0.219,10,0.2,1.89
,11:02:05,4,2700,2159.8,2.02,13.3,9,12.8,0.213,10,0.2,1.89
,11:02:06,4,2700,2160.8,2.02,13.3,9,12.8,0.213,10,0.2,1.89
,11:02:07,4,2700,2161.8,2.02,13.3,9,12.8,0.213,10,0.2,1.89
,11:02:08,4,2700,2162.8,2.02,13.3,9,12.8,0.219,10,0.2,1.9
,11:02:09,4,2700,2163.8,2.02,13.3,9,12.8,0.219,10,0.2,1.89
,11:02:10,4,2700,2164.8,2.02,13.3,9,12.7,0.218,10,0.2,1.89
,11:02:11,4,2700,2165.8,2,13.3,9,12.7,0.223,10,0.2,1.88
,11:02:12,4,2700,2166.8,1.99,13.3,9,12.7,0.222,10,0.2,1.87
,11:02:13,4,2700,2167.8,1.98,13.3,9,12.7,0.221,10,0.2,1.85
,11:02:14,4,2700,2168.8,1.98,13.3,9,12.7,0.22,10,0.2,1.85
,11:02:15,4,2700,2169.8,1.98,13.3,9,12.7,0.221,10,0.2,1.86
,11:02:16,4,2700,2170.8,1.99,13.3,9,12.7,0.229,10,0.2,1.87
,11:02:17,4,2700,2171.8,2.01,13.3,9,12.7,0.224,10,0.2,1.88
,11:02:18,4,2700,2172.8,2.01,13.3,9,12.7,0.224,10,0.2,1.88
,11:02:19,4,2700,2173.8,2.01,13.3,9,12.6,0.224,10,0.2,1.88
,11:02:20,4,2700,2174.8,2.01,13.3,9,12.6,0.218,10,0.2,1.88
,11:02:21,4,2700,2175.8,2.01,13.3,9,12.6,0.224,10,0.2,1.88
,11:02:22,4,2700,2176.8,2.01,13.3,9,12.6,0.224,10,0.2,1.88
,11:02:23,4,2700,2177.8,2.01,13.3,9,12.6,0.224,10,0.2,1.88
,11:02:24,4,2700,2178.8,2,13.3,9,12.6,0.223,10,0.2,1.88
,11:02:25,4,2700,2179.8,2.01,13.3,9,12.6,0.23,10,0.2,1.88
,11:02:26,4,2700,2180.8,2.02,13.3,9,12.6,0.225,10,0.2,1.89
,11:02:27,4,2700,2181.8,2.02,13.3,9,12.6,0.226,10,0.2,1.9
,11:02:28,4,2700,2182.8,2.03,13.3,9,12.6,0.226,10,0.2,1.9
,11:02:29,4,2700,2183.8,2.03,13.3,9,12.5,0.226,10,0.2,1.9
,11:02:30,4,2700,2184.8,2.03,13.3,9,12.5,0.22,10,0.2,1.9
,11:02:31,4,2700,2185.8,2.03,13.3,9,12.5,0.214,10,0.2,1.9
,11:02:32,4,2700,2186.8,2.04,13.3,9,12.5,0.215,10,0.2,1.91
,11:02:33,4,2700,2187.8,2.04,13.3,9,12.5,0.215,10,0.2,1.91
,11:02:34,4,2700,2188.8,2.04,13.3,9,12.5,0.221,10,0.2,1.91
,11:02:35,4,2700,2189.8,2.03,13.3,9,12.5,0.226,10,0.2,1.9
,11:02:36,4,2700,2190.8,2.02,13.3,9,12.5,0.225,10,0.2,1.89
,11:02:37,4,2700,2191.8,2.01,13.3,9,12.4,0.231,10,0.2,1.88
,11:02:38,4,2700,2192.8,2.01,13.3,9,12.4,0.231,10,0.2,1.89
,11:02:39,4,2700,2193.8,2.02,13.3,9,12.4,0.232,10,0.2,1.9
,11:02:40,4,2700,2194.8,2.03,13.3,9,12.4,0.233,10,0.2,1.9
,11:02:41,4,2700,2195.8,2.04,13.3,9,12.4,0.227,10,0.2,1.91
,11:02:42,4,2700,2196.8,2.04,13.3,9,12.4,0.227,10,0.2,1.91
,11:02:43,4,2700,2197.8,2.04,13.3,9,12.4,0.227,10,0.2,1.91
,11:02:44,4,2700,2198.8,2.04,13.3,9,12.4,0.221,10,0.2,1.91
,11:02:45,4,2700,2199.8,2.04,13.3,9,12.4,0.216,10,0.2,1.91
,11:02:46,4,2700,2200.8,2.04,13.3,10,12.3,0.21,10,0.2,1.91
,11:02:47,4,2700,2201.8,2.03,13.3,9,12.3,0.214,10,0.2,1.9
,11:02:48,4,2700,2202.8,2.02,13.3,9,12.3,0.219,10,0.2,1.9
,11:02:49,4,2700,2203.8,2.02,13.3,9,12.3,0.225,10,0.2,1.89
,11:02:50,4,2700,2204.8,2.02,13.3,9,12.3,0.226,10,0.2,1.9
,11:02:51,4,2700,2205.8,2.03,13.3,9,12.3,0.226,10,0.2,1.9
,11:02:52,4,2700,2206.8,2.03,13.3,9,12.3,0.227,10,0.2,1.9
,11:02:53,4,2700,2207.8,2.03,13.3,9,12.2,0.226,10,0.2,1.9
,11:02:54,4,2700,2208.8,2.03,13.3,9,12.2,0.226,10,0.2,1.9
,11:02:55,4,2700,2209.8,2.03,13.3,9,12.2,0.226,10,0.2,1.9
,11:02:56,4,2700,2210.8,2.03,13.3,9,12.2,0.226,10,0.2,1.9
,11:02:57,4,2700,2211.8,2.03,13.3,9,12.2,0.22,10,0.2,1.9
,11:02:58,4,2700,2212.8,2.03,13.3,9,12.2,0.214,10,0.2,1.9
,11:02:59,4,2700,2213.8,2.03,13.3,9,12.1,0.22,10,0.2,1.9
,11:03:00,4,2700,2214.8,2.03,13.3,9,12.1,0.226,10,0.2,1.9
,11:03:01,4,2700,2215.8,2.03,13.3,9,12.1,0.227,10,0.2,1.91
,11:03:02,4,2700,2216.8,2.05,13.3,9,12.1,0.229,10,0.2,1.92
,11:03:03,4,2700,2217.8,2.06,13.3,9,12.1,0.23,10,0.2,1.93
,11:03:04,4,2700,2218.8,2.07,13.3,9,12.1,0.237,10,0.2,1.93
,11:03:05,4,2700,2219.8,2.06,13.3,9,12.1,0.236,10,0.2,1.93
,11:03:06,4,2700,2220.8,2.05,13.3,9,12.1,0.229,10,0.2,1.92
,11:03:07,4,2700,2221.8,2.04,13.3,9,12.1,0.235,10,0.2,1.91
,11:03:08,4,2700,2222.8,2.04,13.3,9,12,0.234,10,0.2,1.91
,11:03:09,4,2700,2223.8,2.04,13.3,9,12,0.234,10,0.2,1.91
,11:03:10,4,2700,2224.8,2.05,13.3,9,12,0.228,10,0.2,1.92
,11:03:11,4,2700,2225.8,2.04,13.3,9,12,0.228,10,0.2,1.91
,11:03:12,4,2700,2226.8,2.05,13.3,9,12,0.228,10,0.2,1.92
,11:03:13,4,2700,2227.8,2.05,13.3,9,12,0.222,10,0.2,1.92
,11:03:14,4,2700,2228.8,2.05,13.3,9,11.9,0.223,10,0.2,1.92
,11:03:15,4,2700,2229.8,2.06,13.3,9,11.9,0.217,10,0.2,1.93
,11:03:16,4,2700,2230.8,2.05,13.3,9,11.9,0.217,10,0.2,1.92
,11:03:17,4,2700,2231.8,2.05,13.3,9,11.9,0.223,10,0.2,1.92
,11:03:18,4,2700,2232.8,2.05,13.3,9,11.9,0.216,10,0.2,1.92
,11:03:19,4,2700,2233.8,2.05,13.3,9,11.9,0.216,10,0.2,1.92
,11:03:20,4,2700,2234.8,2.04,13.3,9,11.9,0.215,10,0.2,1.91
,11:03:21,4,2700,2235.8,2.04,13.3,9,11.9,0.221,10,0.2,1.9
,11:03:22,4,2700,2236.8,2.02,13.3,9,11.9,0.225,10,0.2,1.89
,11:03:23,4,2700,2237.8,2,13.3,9,11.8,0.223,10,0.2,1.88
,11:03:24,4,2700,2238.8,1.99,13.3,9,11.8,0.229,10,0.2,1.87
,11:03:25,4,2700,2239.8,1.99,13.3,9,11.8,0.222,10,0.2,1.87
,11:03:26,4,2700,2240.8,2,13.3,9,11.8,0.223,10,0.2,1.87
,11:03:27,4,2700,2241.8,2,13.3,9,11.8,0.223,10,0.2,1.88
,11:03:28,4,2700,2242.8,2.01,13.3,9,11.8,0.231,10,0.2,1.88
,11:03:29,4,2700,2243.8,2.02,13.3,9,11.8,0.231,10,0.2,1.89
,11:03:30,4,2700,2244.8,2.02,13.3,9,11.8,0.232,10,0.2,1.89
,11:03:31,4,2700,2245.8,2.02,13.3,9,11.8,0.231,10,0.2,1.89
,11:03:32,4,2700,2246.8,2.02,13.3,9,11.7,0.225,10,0.2,1.89
,11:03:33,4,2700,2247.8,2.03,13.3,9,11.7,0.226,10,0.2,1.9
,11:03:34,4,2700,2248.8,2.05,13.3,9,11.7,0.228,10,0.2,1.92
,11:03:35,4,2700,2249.8,2.05,13.3,9,11.7,0.229,10,0.2,1.92
,11:03:36,4,2700,2250.8,2.05,13.3,9,11.7,0.235,10,0.2,1.92
,11:03:37,4,2700,2251.8,2.04,13.3,9,11.7,0.228,10,0.2,1.91
,11:03:38,4,2700,2252.8,2.04,13.3,9,11.6,0.227,10,0.2,1.91
,11:03:39,4,2700,2253.8,2.04,13.3,9,11.6,0.227,10,0.2,1.91
,11:03:40,4,2700,2254.8,2.04,13.3,9,11.6,0.228,10,0.2,1.91
,11:03:41,4,2700,2255.8,2.04,13.3,9,11.6,0.227,10,0.2,1.91
,11:03:42,4,2700,2256.8,2.04,13.3,9,11.6,0.227,10,0.2,1.91
,11:03:43,4,2700,2257.8,2.04,13.3,9,11.6,0.234,10,0.2,1.91
,11:03:44,4,2700,2258.8,2.05,13.3,9,11.6,0.235,10,0.2,1.92
,11:03:45,4,2700,2259.8,2.05,13.3,9,11.6,0.235,10,0.2,1.92
,11:03:46,4,2700,2260.8,2.05,13.3,9,11.5,0.229,10,0.2,1.92
,11:03:47,4,2700,2261.8,2.05,13.3,9,11.5,0.228,10,0.2,1.92
,11:03:48,4,2700,2262.8,2.05,13.3,9,11.5,0.229,10,0.2,1.92
,11:03:49,4,2700,2263.8,2.05,13.3,9,11.5,0.228,10,0.2,1.92
,11:03:50,4,2700,2264.8,2.05,13.3,9,11.5,0.235,10,0.2,1.92
,11:03:51,4,2700,2265.8,2.05,13.3,9,11.5,0.229,10,0.2,1.92
,11:03:52,4,2700,2266.8,2.06,13.3,9,11.5,0.23,10,0.2,1.93
,11:03:53,4,2700,2267.8,2.06,13.3,9,11.4,0.223,10,0.2,1.93
,11:03:54,4,2700,2268.8,2.07,13.3,9,11.4,0.218,10,0.2,1.94
,11:03:55,4,2700,2269.8,2.08,13.3,9,11.4,0.219,10,0.2,1.94
,11:03:56,4,2700,2270.8,2.09,13.3,9,11.4,0.226,10,0.2,1.96
,11:03:57,4,2700,2271.8,2.09,13.3,9,11.4,0.233,10,0.2,1.95
,11:03:58,4,2700,2272.8,2.08,13.3,9,11.4,0.232,10,0.2,1.95
,11:03:59,4,2700,2273.8,2.07,13.3,9,11.4,0.23,10,0.2,1.93
,11:04:00,4,2700,2274.8,2.06,13.3,9,11.4,0.229,10,0.2,1.93
,11:04:01,4,2700,2275.8,2.06,13.3,9,11.4,0.229,10,0.2,1.93
,11:04:02,4,2700,2276.8,2.06,13.3,9,11.3,0.23,10,0.2,1.93
,11:04:03,4,2700,2277.8,2.07,13.3,9,11.3,0.231,10,0.2,1.94
,11:04:04,4,2700,2278.8,2.07,13.3,9,11.3,0.231,10,0.2,1.94
,11:04:05,4,2700,2279.8,2.07,13.3,9,11.3,0.224,10,0.2,1.94
,11:04:06,4,2700,2280.8,2.06,13.3,9,11.3,0.23,10,0.2,1.93
,11:04:07,4,2700,2281.8,2.07,13.3,9,11.3,0.23,10,0.2,1.93
,11:04:08,4,2700,2282.8,2.07,13.3,9,11.2,0.23,10,0.2,1.93
,11:04:09,4,2700,2283.8,2.07,13.3,9,11.2,0.23,10,0.2,1.94
,11:04:10,4,2700,2284.8,2.07,13.3,9,11.2,0.23,10,0.2,1.93
,11:04:11,4,2700,2285.8,2.07,13.3,9,11.2,0.23,10,0.2,1.94
,11:04:12,4,2700,2286.8,2.07,13.3,9,11.2,0.231,10,0.2,1.94
,11:04:13,4,2700,2287.8,2.07,13.3,9,11.2,0.231,10,0.2,1.94
,11:04:14,4,2700,2288.8,2.06,13.3,9,11.2,0.23,10,0.2,1.93
,11:04:15,4,2700,2289.8,2.05,13.3,9,11.2,0.229,10,0.2,1.92
,11:04:16,4,2700,2290.8,2.06,13.3,9,11.1,0.223,10,0.2,1.93
,11:04:17,4,2700,2291.8,2.08,13.3,9,11.1,0.225,10,0.2,1.95
,11:04:18,4,2700,2292.8,2.09,13.3,9,11.1,0.226,10,0.2,1.96
,11:04:19,4,2700,2293.8,2.09,13.3,9,11.1,0.226,10,0.2,1.96
,11:04:20,4,2700,2294.8,2.08,13.3,9,11.1,0.22,10,0.2,1.95
,11:04:21,4,2700,2295.8,2.08,13.3,9,11.1,0.225,10,0.2,1.94
,11:04:22,4,2700,2296.8,2.07,13.3,9,11.1,0.224,10,0.2,1.94
,11:04:23,4,2700,2297.8,2.06,13.3,9,11.1,0.23,10,0.2,1.93
,11:04:24,4,2700,2298.8,2.05,13.3,9,11.1,0.229,10,0.2,1.92
,11:04:25,4,2700,2299.8,2.05,13.3,9,11.1,0.229,10,0.2,1.92
,11:04:26,4,2700,2300.8,2.05,13.3,9,11,0.228,10,0.2,1.92
,11:04:27,4,2700,2301.8,2.05,13.3,9,11,0.228,10,0.2,1.92
,11:04:28,4,2700,2302.8,2.05,13.3,9,11,0.229,10,0.2,1.92
,11:04:29,4,2700,2303.8,2.06,13.3,9,11,0.23,10,0.2,1.93
,11:04:30,4,2700,2304.8,2.08,13.3,9,11,0.231,10,0.2,1.94
,11:04:31,4,2700,2305.8,2.08,13.3,9,11,0.231,10,0.2,1.94
,11:04:32,4,2700,2306.8,2.07,13.3,9,11,0.23,10,0.2,1.93
,11:04:33,4,2700,2307.8,2.05,13.3,9,11,0.229,10,0.2,1.92
,11:04:34,4,2700,2308.8,2.05,13.3,9,10.9,0.229,10,0.2,1.92
,11:04:35,4,2700,2309.8,2.05,13.3,9,10.9,0.229,10,0.2,1.93
,11:04:36,4,2700,2310.8,2.06,13.3,9,10.9,0.223,10,0.2,1.93
,11:04:37,4,2700,2311.8,2.06,13.3,9,10.9,0.223,10,0.2,1.93
,11:04:38,4,2700,2312.8,2.06,13.3,9,10.9,0.217,10,0.2,1.93
,11:04:39,4,2700,2313.8,2.05,13.3,9,10.9,0.216,10,0.2,1.92
,11:04:40,4,2700,2314.8,2.04,13.3,9,10.9,0.216,10,0.2,1.91
,11:04:41,4,2700,2315.8,2.04,13.3,9,10.9,0.221,10,0.2,1.91
,11:04:42,4,2700,2316.8,2.05,13.3,9,10.9,0.228,10,0.2,1.92
,11:04:43,4,2700,2317.8,2.06,13.3,9,10.9,0.236,10,0.2,1.93
,11:04:44,4,2700,2318.8,2.07,13.3,9,10.9,0.23,10,0.2,1.93
,11:04:45,4,2700,2319.8,2.07,13.3,9,10.9,0.23,10,0.2,1.94
,11:04:46,4,2700,2320.8,2.07,13.3,9,10.8,0.23,10,0.2,1.94
,11:04:47,4,2700,2321.8,2.07,13.3,9,10.8,0.23,10,0.2,1.93
,11:04:48,4,2700,2322.8,2.06,13.3,9,10.8,0.23,10,0.2,1.93
,11:04:49,4,2700,2323.8,2.06,13.3,9,10.8,0.23,10,0.2,1.93
,11:04:50,4,2700,2324.8,2.06,13.3,9,10.8,0.23,10,0.2,1.93
,11:04:51,4,2700,2325.8,2.06,13.3,9,10.8,0.236,10,0.2,1.93
,11:04:52,4,2700,2326.8,2.06,13.3,9,10.8,0.236,10,0.2,1.93
,11:04:53,4,2700,2327.8,2.06,13.3,9,10.8,0.229,10,0.2,1.93
,11:04:54,4,2700,2328.8,2.06,13.3,9,10.8,0.223,10,0.2,1.93
,11:04:55,4,2700,2329.8,2.06,13.3,9,10.8,0.223,10,0.2,1.93
,11:04:56,4,2700,2330.8,2.06,13.3,9,10.8,0.223,10,0.2,1.93
,11:04:57,4,2700,2331.8,2.05,13.3,9,10.8,0.217,10,0.2,1.92
,11:04:58,4,2700,2332.8,2.05,13.3,9,10.8,0.217,10,0.2,1.92
,11:04:59,4,2700,2333.8,2.05,13.3,9,10.7,0.217,10,0.2,1.92
,11:05:00,4,2700,2334.8,2.05,13.3,9,10.7,0.223,10,0.2,1.92
,11:05:01,4,2700,2335.8,2.05,13.3,9,10.7,0.222,10,0.2,1.91
,11:05:02,4,2700,2336.8,2.04,13.3,9,10.7,0.221,10,0.2,1.91
,11:05:03,4,2700,2337.8,2.04,13.3,9,10.7,0.227,10,0.2,1.9
,11:05:04,4,2700,2338.8,2.03,13.3,9,10.7,0.233,10,0.2,1.9
,11:05:05,4,2700,2339.8,2.03,13.3,9,10.7,0.233,10,0.2,1.9
,11:05:06,4,2700,2340.8,2.04,13.3,9,10.7,0.234,10,0.2,1.91
,11:05:07,4,2700,2341.8,2.05,13.3,9,10.7,0.228,10,0.2,1.91
,11:05:08,4,2700,2342.8,2.04,13.3,9,10.7,0.228,10,0.2,1.91
,11:05:09,4,2700,2343.8,2.04,13.3,9,10.7,0.228,10,0.2,1.91
,11:05:10,4,2700,2344.8,2.05,13.3,9,10.7,0.228,10,0.2,1.92
,11:05:11,4,2700,2345.8,2.05,13.3,9,10.7,0.236,10,0.2,1.92
,11:05:12,4,2700,2346.8,2.06,13.3,9,10.7,0.23,10,0.2,1.93
,11:05:13,4,2700,2347.8,2.07,13.3,9,10.7,0.237,10,0.2,1.94
,11:05:14,4,2700,2348.8,2.07,13.3,9,10.7,0.231,10,0.2,1.94
,11:05:15,4,2700,2349.8,2.08,13.3,9,10.7,0.232,10,0.2,1.95
,11:05:16,4,2700,2350.8,2.08,13.3,9,10.7,0.232,10,0.2,1.95
,11:05:17,4,2700,2351.8,2.08,13.3,9,10.7,0.231,10,0.2,1.94
,11:05:18,4,2700,2352.8,2.07,13.3,9,10.7,0.238,10,0.2,1.94
,11:05:19,4,2700,2353.8,2.07,13.3,9,10.7,0.238,10,0.2,1.94
,11:05:20,4,2700,2354.8,2.08,13.3,9,10.6,0.232,10,0.2,1.95
,11:05:21,4,2700,2355.8,2.08,13.3,9,10.6,0.232,10,0.2,1.95
,11:05:22,4,2700,2356.8,2.09,13.3,9,10.6,0.232,10,0.2,1.95
,11:05:23,4,2700,2357.8,2.09,13.3,9,10.6,0.233,10,0.2,1.96
,11:05:24,4,2700,2358.8,2.1,13.3,9,10.6,0.234,10,0.2,1.97
,11:05:25,4,2700,2359.8,2.1,13.3,9,10.6,0.234,10,0.2,1.97
,11:05:26,4,2700,2360.8,2.1,13.3,9,10.6,0.234,10,0.2,1.97
,11:05:27,4,2700,2361.8,2.1,13.3,9,10.6,0.234,10,0.2,1.97
,11:05:28,4,2700,2362.8,2.1,13.3,9,10.6,0.234,10,0.2,1.97
,11:05:29,4,2700,2363.8,2.11,13.3,9,10.6,0.235,10,0.2,1.97
,11:05:30,4,2700,2364.8,2.11,13.3,9,10.6,0.236,10,0.2,1.98
,11:05:31,4,2700,2365.8,2.11,13.3,9,10.6,0.235,10,0.2,1.98
,11:05:32,4,2700,2366.8,2.11,13.3,9,10.6,0.235,10,0.2,1.97
,11:05:33,4,2700,2367.8,2.1,13.3,9,10.6,0.234,10,0.2,1.97
,11:05:34,4,2700,2368.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:35,4,2700,2369.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:36,4,2700,2370.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:37,4,2700,2371.8,2.11,13.3,9,10.7,0.235,10,0.2,1.97
,11:05:38,4,2700,2372.8,2.11,13.3,9,10.7,0.235,10,0.2,1.98
,11:05:39,4,2700,2373.8,2.12,13.3,9,10.7,0.236,10,0.2,1.98
,11:05:40,4,2700,2374.8,2.11,13.3,9,10.7,0.236,10,0.2,1.98
,11:05:41,4,2700,2375.8,2.11,13.3,9,10.7,0.235,10,0.2,1.97
,11:05:42,4,2700,2376.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:43,4,2700,2377.8,2.11,13.3,9,10.7,0.235,10,0.2,1.97
,11:05:44,4,2700,2378.8,2.11,13.3,9,10.7,0.235,10,0.2,1.97
,11:05:45,4,2700,2379.8,2.11,13.3,9,10.7,0.235,10,0.2,1.98
,11:05:46,4,2700,2380.8,2.11,13.3,9,10.7,0.228,10,0.2,1.97
,11:05:47,4,2700,2381.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:48,4,2700,2382.8,2.1,13.3,9,10.7,0.234,10,0.2,1.96
,11:05:49,4,2700,2383.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:50,4,2700,2384.8,2.1,13.3,9,10.7,0.234,10,0.2,1.96
,11:05:51,4,2700,2385.8,2.09,13.3,9,10.7,0.233,10,0.2,1.96
,11:05:52,4,2700,2386.8,2.09,13.3,9,10.7,0.233,10,0.2,1.96
,11:05:53,4,2700,2387.8,2.1,13.3,9,10.7,0.234,10,0.2,1.96
,11:05:54,4,2700,2388.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:55,4,2700,2389.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:56,4,2700,2390.8,2.1,13.3,9,10.7,0.241,10,0.2,1.97
,11:05:57,4,2700,2391.8,2.1,13.3,9,10.7,0.234,10,0.2,1.97
,11:05:58,4,2700,2392.8,2.1,13.3,9,10.7,0.228,10,0.2,1.97
,11:05:59,4,2700,2393.8,2.1,13.3,9,10.7,0.228,10,0.2,1.97
,11:06:00,4,2700,2394.8,2.11,13.3,9,10.7,0.228,10,0.2,1.97
,11:06:01,4,2700,2395.8,2.1,13.3,9,10.8,0.234,10,0.2,1.97
,11:06:02,4,2700,2396.8,2.09,13.3,9,10.8,0.233,10,0.2,1.96
,11:06:03,4,2700,2397.8,2.09,13.3,9,10.8,0.233,10,0.2,1.95
,11:06:04,4,2700,2398.8,2.09,13.3,9,10.8,0.232,10,0.2,1.95
,11:06:05,4,2700,2399.8,2.09,13.3,9,10.8,0.233,10,0.2,1.96
,11:06:06,4,2700,2400.8,2.11,13.3,9,10.8,0.235,10,0.2,1.97
,11:06:07,4,2700,2401.8,2.11,13.3,9,10.8,0.236,10,0.2,1.98
,11:06:08,4,2700,2402.8,2.12,13.3,9,10.8,0.23,10,0.2,1.99
,11:06:09,4,2700,2403.8,2.13,13.3,9,10.8,0.237,10,0.2,1.99
,11:06:10,4,2700,2404.8,2.12,13.3,9,10.8,0.237,10,0.2,1.99
,11:06:11,4,2700,2405.8,2.12,13.3,9,10.9,0.237,10,0.2,1.99
,11:06:12,4,2700,2406.8,2.12,13.3,9,10.9,0.236,10,0.2,1.98
,11:06:13,4,2700,2407.8,2.12,13.3,9,10.9,0.236,10,0.2,1.98
,11:06:14,4,2700,2408.8,2.12,13.3,9,10.9,0.236,10,0.2,1.98
,11:06:15,4,2700,2409.8,2.11,13.3,9,10.9,0.236,10,0.2,1.98
,11:06:16,4,2700,2410.8,2.12,13.3,9,10.9,0.236,10,0.2,1.99
,11:06:17,4,2700,2411.8,2.13,13.3,9,10.9,0.237,10,0.2,1.99
,11:06:18,4,2700,2412.8,2.13,13.3,9,10.9,0.23,10,0.2,1.99
,11:06:19,4,2700,2413.8,2.12,13.3,9,10.9,0.236,10,0.2,1.99
,11:06:20,4,2700,2414.8,2.12,13.3,9,10.9,0.236,10,0.2,1.98
,11:06:21,4,2700,2415.8,2.12,13.3,9,10.9,0.236,10,0.2,1.99
,11:06:22,4,2700,2416.8,2.12,13.3,9,10.9,0.237,10,0.2,1.99
,11:06:23,4,2700,2417.8,2.12,13.3,9,11,0.23,10,0.2,1.99
,11:06:24,4,2700,2418.8,2.12,13.3,9,11,0.237,10,0.2,1.99
,11:06:25,4,2700,2419.8,2.12,13.3,9,11,0.236,10,0.2,1.98
,11:06:26,4,2700,2420.8,2.12,13.3,9,11,0.236,10,0.2,1.98
,11:06:27,4,2700,2421.8,2.12,13.3,9,11,0.236,10,0.2,1.98
,11:06:28,4,2700,2422.8,2.12,13.3,9,11,0.236,10,0.2,1.99
,11:06:29,4,2700,2423.8,2.13,13.3,9,11,0.237,10,0.2,1.99
,11:06:30,4,2700,2424.8,2.13,13.3,9,11,0.238,10,0.2,2
,11:06:31,4,2700,2425.8,2.13,13.3,9,11,0.231,10,0.2,2
,11:06:32,4,2700,2426.8,2.13,13.3,9,11.1,0.231,10,0.2,1.99
,11:06:33,4,2700,2427.8,2.12,13.3,9,11.1,0.23,10,0.2,1.99
,11:06:34,4,2700,2428.8,2.13,13.3,9,11.1,0.237,10,0.2,1.99
,11:06:35,4,2700,2429.8,2.13,13.3,9,11.1,0.237,10,0.2,1.99
,11:06:36,4,2700,2430.8,2.13,13.3,9,11.1,0.231,10,0.2,2
,11:06:37,4,2700,2431.8,2.14,13.3,9,11.1,0.232,10,0.2,2
,11:06:38,4,2700,2432.8,2.14,13.3,9,11.1,0.238,10,0.2,2
,11:06:39,4,2700,2433.8,2.15,13.3,9,11.1,0.239,10,0.2,2.01
,11:06:40,4,2700,2434.8,2.15,13.3,9,11.1,0.24,10,0.2,2.02
,11:06:41,4,2700,2435.8,2.15,13.3,9,11.1,0.233,10,0.2,2.02
,11:06:42,4,2700,2436.8,2.16,13.3,9,11.1,0.234,10,0.2,2.02
,11:06:43,4,2700,2437.8,2.15,13.3,9,11.1,0.233,10,0.2,2.02
,11:06:44,4,2700,2438.8,2.15,13.3,9,11.2,0.227,10,0.2,2.01
,11:06:45,4,2700,2439.8,2.15,13.3,10,11.2,0.22,10,0.2,2.01
,11:06:46,4,2700,2440.8,2.14,13.3,10,11.2,0.22,10,0.2,2.01
,11:06:47,4,2700,2441.8,2.13,13.3,10,11.2,0.219,10,0.2,1.99
,11:06:48,4,2700,2442.8,2.12,13.3,9,11.2,0.229,10,0.2,1.98
,11:06:49,4,2700,2443.8,2.1,13.3,9,11.2,0.234,10,0.2,1.97
,11:06:50,4,2700,2444.8,2.1,13.3,9,11.2,0.234,10,0.2,1.96
,11:06:51,4,2700,2445.8,2.1,13.3,9,11.3,0.234,10,0.2,1.96
,11:06:52,4,2700,2446.8,2.1,13.3,9,11.3,0.234,10,0.2,1.97
,11:06:53,4,2700,2447.8,2.1,13.3,9,11.3,0.24,10,0.2,1.96
,11:06:54,4,2700,2448.8,2.1,13.3,9,11.3,0.234,10,0.2,1.97
,11:06:55,4,2700,2449.8,2.1,13.3,9,11.3,0.234,10,0.2,1.97
,11:06:56,4,2700,2450.8,2.11,13.3,9,11.3,0.235,10,0.2,1.97
,11:06:57,4,2700,2451.8,2.1,13.3,9,11.3,0.234,10,0.2,1.97
,11:06:58,4,2700,2452.8,2.1,13.3,9,11.3,0.234,10,0.2,1.97
,11:06:59,4,2700,2453.8,2.1,13.3,9,11.4,0.228,10,0.2,1.97
,11:07:00,4,2700,2454.8,2.1,13.3,9,11.4,0.234,10,0.2,1.97
,11:07:01,4,2700,2455.8,2.1,13.3,9,11.4,0.227,10,0.2,1.96
,11:07:02,4,2700,2456.8,2.1,13.3,9,11.4,0.227,10,0.2,1.97
,11:07:03,4,2700,2457.8,2.11,13.3,9,11.4,0.222,10,0.2,1.97
,11:07:04,4,2700,2458.8,2.12,13.3,9,11.5,0.223,10,0.2,1.98
,11:07:05,4,2700,2459.8,2.12,13.3,9,11.5,0.23,10,0.2,1.99
