Data file,,RA0.3_HEF65_12C_003_45MINS.TSV,,,,,,,,,,
,12:56:17,4,2700,538.8,1.37,13.3,9,11.5,0.153,10,0.2,1.28
,12:56:18,4,2700,539.8,1.37,13.3,9,11.5,0.149,10,0.2,1.28
,12:56:19,4,2700,540.8,1.37,13.3,9,11.5,0.149,10,0.2,1.28
,12:56:20,4,2700,541.8,1.37,13.3,9,11.5,0.153,10,0.2,1.28
,12:56:21,4,2700,542.8,1.37,13.3,9,11.5,0.157,10,0.2,1.28
,12:56:22,4,2700,543.8,1.37,13.3,9,11.6,0.157,10,0.2,1.28
,12:56:23,4,2700,544.8,1.36,13.3,9,11.6,0.156,10,0.2,1.28
,12:56:24,4,2700,545.8,1.37,13.3,9,11.6,0.157,10,0.2,1.28
,12:56:25,4,2700,546.8,1.37,13.3,9,11.6,0.153,10,0.2,1.29
,12:56:26,4,2700,547.8,1.38,13.3,9,11.6,0.145,10,0.2,1.29
,12:56:27,4,2700,548.8,1.38,13.3,9,11.7,0.146,10,0.2,1.29
,12:56:28,4,2700,549.8,1.38,13.3,9,11.7,0.154,10,0.2,1.29
,12:56:29,4,2700,550.8,1.38,13.3,9,11.7,0.158,10,0.2,1.29
,12:56:30,4,2700,551.8,1.38,13.3,9,11.7,0.154,10,0.2,1.29
,12:56:31,4,2700,552.8,1.38,13.3,9,11.7,0.154,10,0.2,1.3
,12:56:32,4,2700,553.8,1.38,13.3,9,11.7,0.154,10,0.2,1.3
,12:56:33,4,2700,554.8,1.39,13.3,9,11.8,0.151,10,0.2,1.3
,12:56:34,4,2700,555.8,1.4,13.3,9,11.8,0.148,10,0.2,1.31
,12:56:35,4,2700,556.8,1.4,13.3,9,11.8,0.152,10,0.2,1.31
,12:56:36,4,2700,557.8,1.4,13.3,9,11.8,0.156,10,0.1,1.31
,12:56:37,4,2700,558.8,1.4,13.3,9,11.8,0.156,10,0.2,1.31
,12:56:38,4,2700,559.8,1.4,13.3,9,11.8,0.156,10,0.2,1.31
,12:56:39,4,2700,560.8,1.39,13.3,9,11.8,0.155,10,0.2,1.31
,12:56:40,4,2700,561.8,1.39,13.3,9,11.8,0.155,10,0.2,1.3
,12:56:41,4,2700,562.8,1.39,13.3,9,11.9,0.15,10,0.2,1.3
,12:56:42,4,2700,563.8,1.39,13.3,9,11.9,0.146,10,0.2,1.3
,12:56:43,4,2700,564.8,1.39,13.3,9,11.9,0.15,10,0.2,1.3
,12:56:44,4,2700,565.8,1.38,13.3,9,11.9,0.153,10,0.2,1.29
,12:56:45,4,2700,566.8,1.36,13.3,9,11.9,0.152,10,0.2,1.28
,12:56:46,4,2700,567.8,1.36,13.3,9,12,0.156,10,0.2,1.27
,12:56:47,4,2700,568.8,1.36,13.3,9,12,0.156,10,0.2,1.27
,12:56:48,4,2700,569.8,1.36,13.3,9,12,0.152,10,0.2,1.28
,12:56:49,4,2700,570.8,1.36,13.3,9,12,0.148,10,0.2,1.28
,12:56:50,4,2700,571.8,1.36,13.3,9,12,0.147,10,0.2,1.27
,12:56:51,4,2700,572.8,1.36,13.3,9,12.1,0.152,10,0.2,1.28
,12:56:52,4,2700,573.8,1.37,13.3,9,12.1,0.157,10,0.2,1.28
,12:56:53,4,2700,574.8,1.37,13.3,9,12.1,0.153,10,0.2,1.29
,12:56:54,4,2700,575.8,1.38,13.3,9,12.1,0.153,10,0.2,1.29
,12:56:55,4,2700,576.8,1.37,13.3,9,12.1,0.149,10,0.2,1.29
,12:56:56,4,2700,577.8,1.37,13.3,9,12.1,0.149,10,0.2,1.29
,12:56:57,4,2700,578.8,1.37,13.3,9,12.2,0.153,10,0.2,1.28
,12:56:58,4,2700,579.8,1.37,13.3,9,12.1,0.153,10,0.2,1.29
,12:56:59,4,2700,580.8,1.37,13.3,9,12.2,0.158,10,0.2,1.29
,12:57:00,4,2700,581.8,1.37,13.3,9,12.2,0.153,10,0.2,1.29
,12:57:01,4,2700,582.8,1.37,13.3,9,12.2,0.153,10,0.2,1.28
,12:57:02,4,2700,583.8,1.37,13.3,9,12.2,0.149,10,0.2,1.28
,12:57:03,4,2700,584.8,1.37,13.3,9,12.2,0.149,10,0.2,1.29
,12:57:04,4,2700,585.8,1.37,13.3,9,12.3,0.153,10,0.2,1.28
,12:57:05,4,2700,586.8,1.37,13.3,9,12.3,0.153,10,0.2,1.28
,12:57:06,4,2700,587.8,1.37,13.3,9,12.3,0.153,10,0.2,1.28
,12:57:07,4,2700,588.8,1.37,13.3,9,12.3,0.157,10,0.2,1.28
,12:57:08,4,2700,589.8,1.36,13.3,9,12.3,0.156,10,0.2,1.27
,12:57:09,4,2700,590.8,1.36,13.3,9,12.3,0.152,10,0.2,1.28
,12:57:10,4,2700,591.8,1.37,13.3,9,12.4,0.149,10,0.2,1.28
,12:57:11,4,2700,592.8,1.38,13.3,9,12.4,0.145,10,0.2,1.29
,12:57:12,4,2700,593.8,1.38,13.3,9,12.4,0.149,10,0.2,1.29
,12:57:13,4,2700,594.8,1.37,13.3,9,12.4,0.153,10,0.2,1.29
,12:57:14,4,2700,595.8,1.37,13.3,9,12.4,0.153,10,0.2,1.29
,12:57:15,4,2700,596.8,1.37,13.3,9,12.5,0.157,10,0.2,1.28
,12:57:16,4,2700,597.8,1.37,13.3,9,12.5,0.153,10,0.2,1.28
,12:57:17,4,2700,598.8,1.37,13.3,9,12.5,0.153,10,0.2,1.28
,12:57:18,4,2700,599.8,1.37,13.3,9,12.5,0.153,10,0.2,1.28
,12:57:19,4,2700,600.8,1.37,13.3,9,12.5,0.148,10,0.2,1.28
,12:57:20,4,2700,601.8,1.37,13.3,9,12.5,0.149,10,0.2,1.28
,12:57:21,4,2700,602.8,1.37,13.3,9,12.5,0.149,10,0.2,1.29
,12:57:22,4,2700,603.8,1.37,13.3,9,12.5,0.153,10,0.2,1.29
,12:57:23,4,2700,604.8,1.38,13.3,9,12.6,0.153,10,0.2,1.29
,12:57:24,4,2700,605.8,1.38,13.3,9,12.6,0.153,10,0.2,1.29
,12:57:25,4,2700,606.8,1.38,13.3,9,12.6,0.154,10,0.2,1.29
,12:57:26,4,2700,607.8,1.38,13.3,9,12.6,0.154,10,0.2,1.3
,12:57:27,4,2700,608.8,1.38,13.3,9,12.6,0.154,10,0.2,1.3
,12:57:28,4,2700,609.8,1.38,13.3,9,12.6,0.15,10,0.2,1.3
,12:57:29,4,2700,610.8,1.38,13.3,9,12.7,0.146,10,0.2,1.29
,12:57:30,4,2700,611.8,1.38,13.3,9,12.7,0.149,10,0.2,1.29
,12:57:31,4,2700,612.8,1.37,13.3,9,12.7,0.153,10,0.2,1.28
,12:57:32,4,2700,613.8,1.36,13.3,9,12.7,0.151,10,0.2,1.27
,12:57:33,4,2700,614.8,1.35,13.3,9,12.7,0.155,10,0.2,1.27
,12:57:34,4,2700,615.8,1.36,13.3,9,12.7,0.156,10,0.2,1.27
,12:57:35,4,2700,616.8,1.37,13.3,9,12.7,0.157,10,0.2,1.28
,12:57:36,4,2700,617.8,1.37,13.3,9,12.7,0.153,10,0.2,1.29
,12:57:37,4,2700,618.8,1.38,13.3,9,12.7,0.154,10,0.2,1.29
,12:57:38,4,2700,619.8,1.38,13.3,9,12.7,0.15,10,0.2,1.29
,12:57:39,4,2700,620.8,1.38,13.3,9,12.8,0.146,10,0.2,1.29
,12:57:40,4,2700,621.8,1.38,13.3,9,12.8,0.15,10,0.2,1.29
,12:57:41,4,2700,622.8,1.38,13.3,9,12.8,0.154,10,0.2,1.29
,12:57:42,4,2700,623.8,1.38,13.3,9,12.8,0.154,10,0.2,1.29
,12:57:43,4,2700,624.8,1.38,13.3,9,12.8,0.159,10,0.2,1.3
,12:57:44,4,2700,625.8,1.38,13.3,9,12.8,0.154,10,0.2,1.3
,12:57:45,4,2700,626.8,1.39,13.3,9,12.8,0.159,10,0.2,1.3
,12:57:46,4,2700,627.8,1.39,13.3,9,12.9,0.155,10,0.2,1.3
,12:57:47,4,2700,628.8,1.38,13.3,9,12.9,0.154,10,0.2,1.29
,12:57:48,4,2700,629.8,1.38,13.3,9,12.9,0.153,10,0.2,1.29
,12:57:49,4,2700,630.8,1.37,13.3,9,12.9,0.153,10,0.2,1.29
,12:57:50,4,2700,631.8,1.37,13.3,9,12.9,0.153,10,0.2,1.29
,12:57:51,4,2700,632.8,1.37,13.3,9,12.9,0.149,10,0.2,1.29
,12:57:52,4,2700,633.8,1.37,13.3,9,12.9,0.145,10,0.2,1.28
,12:57:53,4,2700,634.8,1.37,13.3,9,13,0.148,10,0.2,1.28
,12:57:54,4,2700,635.8,1.36,13.3,9,13,0.152,10,0.2,1.28
,12:57:55,4,2700,636.8,1.36,13.3,9,13,0.152,10,0.2,1.28
,12:57:56,4,2700,637.8,1.37,13.3,9,13,0.152,10,0.2,1.28
,12:57:57,4,2700,638.8,1.37,13.3,9,13,0.152,10,0.2,1.28
,12:57:58,4,2700,639.8,1.36,13.3,9,13,0.152,10,0.2,1.28
,12:57:59,4,2700,640.8,1.36,13.3,9,13,0.152,10,0.2,1.28
,12:58:00,4,2700,641.8,1.36,13.3,9,13,0.152,10,0.2,1.28
,12:58:01,4,2700,642.8,1.37,13.3,9,13,0.152,10,0.2,1.28
,12:58:02,4,2700,643.8,1.37,13.3,9,13,0.148,10,0.2,1.28
,12:58:03,4,2700,644.8,1.37,13.3,9,13,0.144,10,0.2,1.28
,12:58:04,4,2700,645.8,1.36,13.3,9,13.1,0.143,10,0.2,1.27
,12:58:05,4,2700,646.8,1.35,13.3,9,13.1,0.146,10,0.2,1.26
,12:58:06,4,2700,647.8,1.34,13.3,9,13.1,0.149,10,0.2,1.25
,12:58:07,4,2700,648.8,1.33,13.3,9,13.1,0.148,10,0.2,1.25
,12:58:08,4,2700,649.8,1.33,13.3,9,13.1,0.152,10,0.2,1.24
,12:58:09,4,2700,650.8,1.32,13.3,9,13.1,0.152,10,0.2,1.24
,12:58:10,4,2700,651.8,1.33,13.3,9,13.1,0.148,10,0.2,1.24
,12:58:11,4,2700,652.8,1.33,13.3,9,13.1,0.153,10,0.2,1.25
,12:58:12,4,2700,653.8,1.34,13.3,9,13.1,0.154,10,0.2,1.26
,12:58:13,4,2700,654.8,1.35,13.3,9,13.1,0.15,10,0.2,1.26
,12:58:14,4,2700,655.8,1.35,13.3,9,13.1,0.15,10,0.2,1.26
,12:58:15,4,2700,656.8,1.34,13.3,9,13.1,0.15,10,0.2,1.26
,12:58:16,4,2700,657.8,1.34,13.3,9,13.1,0.149,10,0.2,1.26
,12:58:17,4,2700,658.8,1.34,13.3,9,13.1,0.146,10,0.2,1.26
,12:58:18,4,2700,659.8,1.35,13.3,9,13.1,0.146,10,0.2,1.26
,12:58:19,4,2700,660.8,1.34,13.3,9,13.1,0.146,10,0.2,1.26
,12:58:20,4,2700,661.8,1.34,13.3,9,13.1,0.146,10,0.2,1.26
,12:58:21,4,2700,662.8,1.34,13.3,9,13.1,0.146,10,0.2,1.26
,12:58:22,4,2700,663.8,1.35,13.3,9,13.1,0.142,10,0.2,1.26
,12:58:23,4,2700,664.8,1.35,13.3,9,13.1,0.146,10,0.2,1.26
,12:58:24,4,2700,665.8,1.34,13.3,9,13.1,0.141,10,0.2,1.26
,12:58:25,4,2700,666.8,1.33,13.3,9,13.2,0.144,10,0.2,1.25
,12:58:26,4,2700,667.8,1.33,13.3,9,13.2,0.144,10,0.2,1.24
,12:58:27,4,2700,668.8,1.33,13.3,9,13.2,0.14,10,0.2,1.24
,12:58:28,4,2700,669.8,1.32,13.3,9,13.2,0.139,10,0.2,1.24
,12:58:29,4,2700,670.8,1.32,13.3,9,13.2,0.139,10,0.2,1.24
,12:58:30,4,2700,671.8,1.31,13.3,9,13.2,0.142,10,0.2,1.23
,12:58:31,4,2700,672.8,1.3,13.3,9,13.2,0.141,10,0.2,1.21
,12:58:32,4,2700,673.8,1.28,13.3,9,13.2,0.139,10,0.2,1.2
,12:58:33,4,2700,674.8,1.28,13.3,9,13.2,0.142,10,0.2,1.2
,12:58:34,4,2700,675.8,1.28,13.3,9,13.2,0.142,10,0.2,1.2
,12:58:35,4,2700,676.8,1.27,13.3,9,13.2,0.142,10,0.2,1.19
,12:58:36,4,2700,677.8,1.27,13.3,9,13.2,0.142,10,0.2,1.19
,12:58:37,4,2700,678.8,1.27,13.3,9,13.2,0.142,10,0.2,1.19
,12:58:38,4,2700,679.8,1.27,13.3,9,13.2,0.142,10,0.2,1.19
,12:58:39,4,2700,680.8,1.27,13.3,9,13.2,0.142,10,0.2,1.19
,12:58:40,4,2700,681.8,1.27,13.3,9,13.2,0.142,10,0.2,1.19
,12:58:41,4,2700,682.8,1.27,13.3,9,13.2,0.146,10,0.2,1.19
,12:58:42,4,2700,683.8,1.28,13.3,9,13.2,0.143,10,0.2,1.2
,12:58:43,4,2700,684.8,1.28,13.3,9,13.2,0.147,10,0.2,1.2
,12:58:44,4,2700,685.8,1.29,13.3,9,13.2,0.148,10,0.2,1.21
,12:58:45,4,2700,686.8,1.29,13.3,9,13.2,0.148,10,0.2,1.21
,12:58:46,4,2700,687.8,1.3,13.3,9,13.2,0.149,10,0.2,1.21
,12:58:47,4,2700,688.8,1.3,13.3,8,13.2,0.154,10,0.2,1.22
,12:58:48,4,2700,689.8,1.31,13.3,9,13.2,0.15,10,0.2,1.23
,12:58:49,4,2700,690.8,1.32,13.3,9,13.2,0.151,10,0.2,1.24
,12:58:50,4,2700,691.8,1.33,13.3,9,13.2,0.149,10,0.2,1.25
,12:58:51,4,2700,692.8,1.34,13.3,9,13.2,0.149,10,0.2,1.25
,12:58:52,4,2700,693.8,1.34,13.3,9,13.2,0.149,10,0.2,1.26
,12:58:53,4,2700,694.8,1.34,13.3,9,13.2,0.154,10,0.2,1.26
,12:58:54,4,2700,695.8,1.34,13.3,9,13.2,0.149,10,0.2,1.26
,12:58:55,4,2700,696.8,1.34,13.3,9,13.2,0.149,10,0.2,1.25
,12:58:56,4,2700,697.8,1.34,13.3,9,13.2,0.149,10,0.2,1.25
,12:58:57,4,2700,698.8,1.34,13.3,9,13.2,0.149,10,0.2,1.25
,12:58:58,4,2700,699.8,1.34,13.3,9,13.2,0.149,10,0.2,1.25
,12:58:59,4,2700,700.8,1.34,13.3,9,13.2,0.153,10,0.2,1.25
,12:59:00,4,2700,701.8,1.34,13.3,9,13.2,0.149,10,0.2,1.26
,12:59:01,4,2700,702.8,1.34,13.3,9,13.2,0.149,10,0.2,1.26
,12:59:02,4,2700,703.8,1.34,13.3,9,13.2,0.15,10,0.2,1.26
,12:59:03,4,2700,704.8,1.34,13.3,9,13.2,0.154,10,0.2,1.26
,12:59:04,4,2700,705.8,1.35,13.3,9,13.2,0.15,10,0.2,1.26
,12:59:05,4,2700,706.8,1.35,13.3,9,13.2,0.151,10,0.2,1.27
,12:59:06,4,2700,707.8,1.35,13.3,9,13.2,0.151,10,0.2,1.27
,12:59:07,4,2700,708.8,1.35,13.3,9,13.2,0.151,10,0.2,1.26
,12:59:08,4,2700,709.8,1.34,13.3,9,13.2,0.15,10,0.2,1.26
,12:59:09,4,2700,710.8,1.34,13.3,9,13.2,0.149,10,0.2,1.25
,12:59:10,4,2700,711.8,1.33,13.3,9,13.2,0.148,10,0.2,1.25
,12:59:11,4,2700,712.8,1.33,13.3,9,13.1,0.144,10,0.2,1.24
,12:59:12,4,2700,713.8,1.33,13.3,9,13.1,0.144,10,0.2,1.24
,12:59:13,4,2700,714.8,1.33,13.3,9,13.2,0.144,10,0.2,1.24
,12:59:14,4,2700,715.8,1.33,13.3,9,13.1,0.14,10,0.2,1.24
,12:59:15,4,2700,716.8,1.32,13.3,9,13.1,0.139,10,0.2,1.24
,12:59:16,4,2700,717.8,1.32,13.3,9,13.1,0.139,10,0.2,1.24
,12:59:17,4,2700,718.8,1.32,13.3,9,13.1,0.139,10,0.2,1.24
,12:59:18,4,2700,719.8,1.32,13.3,9,13.1,0.147,10,0.2,1.23
,12:59:19,4,2700,720.8,1.31,13.3,9,13.1,0.151,10,0.2,1.23
,12:59:20,4,2700,721.8,1.31,13.3,9,13.1,0.15,10,0.2,1.23
,12:59:21,4,2700,722.8,1.31,13.3,9,13.1,0.15,10,0.2,1.23
,12:59:22,4,2700,723.8,1.31,13.3,9,13.1,0.151,10,0.2,1.23
,12:59:23,4,2700,724.8,1.31,13.3,9,13.1,0.151,10,0.2,1.23
,12:59:24,4,2700,725.8,1.31,13.3,9,13.1,0.147,10,0.2,1.23
,12:59:25,4,2700,726.8,1.31,13.3,9,13.1,0.142,10,0.2,1.23
,12:59:26,4,2700,727.8,1.32,13.3,9,13.1,0.139,10,0.2,1.23
,12:59:27,4,2700,728.8,1.31,13.3,9,13.1,0.142,10,0.2,1.23
,12:59:28,4,2700,729.8,1.31,13.3,9,13.1,0.146,10,0.2,1.23
,12:59:29,4,2700,730.8,1.31,13.3,9,13.1,0.15,10,0.2,1.23
,12:59:30,4,2700,731.8,1.31,13.3,9,13.1,0.15,10,0.2,1.23
,12:59:31,4,2700,732.8,1.31,13.3,9,13.1,0.146,10,0.2,1.22
,12:59:32,4,2700,733.8,1.31,13.3,9,13.1,0.15,10,0.2,1.23
,12:59:33,4,2700,734.8,1.31,13.3,9,13.1,0.151,10,0.2,1.23
,12:59:34,4,2700,735.8,1.32,13.3,9,13.1,0.147,10,0.2,1.24
,12:59:35,4,2700,736.8,1.33,13.3,9,13.1,0.148,10,0.2,1.24
,12:59:36,4,2700,737.8,1.33,13.3,9,13.1,0.148,10,0.2,1.24
,12:59:37,4,2700,738.8,1.33,13.3,9,13,0.148,10,0.2,1.24
,12:59:38,4,2700,739.8,1.32,13.3,9,13,0.147,10,0.2,1.24
,12:59:39,4,2700,740.8,1.32,13.3,9,13,0.143,10,0.2,1.24
,12:59:40,4,2700,741.8,1.32,13.3,9,13,0.139,10,0.2,1.24
,12:59:41,4,2700,742.8,1.32,13.3,9,13,0.139,10,0.2,1.24
,12:59:42,4,2700,743.8,1.32,13.3,9,13,0.143,10,0.2,1.24
,12:59:43,4,2700,744.8,1.32,13.3,9,13,0.147,10,0.2,1.24
,12:59:44,4,2700,745.8,1.32,13.3,9,13,0.147,10,0.2,1.23
,12:59:45,4,2700,746.8,1.31,13.3,9,13,0.151,10,0.2,1.23
,12:59:46,4,2700,747.8,1.31,13.3,9,13,0.15,10,0.2,1.22
,12:59:47,4,2700,748.8,1.31,13.3,9,13,0.15,10,0.2,1.23
,12:59:48,4,2700,749.8,1.31,13.3,9,13,0.147,10,0.2,1.23
,12:59:49,4,2700,750.8,1.31,13.3,9,13,0.146,10,0.2,1.23
,12:59:50,4,2700,751.8,1.31,13.3,9,12.9,0.146,10,0.2,1.22
,12:59:51,4,2700,752.8,1.3,13.3,9,13,0.145,10,0.2,1.22
,12:59:52,4,2700,753.8,1.29,13.3,9,12.9,0.144,10,0.2,1.21
,12:59:53,4,2700,754.8,1.29,13.3,9,12.9,0.144,10,0.2,1.21
,12:59:54,4,2700,755.8,1.3,13.3,9,12.9,0.145,10,0.2,1.22
,12:59:55,4,2700,756.8,1.3,13.3,9,12.9,0.145,10,0.2,1.22
,12:59:56,4,2700,757.8,1.31,13.3,9,12.9,0.142,10,0.2,1.23
,12:59:57,4,2700,758.8,1.31,13.3,9,12.9,0.138,10,0.2,1.22
,12:59:58,4,2700,759.8,1.31,13.3,9,12.9,0.138,10,0.2,1.22
,12:59:59,4,2700,760.8,1.31,13.3,9,12.9,0.142,10,0.2,1.22
,13:00:00,4,2700,761.8,1.31,13.3,9,12.9,0.146,10,0.2,1.23
,13:00:01,4,2700,762.8,1.32,13.3,9,12.9,0.147,10,0.2,1.23
,13:00:02,4,2700,763.8,1.33,13.3,9,12.9,0.148,10,0.2,1.24
,13:00:03,4,2700,764.8,1.33,13.3,9,12.9,0.149,10,0.2,1.25
,13:00:04,4,2700,765.8,1.33,13.3,9,12.8,0.149,10,0.2,1.25
,13:00:05,4,2700,766.8,1.33,13.3,9,12.8,0.148,10,0.2,1.25
,13:00:06,4,2700,767.8,1.33,13.3,9,12.8,0.148,10,0.2,1.25
,13:00:07,4,2700,768.8,1.33,13.3,9,12.8,0.144,10,0.2,1.25
,13:00:08,4,2700,769.8,1.33,13.3,9,12.8,0.14,10,0.2,1.24
,13:00:09,4,2700,770.8,1.32,13.3,9,12.8,0.139,10,0.2,1.24
,13:00:10,4,2700,771.8,1.31,13.3,9,12.8,0.142,10,0.2,1.23
,13:00:11,4,2700,772.8,1.31,13.3,9,12.8,0.146,10,0.2,1.22
,13:00:12,4,2700,773.8,1.29,13.3,9,12.8,0.144,10,0.2,1.21
,13:00:13,4,2700,774.8,1.28,13.3,9,12.8,0.147,10,0.2,1.2
,13:00:14,4,2700,775.8,1.28,13.3,9,12.8,0.146,10,0.2,1.2
,13:00:15,4,2700,776.8,1.27,13.3,9,12.8,0.146,10,0.2,1.19
,13:00:16,4,2700,777.8,1.27,13.3,9,12.7,0.146,10,0.2,1.19
,13:00:17,4,2700,778.8,1.28,13.3,9,12.7,0.147,10,0.2,1.2
,13:00:18,4,2700,779.8,1.29,13.3,9,12.7,0.143,10,0.2,1.2
,13:00:19,4,2700,780.8,1.29,13.3,9,12.7,0.14,10,0.2,1.21
,13:00:20,4,2700,781.8,1.29,13.3,9,12.7,0.136,10,0.2,1.21
,13:00:21,4,2700,782.8,1.29,13.3,9,12.7,0.14,10,0.2,1.21
,13:00:22,4,2700,783.8,1.29,13.3,9,12.7,0.144,10,0.2,1.21
,13:00:23,4,2700,784.8,1.29,13.3,9,12.7,0.144,10,0.2,1.21
,13:00:24,4,2700,785.8,1.29,13.3,9,12.7,0.148,10,0.2,1.21
,13:00:25,4,2700,786.8,1.29,13.3,9,12.7,0.148,10,0.2,1.21
,13:00:26,4,2700,787.8,1.29,13.3,9,12.6,0.148,10,0.2,1.21
,13:00:27,4,2700,788.8,1.29,13.3,9,12.6,0.144,10,0.2,1.21
,13:00:28,4,2700,789.8,1.29,13.3,9,12.6,0.14,10,0.2,1.21
,13:00:29,4,2700,790.8,1.28,13.3,9,12.6,0.135,10,0.2,1.2
,13:00:30,4,2700,791.8,1.28,13.3,9,12.6,0.138,10,0.2,1.2
,13:00:31,4,2700,792.8,1.27,13.3,9,12.6,0.142,10,0.2,1.19
,13:00:32,4,2700,793.8,1.27,13.3,9,12.6,0.146,10,0.2,1.19
,13:00:33,4,2700,794.8,1.27,13.3,9,12.6,0.142,10,0.2,1.19
,13:00:34,4,2700,795.8,1.28,13.3,9,12.6,0.142,10,0.2,1.2
,13:00:35,4,2700,796.8,1.28,13.3,9,12.6,0.142,10,0.2,1.2
,13:00:36,4,2700,797.8,1.28,13.3,9,12.6,0.138,10,0.2,1.2
,13:00:37,4,2700,798.8,1.28,13.3,9,12.6,0.135,10,0.2,1.2
,13:00:38,4,2700,799.8,1.28,13.3,9,12.6,0.139,10,0.2,1.2
,13:00:39,4,2700,800.8,1.28,13.3,9,12.5,0.138,10,0.2,1.2
,13:00:40,4,2700,801.8,1.27,13.3,9,12.5,0.142,10,0.2,1.2
,13:00:41,4,2700,802.8,1.28,13.3,9,12.5,0.142,10,0.2,1.2
,13:00:42,4,2700,803.8,1.28,13.3,9,12.5,0.143,10,0.2,1.2
,13:00:43,4,2700,804.8,1.28,13.3,9,12.5,0.143,10,0.2,1.2
,13:00:44,4,2700,805.8,1.29,13.3,9,12.5,0.143,10,0.2,1.2
,13:00:45,4,2700,806.8,1.29,13.3,9,12.5,0.144,10,0.2,1.21
,13:00:46,4,2700,807.8,1.29,13.3,9,12.5,0.14,10,0.2,1.21
,13:00:47,4,2700,808.8,1.29,13.3,9,12.4,0.139,10,0.2,1.2
,13:00:48,4,2700,809.8,1.28,13.3,9,12.4,0.139,10,0.2,1.2
,13:00:49,4,2700,810.8,1.28,13.3,9,12.5,0.143,10,0.2,1.2
,13:00:50,4,2700,811.8,1.28,13.3,9,12.4,0.142,10,0.2,1.2
,13:00:51,4,2700,812.8,1.27,13.3,9,12.4,0.146,10,0.2,1.19
,13:00:52,4,2700,813.8,1.27,13.3,9,12.4,0.141,10,0.2,1.19
,13:00:53,4,2700,814.8,1.26,13.3,9,12.4,0.141,10,0.2,1.18
,13:00:54,4,2700,815.8,1.26,13.3,9,12.4,0.137,10,0.2,1.18
,13:00:55,4,2700,816.8,1.26,13.3,9,12.4,0.137,10,0.2,1.18
,13:00:56,4,2700,817.8,1.26,13.3,9,12.4,0.14,10,0.2,1.18
,13:00:57,4,2700,818.8,1.26,13.3,9,12.3,0.14,10,0.2,1.18
,13:00:58,4,2700,819.8,1.26,13.3,9,12.3,0.141,10,0.2,1.18
,13:00:59,4,2700,820.8,1.27,13.3,9,12.3,0.141,10,0.2,1.19
,13:01:00,4,2700,821.8,1.27,13.3,9,12.3,0.141,10,0.2,1.19
,13:01:01,4,2700,822.8,1.27,13.3,9,12.3,0.138,10,0.2,1.19
,13:01:02,4,2700,823.8,1.27,13.3,9,12.3,0.137,10,0.2,1.19
,13:01:03,4,2700,824.8,1.27,13.3,9,12.3,0.141,10,0.2,1.19
,13:01:04,4,2700,825.8,1.27,13.3,9,12.2,0.141,10,0.2,1.19
,13:01:05,4,2700,826.8,1.26,13.3,9,12.2,0.141,10,0.2,1.18
,13:01:06,4,2700,827.8,1.26,13.3,9,12.2,0.141,10,0.2,1.18
,13:01:07,4,2700,828.8,1.26,13.3,9,12.2,0.14,10,0.2,1.18
,13:01:08,4,2700,829.8,1.26,13.3,9,12.2,0.137,10,0.2,1.18
,13:01:09,4,2700,830.8,1.26,13.3,9,12.2,0.137,10,0.2,1.18
,13:01:10,4,2700,831.8,1.27,13.3,9,12.2,0.141,10,0.2,1.19
,13:01:11,4,2700,832.8,1.27,13.3,9,12.2,0.141,10,0.2,1.19
,13:01:12,4,2700,833.8,1.26,13.3,9,12.2,0.145,10,0.2,1.18
,13:01:13,4,2700,834.8,1.26,13.3,9,12.2,0.145,10,0.2,1.18
,13:01:14,4,2700,835.8,1.27,13.3,9,12.2,0.145,10,0.2,1.19
,13:01:15,4,2700,836.8,1.27,13.3,9,12.1,0.141,10,0.2,1.19
,13:01:16,4,2700,837.8,1.27,13.3,9,12.1,0.137,10,0.2,1.19
,13:01:17,4,2700,838.8,1.27,13.3,9,12.1,0.137,10,0.2,1.18
,13:01:18,4,2700,839.8,1.26,13.3,9,12.1,0.136,10,0.2,1.18
,13:01:19,4,2700,840.8,1.26,13.3,9,12.1,0.14,10,0.2,1.18
,13:01:20,4,2700,841.8,1.25,13.3,9,12.1,0.14,10,0.2,1.17
,13:01:21,4,2700,842.8,1.25,13.3,9,12.1,0.14,10,0.2,1.17
,13:01:22,4,2700,843.8,1.26,13.3,9,12,0.14,10,0.2,1.18
,13:01:23,4,2700,844.8,1.26,13.3,9,12,0.14,10,0.2,1.18
,13:01:24,4,2700,845.8,1.26,13.3,9,12,0.137,10,0.2,1.18
,13:01:25,4,2700,846.8,1.26,13.3,9,12,0.136,10,0.2,1.18
,13:01:26,4,2700,847.8,1.25,13.3,9,12,0.136,10,0.2,1.17
,13:01:27,4,2700,848.8,1.25,13.3,9,12,0.139,10,0.2,1.17
,13:01:28,4,2700,849.8,1.25,13.3,9,12,0.139,10,0.2,1.17
,13:01:29,4,2700,850.8,1.25,13.3,9,12,0.139,10,0.2,1.17
,13:01:30,4,2700,851.8,1.25,13.3,9,12,0.14,10,0.2,1.17
,13:01:31,4,2700,852.8,1.25,13.3,9,11.9,0.136,10,0.2,1.17
,13:01:32,4,2700,853.8,1.25,13.3,9,11.9,0.135,10,0.2,1.17
,13:01:33,4,2700,854.8,1.25,13.3,9,11.9,0.139,10,0.2,1.17
,13:01:34,4,2700,855.8,1.25,13.3,9,11.9,0.139,10,0.2,1.17
,13:01:35,4,2700,856.8,1.25,13.3,9,11.9,0.139,10,0.2,1.17
