Data file,,RA0.3_HEF_-8C_001_45MINS.TSV,,,,,,,,,,
,16:31:08,4,2700,563,1.56,13.3,9,-8.6,0.174,10,0.3,1.46
,16:31:09,4,2700,564,1.56,13.3,9,-8.6,0.174,10,0.3,1.46
,16:31:10,4,2700,565,1.56,13.3,9,-8.6,0.179,10,0.3,1.46
,16:31:11,4,2700,566,1.56,13.3,9,-8.6,0.179,10,0.3,1.46
,16:31:12,4,2700,567,1.56,13.3,9,-8.6,0.174,10,0.3,1.46
,16:31:13,4,2700,568,1.56,13.3,9,-8.6,0.169,10,0.3,1.46
,16:31:14,4,2700,569,1.56,13.3,9,-8.6,0.169,10,0.3,1.46
,16:31:15,4,2700,570,1.56,13.3,9,-8.6,0.169,10,0.3,1.46
,16:31:16,4,2700,571,1.56,13.3,9,-8.6,0.174,10,0.3,1.46
,16:31:17,4,2700,572,1.56,13.3,9,-8.6,0.174,10,0.3,1.46
,16:31:18,4,2700,573,1.56,13.3,9,-8.6,0.174,10,0.3,1.46
,16:31:19,4,2700,574,1.56,13.3,9,-8.5,0.174,10,0.3,1.46
,16:31:20,4,2700,575,1.56,13.3,9,-8.5,0.174,10,0.3,1.46
,16:31:21,4,2700,576,1.57,13.3,9,-8.5,0.175,10,0.3,1.47
,16:31:22,4,2700,577,1.57,13.3,9,-8.5,0.17,10,0.3,1.47
,16:31:23,4,2700,578,1.58,13.3,9,-8.5,0.171,10,0.3,1.48
,16:31:24,4,2700,579,1.59,13.3,9,-8.5,0.172,10,0.3,1.49
,16:31:25,4,2700,580,1.59,13.3,9,-8.5,0.177,10,0.3,1.49
,16:31:26,4,2700,581,1.59,13.3,9,-8.5,0.177,10,0.3,1.48
,16:31:27,4,2700,582,1.59,13.3,9,-8.5,0.177,10,0.3,1.49
,16:31:28,4,2700,583,1.59,13.3,9,-8.4,0.182,10,0.3,1.49
,16:31:29,4,2700,584,1.59,13.3,9,-8.4,0.182,10,0.3,1.49
,16:31:30,4,2700,585,1.59,13.3,9,-8.4,0.177,10,0.3,1.49
,16:31:31,4,2700,586,1.59,13.3,9,-8.4,0.172,10,0.3,1.49
,16:31:32,4,2700,587,1.59,13.3,9,-8.4,0.168,10,0.3,1.49
,16:31:33,4,2700,588,1.59,13.3,9,-8.4,0.172,10,0.3,1.48
,16:31:34,4,2700,589,1.58,13.3,9,-8.4,0.176,10,0.3,1.48
,16:31:35,4,2700,590,1.58,13.3,9,-8.4,0.181,10,0.3,1.48
,16:31:36,4,2700,591,1.58,13.3,9,-8.4,0.176,10,0.3,1.48
,16:31:37,4,2700,592,1.59,13.3,9,-8.4,0.177,10,0.3,1.48
,16:31:38,4,2700,593,1.59,13.3,9,-8.4,0.182,10,0.3,1.48
,16:31:39,4,2700,594,1.58,13.3,9,-8.4,0.176,10,0.3,1.48
,16:31:40,4,2700,595,1.58,13.3,9,-8.3,0.172,10,0.3,1.48
,16:31:41,4,2700,596,1.58,13.3,9,-8.3,0.172,10,0.3,1.48
,16:31:42,4,2700,597,1.58,13.3,9,-8.3,0.172,10,0.3,1.48
,16:31:43,4,2700,598,1.58,13.3,9,-8.2,0.176,10,0.3,1.48
,16:31:44,4,2700,599,1.58,13.3,9,-8.2,0.176,10,0.3,1.48
,16:31:45,4,2700,600,1.59,13.3,9,-8.2,0.177,10,0.3,1.48
,16:31:46,4,2700,601,1.59,13.3,9,-8.2,0.172,10,0.3,1.49
,16:31:47,4,2700,602,1.59,13.3,9,-8.2,0.177,10,0.3,1.49
,16:31:48,4,2700,603,1.59,13.3,9,-8.2,0.177,10,0.3,1.49
,16:31:49,4,2700,604,1.59,13.3,9,-8.1,0.177,10,0.3,1.49
,16:31:50,4,2700,605,1.59,13.3,9,-8.2,0.177,10,0.3,1.49
,16:31:51,4,2700,606,1.59,13.3,9,-8.2,0.172,10,0.3,1.49
,16:31:52,4,2700,607,1.59,13.3,9,-8.1,0.172,10,0.3,1.48
,16:31:53,4,2700,608,1.59,13.3,9,-8.1,0.172,10,0.3,1.48
,16:31:54,4,2700,609,1.58,13.3,9,-8.1,0.171,10,0.3,1.48
,16:31:55,4,2700,610,1.58,13.3,9,-8.1,0.171,10,0.3,1.48
,16:31:56,4,2700,611,1.57,13.3,9,-8.1,0.175,10,0.3,1.47
,16:31:57,4,2700,612,1.57,13.3,9,-8.1,0.175,10,0.3,1.47
,16:31:58,4,2700,613,1.56,13.3,9,-8.1,0.174,10,0.3,1.46
,16:31:59,4,2700,614,1.56,13.3,9,-8.1,0.174,10,0.3,1.46
,16:32:00,4,2700,615,1.55,13.3,9,-8,0.178,10,0.3,1.46
,16:32:01,4,2700,616,1.55,13.3,9,-8,0.178,10,0.3,1.46
,16:32:02,4,2700,617,1.56,13.3,9,-8,0.174,10,0.3,1.46
,16:32:03,4,2700,618,1.56,13.3,9,-8,0.169,10,0.3,1.46
,16:32:04,4,2700,619,1.57,13.3,9,-8,0.165,10,0.3,1.47
,16:32:05,4,2700,620,1.56,13.3,9,-7.9,0.165,10,0.3,1.46
,16:32:06,4,2700,621,1.56,13.3,9,-7.9,0.169,10,0.3,1.46
,16:32:07,4,2700,622,1.55,13.3,9,-7.9,0.173,10,0.3,1.45
,16:32:08,4,2700,623,1.55,13.3,9,-7.9,0.177,10,0.3,1.45
,16:32:09,4,2700,624,1.55,13.3,9,-7.9,0.172,10,0.3,1.45
,16:32:10,4,2700,625,1.55,13.3,9,-7.9,0.173,10,0.3,1.45
,16:32:11,4,2700,626,1.55,13.3,9,-7.8,0.178,10,0.3,1.45
,16:32:12,4,2700,627,1.55,13.3,9,-7.8,0.173,10,0.3,1.45
,16:32:13,4,2700,628,1.55,13.3,9,-7.8,0.173,10,0.3,1.45
,16:32:14,4,2700,629,1.55,13.3,9,-7.8,0.173,10,0.3,1.45
,16:32:15,4,2700,630,1.55,13.3,9,-7.8,0.173,10,0.3,1.45
,16:32:16,4,2700,631,1.55,13.3,9,-7.8,0.168,10,0.3,1.45
,16:32:17,4,2700,632,1.55,13.3,9,-7.8,0.164,10,0.3,1.45
,16:32:18,4,2700,633,1.55,13.3,9,-7.8,0.164,10,0.3,1.45
,16:32:19,4,2700,634,1.55,13.3,9,-7.7,0.164,10,0.3,1.46
,16:32:20,4,2700,635,1.55,13.3,9,-7.7,0.168,10,0.3,1.45
,16:32:21,4,2700,636,1.55,13.3,9,-7.7,0.172,10,0.3,1.45
,16:32:22,4,2700,637,1.54,13.3,9,-7.7,0.172,10,0.3,1.45
,16:32:23,4,2700,638,1.55,13.3,9,-7.7,0.173,10,0.3,1.45
,16:32:24,4,2700,639,1.55,13.3,9,-7.6,0.173,10,0.3,1.45
,16:32:25,4,2700,640,1.55,13.3,9,-7.6,0.178,10,0.3,1.46
,16:32:26,4,2700,641,1.55,13.3,9,-7.6,0.178,10,0.3,1.46
,16:32:27,4,2700,642,1.56,13.3,9,-7.6,0.179,10,0.3,1.46
,16:32:28,4,2700,643,1.57,13.3,9,-7.6,0.18,10,0.3,1.47
,16:32:29,4,2700,644,1.57,13.3,9,-7.6,0.175,10,0.3,1.47
,16:32:30,4,2700,645,1.57,13.3,9,-7.6,0.18,10,0.3,1.47
,16:32:31,4,2700,646,1.56,13.3,9,-7.6,0.179,10,0.3,1.46
,16:32:32,4,2700,647,1.57,13.3,9,-7.6,0.175,10,0.3,1.47
,16:32:33,4,2700,648,1.58,13.3,9,-7.6,0.176,10,0.3,1.48
,16:32:34,4,2700,649,1.59,13.3,9,-7.5,0.177,10,0.3,1.49
,16:32:35,4,2700,650,1.59,13.3,9,-7.5,0.178,10,0.3,1.49
,16:32:36,4,2700,651,1.6,13.3,9,-7.5,0.183,10,0.3,1.49
,16:32:37,4,2700,652,1.6,13.3,9,-7.5,0.178,10,0.3,1.49
,16:32:38,4,2700,653,1.59,13.3,9,-7.5,0.173,10,0.3,1.49
,16:32:39,4,2700,654,1.59,13.3,9,-7.5,0.172,10,0.3,1.49
,16:32:40,4,2700,655,1.59,13.3,9,-7.4,0.167,10,0.3,1.49
,16:32:41,4,2700,656,1.59,13.3,9,-7.4,0.167,10,0.3,1.49
,16:32:42,4,2700,657,1.59,13.3,9,-7.4,0.173,10,0.3,1.49
,16:32:43,4,2700,658,1.59,13.3,9,-7.4,0.178,10,0.3,1.49
,16:32:44,4,2700,659,1.59,13.3,9,-7.4,0.177,10,0.3,1.49
,16:32:45,4,2700,660,1.58,13.3,9,-7.4,0.176,10,0.3,1.48
,16:32:46,4,2700,661,1.58,13.3,9,-7.3,0.176,10,0.3,1.48
,16:32:47,4,2700,662,1.57,13.3,9,-7.3,0.175,10,0.3,1.47
,16:32:48,4,2700,663,1.57,13.3,9,-7.3,0.18,10,0.3,1.47
,16:32:49,4,2700,664,1.57,13.3,9,-7.3,0.18,10,0.3,1.47
,16:32:50,4,2700,665,1.58,13.3,9,-7.3,0.181,10,0.3,1.48
,16:32:51,4,2700,666,1.59,13.3,9,-7.3,0.177,10,0.3,1.49
,16:32:52,4,2700,667,1.6,13.3,9,-7.3,0.173,10,0.3,1.5
,16:32:53,4,2700,668,1.6,13.3,9,-7.3,0.173,10,0.3,1.49
,16:32:54,4,2700,669,1.59,13.3,9,-7.2,0.172,10,0.3,1.49
,16:32:55,4,2700,670,1.59,13.3,9,-7.2,0.167,10,0.3,1.49
,16:32:56,4,2700,671,1.59,13.3,9,-7.2,0.168,10,0.3,1.49
,16:32:57,4,2700,672,1.59,13.3,9,-7.2,0.168,10,0.3,1.49
,16:32:58,4,2700,673,1.59,13.3,9,-7.2,0.173,10,0.3,1.49
,16:32:59,4,2700,674,1.59,13.3,9,-7.2,0.172,10,0.3,1.48
,16:33:00,4,2700,675,1.58,13.3,9,-7.2,0.176,10,0.3,1.48
,16:33:01,4,2700,676,1.57,13.3,9,-7.1,0.174,10,0.3,1.47
,16:33:02,4,2700,677,1.56,13.3,9,-7.1,0.179,10,0.3,1.46
,16:33:03,4,2700,678,1.55,13.3,9,-7.1,0.178,10,0.3,1.46
,16:33:04,4,2700,679,1.56,13.3,9,-7.1,0.179,10,0.3,1.46
,16:33:05,4,2700,680,1.56,13.3,9,-7.1,0.179,10,0.3,1.46
,16:33:06,4,2700,681,1.56,13.3,9,-7.1,0.174,10,0.3,1.46
,16:33:07,4,2700,682,1.56,13.3,9,-7.1,0.174,10,0.3,1.46
,16:33:08,4,2700,683,1.55,13.3,9,-7.1,0.178,10,0.3,1.46
,16:33:09,4,2700,684,1.56,13.3,9,-7.1,0.179,10,0.3,1.46
,16:33:10,4,2700,685,1.57,13.3,9,-7,0.174,10,0.3,1.47
,16:33:11,4,2700,686,1.57,13.3,9,-7,0.175,10,0.3,1.47
,16:33:12,4,2700,687,1.58,13.3,9,-7,0.176,10,0.3,1.48
,16:33:13,4,2700,688,1.58,13.3,9,-7,0.176,10,0.3,1.48
,16:33:14,4,2700,689,1.58,13.3,9,-7,0.176,10,0.3,1.48
,16:33:15,4,2700,690,1.58,13.3,9,-7,0.182,10,0.3,1.48
,16:33:16,4,2700,691,1.58,13.3,9,-6.9,0.176,10,0.3,1.48
,16:33:17,4,2700,692,1.58,13.3,9,-6.9,0.176,10,0.3,1.48
,16:33:18,4,2700,693,1.58,13.3,9,-6.9,0.172,10,0.3,1.48
,16:33:19,4,2700,694,1.59,13.3,9,-6.9,0.172,10,0.3,1.48
,16:33:20,4,2700,695,1.59,13.3,9,-6.8,0.172,10,0.3,1.49
,16:33:21,4,2700,696,1.59,13.3,9,-6.8,0.172,10,0.3,1.49
,16:33:22,4,2700,697,1.59,13.3,9,-6.8,0.167,10,0.3,1.48
,16:33:23,4,2700,698,1.58,13.3,9,-6.8,0.167,10,0.3,1.48
,16:33:24,4,2700,699,1.58,13.3,9,-6.8,0.167,10,0.3,1.48
,16:33:25,4,2700,700,1.59,13.3,9,-6.8,0.167,10,0.3,1.48
,16:33:26,4,2700,701,1.58,13.3,9,-6.8,0.171,10,0.3,1.48
,16:33:27,4,2700,702,1.57,13.3,9,-6.8,0.175,10,0.3,1.47
,16:33:28,4,2700,703,1.57,13.3,9,-6.8,0.175,10,0.3,1.47
,16:33:29,4,2700,704,1.57,13.3,9,-6.7,0.18,10,0.3,1.47
,16:33:30,4,2700,705,1.57,13.3,9,-6.7,0.174,10,0.3,1.47
,16:33:31,4,2700,706,1.57,13.3,9,-6.7,0.174,10,0.3,1.47
,16:33:32,4,2700,707,1.57,13.3,9,-6.7,0.175,10,0.3,1.47
,16:33:33,4,2700,708,1.57,13.3,9,-6.7,0.175,10,0.3,1.47
,16:33:34,4,2700,709,1.57,13.3,9,-6.7,0.18,10,0.3,1.47
,16:33:35,4,2700,710,1.57,13.3,9,-6.7,0.174,10,0.3,1.47
,16:33:36,4,2700,711,1.56,13.3,9,-6.6,0.179,10,0.3,1.46
,16:33:37,4,2700,712,1.56,13.3,9,-6.6,0.174,10,0.3,1.46
,16:33:38,4,2700,713,1.57,13.3,9,-6.6,0.174,10,0.3,1.47
,16:33:39,4,2700,714,1.57,13.3,9,-6.6,0.174,10,0.3,1.47
,16:33:40,4,2700,715,1.57,13.3,9,-6.6,0.18,10,0.3,1.47
,16:33:41,4,2700,716,1.58,13.3,9,-6.6,0.181,10,0.3,1.48
,16:33:42,4,2700,717,1.59,13.3,9,-6.6,0.177,10,0.3,1.49
,16:33:43,4,2700,718,1.6,13.3,9,-6.5,0.178,10,0.3,1.49
,16:33:44,4,2700,719,1.6,13.3,9,-6.5,0.178,10,0.3,1.5
,16:33:45,4,2700,720,1.6,13.3,9,-6.5,0.174,10,0.3,1.5
,16:33:46,4,2700,721,1.6,13.3,9,-6.5,0.178,10,0.3,1.5
,16:33:47,4,2700,722,1.6,13.3,9,-6.5,0.178,10,0.3,1.5
,16:33:48,4,2700,723,1.6,13.3,9,-6.5,0.178,10,0.3,1.5
,16:33:49,4,2700,724,1.6,13.3,9,-6.5,0.179,10,0.3,1.5
,16:33:50,4,2700,725,1.61,13.3,9,-6.5,0.179,10,0.3,1.5
,16:33:51,4,2700,726,1.61,13.3,9,-6.5,0.18,10,0.3,1.51
,16:33:52,4,2700,727,1.61,13.3,9,-6.5,0.18,10,0.3,1.51
,16:33:53,4,2700,728,1.61,13.3,9,-6.4,0.18,10,0.3,1.51
,16:33:54,4,2700,729,1.61,13.3,9,-6.4,0.18,10,0.3,1.51
,16:33:55,4,2700,730,1.61,13.3,9,-6.4,0.174,10,0.3,1.51
,16:33:56,4,2700,731,1.61,13.3,9,-6.4,0.169,10,0.3,1.5
,16:33:57,4,2700,732,1.6,13.3,9,-6.4,0.169,10,0.3,1.5
,16:33:58,4,2700,733,1.6,13.3,9,-6.4,0.169,10,0.3,1.5
,16:33:59,4,2700,734,1.6,13.3,9,-6.4,0.169,10,0.3,1.5
,16:34:00,4,2700,735,1.6,13.3,10,-6.4,0.164,10,0.3,1.5
,16:34:01,4,2700,736,1.6,13.3,10,-6.4,0.164,10,0.3,1.49
,16:34:02,4,2700,737,1.59,13.3,9,-6.3,0.167,10,0.3,1.48
,16:34:03,4,2700,738,1.58,13.3,9,-6.3,0.171,10,0.3,1.47
,16:34:04,4,2700,739,1.57,13.3,9,-6.3,0.17,10,0.3,1.47
,16:34:05,4,2700,740,1.56,13.3,9,-6.3,0.169,10,0.3,1.46
,16:34:06,4,2700,741,1.56,13.3,9,-6.3,0.174,10,0.3,1.46
,16:34:07,4,2700,742,1.55,13.3,9,-6.3,0.173,10,0.3,1.46
,16:34:08,4,2700,743,1.55,13.3,9,-6.3,0.177,10,0.3,1.45
,16:34:09,4,2700,744,1.54,13.3,9,-6.3,0.172,10,0.3,1.44
,16:34:10,4,2700,745,1.54,13.3,9,-6.3,0.176,10,0.3,1.44
,16:34:11,4,2700,746,1.54,13.3,9,-6.3,0.176,10,0.3,1.44
,16:34:12,4,2700,747,1.54,13.3,9,-6.3,0.177,10,0.3,1.44
,16:34:13,4,2700,748,1.55,13.3,9,-6.2,0.178,10,0.3,1.45
,16:34:14,4,2700,749,1.55,13.3,9,-6.2,0.178,10,0.3,1.46
,16:34:15,4,2700,750,1.56,13.3,9,-6.2,0.179,10,0.3,1.46
,16:34:16,4,2700,751,1.55,13.3,9,-6.2,0.178,10,0.3,1.46
,16:34:17,4,2700,752,1.55,13.3,9,-6.2,0.178,10,0.3,1.46
,16:34:18,4,2700,753,1.55,13.3,9,-6.2,0.178,10,0.3,1.46
,16:34:19,4,2700,754,1.56,13.3,9,-6.2,0.179,10,0.3,1.46
,16:34:20,4,2700,755,1.57,13.3,9,-6.1,0.175,10,0.3,1.48
,16:34:21,4,2700,756,1.58,13.3,9,-6.1,0.172,10,0.3,1.48
,16:34:22,4,2700,757,1.59,13.3,9,-6.1,0.172,10,0.3,1.48
,16:34:23,4,2700,758,1.59,13.3,9,-6.1,0.177,10,0.3,1.48
,16:34:24,4,2700,759,1.59,13.3,9,-6.1,0.177,10,0.3,1.48
,16:34:25,4,2700,760,1.59,13.3,9,-6.1,0.177,10,0.3,1.49
,16:34:26,4,2700,761,1.59,13.3,9,-6.1,0.177,10,0.3,1.49
,16:34:27,4,2700,762,1.59,13.3,9,-6.1,0.177,10,0.3,1.49
,16:34:28,4,2700,763,1.59,13.3,9,-6.1,0.172,10,0.3,1.49
,16:34:29,4,2700,764,1.59,13.3,9,-6.1,0.172,10,0.3,1.49
,16:34:30,4,2700,765,1.59,13.3,9,-6,0.167,10,0.3,1.49
,16:34:31,4,2700,766,1.59,13.3,10,-6,0.163,10,0.3,1.49
,16:34:32,4,2700,767,1.59,13.3,10,-6,0.163,10,0.3,1.48
,16:34:33,4,2700,768,1.58,13.3,10,-6,0.162,10,0.3,1.48
,16:34:34,4,2700,769,1.57,13.3,9,-6,0.165,10,0.3,1.47
,16:34:35,4,2700,770,1.55,13.3,9,-6,0.168,10,0.3,1.46
,16:34:36,4,2700,771,1.55,13.3,9,-6,0.168,10,0.3,1.45
,16:34:37,4,2700,772,1.54,13.3,9,-6,0.167,10,0.3,1.45
,16:34:38,4,2700,773,1.54,13.3,9,-6,0.172,10,0.3,1.44
,16:34:39,4,2700,774,1.53,13.3,9,-6,0.171,10,0.3,1.44
,16:34:40,4,2700,775,1.53,13.3,9,-5.9,0.17,10,0.3,1.43
,16:34:41,4,2700,776,1.52,13.3,9,-5.9,0.174,10,0.3,1.42
,16:34:42,4,2700,777,1.52,13.3,8,-5.9,0.179,10,0.3,1.42
,16:34:43,4,2700,778,1.52,13.3,9,-5.9,0.175,10,0.3,1.43
,16:34:44,4,2700,779,1.53,13.3,9,-5.9,0.176,10,0.3,1.44
,16:34:45,4,2700,780,1.54,13.3,9,-5.9,0.177,10,0.3,1.44
,16:34:46,4,2700,781,1.54,13.3,9,-5.9,0.177,10,0.3,1.44
,16:34:47,4,2700,782,1.54,13.3,9,-5.9,0.176,10,0.3,1.44
,16:34:48,4,2700,783,1.53,13.3,9,-5.9,0.171,10,0.3,1.44
,16:34:49,4,2700,784,1.53,13.3,9,-5.9,0.176,10,0.3,1.43
,16:34:50,4,2700,785,1.53,13.3,9,-5.9,0.176,10,0.3,1.44
,16:34:51,4,2700,786,1.54,13.3,9,-5.9,0.177,10,0.3,1.44
,16:34:52,4,2700,787,1.55,13.3,9,-5.9,0.173,10,0.3,1.46
,16:34:53,4,2700,788,1.57,13.3,9,-5.9,0.174,10,0.3,1.47
,16:34:54,4,2700,789,1.57,13.3,9,-5.8,0.175,10,0.3,1.47
,16:34:55,4,2700,790,1.57,13.3,9,-5.8,0.17,10,0.3,1.47
,16:34:56,4,2700,791,1.57,13.3,9,-5.8,0.166,10,0.3,1.47
,16:34:57,4,2700,792,1.57,13.3,9,-5.8,0.166,10,0.3,1.47
,16:34:58,4,2700,793,1.58,13.3,9,-5.8,0.166,10,0.3,1.48
,16:34:59,4,2700,794,1.58,13.3,9,-5.8,0.171,10,0.3,1.48
,16:35:00,4,2700,795,1.57,13.3,9,-5.8,0.175,10,0.3,1.47
,16:35:01,4,2700,796,1.55,13.3,9,-5.8,0.178,10,0.3,1.46
,16:35:02,4,2700,797,1.55,13.3,9,-5.8,0.177,10,0.3,1.45
,16:35:03,4,2700,798,1.55,13.3,9,-5.8,0.177,10,0.3,1.45
,16:35:04,4,2700,799,1.55,13.3,9,-5.8,0.178,10,0.3,1.46
,16:35:05,4,2700,800,1.56,13.3,9,-5.8,0.179,10,0.3,1.46
,16:35:06,4,2700,801,1.57,13.3,9,-5.8,0.18,10,0.3,1.47
,16:35:07,4,2700,802,1.59,13.3,9,-5.8,0.177,10,0.3,1.48
,16:35:08,4,2700,803,1.59,13.3,9,-5.8,0.178,10,0.3,1.49
,16:35:09,4,2700,804,1.6,13.3,9,-5.8,0.178,10,0.3,1.49
,16:35:10,4,2700,805,1.59,13.3,9,-5.7,0.177,10,0.3,1.49
,16:35:11,4,2700,806,1.59,13.3,9,-5.7,0.172,10,0.3,1.49
,16:35:12,4,2700,807,1.59,13.3,9,-5.7,0.167,10,0.3,1.48
,16:35:13,4,2700,808,1.59,13.3,9,-5.7,0.172,10,0.3,1.48
,16:35:14,4,2700,809,1.58,13.3,9,-5.7,0.171,10,0.3,1.48
,16:35:15,4,2700,810,1.58,13.3,9,-5.7,0.176,10,0.3,1.48
,16:35:16,4,2700,811,1.59,13.3,9,-5.7,0.177,10,0.3,1.49
,16:35:17,4,2700,812,1.59,13.3,9,-5.7,0.178,10,0.3,1.49
,16:35:18,4,2700,813,1.59,13.3,9,-5.7,0.178,10,0.3,1.49
,16:35:19,4,2700,814,1.59,13.3,9,-5.7,0.178,10,0.3,1.49
,16:35:20,4,2700,815,1.59,13.3,9,-5.7,0.177,10,0.3,1.49
,16:35:21,4,2700,816,1.59,13.3,9,-5.7,0.177,10,0.3,1.49
,16:35:22,4,2700,817,1.59,13.3,9,-5.7,0.172,10,0.3,1.49
,16:35:23,4,2700,818,1.59,13.3,9,-5.7,0.172,10,0.3,1.48
,16:35:24,4,2700,819,1.59,13.3,9,-5.6,0.172,10,0.3,1.48
,16:35:25,4,2700,820,1.58,13.3,9,-5.6,0.172,10,0.3,1.48
,16:35:26,4,2700,821,1.58,13.3,9,-5.6,0.172,10,0.3,1.48
,16:35:27,4,2700,822,1.58,13.3,9,-5.6,0.176,10,0.3,1.48
,16:35:28,4,2700,823,1.57,13.3,9,-5.6,0.175,10,0.3,1.47
,16:35:29,4,2700,824,1.57,13.3,9,-5.6,0.175,10,0.3,1.47
,16:35:30,4,2700,825,1.57,13.3,9,-5.6,0.175,10,0.3,1.47
,16:35:31,4,2700,826,1.57,13.3,9,-5.6,0.175,10,0.3,1.47
,16:35:32,4,2700,827,1.58,13.3,9,-5.6,0.176,10,0.3,1.48
,16:35:33,4,2700,828,1.58,13.3,9,-5.6,0.176,10,0.3,1.48
,16:35:34,4,2700,829,1.58,13.3,9,-5.6,0.172,10,0.3,1.48
,16:35:35,4,2700,830,1.58,13.3,9,-5.6,0.171,10,0.3,1.48
,16:35:36,4,2700,831,1.58,13.3,9,-5.6,0.166,10,0.3,1.48
,16:35:37,4,2700,832,1.58,13.3,9,-5.6,0.171,10,0.3,1.47
,16:35:38,4,2700,833,1.57,13.3,9,-5.6,0.175,10,0.3,1.48
,16:35:39,4,2700,834,1.57,13.3,9,-5.6,0.175,10,0.3,1.47
,16:35:40,4,2700,835,1.57,13.3,9,-5.6,0.175,10,0.3,1.47
,16:35:41,4,2700,836,1.57,13.3,9,-5.6,0.17,10,0.3,1.47
,16:35:42,4,2700,837,1.57,13.3,9,-5.6,0.17,10,0.3,1.47
,16:35:43,4,2700,838,1.57,13.3,9,-5.6,0.175,10,0.3,1.47
,16:35:44,4,2700,839,1.58,13.3,9,-5.5,0.176,10,0.3,1.48
,16:35:45,4,2700,840,1.58,13.3,9,-5.5,0.176,10,0.3,1.48
,16:35:46,4,2700,841,1.58,13.3,9,-5.5,0.171,10,0.3,1.48
,16:35:47,4,2700,842,1.58,13.3,9,-5.5,0.171,10,0.3,1.48
,16:35:48,4,2700,843,1.58,13.3,9,-5.5,0.171,10,0.3,1.48
,16:35:49,4,2700,844,1.57,13.3,9,-5.5,0.17,10,0.3,1.47
,16:35:50,4,2700,845,1.57,13.3,9,-5.5,0.17,10,0.3,1.47
,16:35:51,4,2700,846,1.56,13.3,9,-5.5,0.174,10,0.3,1.46
,16:35:52,4,2700,847,1.55,13.3,9,-5.5,0.173,10,0.3,1.45
,16:35:53,4,2700,848,1.54,13.3,9,-5.5,0.177,10,0.3,1.44
,16:35:54,4,2700,849,1.54,13.3,9,-5.6,0.177,10,0.3,1.44
,16:35:55,4,2700,850,1.54,13.3,9,-5.5,0.177,10,0.3,1.45
,16:35:56,4,2700,851,1.55,13.3,9,-5.6,0.178,10,0.3,1.45
,16:35:57,4,2700,852,1.55,13.3,9,-5.6,0.178,10,0.3,1.45
,16:35:58,4,2700,853,1.56,13.3,9,-5.6,0.179,10,0.3,1.46
,16:35:59,4,2700,854,1.57,13.3,9,-5.5,0.175,10,0.3,1.47
,16:36:00,4,2700,855,1.57,13.3,9,-5.6,0.17,10,0.3,1.47
,16:36:01,4,2700,856,1.57,13.3,9,-5.5,0.166,10,0.3,1.47
,16:36:02,4,2700,857,1.57,13.3,9,-5.5,0.166,10,0.3,1.47
,16:36:03,4,2700,858,1.57,13.3,9,-5.5,0.17,10,0.3,1.47
,16:36:04,4,2700,859,1.57,13.3,9,-5.5,0.175,10,0.3,1.47
,16:36:05,4,2700,860,1.56,13.3,9,-5.5,0.174,10,0.3,1.46
,16:36:06,4,2700,861,1.56,13.3,9,-5.5,0.179,10,0.3,1.46
,16:36:07,4,2700,862,1.56,13.3,9,-5.5,0.174,10,0.3,1.46
,16:36:08,4,2700,863,1.56,13.3,9,-5.5,0.174,10,0.3,1.46
,16:36:09,4,2700,864,1.56,13.3,9,-5.5,0.174,10,0.3,1.46
,16:36:10,4,2700,865,1.56,13.3,9,-5.5,0.174,10,0.3,1.47
,16:36:11,4,2700,866,1.57,13.3,9,-5.5,0.175,10,0.3,1.47
,16:36:12,4,2700,867,1.57,13.3,9,-5.5,0.17,10,0.3,1.47
,16:36:13,4,2700,868,1.57,13.3,9,-5.5,0.175,10,0.3,1.47
,16:36:14,4,2700,869,1.57,13.3,9,-5.5,0.174,10,0.3,1.46
,16:36:15,4,2700,870,1.56,13.3,9,-5.5,0.179,10,0.3,1.46
,16:36:16,4,2700,871,1.57,13.3,9,-5.5,0.174,10,0.3,1.47
,16:36:17,4,2700,872,1.57,13.3,9,-5.5,0.174,10,0.3,1.47
,16:36:18,4,2700,873,1.57,13.3,9,-5.5,0.18,10,0.3,1.47
,16:36:19,4,2700,874,1.57,13.3,9,-5.5,0.18,10,0.3,1.47
,16:36:20,4,2700,875,1.57,13.3,9,-5.5,0.175,10,0.3,1.47
,16:36:21,4,2700,876,1.58,13.3,9,-5.5,0.171,10,0.3,1.48
,16:36:22,4,2700,877,1.58,13.3,9,-5.5,0.171,10,0.3,1.48
,16:36:23,4,2700,878,1.57,13.3,9,-5.5,0.175,10,0.3,1.47
,16:36:24,4,2700,879,1.56,13.3,9,-5.5,0.174,10,0.3,1.46
,16:36:25,4,2700,880,1.55,13.3,9,-5.4,0.178,10,0.3,1.46
,16:36:26,4,2700,881,1.55,13.3,9,-5.4,0.178,10,0.3,1.46
,16:36:27,4,2700,882,1.56,13.3,9,-5.4,0.174,10,0.3,1.46
,16:36:28,4,2700,883,1.56,13.3,9,-5.4,0.174,10,0.3,1.46
,16:36:29,4,2700,884,1.57,13.3,9,-5.4,0.165,10,0.3,1.47
,16:36:30,4,2700,885,1.56,13.3,9,-5.4,0.165,10,0.3,1.46
,16:36:31,4,2700,886,1.56,13.3,9,-5.4,0.169,10,0.3,1.46
,16:36:32,4,2700,887,1.56,13.3,9,-5.4,0.174,10,0.3,1.46
