Data file,,HONEDPEEK_ISO10_-8C_003.TSV,,,,,,,,,,
,10:11:51,4,3600,2483.8,1.12,13.3,7,-8,0.162,10,0.1,1.05
,10:11:52,4,3600,2484.8,1.12,13.3,7,-8,0.162,10,0.1,1.05
,10:11:53,4,3600,2485.8,1.12,13.3,7,-8,0.162,10,0.1,1.05
,10:11:54,4,3600,2486.8,1.12,13.3,7,-8,0.162,10,0.1,1.05
,10:11:55,4,3600,2487.8,1.11,13.3,7,-8,0.155,10,0.1,1.04
,10:11:56,4,3600,2488.8,1.11,13.3,7,-8,0.154,10,0.1,1.04
,10:11:57,4,3600,2489.8,1.11,13.3,7,-8,0.154,10,0.1,1.04
,10:11:58,4,3600,2490.8,1.11,13.3,7,-8,0.16,10,0.1,1.04
,10:11:59,4,3600,2491.8,1.1,13.3,7,-8,0.166,10,0.1,1.03
,10:12:00,4,3600,2492.8,1.1,13.3,7,-8,0.159,10,0.1,1.03
,10:12:01,4,3600,2493.8,1.1,13.3,7,-8,0.159,10,0.1,1.03
,10:12:02,4,3600,2494.8,1.1,13.3,7,-8.1,0.166,10,0.1,1.03
,10:12:03,4,3600,2495.8,1.1,13.3,7,-8.1,0.165,10,0.1,1.03
,10:12:04,4,3600,2496.8,1.1,13.3,7,-8.1,0.164,10,0.1,1.03
,10:12:05,4,3600,2497.8,1.09,13.3,7,-8.1,0.158,10,0.1,1.02
,10:12:06,4,3600,2498.8,1.1,13.3,7,-8.1,0.158,10,0.1,1.03
,10:12:07,4,3600,2499.8,1.1,13.3,7,-8.1,0.159,10,0.1,1.03
,10:12:08,4,3600,2500.8,1.1,13.3,7,-8.1,0.165,10,0.1,1.03
,10:12:09,4,3600,2501.8,1.1,13.3,7,-8.1,0.165,10,0.1,1.03
,10:12:10,4,3600,2502.8,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,10:12:11,4,3600,2503.8,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,10:12:12,4,3600,2504.8,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,10:12:13,4,3600,2505.8,1.09,13.3,6,-8.1,0.17,10,0.1,1.02
,10:12:14,4,3600,2506.8,1.09,13.3,7,-8.1,0.163,10,0.1,1.02
,10:12:15,4,3600,2507.8,1.09,13.3,7,-8.1,0.158,10,0.1,1.02
,10:12:16,4,3600,2508.8,1.1,13.3,7,-8.1,0.153,10,0.1,1.03
,10:12:17,4,3600,2509.8,1.1,13.3,7,-8.1,0.158,10,0.1,1.03
,10:12:18,4,3600,2510.8,1.09,13.3,7,-8.1,0.158,10,0.1,1.02
,10:12:19,4,3600,2511.8,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,10:12:20,4,3600,2512.8,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,10:12:21,4,3600,2513.8,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,10:12:22,4,3600,2514.8,1.09,13.3,7,-8.1,0.164,10,0.1,1.02
,10:12:23,4,3600,2515.8,1.1,13.3,7,-8.1,0.164,10,0.1,1.03
,10:12:24,4,3600,2516.8,1.1,13.3,7,-8.1,0.159,10,0.1,1.03
,10:12:25,4,3600,2517.8,1.1,13.3,7,-8.1,0.159,10,0.1,1.03
,10:12:26,4,3600,2518.8,1.1,13.3,7,-8.1,0.153,10,0.1,1.03
,10:12:27,4,3600,2519.8,1.1,13.3,7,-8.1,0.153,10,0.1,1.03
,10:12:28,4,3600,2520.8,1.1,13.3,7,-8.1,0.153,10,0.1,1.03
,10:12:29,4,3600,2521.8,1.1,13.3,7,-8.1,0.158,10,0.1,1.03
,10:12:30,4,3600,2522.8,1.09,13.3,7,-8.1,0.158,10,0.1,1.02
,10:12:31,4,3600,2523.8,1.09,13.3,7,-8.1,0.158,10,0.1,1.02
,10:12:32,4,3600,2524.8,1.09,13.3,7,-8.1,0.163,10,0.1,1.02
,10:12:33,4,3600,2525.8,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,10:12:34,4,3600,2526.8,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,10:12:35,4,3600,2527.8,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,10:12:36,4,3600,2528.8,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,10:12:37,4,3600,2529.8,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,10:12:38,4,3600,2530.8,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,10:12:39,4,3600,2531.8,1.08,13.3,7,-8.1,0.15,10,0.1,1.01
,10:12:40,4,3600,2532.8,1.08,13.3,7,-8.1,0.151,10,0.1,1.01
,10:12:41,4,3600,2533.8,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,10:12:42,4,3600,2534.8,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,10:12:43,4,3600,2535.8,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,10:12:44,4,3600,2536.8,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,10:12:45,4,3600,2537.8,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,10:12:46,4,3600,2538.8,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,10:12:47,4,3600,2539.8,1.08,13.3,7,-8.1,0.162,10,0.1,1.01
,10:12:48,4,3600,2540.8,1.08,13.3,7,-8.1,0.156,10,0.1,1.01
,10:12:49,4,3600,2541.8,1.08,13.3,7,-8.1,0.155,10,0.1,1.01
,10:12:50,4,3600,2542.8,1.07,13.3,7,-8.1,0.149,10,0.1,1
,10:12:51,4,3600,2543.8,1.07,13.3,7,-8.1,0.155,10,0.1,1
,10:12:52,4,3600,2544.8,1.08,13.3,7,-8.1,0.155,10,0.1,1.01
,10:12:53,4,3600,2545.8,1.08,13.3,7,-8.2,0.161,10,0.1,1.01
,10:12:54,4,3600,2546.8,1.08,13.3,7,-8.2,0.161,10,0.1,1.01
,10:12:55,4,3600,2547.8,1.07,13.3,7,-8.2,0.161,10,0.1,1
,10:12:56,4,3600,2548.8,1.07,13.3,7,-8.2,0.161,10,0.1,1
,10:12:57,4,3600,2549.8,1.07,13.3,7,-8.2,0.155,10,0.1,1
,10:12:58,4,3600,2550.8,1.07,13.3,7,-8.2,0.161,10,0.1,1
,10:12:59,4,3600,2551.8,1.07,13.3,7,-8.2,0.154,10,0.1,1
,10:13:00,4,3600,2552.8,1.07,13.3,7,-8.2,0.149,10,0.1,1
,10:13:01,4,3600,2553.8,1.08,13.3,7,-8.2,0.15,10,0.1,1.01
,10:13:02,4,3600,2554.8,1.08,13.3,7,-8.2,0.156,10,0.1,1.01
,10:13:03,4,3600,2555.8,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,10:13:04,4,3600,2556.8,1.08,13.3,7,-8.2,0.161,10,0.1,1.01
,10:13:05,4,3600,2557.8,1.08,13.3,7,-8.2,0.161,10,0.1,1.01
,10:13:06,4,3600,2558.8,1.07,13.3,7,-8.2,0.161,10,0.1,1
,10:13:07,4,3600,2559.8,1.07,13.3,7,-8.2,0.161,10,0.1,1
,10:13:08,4,3600,2560.8,1.07,13.3,7,-8.2,0.161,10,0.1,1
,10:13:09,4,3600,2561.8,1.07,13.3,7,-8.2,0.155,10,0.1,1
,10:13:10,4,3600,2562.8,1.07,13.3,7,-8.2,0.155,10,0.1,1
,10:13:11,4,3600,2563.8,1.07,13.3,7,-8.2,0.149,10,0.1,1
,10:13:12,4,3600,2564.8,1.07,13.3,7,-8.2,0.149,10,0.1,1
,10:13:13,4,3600,2565.8,1.07,13.3,7,-8.2,0.155,10,0.1,1
,10:13:14,4,3600,2566.8,1.07,13.3,7,-8.2,0.16,10,0.1,1
,10:13:15,4,3600,2567.8,1.06,13.3,7,-8.2,0.159,10,0.1,0.99
,10:13:16,4,3600,2568.8,1.06,13.3,7,-8.2,0.159,10,0.1,0.99
,10:13:17,4,3600,2569.8,1.06,13.3,7,-8.2,0.159,10,0.1,0.99
,10:13:18,4,3600,2570.8,1.06,13.3,7,-8.2,0.16,10,0.1,1
,10:13:19,4,3600,2571.8,1.07,13.3,7,-8.2,0.16,10,0.1,1
,10:13:20,4,3600,2572.8,1.06,13.3,7,-8.2,0.16,10,0.1,1
,10:13:21,4,3600,2573.8,1.06,13.3,7,-8.2,0.154,10,0.1,1
,10:13:22,4,3600,2574.8,1.06,13.3,7,-8.2,0.154,10,0.1,1
,10:13:23,4,3600,2575.8,1.07,13.3,7,-8.2,0.149,10,0.1,1
,10:13:24,4,3600,2576.8,1.08,13.3,7,-8.2,0.15,10,0.1,1.01
,10:13:25,4,3600,2577.8,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,10:13:26,4,3600,2578.8,1.08,13.3,7,-8.2,0.162,10,0.1,1.01
,10:13:27,4,3600,2579.8,1.08,13.3,7,-8.2,0.161,10,0.1,1.01
,10:13:28,4,3600,2580.8,1.07,13.3,7,-8.2,0.155,10,0.1,1
,10:13:29,4,3600,2581.8,1.07,13.3,7,-8.2,0.161,10,0.1,1
,10:13:30,4,3600,2582.8,1.07,13.3,7,-8.2,0.161,10,0.1,1
,10:13:31,4,3600,2583.8,1.07,13.3,7,-8.2,0.16,10,0.1,1
,10:13:32,4,3600,2584.8,1.06,13.3,7,-8.2,0.154,10,0.1,1
,10:13:33,4,3600,2585.8,1.06,13.3,7,-8.2,0.153,10,0.1,0.99
,10:13:34,4,3600,2586.8,1.06,13.3,7,-8.3,0.148,10,0.1,0.99
,10:13:35,4,3600,2587.8,1.06,13.3,7,-8.3,0.153,10,0.1,0.99
,10:13:36,4,3600,2588.8,1.06,13.3,7,-8.3,0.159,10,0.1,0.99
,10:13:37,4,3600,2589.8,1.06,13.3,7,-8.3,0.159,10,0.1,0.99
,10:13:38,4,3600,2590.8,1.06,13.3,7,-8.3,0.159,10,0.1,0.99
,10:13:39,4,3600,2591.8,1.06,13.3,7,-8.3,0.159,10,0.1,0.99
,10:13:40,4,3600,2592.8,1.06,13.3,7,-8.3,0.159,10,0.1,0.99
,10:13:41,4,3600,2593.8,1.06,13.3,7,-8.3,0.16,10,0.1,1
,10:13:42,4,3600,2594.8,1.07,13.3,7,-8.3,0.155,10,0.1,1
,10:13:43,4,3600,2595.8,1.08,13.3,7,-8.3,0.15,10,0.1,1.01
,10:13:44,4,3600,2596.8,1.08,13.3,7,-8.3,0.15,10,0.1,1.01
,10:13:45,4,3600,2597.8,1.08,13.3,7,-8.3,0.155,10,0.1,1.01
,10:13:46,4,3600,2598.8,1.07,13.3,7,-8.3,0.161,10,0.1,1
,10:13:47,4,3600,2599.8,1.07,13.3,7,-8.3,0.161,10,0.1,1
,10:13:48,4,3600,2600.8,1.06,13.3,7,-8.3,0.16,10,0.1,1
,10:13:49,4,3600,2601.8,1.06,13.3,7,-8.3,0.16,10,0.1,1
,10:13:50,4,3600,2602.8,1.06,13.3,7,-8.3,0.159,10,0.1,0.99
,10:13:51,4,3600,2603.8,1.06,13.3,7,-8.3,0.153,10,0.1,0.99
,10:13:52,4,3600,2604.8,1.06,13.3,7,-8.3,0.148,10,0.1,0.99
,10:13:53,4,3600,2605.8,1.06,13.3,7,-8.3,0.148,10,0.1,1
,10:13:54,4,3600,2606.8,1.07,13.3,7,-8.3,0.149,10,0.1,1
,10:13:55,4,3600,2607.8,1.07,13.3,7,-8.3,0.154,10,0.1,1
,10:13:56,4,3600,2608.8,1.07,13.3,7,-8.3,0.16,10,0.1,1
,10:13:57,4,3600,2609.8,1.07,13.3,7,-8.3,0.16,10,0.1,1
,10:13:58,4,3600,2610.8,1.07,13.3,7,-8.3,0.154,10,0.1,1
,10:13:59,4,3600,2611.8,1.07,13.3,7,-8.3,0.154,10,0.1,1
,10:14:00,4,3600,2612.8,1.06,13.3,7,-8.3,0.16,10,0.1,1
,10:14:01,4,3600,2613.8,1.06,13.3,7,-8.3,0.153,10,0.1,0.99
,10:14:02,4,3600,2614.8,1.06,13.3,7,-8.3,0.153,10,0.1,0.99
,10:14:03,4,3600,2615.8,1.06,13.3,7,-8.3,0.148,10,0.1,0.99
,10:14:04,4,3600,2616.8,1.06,13.3,7,-8.3,0.148,10,0.1,0.99
,10:14:05,4,3600,2617.8,1.06,13.3,7,-8.3,0.153,10,0.1,0.99
,10:14:06,4,3600,2618.8,1.06,13.3,7,-8.3,0.159,10,0.1,0.99
,10:14:07,4,3600,2619.8,1.06,13.3,7,-8.3,0.159,10,0.1,0.99
,10:14:08,4,3600,2620.8,1.05,13.3,7,-8.3,0.158,10,0.1,0.99
,10:14:09,4,3600,2621.8,1.05,13.3,7,-8.3,0.158,10,0.1,0.99
,10:14:10,4,3600,2622.8,1.05,13.3,7,-8.3,0.157,10,0.1,0.98
,10:14:11,4,3600,2623.8,1.05,13.3,7,-8.3,0.158,10,0.1,0.99
,10:14:12,4,3600,2624.8,1.05,13.3,7,-8.3,0.152,10,0.1,0.99
,10:14:13,4,3600,2625.8,1.06,13.3,7,-8.3,0.147,10,0.1,0.99
,10:14:14,4,3600,2626.8,1.05,13.3,7,-8.3,0.146,10,0.1,0.98
,10:14:15,4,3600,2627.8,1.05,13.3,7,-8.3,0.151,10,0.1,0.98
,10:14:16,4,3600,2628.8,1.04,13.3,7,-8.3,0.157,10,0.1,0.98
,10:14:17,4,3600,2629.8,1.04,13.3,7,-8.3,0.157,10,0.1,0.98
,10:14:18,4,3600,2630.8,1.04,13.3,7,-8.3,0.157,10,0.1,0.98
,10:14:19,4,3600,2631.8,1.05,13.3,7,-8.3,0.157,10,0.1,0.98
,10:14:20,4,3600,2632.8,1.05,13.3,7,-8.3,0.157,10,0.1,0.98
,10:14:21,4,3600,2633.8,1.05,13.3,7,-8.4,0.157,10,0.1,0.98
,10:14:22,4,3600,2634.8,1.04,13.3,7,-8.4,0.157,10,0.1,0.98
,10:14:23,4,3600,2635.8,1.04,13.3,7,-8.4,0.151,10,0.1,0.98
,10:14:24,4,3600,2636.8,1.04,13.3,7,-8.4,0.145,10,0.1,0.98
,10:14:25,4,3600,2637.8,1.04,13.3,7,-8.4,0.151,10,0.1,0.98
,10:14:26,4,3600,2638.8,1.04,13.3,7,-8.4,0.151,10,0.1,0.98
,10:14:27,4,3600,2639.8,1.04,13.3,7,-8.4,0.156,10,0.1,0.98
,10:14:28,4,3600,2640.8,1.04,13.3,7,-8.4,0.156,10,0.1,0.97
,10:14:29,4,3600,2641.8,1.04,13.3,7,-8.4,0.156,10,0.1,0.98
,10:14:30,4,3600,2642.8,1.04,13.3,7,-8.4,0.157,10,0.1,0.98
,10:14:31,4,3600,2643.8,1.05,13.3,7,-8.4,0.151,10,0.1,0.98
,10:14:32,4,3600,2644.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.98
,10:14:33,4,3600,2645.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.98
,10:14:34,4,3600,2646.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.98
,10:14:35,4,3600,2647.8,1.04,13.3,7,-8.4,0.145,10,0.1,0.98
,10:14:36,4,3600,2648.8,1.04,13.3,7,-8.4,0.145,10,0.1,0.98
,10:14:37,4,3600,2649.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.98
,10:14:38,4,3600,2650.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.98
,10:14:39,4,3600,2651.8,1.04,13.3,7,-8.4,0.157,10,0.1,0.98
,10:14:40,4,3600,2652.8,1.04,13.3,7,-8.4,0.157,10,0.1,0.98
,10:14:41,4,3600,2653.8,1.04,13.3,7,-8.4,0.151,10,0.1,0.98
,10:14:42,4,3600,2654.8,1.04,13.3,7,-8.4,0.156,10,0.1,0.98
,10:14:43,4,3600,2655.8,1.04,13.3,7,-8.4,0.156,10,0.1,0.97
,10:14:44,4,3600,2656.8,1.04,13.3,7,-8.4,0.155,10,0.1,0.97
,10:14:45,4,3600,2657.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:14:46,4,3600,2658.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.96
,10:14:47,4,3600,2659.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:14:48,4,3600,2660.8,1.03,13.3,7,-8.4,0.154,10,0.1,0.96
,10:14:49,4,3600,2661.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:14:50,4,3600,2662.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.98
,10:14:51,4,3600,2663.8,1.04,13.3,7,-8.4,0.145,10,0.1,0.98
,10:14:52,4,3600,2664.8,1.04,13.3,7,-8.4,0.145,10,0.1,0.98
,10:14:53,4,3600,2665.8,1.04,13.3,7,-8.4,0.139,10,0.1,0.97
,10:14:54,4,3600,2666.8,1.03,13.3,7,-8.4,0.144,10,0.1,0.97
,10:14:55,4,3600,2667.8,1.03,13.3,7,-8.4,0.144,10,0.1,0.97
,10:14:56,4,3600,2668.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.97
,10:14:57,4,3600,2669.8,1.03,13.3,7,-8.4,0.149,10,0.1,0.97
,10:14:58,4,3600,2670.8,1.03,13.3,7,-8.4,0.154,10,0.1,0.96
,10:14:59,4,3600,2671.8,1.02,13.3,7,-8.4,0.153,10,0.1,0.96
,10:15:00,4,3600,2672.8,1.02,13.3,7,-8.4,0.154,10,0.1,0.96
,10:15:01,4,3600,2673.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:15:02,4,3600,2674.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:15:03,4,3600,2675.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:15:04,4,3600,2676.8,1.04,13.3,7,-8.4,0.155,10,0.1,0.97
,10:15:05,4,3600,2677.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.97
,10:15:06,4,3600,2678.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.97
,10:15:07,4,3600,2679.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.97
,10:15:08,4,3600,2680.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.97
,10:15:09,4,3600,2681.8,1.04,13.3,7,-8.4,0.145,10,0.1,0.97
,10:15:10,4,3600,2682.8,1.04,13.3,7,-8.4,0.144,10,0.1,0.97
,10:15:11,4,3600,2683.8,1.03,13.3,7,-8.4,0.144,10,0.1,0.96
,10:15:12,4,3600,2684.8,1.02,13.3,7,-8.4,0.142,10,0.1,0.95
,10:15:13,4,3600,2685.8,1.01,13.3,7,-8.4,0.141,10,0.1,0.95
,10:15:14,4,3600,2686.8,1.01,13.3,7,-8.4,0.14,10,0.1,0.94
,10:15:15,4,3600,2687.8,1.01,13.3,7,-8.4,0.14,10,0.1,0.94
,10:15:16,4,3600,2688.8,1.01,13.3,7,-8.4,0.14,10,0.1,0.94
,10:15:17,4,3600,2689.8,1,13.3,7,-8.4,0.14,10,0.1,0.94
,10:15:18,4,3600,2690.8,1,13.3,7,-8.4,0.144,10,0.1,0.93
,10:15:19,4,3600,2691.8,1,13.3,7,-8.4,0.144,10,0.1,0.93
,10:15:20,4,3600,2692.8,0.99,13.3,7,-8.4,0.143,10,0.1,0.93
,10:15:21,4,3600,2693.8,0.99,13.3,7,-8.4,0.143,10,0.1,0.92
,10:15:22,4,3600,2694.8,0.98,13.3,7,-8.4,0.147,10,0.1,0.92
,10:15:23,4,3600,2695.8,0.98,13.3,7,-8.4,0.147,10,0.1,0.92
,10:15:24,4,3600,2696.8,0.98,13.3,6,-8.4,0.153,10,0.1,0.92
,10:15:25,4,3600,2697.8,0.99,13.3,6,-8.4,0.155,10,0.1,0.93
,10:15:26,4,3600,2698.8,1,13.3,6,-8.4,0.156,10,0.1,0.94
,10:15:27,4,3600,2699.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:15:28,4,3600,2700.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:15:29,4,3600,2701.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:15:30,4,3600,2702.8,1.01,13.3,6,-8.4,0.157,10,0.1,0.94
,10:15:31,4,3600,2703.8,1.01,13.3,7,-8.4,0.152,10,0.1,0.95
,10:15:32,4,3600,2704.8,1.01,13.3,7,-8.4,0.146,10,0.1,0.95
,10:15:33,4,3600,2705.8,1.01,13.3,7,-8.4,0.146,10,0.1,0.95
,10:15:34,4,3600,2706.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:15:35,4,3600,2707.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:15:36,4,3600,2708.8,1.02,13.3,7,-8.4,0.148,10,0.1,0.96
,10:15:37,4,3600,2709.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:15:38,4,3600,2710.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:15:39,4,3600,2711.8,1.01,13.3,7,-8.4,0.141,10,0.1,0.95
,10:15:40,4,3600,2712.8,1.01,13.3,7,-8.4,0.14,10,0.1,0.94
,10:15:41,4,3600,2713.8,1.01,13.3,7,-8.4,0.146,10,0.1,0.94
,10:15:42,4,3600,2714.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:15:43,4,3600,2715.8,1.01,13.3,6,-8.4,0.157,10,0.1,0.94
,10:15:44,4,3600,2716.8,1.01,13.3,6,-8.4,0.157,10,0.1,0.94
,10:15:45,4,3600,2717.8,1.01,13.3,6,-8.4,0.157,10,0.1,0.94
,10:15:46,4,3600,2718.8,1.01,13.3,6,-8.4,0.158,10,0.1,0.95
,10:15:47,4,3600,2719.8,1.02,13.3,7,-8.4,0.153,10,0.1,0.96
,10:15:48,4,3600,2720.8,1.03,13.3,7,-8.4,0.154,10,0.1,0.96
,10:15:49,4,3600,2721.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:15:50,4,3600,2722.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:15:51,4,3600,2723.8,1.03,13.3,7,-8.4,0.149,10,0.1,0.96
,10:15:52,4,3600,2724.8,1.03,13.3,7,-8.4,0.148,10,0.1,0.96
,10:15:53,4,3600,2725.8,1.02,13.3,7,-8.4,0.154,10,0.1,0.96
,10:15:54,4,3600,2726.8,1.02,13.3,7,-8.4,0.153,10,0.1,0.96
,10:15:55,4,3600,2727.8,1.02,13.3,7,-8.4,0.153,10,0.1,0.95
,10:15:56,4,3600,2728.8,1.02,13.3,7,-8.4,0.153,10,0.1,0.96
,10:15:57,4,3600,2729.8,1.02,13.3,7,-8.4,0.153,10,0.1,0.96
,10:15:58,4,3600,2730.8,1.03,13.3,7,-8.4,0.154,10,0.1,0.96
,10:15:59,4,3600,2731.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.97
,10:16:00,4,3600,2732.8,1.05,13.3,7,-8.4,0.151,10,0.1,0.98
,10:16:01,4,3600,2733.8,1.05,13.3,7,-8.4,0.152,10,0.1,0.98
,10:16:02,4,3600,2734.8,1.04,13.3,7,-8.4,0.156,10,0.1,0.97
,10:16:03,4,3600,2735.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:16:04,4,3600,2736.8,1.03,13.3,7,-8.4,0.155,10,0.1,0.97
,10:16:05,4,3600,2737.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.97
,10:16:06,4,3600,2738.8,1.04,13.3,7,-8.4,0.15,10,0.1,0.97
,10:16:07,4,3600,2739.8,1.03,13.3,7,-8.4,0.149,10,0.1,0.97
,10:16:08,4,3600,2740.8,1.03,13.3,7,-8.4,0.148,10,0.1,0.96
,10:16:09,4,3600,2741.8,1.02,13.3,7,-8.4,0.148,10,0.1,0.96
,10:16:10,4,3600,2742.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.96
,10:16:11,4,3600,2743.8,1.02,13.3,7,-8.4,0.142,10,0.1,0.95
,10:16:12,4,3600,2744.8,1.01,13.3,7,-8.4,0.141,10,0.1,0.95
,10:16:13,4,3600,2745.8,1.01,13.3,7,-8.4,0.141,10,0.1,0.95
,10:16:14,4,3600,2746.8,1.01,13.3,7,-8.4,0.141,10,0.1,0.95
,10:16:15,4,3600,2747.8,1.02,13.3,7,-8.4,0.142,10,0.1,0.95
,10:16:16,4,3600,2748.8,1.02,13.3,7,-8.4,0.142,10,0.1,0.96
,10:16:17,4,3600,2749.8,1.02,13.3,7,-8.4,0.142,10,0.1,0.96
,10:16:18,4,3600,2750.8,1.01,13.3,7,-8.4,0.141,10,0.1,0.94
,10:16:19,4,3600,2751.8,1,13.3,7,-8.4,0.139,10,0.1,0.94
,10:16:20,4,3600,2752.8,1,13.3,7,-8.4,0.144,10,0.1,0.93
,10:16:21,4,3600,2753.8,0.99,13.3,7,-8.4,0.143,10,0.1,0.93
,10:16:22,4,3600,2754.8,0.99,13.3,7,-8.4,0.143,10,0.1,0.93
,10:16:23,4,3600,2755.8,0.99,13.3,7,-8.4,0.138,10,0.1,0.93
,10:16:24,4,3600,2756.8,0.99,13.3,7,-8.4,0.138,10,0.1,0.92
,10:16:25,4,3600,2757.8,0.99,13.3,7,-8.4,0.138,10,0.1,0.92
,10:16:26,4,3600,2758.8,0.98,13.3,7,-8.4,0.142,10,0.1,0.91
,10:16:27,4,3600,2759.8,0.97,13.3,7,-8.4,0.14,10,0.1,0.91
,10:16:28,4,3600,2760.8,0.96,13.3,7,-8.4,0.143,10,0.1,0.9
,10:16:29,4,3600,2761.8,0.95,13.3,7,-8.4,0.143,10,0.1,0.89
,10:16:30,4,3600,2762.8,0.96,13.3,6,-8.4,0.15,10,0.1,0.9
,10:16:31,4,3600,2763.8,0.97,13.3,6,-8.4,0.152,10,0.1,0.91
,10:16:32,4,3600,2764.8,0.98,13.3,6,-8.4,0.154,10,0.1,0.92
,10:16:33,4,3600,2765.8,1,13.3,6,-8.4,0.155,10,0.1,0.93
,10:16:34,4,3600,2766.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:16:35,4,3600,2767.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:16:36,4,3600,2768.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:16:37,4,3600,2769.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:16:38,4,3600,2770.8,1.01,13.3,7,-8.4,0.152,10,0.1,0.95
,10:16:39,4,3600,2771.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:16:40,4,3600,2772.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:16:41,4,3600,2773.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:16:42,4,3600,2774.8,1.01,13.3,7,-8.4,0.151,10,0.1,0.94
,10:16:43,4,3600,2775.8,1.01,13.3,7,-8.4,0.152,10,0.1,0.95
,10:16:44,4,3600,2776.8,1.01,13.3,7,-8.4,0.152,10,0.1,0.95
,10:16:45,4,3600,2777.8,1.02,13.3,7,-8.4,0.152,10,0.1,0.95
,10:16:46,4,3600,2778.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:16:47,4,3600,2779.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:16:48,4,3600,2780.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:16:49,4,3600,2781.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:16:50,4,3600,2782.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:16:51,4,3600,2783.8,1.02,13.3,7,-8.4,0.147,10,0.1,0.95
,10:16:52,4,3600,2784.8,1.01,13.3,7,-8.4,0.146,10,0.1,0.95
,10:16:53,4,3600,2785.8,1.01,13.3,7,-8.3,0.146,10,0.1,0.95
,10:16:54,4,3600,2786.8,1.01,13.3,7,-8.3,0.146,10,0.1,0.95
,10:16:55,4,3600,2787.8,1.01,13.3,7,-8.3,0.141,10,0.1,0.95
,10:16:56,4,3600,2788.8,1.01,13.3,7,-8.3,0.141,10,0.1,0.95
