Data file,,HONEDPEEK_ISO10_-8C_003.TSV,,,,,,,,,,
,10:22:34,4,3600,3126.8,0.98,13.3,7,-5.8,0.142,10,0.1,0.92
,10:22:35,4,3600,3127.8,0.98,13.3,7,-5.8,0.147,10,0.1,0.91
,10:22:36,4,3600,3128.8,0.97,13.3,6,-5.8,0.152,10,0.1,0.91
,10:22:37,4,3600,3129.8,0.97,13.3,6,-5.8,0.152,10,0.1,0.91
,10:22:38,4,3600,3130.8,0.97,13.3,7,-5.8,0.146,10,0.1,0.91
,10:22:39,4,3600,3131.8,0.98,13.3,7,-5.8,0.136,10,0.1,0.92
,10:22:40,4,3600,3132.8,0.98,13.3,7,-5.7,0.136,10,0.1,0.92
,10:22:41,4,3600,3133.8,0.98,13.3,7,-5.7,0.136,10,0.1,0.92
,10:22:42,4,3600,3134.8,0.98,13.3,7,-5.7,0.142,10,0.1,0.91
,10:22:43,4,3600,3135.8,0.98,13.3,7,-5.7,0.141,10,0.1,0.91
,10:22:44,4,3600,3136.8,0.97,13.3,7,-5.7,0.146,10,0.1,0.91
,10:22:45,4,3600,3137.8,0.97,13.3,7,-5.7,0.141,10,0.1,0.91
,10:22:46,4,3600,3138.8,0.97,13.3,7,-5.7,0.141,10,0.1,0.91
,10:22:47,4,3600,3139.8,0.98,13.3,7,-5.7,0.141,10,0.1,0.91
,10:22:48,4,3600,3140.8,0.98,13.3,7,-5.7,0.141,10,0.1,0.91
,10:22:49,4,3600,3141.8,0.98,13.3,7,-5.7,0.136,10,0.1,0.91
,10:22:50,4,3600,3142.8,0.97,13.3,7,-5.7,0.141,10,0.1,0.91
,10:22:51,4,3600,3143.8,0.97,13.3,7,-5.7,0.145,10,0.1,0.91
,10:22:52,4,3600,3144.8,0.96,13.3,6,-5.7,0.15,10,0.1,0.9
,10:22:53,4,3600,3145.8,0.96,13.3,6,-5.7,0.15,10,0.1,0.9
,10:22:54,4,3600,3146.8,0.96,13.3,7,-5.7,0.145,10,0.1,0.91
,10:22:55,4,3600,3147.8,0.97,13.3,7,-5.7,0.146,10,0.1,0.91
,10:22:56,4,3600,3148.8,0.97,13.3,7,-5.7,0.14,10,0.1,0.91
,10:22:57,4,3600,3149.8,0.97,13.3,7,-5.7,0.135,10,0.1,0.91
,10:22:58,4,3600,3150.8,0.97,13.3,7,-5.7,0.135,10,0.1,0.91
,10:22:59,4,3600,3151.8,0.97,13.3,7,-5.7,0.14,10,0.1,0.91
,10:23:00,4,3600,3152.8,0.97,13.3,7,-5.7,0.146,10,0.1,0.91
,10:23:01,4,3600,3153.8,0.97,13.3,7,-5.7,0.146,10,0.1,0.91
,10:23:02,4,3600,3154.8,0.97,13.3,7,-5.7,0.141,10,0.1,0.91
,10:23:03,4,3600,3155.8,0.97,13.3,7,-5.7,0.135,10,0.1,0.91
,10:23:04,4,3600,3156.8,0.97,13.3,7,-5.7,0.135,10,0.1,0.91
,10:23:05,4,3600,3157.8,0.96,13.3,7,-5.7,0.139,10,0.1,0.9
,10:23:06,4,3600,3158.8,0.96,13.3,7,-5.7,0.143,10,0.1,0.9
,10:23:07,4,3600,3159.8,0.95,13.3,6,-5.7,0.148,10,0.1,0.89
,10:23:08,4,3600,3160.8,0.95,13.3,7,-5.7,0.143,10,0.1,0.89
,10:23:09,4,3600,3161.8,0.96,13.3,7,-5.7,0.144,10,0.1,0.9
,10:23:10,4,3600,3162.8,0.97,13.3,7,-5.6,0.14,10,0.1,0.91
,10:23:11,4,3600,3163.8,0.97,13.3,7,-5.6,0.14,10,0.1,0.91
,10:23:12,4,3600,3164.8,0.97,13.3,7,-5.6,0.14,10,0.1,0.91
,10:23:13,4,3600,3165.8,0.97,13.3,7,-5.6,0.145,10,0.1,0.91
,10:23:14,4,3600,3166.8,0.97,13.3,7,-5.6,0.14,10,0.1,0.91
,10:23:15,4,3600,3167.8,0.97,13.3,7,-5.6,0.14,10,0.1,0.91
,10:23:16,4,3600,3168.8,0.97,13.3,7,-5.6,0.14,10,0.1,0.91
,10:23:17,4,3600,3169.8,0.97,13.3,7,-5.6,0.135,10,0.1,0.91
,10:23:18,4,3600,3170.8,0.97,13.3,7,-5.6,0.135,10,0.1,0.91
,10:23:19,4,3600,3171.8,0.96,13.3,7,-5.6,0.134,10,0.1,0.9
,10:23:20,4,3600,3172.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:23:21,4,3600,3173.8,0.94,13.3,7,-5.6,0.142,10,0.1,0.88
,10:23:22,4,3600,3174.8,0.94,13.3,6,-5.6,0.147,10,0.1,0.88
,10:23:23,4,3600,3175.8,0.94,13.3,6,-5.6,0.147,10,0.1,0.88
,10:23:24,4,3600,3176.8,0.95,13.3,7,-5.6,0.143,10,0.1,0.89
,10:23:25,4,3600,3177.8,0.96,13.3,7,-5.6,0.138,10,0.1,0.9
,10:23:26,4,3600,3178.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:23:27,4,3600,3179.8,0.96,13.3,7,-5.6,0.145,10,0.1,0.9
,10:23:28,4,3600,3180.8,0.96,13.3,7,-5.6,0.145,10,0.1,0.9
,10:23:29,4,3600,3181.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:23:30,4,3600,3182.8,0.95,13.3,7,-5.6,0.138,10,0.1,0.89
,10:23:31,4,3600,3183.8,0.95,13.3,7,-5.6,0.133,10,0.1,0.89
,10:23:32,4,3600,3184.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:23:33,4,3600,3185.8,0.95,13.3,7,-5.6,0.142,10,0.1,0.89
,10:23:34,4,3600,3186.8,0.95,13.3,7,-5.6,0.143,10,0.1,0.89
,10:23:35,4,3600,3187.8,0.95,13.3,7,-5.6,0.143,10,0.1,0.89
,10:23:36,4,3600,3188.8,0.96,13.3,7,-5.6,0.143,10,0.1,0.9
,10:23:37,4,3600,3189.8,0.96,13.3,7,-5.6,0.138,10,0.1,0.9
,10:23:38,4,3600,3190.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:23:39,4,3600,3191.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:23:40,4,3600,3192.8,0.97,13.3,7,-5.6,0.145,10,0.1,0.91
,10:23:41,4,3600,3193.8,0.97,13.3,7,-5.6,0.14,10,0.1,0.91
,10:23:42,4,3600,3194.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:23:43,4,3600,3195.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:23:44,4,3600,3196.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:23:45,4,3600,3197.8,0.96,13.3,7,-5.5,0.134,10,0.1,0.9
,10:23:46,4,3600,3198.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:23:47,4,3600,3199.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:23:48,4,3600,3200.8,0.96,13.3,7,-5.5,0.144,10,0.1,0.9
,10:23:49,4,3600,3201.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:23:50,4,3600,3202.8,0.96,13.3,7,-5.5,0.134,10,0.1,0.9
,10:23:51,4,3600,3203.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:23:52,4,3600,3204.8,0.96,13.3,7,-5.5,0.144,10,0.1,0.9
,10:23:53,4,3600,3205.8,0.96,13.3,6,-5.5,0.15,10,0.1,0.9
,10:23:54,4,3600,3206.8,0.96,13.3,6,-5.5,0.15,10,0.1,0.9
,10:23:55,4,3600,3207.8,0.96,13.3,7,-5.5,0.144,10,0.1,0.9
,10:23:56,4,3600,3208.8,0.97,13.3,7,-5.5,0.14,10,0.1,0.91
,10:23:57,4,3600,3209.8,0.97,13.3,7,-5.5,0.145,10,0.1,0.91
,10:23:58,4,3600,3210.8,0.97,13.3,7,-5.5,0.145,10,0.1,0.91
,10:23:59,4,3600,3211.8,0.97,13.3,7,-5.5,0.145,10,0.1,0.91
,10:24:00,4,3600,3212.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:24:01,4,3600,3213.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:24:02,4,3600,3214.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:24:03,4,3600,3215.8,0.95,13.3,6,-5.5,0.148,10,0.1,0.89
,10:24:04,4,3600,3216.8,0.95,13.3,6,-5.5,0.149,10,0.1,0.89
,10:24:05,4,3600,3217.8,0.96,13.3,7,-5.5,0.144,10,0.1,0.9
,10:24:06,4,3600,3218.8,0.97,13.3,7,-5.5,0.14,10,0.1,0.91
,10:24:07,4,3600,3219.8,0.97,13.3,7,-5.5,0.141,10,0.1,0.91
,10:24:08,4,3600,3220.8,0.97,13.3,7,-5.5,0.146,10,0.1,0.91
,10:24:09,4,3600,3221.8,0.97,13.3,7,-5.5,0.146,10,0.1,0.91
,10:24:10,4,3600,3222.8,0.98,13.3,7,-5.5,0.141,10,0.1,0.91
,10:24:11,4,3600,3223.8,0.98,13.3,7,-5.5,0.142,10,0.1,0.91
,10:24:12,4,3600,3224.8,0.97,13.3,7,-5.5,0.141,10,0.1,0.91
,10:24:13,4,3600,3225.8,0.97,13.3,7,-5.5,0.145,10,0.1,0.91
,10:24:14,4,3600,3226.8,0.96,13.3,7,-5.5,0.145,10,0.1,0.9
,10:24:15,4,3600,3227.8,0.97,13.3,7,-5.5,0.145,10,0.1,0.91
,10:24:16,4,3600,3228.8,0.98,13.3,7,-5.5,0.136,10,0.1,0.92
,10:24:17,4,3600,3229.8,0.98,13.3,7,-5.5,0.137,10,0.1,0.92
,10:24:18,4,3600,3230.8,0.98,13.3,7,-5.5,0.141,10,0.1,0.91
,10:24:19,4,3600,3231.8,0.97,13.3,7,-5.5,0.146,10,0.1,0.91
,10:24:20,4,3600,3232.8,0.98,13.3,7,-5.5,0.142,10,0.1,0.92
,10:24:21,4,3600,3233.8,0.99,13.3,7,-5.5,0.143,10,0.1,0.93
,10:24:22,4,3600,3234.8,0.99,13.3,7,-5.5,0.133,10,0.1,0.93
,10:24:23,4,3600,3235.8,0.99,13.3,7,-5.5,0.133,10,0.1,0.93
,10:24:24,4,3600,3236.8,0.98,13.3,7,-5.5,0.137,10,0.1,0.92
,10:24:25,4,3600,3237.8,0.98,13.3,7,-5.5,0.142,10,0.1,0.92
,10:24:26,4,3600,3238.8,0.97,13.3,7,-5.5,0.141,10,0.1,0.91
,10:24:27,4,3600,3239.8,0.97,13.3,7,-5.5,0.14,10,0.1,0.91
,10:24:28,4,3600,3240.8,0.97,13.3,7,-5.5,0.14,10,0.1,0.91
,10:24:29,4,3600,3241.8,0.97,13.3,7,-5.5,0.146,10,0.1,0.91
,10:24:30,4,3600,3242.8,0.97,13.3,7,-5.5,0.145,10,0.1,0.9
,10:24:31,4,3600,3243.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:24:32,4,3600,3244.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:24:33,4,3600,3245.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:24:34,4,3600,3246.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:24:35,4,3600,3247.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:24:36,4,3600,3248.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:24:37,4,3600,3249.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:24:38,4,3600,3250.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:24:39,4,3600,3251.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:24:40,4,3600,3252.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:24:41,4,3600,3253.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:24:42,4,3600,3254.8,0.96,13.3,7,-5.5,0.144,10,0.1,0.9
,10:24:43,4,3600,3255.8,0.96,13.3,7,-5.5,0.144,10,0.1,0.9
,10:24:44,4,3600,3256.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:24:45,4,3600,3257.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:24:46,4,3600,3258.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:24:47,4,3600,3259.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:24:48,4,3600,3260.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:24:49,4,3600,3261.8,0.97,13.3,7,-5.5,0.14,10,0.1,0.9
,10:24:50,4,3600,3262.8,0.96,13.3,7,-5.5,0.145,10,0.1,0.9
,10:24:51,4,3600,3263.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:24:52,4,3600,3264.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:24:53,4,3600,3265.8,0.97,13.3,7,-5.5,0.14,10,0.1,0.91
,10:24:54,4,3600,3266.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:24:55,4,3600,3267.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:24:56,4,3600,3268.8,0.96,13.3,7,-5.5,0.144,10,0.1,0.9
,10:24:57,4,3600,3269.8,0.96,13.3,7,-5.5,0.144,10,0.1,0.9
,10:24:58,4,3600,3270.8,0.96,13.3,7,-5.5,0.138,10,0.1,0.9
,10:24:59,4,3600,3271.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:25:00,4,3600,3272.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:25:01,4,3600,3273.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:25:02,4,3600,3274.8,0.95,13.3,7,-5.5,0.133,10,0.1,0.89
,10:25:03,4,3600,3275.8,0.95,13.3,7,-5.5,0.138,10,0.1,0.89
,10:25:04,4,3600,3276.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:25:05,4,3600,3277.8,0.96,13.3,6,-5.5,0.15,10,0.1,0.9
,10:25:06,4,3600,3278.8,0.96,13.3,7,-5.5,0.145,10,0.1,0.9
,10:25:07,4,3600,3279.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:25:08,4,3600,3280.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:25:09,4,3600,3281.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:25:10,4,3600,3282.8,0.96,13.3,7,-5.5,0.138,10,0.1,0.9
,10:25:11,4,3600,3283.8,0.96,13.3,7,-5.5,0.138,10,0.1,0.89
,10:25:12,4,3600,3284.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:25:13,4,3600,3285.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:25:14,4,3600,3286.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:25:15,4,3600,3287.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:25:16,4,3600,3288.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:25:17,4,3600,3289.8,0.94,13.3,7,-5.5,0.142,10,0.1,0.88
,10:25:18,4,3600,3290.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:25:19,4,3600,3291.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:25:20,4,3600,3292.8,0.95,13.3,7,-5.5,0.133,10,0.1,0.89
,10:25:21,4,3600,3293.8,0.96,13.3,7,-5.5,0.138,10,0.1,0.9
,10:25:22,4,3600,3294.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:25:23,4,3600,3295.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:25:24,4,3600,3296.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:25:25,4,3600,3297.8,0.96,13.3,7,-5.5,0.143,10,0.1,0.9
,10:25:26,4,3600,3298.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:25:27,4,3600,3299.8,0.96,13.3,7,-5.5,0.134,10,0.1,0.9
,10:25:28,4,3600,3300.8,0.97,13.3,7,-5.5,0.14,10,0.1,0.9
,10:25:29,4,3600,3301.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:25:30,4,3600,3302.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:25:31,4,3600,3303.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:25:32,4,3600,3304.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:25:33,4,3600,3305.8,0.94,13.3,7,-5.5,0.136,10,0.1,0.88
,10:25:34,4,3600,3306.8,0.94,13.3,7,-5.5,0.136,10,0.1,0.88
,10:25:35,4,3600,3307.8,0.95,13.3,7,-5.5,0.132,10,0.1,0.89
,10:25:36,4,3600,3308.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:25:37,4,3600,3309.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.88
,10:25:38,4,3600,3310.8,0.94,13.3,7,-5.5,0.141,10,0.1,0.88
,10:25:39,4,3600,3311.8,0.94,13.3,7,-5.5,0.14,10,0.1,0.88
,10:25:40,4,3600,3312.8,0.94,13.3,7,-5.5,0.135,10,0.1,0.88
,10:25:41,4,3600,3313.8,0.94,13.3,7,-5.5,0.141,10,0.1,0.88
,10:25:42,4,3600,3314.8,0.94,13.3,7,-5.5,0.142,10,0.1,0.88
,10:25:43,4,3600,3315.8,0.94,13.3,7,-5.5,0.142,10,0.1,0.88
,10:25:44,4,3600,3316.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:25:45,4,3600,3317.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:25:46,4,3600,3318.8,0.96,13.3,7,-5.5,0.129,10,0.1,0.9
,10:25:47,4,3600,3319.8,0.96,13.3,7,-5.5,0.134,10,0.1,0.9
,10:25:48,4,3600,3320.8,0.95,13.3,7,-5.5,0.138,10,0.1,0.89
,10:25:49,4,3600,3321.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:25:50,4,3600,3322.8,0.94,13.3,7,-5.5,0.142,10,0.1,0.88
,10:25:51,4,3600,3323.8,0.94,13.3,7,-5.5,0.142,10,0.1,0.88
,10:25:52,4,3600,3324.8,0.94,13.3,7,-5.5,0.142,10,0.1,0.88
,10:25:53,4,3600,3325.8,0.94,13.3,7,-5.5,0.141,10,0.1,0.88
,10:25:54,4,3600,3326.8,0.94,13.3,7,-5.5,0.135,10,0.1,0.88
,10:25:55,4,3600,3327.8,0.94,13.3,7,-5.5,0.141,10,0.1,0.88
,10:25:56,4,3600,3328.8,0.94,13.3,6,-5.5,0.147,10,0.1,0.88
,10:25:57,4,3600,3329.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:25:58,4,3600,3330.8,0.96,13.3,7,-5.5,0.138,10,0.1,0.9
,10:25:59,4,3600,3331.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:26:00,4,3600,3332.8,0.96,13.3,7,-5.5,0.138,10,0.1,0.9
,10:26:01,4,3600,3333.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:02,4,3600,3334.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:26:03,4,3600,3335.8,0.94,13.3,7,-5.5,0.142,10,0.1,0.88
,10:26:04,4,3600,3336.8,0.94,13.3,7,-5.5,0.136,10,0.1,0.88
,10:26:05,4,3600,3337.8,0.94,13.3,7,-5.5,0.136,10,0.1,0.88
,10:26:06,4,3600,3338.8,0.94,13.3,7,-5.5,0.141,10,0.1,0.88
,10:26:07,4,3600,3339.8,0.94,13.3,7,-5.5,0.141,10,0.1,0.88
,10:26:08,4,3600,3340.8,0.94,13.3,6,-5.5,0.147,10,0.1,0.88
,10:26:09,4,3600,3341.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:26:10,4,3600,3342.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:26:11,4,3600,3343.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:12,4,3600,3344.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:13,4,3600,3345.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:26:14,4,3600,3346.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:26:15,4,3600,3347.8,0.96,13.3,7,-5.5,0.138,10,0.1,0.9
,10:26:16,4,3600,3348.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:26:17,4,3600,3349.8,0.96,13.3,7,-5.5,0.139,10,0.1,0.9
,10:26:18,4,3600,3350.8,0.96,13.3,7,-5.5,0.138,10,0.1,0.9
,10:26:19,4,3600,3351.8,0.95,13.3,7,-5.5,0.133,10,0.1,0.89
,10:26:20,4,3600,3352.8,0.95,13.3,7,-5.5,0.133,10,0.1,0.89
,10:26:21,4,3600,3353.8,0.95,13.3,7,-5.5,0.133,10,0.1,0.89
,10:26:22,4,3600,3354.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:23,4,3600,3355.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:26:24,4,3600,3356.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:26:25,4,3600,3357.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:26,4,3600,3358.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:26:27,4,3600,3359.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:26:28,4,3600,3360.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:26:29,4,3600,3361.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:26:30,4,3600,3362.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:31,4,3600,3363.8,0.95,13.3,7,-5.5,0.133,10,0.1,0.89
,10:26:32,4,3600,3364.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:33,4,3600,3365.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:34,4,3600,3366.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:35,4,3600,3367.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:36,4,3600,3368.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:37,4,3600,3369.8,0.95,13.3,7,-5.5,0.137,10,0.1,0.89
,10:26:38,4,3600,3370.8,0.94,13.3,7,-5.5,0.131,10,0.1,0.88
,10:26:39,4,3600,3371.8,0.94,13.3,7,-5.5,0.131,10,0.1,0.88
,10:26:40,4,3600,3372.8,0.94,13.3,7,-5.5,0.141,10,0.1,0.88
,10:26:41,4,3600,3373.8,0.94,13.3,6,-5.5,0.146,10,0.1,0.88
,10:26:42,4,3600,3374.8,0.94,13.3,7,-5.5,0.142,10,0.1,0.88
,10:26:43,4,3600,3375.8,0.95,13.3,7,-5.5,0.142,10,0.1,0.89
,10:26:44,4,3600,3376.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:26:45,4,3600,3377.8,0.95,13.3,7,-5.5,0.143,10,0.1,0.89
,10:26:46,4,3600,3378.8,0.95,13.3,7,-5.6,0.143,10,0.1,0.89
,10:26:47,4,3600,3379.8,0.95,13.3,7,-5.6,0.143,10,0.1,0.89
,10:26:48,4,3600,3380.8,0.95,13.3,7,-5.6,0.143,10,0.1,0.89
,10:26:49,4,3600,3381.8,0.95,13.3,7,-5.6,0.142,10,0.1,0.89
,10:26:50,4,3600,3382.8,0.94,13.3,7,-5.6,0.142,10,0.1,0.88
,10:26:51,4,3600,3383.8,0.94,13.3,7,-5.6,0.136,10,0.1,0.88
,10:26:52,4,3600,3384.8,0.95,13.3,7,-5.6,0.142,10,0.1,0.89
,10:26:53,4,3600,3385.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:26:54,4,3600,3386.8,0.95,13.3,7,-5.6,0.142,10,0.1,0.89
,10:26:55,4,3600,3387.8,0.94,13.3,7,-5.6,0.136,10,0.1,0.89
,10:26:56,4,3600,3388.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:26:57,4,3600,3389.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:26:58,4,3600,3390.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:26:59,4,3600,3391.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:00,4,3600,3392.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:01,4,3600,3393.8,0.95,13.3,7,-5.6,0.143,10,0.1,0.89
,10:27:02,4,3600,3394.8,0.96,13.3,7,-5.6,0.143,10,0.1,0.9
,10:27:03,4,3600,3395.8,0.96,13.3,7,-5.6,0.144,10,0.1,0.9
,10:27:04,4,3600,3396.8,0.96,13.3,7,-5.6,0.144,10,0.1,0.9
,10:27:05,4,3600,3397.8,0.97,13.3,7,-5.6,0.14,10,0.1,0.91
,10:27:06,4,3600,3398.8,0.97,13.3,7,-5.6,0.13,10,0.1,0.91
,10:27:07,4,3600,3399.8,0.96,13.3,7,-5.6,0.134,10,0.1,0.9
,10:27:08,4,3600,3400.8,0.95,13.3,7,-5.6,0.138,10,0.1,0.89
,10:27:09,4,3600,3401.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:10,4,3600,3402.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:11,4,3600,3403.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:12,4,3600,3404.8,0.96,13.3,7,-5.6,0.138,10,0.1,0.9
,10:27:13,4,3600,3405.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:27:14,4,3600,3406.8,0.96,13.3,7,-5.6,0.139,10,0.1,0.9
,10:27:15,4,3600,3407.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:16,4,3600,3408.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:17,4,3600,3409.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:18,4,3600,3410.8,0.95,13.3,7,-5.6,0.143,10,0.1,0.89
,10:27:19,4,3600,3411.8,0.95,13.3,7,-5.6,0.137,10,0.1,0.89
,10:27:20,4,3600,3412.8,0.94,13.3,7,-5.6,0.13,10,0.1,0.88
,10:27:21,4,3600,3413.8,0.93,13.3,7,-5.6,0.129,10,0.1,0.87
,10:27:22,4,3600,3414.8,0.92,13.3,7,-5.6,0.133,10,0.1,0.86
,10:27:23,4,3600,3415.8,0.92,13.3,7,-5.6,0.138,10,0.1,0.86
,10:27:24,4,3600,3416.8,0.92,13.3,6,-5.6,0.143,10,0.1,0.86
,10:27:25,4,3600,3417.8,0.92,13.3,7,-5.6,0.138,10,0.1,0.86
,10:27:26,4,3600,3418.8,0.93,13.3,7,-5.6,0.139,10,0.1,0.87
,10:27:27,4,3600,3419.8,0.93,13.3,7,-5.6,0.134,10,0.1,0.87
,10:27:28,4,3600,3420.8,0.93,13.3,7,-5.6,0.14,10,0.1,0.87
,10:27:29,4,3600,3421.8,0.94,13.3,7,-5.7,0.14,10,0.1,0.88
,10:27:30,4,3600,3422.8,0.94,13.3,7,-5.7,0.14,10,0.1,0.88
,10:27:31,4,3600,3423.8,0.94,13.3,7,-5.7,0.136,10,0.1,0.88
,10:27:32,4,3600,3424.8,0.95,13.3,7,-5.7,0.132,10,0.1,0.89
,10:27:33,4,3600,3425.8,0.95,13.3,7,-5.7,0.132,10,0.1,0.89
,10:27:34,4,3600,3426.8,0.95,13.3,7,-5.7,0.137,10,0.1,0.89
,10:27:35,4,3600,3427.8,0.95,13.3,7,-5.7,0.137,10,0.1,0.89
,10:27:36,4,3600,3428.8,0.94,13.3,7,-5.7,0.136,10,0.1,0.88
