Data file,,PEEK_HEF_T35_PE6.TSV,,,,,,,,,,
,12:25:49,6,10790,2697.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:25:50,6,10790,2698.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:25:51,6,10790,2699.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:25:52,6,10790,2700.7,0.44,13.3,7,20,0.059,10,50,0.42
,12:25:53,6,10790,2701.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:25:54,6,10790,2702.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:25:55,6,10790,2703.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:25:56,6,10790,2704.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:25:57,6,10790,2705.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:25:58,6,10790,2706.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:25:59,6,10790,2707.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:26:00,6,10790,2708.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:26:01,6,10790,2709.7,0.43,13.3,7,20,0.065,10,49.9,0.42
,12:26:02,6,10790,2710.7,0.44,13.3,7,21,0.063,10,49.9,0.42
,12:26:03,6,10790,2711.7,0.44,13.3,7,21,0.063,10,50,0.42
,12:26:04,6,10790,2712.7,0.44,13.3,7,21,0.061,10,50,0.42
,12:26:05,6,10790,2713.7,0.44,13.3,7,21,0.061,10,50,0.42
,12:26:06,6,10790,2714.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:26:07,6,10790,2715.7,0.43,13.3,7,20,0.062,10,49.9,0.41
,12:26:08,6,10790,2716.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:26:09,6,10790,2717.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:26:10,6,10790,2718.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:26:11,6,10790,2719.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:26:12,6,10790,2720.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:26:13,6,10790,2721.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:26:14,6,10790,2722.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:26:15,6,10790,2723.7,0.43,13.3,7,20,0.063,10,49.9,0.42
,12:26:16,6,10790,2724.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:26:17,6,10790,2725.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:26:18,6,10790,2726.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:26:19,6,10790,2727.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:26:20,6,10790,2728.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:26:21,6,10790,2729.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:26:22,6,10790,2730.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:26:23,6,10790,2731.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:26:24,6,10790,2732.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:26:25,6,10790,2733.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:26:26,6,10790,2734.7,0.43,13.3,7,21,0.065,10,50,0.42
,12:26:27,6,10790,2735.7,0.43,13.3,7,21,0.065,10,50,0.42
,12:26:28,6,10790,2736.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:26:29,6,10790,2737.7,0.43,13.3,7,21,0.063,10,49.9,0.42
,12:26:30,6,10790,2738.7,0.44,13.3,7,21,0.061,10,50,0.42
,12:26:31,6,10790,2739.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:26:32,6,10790,2740.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:26:33,6,10790,2741.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:26:34,6,10790,2742.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:26:35,6,10790,2743.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:26:36,6,10790,2744.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:26:37,6,10790,2745.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:26:38,6,10790,2746.7,0.44,13.3,7,20,0.059,10,50,0.42
,12:26:39,6,10790,2747.7,0.44,13.3,7,20,0.059,10,50,0.42
,12:26:40,6,10790,2748.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:26:41,6,10790,2749.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:26:42,6,10790,2750.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:26:43,6,10790,2751.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:26:44,6,10790,2752.7,0.43,13.3,7,21,0.06,10,50,0.42
,12:26:45,6,10790,2753.7,0.43,13.3,7,21,0.062,10,50,0.41
,12:26:46,6,10790,2754.7,0.43,13.3,7,21,0.06,10,50,0.41
,12:26:47,6,10790,2755.7,0.43,13.3,7,20,0.06,10,50,0.41
,12:26:48,6,10790,2756.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:26:49,6,10790,2757.7,0.43,13.3,7,21,0.06,10,50,0.42
,12:26:50,6,10790,2758.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:26:51,6,10790,2759.7,0.43,13.3,7,21,0.063,10,50,0.42
,12:26:52,6,10790,2760.7,0.43,13.3,7,21,0.063,10,50,0.42
,12:26:53,6,10790,2761.7,0.44,13.3,7,21,0.061,10,50,0.42
,12:26:54,6,10790,2762.7,0.43,13.3,7,21,0.063,10,50,0.42
,12:26:55,6,10790,2763.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:26:56,6,10790,2764.7,0.43,13.3,7,21,0.062,10,50,0.41
,12:26:57,6,10790,2765.7,0.43,13.3,7,21,0.061,10,50,0.41
,12:26:58,6,10790,2766.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:26:59,6,10790,2767.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:00,6,10790,2768.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:27:01,6,10790,2769.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:27:02,6,10790,2770.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:27:03,6,10790,2771.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:27:04,6,10790,2772.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:27:05,6,10790,2773.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:27:06,6,10790,2774.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:07,6,10790,2775.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:08,6,10790,2776.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:09,6,10790,2777.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:10,6,10790,2778.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:27:11,6,10790,2779.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:27:12,6,10790,2780.7,0.44,13.3,7,20,0.059,10,50,0.42
,12:27:13,6,10790,2781.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:27:14,6,10790,2782.7,0.43,13.3,7,20,0.06,10,50,0.41
,12:27:15,6,10790,2783.7,0.43,13.3,7,21,0.061,10,50,0.41
,12:27:16,6,10790,2784.7,0.43,13.3,7,21,0.062,10,50,0.41
,12:27:17,6,10790,2785.7,0.43,13.3,7,21,0.06,10,50,0.42
,12:27:18,6,10790,2786.7,0.43,13.3,7,21,0.06,10,50,0.42
,12:27:19,6,10790,2787.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:27:20,6,10790,2788.7,0.43,13.3,7,21,0.062,10,50,0.41
,12:27:21,6,10790,2789.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:27:22,6,10790,2790.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:27:23,6,10790,2791.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:27:24,6,10790,2792.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:25,6,10790,2793.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:26,6,10790,2794.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:27:27,6,10790,2795.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:27:28,6,10790,2796.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:29,6,10790,2797.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:27:30,6,10790,2798.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:27:31,6,10790,2799.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:27:32,6,10790,2800.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:27:33,6,10790,2801.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:27:34,6,10790,2802.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:35,6,10790,2803.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:27:36,6,10790,2804.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:27:37,6,10790,2805.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:27:38,6,10790,2806.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:27:39,6,10790,2807.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:40,6,10790,2808.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:27:41,6,10790,2809.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:42,6,10790,2810.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:43,6,10790,2811.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:27:44,6,10790,2812.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:27:45,6,10790,2813.7,0.43,13.3,7,20,0.06,10,50,0.41
,12:27:46,6,10790,2814.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:47,6,10790,2815.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:27:48,6,10790,2816.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:27:49,6,10790,2817.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:27:50,6,10790,2818.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:27:51,6,10790,2819.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:27:52,6,10790,2820.7,0.44,13.3,7,21,0.063,10,50,0.42
,12:27:53,6,10790,2821.7,0.43,13.3,7,21,0.063,10,50,0.42
,12:27:54,6,10790,2822.7,0.43,13.3,7,21,0.063,10,50,0.42
,12:27:55,6,10790,2823.7,0.43,13.3,7,21,0.063,10,50,0.42
,12:27:56,6,10790,2824.7,0.43,13.3,7,21,0.06,10,50,0.42
,12:27:57,6,10790,2825.7,0.43,13.3,7,21,0.06,10,50,0.41
,12:27:58,6,10790,2826.7,0.43,13.3,7,21,0.059,10,50,0.41
,12:27:59,6,10790,2827.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:28:00,6,10790,2828.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:28:01,6,10790,2829.7,0.43,13.3,7,21,0.06,10,50,0.42
,12:28:02,6,10790,2830.7,0.43,13.3,7,21,0.06,10,50,0.41
,12:28:03,6,10790,2831.7,0.43,13.3,7,21,0.06,10,50,0.41
,12:28:04,6,10790,2832.7,0.43,13.3,7,21,0.059,10,50,0.41
,12:28:05,6,10790,2833.7,0.42,13.3,7,21,0.059,10,49.9,0.41
,12:28:06,6,10790,2834.7,0.42,13.3,7,21,0.061,10,49.9,0.41
,12:28:07,6,10790,2835.7,0.42,13.3,7,20,0.059,10,50,0.41
,12:28:08,6,10790,2836.7,0.43,13.3,7,20,0.059,10,50,0.41
,12:28:09,6,10790,2837.7,0.42,13.3,7,20,0.059,10,50,0.41
,12:28:10,6,10790,2838.7,0.42,13.3,7,20,0.059,10,50,0.41
,12:28:11,6,10790,2839.7,0.42,13.3,7,20,0.059,10,50,0.41
,12:28:12,6,10790,2840.7,0.42,13.3,7,20,0.061,10,49.9,0.41
,12:28:13,6,10790,2841.7,0.42,13.3,7,20,0.061,10,50,0.41
,12:28:14,6,10790,2842.7,0.42,13.3,7,20,0.058,10,50,0.4
,12:28:15,6,10790,2843.7,0.42,13.3,7,20,0.058,10,49.9,0.4
,12:28:16,6,10790,2844.7,0.41,13.3,7,20,0.055,10,50,0.4
,12:28:17,6,10790,2845.7,0.41,13.3,7,20,0.055,10,50,0.4
,12:28:18,6,10790,2846.7,0.41,13.3,7,20,0.055,10,50,0.39
,12:28:19,6,10790,2847.7,0.41,13.3,7,20,0.057,10,50,0.4
,12:28:20,6,10790,2848.7,0.41,13.3,7,20,0.057,10,50,0.4
,12:28:21,6,10790,2849.7,0.41,13.3,7,21,0.057,10,50,0.4
,12:28:22,6,10790,2850.7,0.41,13.3,7,21,0.06,10,50,0.4
,12:28:23,6,10790,2851.7,0.41,13.3,7,21,0.059,10,50,0.4
,12:28:24,6,10790,2852.7,0.41,13.3,7,21,0.059,10,50,0.4
,12:28:25,6,10790,2853.7,0.41,13.3,7,21,0.059,10,49.9,0.39
,12:28:26,6,10790,2854.7,0.41,13.3,7,20,0.056,10,49.9,0.39
,12:28:27,6,10790,2855.7,0.41,13.3,7,20,0.056,10,50,0.39
,12:28:28,6,10790,2856.7,0.41,13.3,7,20,0.056,10,50,0.39
,12:28:29,6,10790,2857.7,0.41,13.3,7,20,0.055,10,50,0.39
,12:28:30,6,10790,2858.7,0.41,13.3,7,20,0.055,10,50,0.39
,12:28:31,6,10790,2859.7,0.41,13.3,7,20,0.057,10,50,0.39
,12:28:32,6,10790,2860.7,0.41,13.3,7,20,0.059,10,50,0.39
,12:28:33,6,10790,2861.7,0.41,13.3,7,20,0.059,10,50,0.39
,12:28:34,6,10790,2862.7,0.41,13.3,7,20,0.059,10,50,0.39
,12:28:35,6,10790,2863.7,0.41,13.3,7,20,0.059,10,50,0.39
,12:28:36,6,10790,2864.7,0.41,13.3,7,20,0.059,10,50,0.39
,12:28:37,6,10790,2865.7,0.4,13.3,7,20,0.058,10,50,0.39
,12:28:38,6,10790,2866.7,0.4,13.3,7,20,0.058,10,50,0.39
,12:28:39,6,10790,2867.7,0.41,13.3,7,20,0.056,10,50,0.39
,12:28:40,6,10790,2868.7,0.41,13.3,7,20,0.057,10,50,0.4
,12:28:41,6,10790,2869.7,0.42,13.3,7,20,0.058,10,50,0.4
,12:28:42,6,10790,2870.7,0.42,13.3,7,20,0.058,10,50,0.4
,12:28:43,6,10790,2871.7,0.42,13.3,7,21,0.058,10,49.9,0.4
,12:28:44,6,10790,2872.7,0.41,13.3,7,20,0.057,10,49.9,0.4
,12:28:45,6,10790,2873.7,0.42,13.3,7,20,0.058,10,50,0.4
,12:28:46,6,10790,2874.7,0.42,13.3,7,20,0.06,10,50,0.4
,12:28:47,6,10790,2875.7,0.42,13.3,7,20,0.06,10,50,0.4
,12:28:48,6,10790,2876.7,0.42,13.3,7,20,0.059,10,50,0.41
,12:28:49,6,10790,2877.7,0.42,13.3,7,20,0.056,10,50,0.4
,12:28:50,6,10790,2878.7,0.42,13.3,7,20,0.059,10,50,0.41
,12:28:51,6,10790,2879.7,0.42,13.3,7,20,0.061,10,50,0.41
,12:28:52,6,10790,2880.7,0.42,13.3,7,20,0.061,10,50,0.41
,12:28:53,6,10790,2881.7,0.43,13.3,7,21,0.061,10,50,0.41
,12:28:54,6,10790,2882.7,0.43,13.3,7,21,0.061,10,49.9,0.41
,12:28:55,6,10790,2883.7,0.43,13.3,7,20,0.062,10,49.9,0.41
,12:28:56,6,10790,2884.7,0.43,13.3,7,20,0.06,10,49.9,0.41
,12:28:57,6,10790,2885.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:28:58,6,10790,2886.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:28:59,6,10790,2887.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:29:00,6,10790,2888.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:29:01,6,10790,2889.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:29:02,6,10790,2890.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:29:03,6,10790,2891.7,0.43,13.3,7,20,0.057,10,50,0.41
,12:29:04,6,10790,2892.7,0.43,13.3,7,20,0.057,10,50,0.41
,12:29:05,6,10790,2893.7,0.42,13.3,7,20,0.061,10,50,0.41
,12:29:06,6,10790,2894.7,0.42,13.3,7,21,0.061,10,50,0.41
,12:29:07,6,10790,2895.7,0.43,13.3,7,21,0.061,10,49.9,0.41
,12:29:08,6,10790,2896.7,0.43,13.3,7,21,0.061,10,49.9,0.41
,12:29:09,6,10790,2897.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:29:10,6,10790,2898.7,0.43,13.3,7,20,0.061,10,49.9,0.41
,12:29:11,6,10790,2899.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:29:12,6,10790,2900.7,0.43,13.3,7,20,0.061,10,50,0.41
,12:29:13,6,10790,2901.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:29:14,6,10790,2902.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:29:15,6,10790,2903.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:29:16,6,10790,2904.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:29:17,6,10790,2905.7,0.43,13.3,7,20,0.061,10,49.9,0.41
,12:29:18,6,10790,2906.7,0.43,13.3,7,20,0.06,10,50,0.41
,12:29:19,6,10790,2907.7,0.43,13.3,7,20,0.06,10,50,0.41
,12:29:20,6,10790,2908.7,0.43,13.3,7,20,0.06,10,49.9,0.42
,12:29:21,6,10790,2909.7,0.43,13.3,7,20,0.058,10,50,0.41
,12:29:22,6,10790,2910.7,0.43,13.3,7,21,0.058,10,50,0.41
,12:29:23,6,10790,2911.7,0.43,13.3,7,20,0.06,10,50,0.41
,12:29:24,6,10790,2912.7,0.42,13.3,7,20,0.061,10,49.9,0.41
,12:29:25,6,10790,2913.7,0.43,13.3,7,20,0.06,10,49.9,0.41
,12:29:26,6,10790,2914.7,0.43,13.3,7,20,0.059,10,50,0.41
,12:29:27,6,10790,2915.7,0.43,13.3,7,20,0.059,10,50,0.41
,12:29:28,6,10790,2916.7,0.43,13.3,7,20,0.059,10,49.9,0.41
,12:29:29,6,10790,2917.7,0.42,13.3,7,20,0.059,10,49.9,0.41
,12:29:30,6,10790,2918.7,0.43,13.3,7,20,0.061,10,49.9,0.41
,12:29:31,6,10790,2919.7,0.42,13.3,7,20,0.061,10,49.9,0.41
,12:29:32,6,10790,2920.7,0.43,13.3,7,20,0.062,10,49.9,0.41
,12:29:33,6,10790,2921.7,0.43,13.3,7,20,0.06,10,50,0.41
,12:29:34,6,10790,2922.7,0.43,13.3,7,20,0.058,10,49.9,0.42
,12:29:35,6,10790,2923.7,0.44,13.3,8,20,0.057,10,49.9,0.42
,12:29:36,6,10790,2924.7,0.44,13.3,7,20,0.059,10,49.9,0.42
,12:29:37,6,10790,2925.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:29:38,6,10790,2926.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:29:39,6,10790,2927.7,0.43,13.3,7,20,0.065,10,50,0.42
,12:29:40,6,10790,2928.7,0.43,13.3,7,21,0.065,10,50,0.42
,12:29:41,6,10790,2929.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:29:42,6,10790,2930.7,0.43,13.3,7,20,0.063,10,49.9,0.42
,12:29:43,6,10790,2931.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:29:44,6,10790,2932.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:29:45,6,10790,2933.7,0.43,13.3,7,20,0.06,10,49.9,0.42
,12:29:46,6,10790,2934.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:29:47,6,10790,2935.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:29:48,6,10790,2936.7,0.44,13.3,7,20,0.059,10,49.9,0.42
,12:29:49,6,10790,2937.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:29:50,6,10790,2938.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:29:51,6,10790,2939.7,0.43,13.3,7,21,0.062,10,50,0.42
,12:29:52,6,10790,2940.7,0.43,13.3,7,21,0.062,10,49.9,0.41
,12:29:53,6,10790,2941.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:29:54,6,10790,2942.7,0.43,13.3,7,21,0.062,10,49.9,0.42
,12:29:55,6,10790,2943.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:29:56,6,10790,2944.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:29:57,6,10790,2945.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:29:58,6,10790,2946.7,0.43,13.3,7,20,0.06,10,49.9,0.42
,12:29:59,6,10790,2947.7,0.43,13.3,7,20,0.058,10,49.9,0.42
,12:30:00,6,10790,2948.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:30:01,6,10790,2949.7,0.43,13.3,7,20,0.06,10,50,0.41
,12:30:02,6,10790,2950.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:30:03,6,10790,2951.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:30:04,6,10790,2952.7,0.44,13.3,7,21,0.063,10,49.9,0.42
,12:30:05,6,10790,2953.7,0.44,13.3,7,21,0.061,10,50,0.42
,12:30:06,6,10790,2954.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:30:07,6,10790,2955.7,0.44,13.3,7,20,0.059,10,50,0.42
,12:30:08,6,10790,2956.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:30:09,6,10790,2957.7,0.44,13.3,7,21,0.063,10,49.9,0.42
,12:30:10,6,10790,2958.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:30:11,6,10790,2959.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:30:12,6,10790,2960.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:13,6,10790,2961.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:14,6,10790,2962.7,0.43,13.3,7,20,0.06,10,49.9,0.42
,12:30:15,6,10790,2963.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:30:16,6,10790,2964.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:30:17,6,10790,2965.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:18,6,10790,2966.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:19,6,10790,2967.7,0.43,13.3,7,20,0.06,10,49.9,0.42
,12:30:20,6,10790,2968.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:30:21,6,10790,2969.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:30:22,6,10790,2970.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:30:23,6,10790,2971.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:24,6,10790,2972.7,0.44,13.3,7,20,0.059,10,50,0.42
,12:30:25,6,10790,2973.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:30:26,6,10790,2974.7,0.44,13.3,7,20,0.063,10,49.9,0.42
,12:30:27,6,10790,2975.7,0.43,13.3,7,21,0.063,10,49.9,0.42
,12:30:28,6,10790,2976.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:30:29,6,10790,2977.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:30:30,6,10790,2978.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:31,6,10790,2979.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:30:32,6,10790,2980.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:33,6,10790,2981.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:30:34,6,10790,2982.7,0.43,13.3,7,20,0.062,10,50,0.42
,12:30:35,6,10790,2983.7,0.43,13.3,7,20,0.063,10,49.9,0.42
,12:30:36,6,10790,2984.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:37,6,10790,2985.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:38,6,10790,2986.7,0.44,13.3,7,20,0.059,10,49.9,0.42
,12:30:39,6,10790,2987.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:40,6,10790,2988.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:30:41,6,10790,2989.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:30:42,6,10790,2990.7,0.44,13.3,7,20,0.063,10,49.9,0.42
,12:30:43,6,10790,2991.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:30:44,6,10790,2992.7,0.44,13.3,7,20,0.061,10,49.9,0.42
,12:30:45,6,10790,2993.7,0.44,13.3,7,20,0.061,10,49.9,0.42
,12:30:46,6,10790,2994.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:47,6,10790,2995.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:30:48,6,10790,2996.7,0.43,13.3,7,20,0.063,10,49.9,0.42
,12:30:49,6,10790,2997.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:30:50,6,10790,2998.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:30:51,6,10790,2999.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:30:52,6,10790,3000.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:30:53,6,10790,3001.7,0.43,13.3,7,20,0.058,10,50,0.42
,12:30:54,6,10790,3002.7,0.44,13.3,7,20,0.061,10,49.9,0.42
,12:30:55,6,10790,3003.7,0.44,13.3,7,20,0.063,10,49.9,0.42
,12:30:56,6,10790,3004.7,0.44,13.3,7,20,0.063,10,50,0.42
,12:30:57,6,10790,3005.7,0.44,13.3,7,20,0.063,10,49.9,0.42
,12:30:58,6,10790,3006.7,0.43,13.3,7,20,0.063,10,49.9,0.42
,12:30:59,6,10790,3007.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:31:00,6,10790,3008.7,0.43,13.3,7,20,0.06,10,49.9,0.42
,12:31:01,6,10790,3009.7,0.43,13.3,7,20,0.06,10,49.9,0.42
,12:31:02,6,10790,3010.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:31:03,6,10790,3011.7,0.43,13.3,7,20,0.063,10,49.9,0.42
,12:31:04,6,10790,3012.7,0.43,13.3,7,20,0.063,10,49.9,0.42
,12:31:05,6,10790,3013.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:31:06,6,10790,3014.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:31:07,6,10790,3015.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:31:08,6,10790,3016.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:31:09,6,10790,3017.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:31:10,6,10790,3018.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:31:11,6,10790,3019.7,0.44,13.3,7,20,0.063,10,49.9,0.42
,12:31:12,6,10790,3020.7,0.43,13.3,7,20,0.064,10,49.9,0.41
,12:31:13,6,10790,3021.7,0.43,13.3,7,20,0.062,10,49.9,0.42
,12:31:14,6,10790,3022.7,0.43,13.3,7,20,0.062,10,50,0.41
,12:31:15,6,10790,3023.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:31:16,6,10790,3024.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:31:17,6,10790,3025.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:31:18,6,10790,3026.7,0.44,13.3,7,20,0.061,10,50,0.42
,12:31:19,6,10790,3027.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:31:20,6,10790,3028.7,0.43,13.3,7,20,0.063,10,50,0.42
,12:31:21,6,10790,3029.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:31:22,6,10790,3030.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:31:23,6,10790,3031.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:31:24,6,10790,3032.7,0.43,13.3,7,20,0.06,10,50,0.42
,12:31:25,6,10790,3033.7,0.43,13.3,7,20,0.06,10,50,0.42
