Data file,,SORONA-UNHONED_ISO10_12DEG_003_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:29:49 on 24/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,15:04:20,6,21600,20070.5,0.6,13.3,7,10.5,0.09,10,0.5,0.58
,15:04:21,6,21600,20071.5,0.61,13.3,7,10.5,0.088,10,0.5,0.59
,15:04:22,6,21600,20072.5,0.61,13.3,7,10.5,0.088,10,0.5,0.6
,15:04:23,6,21600,20073.5,0.61,13.3,7,10.5,0.088,10,0.5,0.59
,15:04:24,6,21600,20074.5,0.6,13.3,6,10.5,0.094,10,0.5,0.59
,15:04:25,6,21600,20075.5,0.6,13.3,6,10.5,0.094,10,0.5,0.59
,15:04:26,6,21600,20076.5,0.61,13.3,7,10.5,0.092,10,0.5,0.6
,15:04:27,6,21600,20077.5,0.62,13.3,7,10.5,0.094,10,0.5,0.61
,15:04:28,6,21600,20078.5,0.63,13.3,7,10.5,0.091,10,0.5,0.61
,15:04:29,6,21600,20079.5,0.63,13.3,7,10.6,0.091,10,0.5,0.61
,15:04:30,6,21600,20080.5,0.63,13.3,7,10.6,0.088,10,0.5,0.61
,15:04:31,6,21600,20081.5,0.63,13.3,7,10.6,0.085,10,0.5,0.61
,15:04:32,6,21600,20082.5,0.62,13.3,7,10.6,0.084,10,0.5,0.61
,15:04:33,6,21600,20083.5,0.61,13.3,7,10.6,0.088,10,0.5,0.59
,15:04:34,6,21600,20084.5,0.6,13.3,7,10.7,0.09,10,0.6,0.58
,15:04:35,6,21600,20085.5,0.59,13.3,6,10.7,0.092,10,0.5,0.57
,15:04:36,6,21600,20086.5,0.59,13.3,6,10.7,0.093,10,0.5,0.58
,15:04:37,6,21600,20087.5,0.6,13.3,7,10.7,0.09,10,0.5,0.59
,15:04:38,6,21600,20088.5,0.61,13.3,7,10.7,0.088,10,0.5,0.6
,15:04:39,6,21600,20089.5,0.61,13.3,7,10.7,0.088,10,0.5,0.59
,15:04:40,6,21600,20090.5,0.6,13.3,7,10.8,0.09,10,0.5,0.58
,15:04:41,6,21600,20091.5,0.6,13.3,7,10.8,0.09,10,0.5,0.58
,15:04:42,6,21600,20092.5,0.6,13.3,7,10.8,0.091,10,0.5,0.59
,15:04:43,6,21600,20093.5,0.61,13.3,7,10.8,0.086,10,0.5,0.6
,15:04:44,6,21600,20094.5,0.61,13.3,7,10.8,0.082,10,0.5,0.59
,15:04:45,6,21600,20095.5,0.6,13.3,7,10.8,0.083,10,0.5,0.58
,15:04:46,6,21600,20096.5,0.59,13.3,7,10.8,0.085,10,0.5,0.57
,15:04:47,6,21600,20097.5,0.59,13.3,7,10.9,0.088,10,0.5,0.57
,15:04:48,6,21600,20098.5,0.59,13.3,7,10.9,0.088,10,0.5,0.57
,15:04:49,6,21600,20099.5,0.59,13.3,7,10.9,0.089,10,0.5,0.58
,15:04:50,6,21600,20100.5,0.6,13.3,7,10.9,0.09,10,0.5,0.58
,15:04:51,6,21600,20101.5,0.61,13.3,7,10.9,0.092,10,0.5,0.6
,15:04:52,6,21600,20102.5,0.62,13.3,7,11,0.093,10,0.5,0.61
,15:04:53,6,21600,20103.5,0.63,13.3,7,11,0.091,10,0.5,0.61
,15:04:54,6,21600,20104.5,0.62,13.3,7,11,0.086,10,0.5,0.6
,15:04:55,6,21600,20105.5,0.61,13.3,7,11,0.088,10,0.5,0.59
,15:04:56,6,21600,20106.5,0.6,13.3,7,11.1,0.087,10,0.5,0.58
,15:04:57,6,21600,20107.5,0.6,13.3,7,11.1,0.09,10,0.5,0.58
,15:04:58,6,21600,20108.5,0.6,13.3,7,11.1,0.091,10,0.5,0.59
,15:04:59,6,21600,20109.5,0.61,13.3,7,11.1,0.092,10,0.5,0.6
,15:05:00,6,21600,20110.5,0.62,13.3,7,11.1,0.09,10,0.5,0.61
,15:05:01,6,21600,20111.5,0.62,13.3,7,11.2,0.093,10,0.5,0.61
,15:05:02,6,21600,20112.5,0.62,13.3,7,11.2,0.093,10,0.5,0.61
,15:05:03,6,21600,20113.5,0.62,13.3,7,11.2,0.093,10,0.5,0.6
,15:05:04,6,21600,20114.5,0.62,13.3,7,11.2,0.093,10,0.5,0.61
,15:05:05,6,21600,20115.5,0.62,13.3,7,11.2,0.09,10,0.5,0.61
,15:05:06,6,21600,20116.5,0.63,13.3,7,11.2,0.091,10,0.5,0.62
,15:05:07,6,21600,20117.5,0.63,13.3,7,11.2,0.088,10,0.5,0.62
,15:05:08,6,21600,20118.5,0.63,13.3,7,11.3,0.088,10,0.5,0.61
,15:05:09,6,21600,20119.5,0.62,13.3,7,11.3,0.089,10,0.5,0.6
,15:05:10,6,21600,20120.5,0.61,13.3,7,11.3,0.091,10,0.5,0.59
,15:05:11,6,21600,20121.5,0.6,13.3,7,11.3,0.09,10,0.5,0.59
,15:05:12,6,21600,20122.5,0.61,13.3,7,11.4,0.091,10,0.5,0.59
,15:05:13,6,21600,20123.5,0.62,13.3,7,11.4,0.093,10,0.5,0.6
,15:05:14,6,21600,20124.5,0.63,13.3,7,11.4,0.094,10,0.5,0.61
,15:05:15,6,21600,20125.5,0.63,13.3,7,11.4,0.095,10,0.5,0.62
,15:05:16,6,21600,20126.5,0.63,13.3,7,11.4,0.094,10,0.5,0.61
,15:05:17,6,21600,20127.5,0.63,13.3,7,11.5,0.091,10,0.5,0.61
,15:05:18,6,21600,20128.5,0.63,13.3,7,11.5,0.091,10,0.5,0.61
,15:05:19,6,21600,20129.5,0.63,13.3,7,11.5,0.091,10,0.5,0.61
,15:05:20,6,21600,20130.5,0.63,13.3,7,11.5,0.091,10,0.5,0.61
,15:05:21,6,21600,20131.5,0.63,13.3,7,11.5,0.088,10,0.5,0.61
,15:05:22,6,21600,20132.5,0.62,13.3,7,11.6,0.086,10,0.5,0.6
,15:05:23,6,21600,20133.5,0.61,13.3,7,11.5,0.085,10,0.5,0.59
,15:05:24,6,21600,20134.5,0.6,13.3,7,11.6,0.086,10,0.5,0.58
,15:05:25,6,21600,20135.5,0.59,13.3,7,11.6,0.089,10,0.5,0.58
,15:05:26,6,21600,20136.5,0.59,13.3,7,11.6,0.089,10,0.5,0.58
,15:05:27,6,21600,20137.5,0.59,13.3,7,11.6,0.088,10,0.5,0.57
,15:05:28,6,21600,20138.5,0.6,13.3,6,11.7,0.093,10,0.5,0.58
,15:05:29,6,21600,20139.5,0.6,13.3,7,11.7,0.091,10,0.5,0.59
,15:05:30,6,21600,20140.5,0.62,13.3,7,11.7,0.093,10,0.5,0.6
,15:05:31,6,21600,20141.5,0.62,13.3,7,11.7,0.094,10,0.5,0.61
,15:05:32,6,21600,20142.5,0.63,13.3,7,11.8,0.094,10,0.5,0.61
,15:05:33,6,21600,20143.5,0.63,13.3,7,11.8,0.091,10,0.5,0.61
,15:05:34,6,21600,20144.5,0.63,13.3,7,11.8,0.094,10,0.5,0.61
,15:05:35,6,21600,20145.5,0.63,13.3,7,11.8,0.094,10,0.5,0.61
,15:05:36,6,21600,20146.5,0.63,13.3,7,11.9,0.095,10,0.5,0.62
,15:05:37,6,21600,20147.5,0.63,13.3,7,11.9,0.092,10,0.5,0.62
,15:05:38,6,21600,20148.5,0.63,13.3,7,11.9,0.092,10,0.5,0.62
,15:05:39,6,21600,20149.5,0.63,13.3,7,11.9,0.091,10,0.5,0.62
,15:05:40,6,21600,20150.5,0.63,13.3,7,11.9,0.092,10,0.5,0.62
,15:05:41,6,21600,20151.5,0.64,13.3,7,12,0.089,10,0.5,0.62
,15:05:42,6,21600,20152.5,0.64,13.3,7,12,0.089,10,0.5,0.62
,15:05:43,6,21600,20153.5,0.63,13.3,7,12,0.085,10,0.5,0.61
,15:05:44,6,21600,20154.5,0.62,13.3,7,12,0.086,10,0.5,0.6
,15:05:45,6,21600,20155.5,0.61,13.3,7,12,0.088,10,0.5,0.59
,15:05:46,6,21600,20156.5,0.6,13.3,7,12,0.09,10,0.5,0.58
,15:05:47,6,21600,20157.5,0.6,13.3,7,12.1,0.09,10,0.5,0.58
,15:05:48,6,21600,20158.5,0.6,13.3,7,12.1,0.09,10,0.5,0.58
,15:05:49,6,21600,20159.5,0.6,13.3,6,12.1,0.094,10,0.5,0.59
,15:05:50,6,21600,20160.5,0.6,13.3,6,12.2,0.094,10,0.5,0.59
,15:05:51,6,21600,20161.5,0.61,13.3,6,12.2,0.096,10,0.5,0.6
,15:05:52,6,21600,20162.5,0.63,13.3,7,12.2,0.091,10,0.5,0.61
,15:05:53,6,21600,20163.5,0.63,13.3,7,12.2,0.092,10,0.5,0.62
,15:05:54,6,21600,20164.5,0.63,13.3,7,12.2,0.091,10,0.5,0.62
,15:05:55,6,21600,20165.5,0.62,13.3,7,12.3,0.094,10,0.5,0.61
,15:05:56,6,21600,20166.5,0.62,13.3,7,12.3,0.094,10,0.5,0.61
,15:05:57,6,21600,20167.5,0.63,13.3,7,12.3,0.094,10,0.5,0.61
,15:05:58,6,21600,20168.5,0.64,13.3,7,12.3,0.092,10,0.5,0.62
,15:05:59,6,21600,20169.5,0.64,13.3,7,12.4,0.089,10,0.5,0.63
,15:06:00,6,21600,20170.5,0.64,13.3,7,12.4,0.089,10,0.5,0.62
,15:06:01,6,21600,20171.5,0.63,13.3,7,12.4,0.094,10,0.6,0.61
,15:06:02,6,21600,20172.5,0.62,13.3,7,12.4,0.093,10,0.5,0.6
,15:06:03,6,21600,20173.5,0.61,13.3,7,12.4,0.092,10,0.5,0.6
,15:06:04,6,21600,20174.5,0.62,13.3,7,12.4,0.09,10,0.5,0.61
,15:06:05,6,21600,20175.5,0.62,13.3,7,12.4,0.09,10,0.5,0.61
,15:06:06,6,21600,20176.5,0.62,13.3,6,12.5,0.097,10,0.5,0.6
,15:06:07,6,21600,20177.5,0.62,13.3,7,12.5,0.093,10,0.5,0.61
,15:06:08,6,21600,20178.5,0.63,13.3,7,12.5,0.091,10,0.5,0.62
,15:06:09,6,21600,20179.5,0.64,13.3,7,12.5,0.089,10,0.5,0.62
,15:06:10,6,21600,20180.5,0.64,13.3,7,12.6,0.089,10,0.6,0.62
,15:06:11,6,21600,20181.5,0.63,13.3,7,12.6,0.091,10,0.6,0.61
,15:06:12,6,21600,20182.5,0.62,13.3,6,12.6,0.097,10,0.6,0.61
,15:06:13,6,21600,20183.5,0.62,13.3,6,12.7,0.097,10,0.5,0.61
,15:06:14,6,21600,20184.5,0.63,13.3,7,12.7,0.092,10,0.5,0.62
,15:06:15,6,21600,20185.5,0.64,13.3,7,12.7,0.093,10,0.5,0.63
,15:06:16,6,21600,20186.5,0.64,13.3,7,12.7,0.09,10,0.5,0.63
,15:06:17,6,21600,20187.5,0.65,13.3,7,12.7,0.093,10,0.5,0.63
,15:06:18,6,21600,20188.5,0.64,13.3,7,12.8,0.093,10,0.5,0.63
,15:06:19,6,21600,20189.5,0.63,13.3,7,12.8,0.091,10,0.5,0.61
,15:06:20,6,21600,20190.5,0.61,13.3,7,12.8,0.089,10,0.5,0.6
,15:06:21,6,21600,20191.5,0.61,13.3,6,12.8,0.095,10,0.6,0.59
,15:06:22,6,21600,20192.5,0.62,13.3,6,12.8,0.096,10,0.5,0.6
,15:06:23,6,21600,20193.5,0.63,13.3,6,12.8,0.098,10,0.5,0.62
,15:06:24,6,21600,20194.5,0.65,13.3,7,12.9,0.097,10,0.5,0.63
,15:06:25,6,21600,20195.5,0.65,13.3,7,12.9,0.094,10,0.5,0.64
,15:06:26,6,21600,20196.5,0.65,13.3,7,12.9,0.094,10,0.5,0.63
,15:06:27,6,21600,20197.5,0.65,13.3,7,12.9,0.094,10,0.5,0.63
,15:06:28,6,21600,20198.5,0.65,13.3,7,12.9,0.094,10,0.5,0.63
,15:06:29,6,21600,20199.5,0.65,13.3,7,13,0.09,10,0.5,0.63
,15:06:30,6,21600,20200.5,0.65,13.3,7,13,0.09,10,0.5,0.63
,15:06:31,6,21600,20201.5,0.64,13.3,7,13,0.089,10,0.5,0.63
,15:06:32,6,21600,20202.5,0.63,13.3,7,13.1,0.088,10,0.5,0.61
,15:06:33,6,21600,20203.5,0.62,13.3,7,13.1,0.09,10,0.5,0.6
,15:06:34,6,21600,20204.5,0.61,13.3,7,13.1,0.092,10,0.5,0.6
,15:06:35,6,21600,20205.5,0.62,13.3,6,13.1,0.096,10,0.5,0.6
,15:06:36,6,21600,20206.5,0.62,13.3,6,13.1,0.097,10,0.5,0.61
,15:06:37,6,21600,20207.5,0.63,13.3,7,13.2,0.095,10,0.5,0.62
,15:06:38,6,21600,20208.5,0.64,13.3,7,13.2,0.092,10,0.5,0.62
,15:06:39,6,21600,20209.5,0.64,13.3,7,13.2,0.092,10,0.5,0.62
,15:06:40,6,21600,20210.5,0.64,13.3,7,13.2,0.089,10,0.5,0.62
,15:06:41,6,21600,20211.5,0.63,13.3,7,13.2,0.091,10,0.5,0.61
,15:06:42,6,21600,20212.5,0.62,13.3,7,13.2,0.089,10,0.5,0.6
,15:06:43,6,21600,20213.5,0.61,13.3,7,13.2,0.088,10,0.5,0.6
,15:06:44,6,21600,20214.5,0.61,13.3,7,13.3,0.085,10,0.5,0.59
,15:06:45,6,21600,20215.5,0.61,13.3,7,13.3,0.085,10,0.5,0.59
,15:06:46,6,21600,20216.5,0.61,13.3,7,13.3,0.088,10,0.5,0.59
,15:06:47,6,21600,20217.5,0.61,13.3,7,13.3,0.091,10,0.5,0.59
,15:06:48,6,21600,20218.5,0.61,13.3,6,13.3,0.095,10,0.5,0.59
,15:06:49,6,21600,20219.5,0.61,13.3,6,13.4,0.095,10,0.5,0.6
,15:06:50,6,21600,20220.5,0.62,13.3,7,13.4,0.093,10,0.5,0.61
,15:06:51,6,21600,20221.5,0.63,13.3,7,13.4,0.092,10,0.5,0.62
,15:06:52,6,21600,20222.5,0.63,13.3,7,13.4,0.092,10,0.5,0.62
,15:06:53,6,21600,20223.5,0.62,13.3,7,13.4,0.093,10,0.5,0.6
,15:06:54,6,21600,20224.5,0.61,13.3,7,13.5,0.092,10,0.5,0.6
,15:06:55,6,21600,20225.5,0.62,13.3,7,13.5,0.093,10,0.5,0.61
,15:06:56,6,21600,20226.5,0.63,13.3,7,13.5,0.095,10,0.5,0.62
,15:06:57,6,21600,20227.5,0.64,13.3,7,13.5,0.096,10,0.5,0.63
,15:06:58,6,21600,20228.5,0.64,13.3,7,13.5,0.093,10,0.5,0.63
,15:06:59,6,21600,20229.5,0.65,13.3,7,13.5,0.097,10,0.5,0.63
,15:07:00,6,21600,20230.5,0.65,13.3,7,13.5,0.098,10,0.5,0.63
,15:07:01,6,21600,20231.5,0.65,13.3,7,13.6,0.098,10,0.5,0.64
,15:07:02,6,21600,20232.5,0.66,13.3,7,13.6,0.095,10,0.5,0.64
,15:07:03,6,21600,20233.5,0.66,13.3,7,13.6,0.095,10,0.5,0.64
,15:07:04,6,21600,20234.5,0.65,13.3,7,13.6,0.094,10,0.5,0.63
,15:07:05,6,21600,20235.5,0.65,13.3,7,13.6,0.094,10,0.5,0.63
,15:07:06,6,21600,20236.5,0.65,13.3,7,13.6,0.094,10,0.5,0.63
,15:07:07,6,21600,20237.5,0.65,13.3,7,13.7,0.094,10,0.5,0.64
,15:07:08,6,21600,20238.5,0.66,13.3,7,13.7,0.095,10,0.5,0.64
,15:07:09,6,21600,20239.5,0.66,13.3,7,13.7,0.096,10,0.5,0.64
,15:07:10,6,21600,20240.5,0.66,13.3,7,13.7,0.096,10,0.5,0.64
,15:07:11,6,21600,20241.5,0.66,13.3,7,13.7,0.095,10,0.5,0.64
,15:07:12,6,21600,20242.5,0.64,13.3,7,13.7,0.093,10,0.5,0.63
,15:07:13,6,21600,20243.5,0.63,13.3,7,13.8,0.095,10,0.5,0.62
,15:07:14,6,21600,20244.5,0.63,13.3,7,13.8,0.095,10,0.5,0.62
,15:07:15,6,21600,20245.5,0.64,13.3,7,13.8,0.093,10,0.5,0.63
,15:07:16,6,21600,20246.5,0.65,13.3,7,13.8,0.094,10,0.5,0.64
,15:07:17,6,21600,20247.5,0.66,13.3,7,13.8,0.091,10,0.5,0.64
,15:07:18,6,21600,20248.5,0.65,13.3,7,13.8,0.09,10,0.5,0.63
,15:07:19,6,21600,20249.5,0.63,13.3,7,13.8,0.085,10,0.5,0.62
,15:07:20,6,21600,20250.5,0.62,13.3,7,13.8,0.087,10,0.5,0.61
,15:07:21,6,21600,20251.5,0.61,13.3,7,13.8,0.086,10,0.5,0.6
,15:07:22,6,21600,20252.5,0.61,13.3,7,13.8,0.088,10,0.5,0.6
,15:07:23,6,21600,20253.5,0.61,13.3,7,13.9,0.088,10,0.5,0.59
,15:07:24,6,21600,20254.5,0.61,13.3,7,13.9,0.091,10,0.5,0.59
,15:07:25,6,21600,20255.5,0.61,13.3,7,13.9,0.092,10,0.5,0.59
,15:07:26,6,21600,20256.5,0.61,13.3,7,13.9,0.092,10,0.5,0.6
,15:07:27,6,21600,20257.5,0.61,13.3,6,13.9,0.096,10,0.5,0.6
,15:07:28,6,21600,20258.5,0.62,13.3,6,13.9,0.096,10,0.5,0.6
,15:07:29,6,21600,20259.5,0.63,13.3,7,13.9,0.094,10,0.5,0.61
,15:07:30,6,21600,20260.5,0.64,13.3,7,13.9,0.096,10,0.5,0.63
,15:07:31,6,21600,20261.5,0.65,13.3,7,14,0.094,10,0.5,0.63
,15:07:32,6,21600,20262.5,0.65,13.3,7,14,0.097,10,0.5,0.63
,15:07:33,6,21600,20263.5,0.65,13.3,7,14,0.097,10,0.5,0.63
,15:07:34,6,21600,20264.5,0.65,13.3,7,14,0.097,10,0.5,0.63
,15:07:35,6,21600,20265.5,0.65,13.3,7,14,0.093,10,0.5,0.63
,15:07:36,6,21600,20266.5,0.65,13.3,7,14,0.093,10,0.5,0.63
,15:07:37,6,21600,20267.5,0.65,13.3,7,14,0.097,10,0.5,0.63
,15:07:38,6,21600,20268.5,0.65,13.3,7,14,0.097,10,0.5,0.63
,15:07:39,6,21600,20269.5,0.65,13.3,7,14,0.093,10,0.5,0.63
,15:07:40,6,21600,20270.5,0.65,13.3,7,14,0.094,10,0.5,0.63
,15:07:41,6,21600,20271.5,0.65,13.3,7,14,0.091,10,0.5,0.63
,15:07:42,6,21600,20272.5,0.65,13.3,7,14,0.091,10,0.5,0.63
,15:07:43,6,21600,20273.5,0.65,13.3,7,14.1,0.09,10,0.5,0.63
,15:07:44,6,21600,20274.5,0.63,13.3,7,14.1,0.088,10,0.5,0.62
,15:07:45,6,21600,20275.5,0.62,13.3,7,14.1,0.089,10,0.5,0.6
,15:07:46,6,21600,20276.5,0.61,13.3,7,14.1,0.088,10,0.5,0.59
,15:07:47,6,21600,20277.5,0.61,13.3,7,14.1,0.091,10,0.5,0.59
,15:07:48,6,21600,20278.5,0.61,13.3,7,14.1,0.091,10,0.5,0.59
,15:07:49,6,21600,20279.5,0.62,13.3,7,14.1,0.093,10,0.5,0.6
,15:07:50,6,21600,20280.5,0.63,13.3,7,14.1,0.094,10,0.5,0.61
,15:07:51,6,21600,20281.5,0.63,13.3,7,14.1,0.095,10,0.5,0.62
,15:07:52,6,21600,20282.5,0.64,13.3,7,14.1,0.096,10,0.5,0.62
,15:07:53,6,21600,20283.5,0.64,13.3,7,14.1,0.096,10,0.5,0.63
,15:07:54,6,21600,20284.5,0.64,13.3,7,14.1,0.097,10,0.5,0.63
,15:07:55,6,21600,20285.5,0.64,13.3,7,14.1,0.097,10,0.5,0.63
,15:07:56,6,21600,20286.5,0.64,13.3,7,14.1,0.093,10,0.5,0.63
,15:07:57,6,21600,20287.5,0.64,13.3,7,14.1,0.093,10,0.5,0.63
,15:07:58,6,21600,20288.5,0.64,13.3,7,14.1,0.097,10,0.5,0.63
,15:07:59,6,21600,20289.5,0.65,13.3,7,14.2,0.093,10,0.5,0.63
,15:08:00,6,21600,20290.5,0.65,13.3,7,14.2,0.093,10,0.5,0.63
,15:08:01,6,21600,20291.5,0.65,13.3,7,14.2,0.093,10,0.5,0.63
,15:08:02,6,21600,20292.5,0.65,13.3,7,14.2,0.097,10,0.5,0.63
,15:08:03,6,21600,20293.5,0.65,13.3,7,14.2,0.097,10,0.5,0.63
,15:08:04,6,21600,20294.5,0.65,13.3,7,14.2,0.097,10,0.5,0.63
,15:08:05,6,21600,20295.5,0.65,13.3,7,14.2,0.097,10,0.5,0.63
,15:08:06,6,21600,20296.5,0.65,13.3,7,14.2,0.094,10,0.5,0.63
,15:08:07,6,21600,20297.5,0.65,13.3,7,14.2,0.091,10,0.5,0.63
,15:08:08,6,21600,20298.5,0.65,13.3,7,14.2,0.094,10,0.5,0.64
,15:08:09,6,21600,20299.5,0.65,13.3,7,14.2,0.094,10,0.5,0.63
,15:08:10,6,21600,20300.5,0.65,13.3,7,14.2,0.094,10,0.5,0.64
,15:08:11,6,21600,20301.5,0.66,13.3,7,14.2,0.091,10,0.5,0.64
,15:08:12,6,21600,20302.5,0.66,13.3,7,14.2,0.091,10,0.5,0.64
,15:08:13,6,21600,20303.5,0.65,13.3,7,14.2,0.087,10,0.5,0.63
,15:08:14,6,21600,20304.5,0.63,13.3,7,14.2,0.088,10,0.5,0.61
,15:08:15,6,21600,20305.5,0.62,13.3,7,14.2,0.089,10,0.5,0.6
,15:08:16,6,21600,20306.5,0.61,13.3,7,14.2,0.092,10,0.5,0.6
,15:08:17,6,21600,20307.5,0.61,13.3,7,14.2,0.092,10,0.5,0.6
,15:08:18,6,21600,20308.5,0.61,13.3,7,14.2,0.092,10,0.5,0.6
,15:08:19,6,21600,20309.5,0.61,13.3,7,14.2,0.092,10,0.5,0.6
,15:08:20,6,21600,20310.5,0.62,13.3,7,14.2,0.093,10,0.5,0.61
,15:08:21,6,21600,20311.5,0.63,13.3,7,14.2,0.092,10,0.5,0.62
,15:08:22,6,21600,20312.5,0.64,13.3,7,14.2,0.093,10,0.5,0.63
,15:08:23,6,21600,20313.5,0.64,13.3,7,14.2,0.096,10,0.5,0.62
,15:08:24,6,21600,20314.5,0.64,13.3,7,14.2,0.095,10,0.5,0.62
,15:08:25,6,21600,20315.5,0.64,13.3,7,14.2,0.096,10,0.5,0.62
,15:08:26,6,21600,20316.5,0.65,13.3,7,14.2,0.093,10,0.5,0.63
,15:08:27,6,21600,20317.5,0.64,13.3,7,14.2,0.093,10,0.5,0.63
,15:08:28,6,21600,20318.5,0.64,13.3,7,14.2,0.092,10,0.6,0.62
,15:08:29,6,21600,20319.5,0.63,13.3,7,14.2,0.091,10,0.5,0.61
,15:08:30,6,21600,20320.5,0.62,13.3,7,14.2,0.093,10,0.5,0.61
,15:08:31,6,21600,20321.5,0.62,13.3,7,14.2,0.094,10,0.5,0.61
,15:08:32,6,21600,20322.5,0.64,13.3,7,14.2,0.092,10,0.5,0.62
,15:08:33,6,21600,20323.5,0.65,13.3,7,14.2,0.09,10,0.5,0.63
,15:08:34,6,21600,20324.5,0.65,13.3,7,14.2,0.09,10,0.5,0.63
,15:08:35,6,21600,20325.5,0.64,13.3,7,14.2,0.089,10,0.5,0.62
,15:08:36,6,21600,20326.5,0.63,13.3,7,14.2,0.094,10,0.5,0.61
,15:08:37,6,21600,20327.5,0.63,13.3,7,14.2,0.094,10,0.5,0.61
,15:08:38,6,21600,20328.5,0.63,13.3,7,14.2,0.095,10,0.5,0.62
,15:08:39,6,21600,20329.5,0.64,13.3,7,14.2,0.096,10,0.5,0.63
,15:08:40,6,21600,20330.5,0.65,13.3,7,14.2,0.094,10,0.5,0.63
,15:08:41,6,21600,20331.5,0.64,13.3,7,14.2,0.093,10,0.5,0.63
,15:08:42,6,21600,20332.5,0.63,13.3,7,14.2,0.095,10,0.5,0.62
,15:08:43,6,21600,20333.5,0.63,13.3,7,14.2,0.094,10,0.5,0.61
,15:08:44,6,21600,20334.5,0.63,13.3,7,14.2,0.095,10,0.5,0.62
,15:08:45,6,21600,20335.5,0.64,13.3,7,14.2,0.097,10,0.5,0.63
,15:08:46,6,21600,20336.5,0.65,13.3,7,14.2,0.097,10,0.5,0.63
,15:08:47,6,21600,20337.5,0.65,13.3,7,14.2,0.097,10,0.5,0.63
,15:08:48,6,21600,20338.5,0.64,13.3,7,14.2,0.097,10,0.6,0.63
,15:08:49,6,21600,20339.5,0.65,13.3,7,14.2,0.094,10,0.6,0.63
,15:08:50,6,21600,20340.5,0.65,13.3,7,14.2,0.094,10,0.6,0.64
,15:08:51,6,21600,20341.5,0.66,13.3,7,14.2,0.091,10,0.6,0.64
,15:08:52,6,21600,20342.5,0.66,13.3,7,14.2,0.092,10,0.5,0.64
,15:08:53,6,21600,20343.5,0.66,13.3,7,14.2,0.089,10,0.5,0.64
,15:08:54,6,21600,20344.5,0.65,13.3,7,14.2,0.088,10,0.6,0.63
,15:08:55,6,21600,20345.5,0.64,13.3,7,14.2,0.089,10,0.5,0.62
,15:08:56,6,21600,20346.5,0.62,13.3,7,14.2,0.087,10,0.5,0.61
,15:08:57,6,21600,20347.5,0.62,13.3,7,14.2,0.089,10,0.5,0.6
,15:08:58,6,21600,20348.5,0.62,13.3,7,14.2,0.086,10,0.5,0.6
,15:08:59,6,21600,20349.5,0.62,13.3,7,14.2,0.089,10,0.5,0.6
,15:09:00,6,21600,20350.5,0.61,13.3,7,14.2,0.091,10,0.5,0.59
,15:09:01,6,21600,20351.5,0.6,13.3,6,14.2,0.093,10,0.5,0.58
,15:09:02,6,21600,20352.5,0.59,13.3,6,14.2,0.092,10,0.5,0.58
,15:09:03,6,21600,20353.5,0.6,13.3,7,14.2,0.091,10,0.5,0.59
,15:09:04,6,21600,20354.5,0.62,13.3,7,14.2,0.093,10,0.5,0.6
,15:09:05,6,21600,20355.5,0.62,13.3,7,14.2,0.093,10,0.5,0.6
,15:09:06,6,21600,20356.5,0.61,13.3,6,14.2,0.095,10,0.5,0.59
,15:09:07,6,21600,20357.5,0.61,13.3,6,14.2,0.095,10,0.5,0.59
,15:09:08,6,21600,20358.5,0.62,13.3,7,14.1,0.093,10,0.5,0.61
,15:09:09,6,21600,20359.5,0.64,13.3,7,14.1,0.095,10,0.5,0.62
,15:09:10,6,21600,20360.5,0.65,13.3,7,14.1,0.097,10,0.5,0.63
,15:09:11,6,21600,20361.5,0.65,13.3,7,14.1,0.097,10,0.5,0.63
,15:09:12,6,21600,20362.5,0.65,13.3,7,14.1,0.098,10,0.5,0.63
,15:09:13,6,21600,20363.5,0.66,13.3,7,14.1,0.098,10,0.5,0.64
,15:09:14,6,21600,20364.5,0.66,13.3,7,14.1,0.099,10,0.5,0.64
,15:09:15,6,21600,20365.5,0.66,13.3,7,14.1,0.095,10,0.5,0.64
,15:09:16,6,21600,20366.5,0.65,13.3,7,14.1,0.098,10,0.5,0.64
,15:09:17,6,21600,20367.5,0.65,13.3,7,14.1,0.098,10,0.5,0.64
,15:09:18,6,21600,20368.5,0.66,13.3,7,14.1,0.098,10,0.5,0.64
,15:09:19,6,21600,20369.5,0.66,13.3,7,14.1,0.095,10,0.5,0.64
