Data file,,SORONA_ISO10_12C_004_12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,03/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Sorona on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:07:33 on 03/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:13:46,4,43200,372.6,0.87,13.3,7,13.6,0.13,10,0,0.81
,14:13:47,4,43200,373.6,0.87,13.3,7,13.6,0.126,10,0,0.81
,14:13:48,4,43200,374.6,0.87,13.3,7,13.6,0.121,10,0.1,0.82
,14:13:49,4,43200,375.6,0.87,13.3,7,13.5,0.126,10,0,0.82
,14:13:50,4,43200,376.6,0.87,13.3,7,13.5,0.131,10,0,0.82
,14:13:51,4,43200,377.6,0.87,13.3,7,13.5,0.13,10,0,0.81
,14:13:52,4,43200,378.6,0.87,13.3,7,13.5,0.13,10,0,0.81
,14:13:53,4,43200,379.6,0.87,13.3,7,13.5,0.126,10,0,0.81
,14:13:54,4,43200,380.6,0.87,13.3,7,13.5,0.125,10,0.1,0.81
,14:13:55,4,43200,381.6,0.87,13.3,7,13.5,0.125,10,0.1,0.81
,14:13:56,4,43200,382.6,0.87,13.3,7,13.5,0.13,10,0,0.81
,14:13:57,4,43200,383.6,0.87,13.3,7,13.5,0.13,10,0,0.81
,14:13:58,4,43200,384.6,0.87,13.3,7,13.5,0.13,10,0.1,0.81
,14:13:59,4,43200,385.6,0.87,13.3,7,13.5,0.13,10,0,0.81
,14:14:00,4,43200,386.6,0.87,13.3,7,13.5,0.13,10,0,0.81
,14:14:01,4,43200,387.6,0.87,13.3,6,13.4,0.136,10,0.1,0.81
,14:14:02,4,43200,388.6,0.87,13.3,7,13.4,0.13,10,0,0.81
,14:14:03,4,43200,389.6,0.87,13.3,7,13.4,0.13,10,0,0.81
,14:14:04,4,43200,390.6,0.87,13.3,7,13.4,0.131,10,0,0.82
,14:14:05,4,43200,391.6,0.87,13.3,7,13.4,0.126,10,0,0.82
,14:14:06,4,43200,392.6,0.87,13.3,7,13.4,0.121,10,0,0.82
,14:14:07,4,43200,393.6,0.87,13.3,7,13.4,0.121,10,0,0.82
,14:14:08,4,43200,394.6,0.87,13.3,7,13.4,0.131,10,0.1,0.82
,14:14:09,4,43200,395.6,0.87,13.3,7,13.4,0.131,10,0,0.82
,14:14:10,4,43200,396.6,0.87,13.3,7,13.4,0.131,10,0.1,0.82
,14:14:11,4,43200,397.6,0.87,13.3,7,13.3,0.126,10,0,0.81
,14:14:12,4,43200,398.6,0.87,13.3,7,13.3,0.13,10,0.1,0.81
,14:14:13,4,43200,399.6,0.87,13.3,7,13.3,0.13,10,0,0.81
,14:14:14,4,43200,400.6,0.87,13.3,7,13.3,0.126,10,0.1,0.81
,14:14:15,4,43200,401.6,0.87,13.3,7,13.3,0.121,10,0,0.81
,14:14:16,4,43200,402.6,0.87,13.3,7,13.3,0.125,10,0.1,0.81
,14:14:17,4,43200,403.6,0.87,13.3,7,13.3,0.125,10,0,0.81
,14:14:18,4,43200,404.6,0.87,13.3,7,13.3,0.125,10,0,0.81
,14:14:19,4,43200,405.6,0.87,13.3,7,13.3,0.126,10,0,0.81
,14:14:20,4,43200,406.6,0.87,13.3,7,13.3,0.126,10,0.1,0.81
,14:14:21,4,43200,407.6,0.87,13.3,7,13.2,0.126,10,0.1,0.81
,14:14:22,4,43200,408.6,0.87,13.3,7,13.2,0.13,10,0,0.81
,14:14:23,4,43200,409.6,0.87,13.3,7,13.2,0.126,10,0,0.81
,14:14:24,4,43200,410.6,0.87,13.3,7,13.2,0.131,10,0.1,0.82
,14:14:25,4,43200,411.6,0.87,13.3,7,13.2,0.126,10,0,0.82
,14:14:26,4,43200,412.6,0.87,13.3,7,13.2,0.126,10,0,0.82
,14:14:27,4,43200,413.6,0.87,13.3,7,13.2,0.131,10,0,0.82
,14:14:28,4,43200,414.6,0.87,13.3,6,13.2,0.136,10,0,0.82
,14:14:29,4,43200,415.6,0.87,13.3,7,13.1,0.131,10,0.1,0.82
,14:14:30,4,43200,416.6,0.87,13.3,7,13.1,0.126,10,0,0.81
,14:14:31,4,43200,417.6,0.87,13.3,7,13.1,0.126,10,0,0.81
,14:14:32,4,43200,418.6,0.87,13.3,7,13.1,0.13,10,0,0.81
,14:14:33,4,43200,419.6,0.87,13.3,7,13.1,0.13,10,0,0.81
,14:14:34,4,43200,420.6,0.87,13.3,7,13.1,0.126,10,0,0.81
,14:14:35,4,43200,421.6,0.87,13.3,7,13.1,0.126,10,0,0.81
,14:14:36,4,43200,422.6,0.87,13.3,7,13.1,0.13,10,0.1,0.81
,14:14:37,4,43200,423.6,0.87,13.3,7,13.1,0.13,10,0.1,0.81
,14:14:38,4,43200,424.6,0.87,13.3,7,13.1,0.126,10,0,0.81
,14:14:39,4,43200,425.6,0.87,13.3,7,13.1,0.126,10,0,0.81
,14:14:40,4,43200,426.6,0.87,13.3,7,13.1,0.13,10,0,0.81
,14:14:41,4,43200,427.6,0.87,13.3,7,13,0.13,10,0,0.81
,14:14:42,4,43200,428.6,0.87,13.3,7,13,0.13,10,0,0.81
,14:14:43,4,43200,429.6,0.87,13.3,7,13,0.13,10,0,0.81
,14:14:44,4,43200,430.6,0.87,13.3,7,13,0.13,10,0,0.81
,14:14:45,4,43200,431.6,0.87,13.3,7,13,0.13,10,0,0.81
,14:14:46,4,43200,432.6,0.87,13.3,7,13,0.125,10,0,0.81
,14:14:47,4,43200,433.6,0.86,13.3,7,13,0.12,10,0,0.81
,14:14:48,4,43200,434.6,0.86,13.3,7,13,0.12,10,0,0.81
,14:14:49,4,43200,435.6,0.86,13.3,7,12.9,0.129,10,0.1,0.81
,14:14:50,4,43200,436.6,0.86,13.3,7,12.9,0.129,10,0,0.8
,14:14:51,4,43200,437.6,0.86,13.3,7,12.9,0.124,10,0.1,0.8
,14:14:52,4,43200,438.6,0.86,13.3,7,12.9,0.12,10,0,0.8
,14:14:53,4,43200,439.6,0.86,13.3,7,12.9,0.12,10,0,0.8
,14:14:54,4,43200,440.6,0.86,13.3,7,12.9,0.125,10,0,0.81
,14:14:55,4,43200,441.6,0.87,13.3,7,12.9,0.125,10,0,0.81
,14:14:56,4,43200,442.6,0.87,13.3,7,12.9,0.13,10,0,0.81
,14:14:57,4,43200,443.6,0.87,13.3,7,12.9,0.13,10,0,0.81
,14:14:58,4,43200,444.6,0.87,13.3,7,12.9,0.13,10,0,0.81
,14:14:59,4,43200,445.6,0.87,13.3,7,12.8,0.13,10,0,0.81
,14:15:00,4,43200,446.6,0.87,13.3,7,12.8,0.126,10,0,0.81
,14:15:01,4,43200,447.6,0.87,13.3,7,12.8,0.125,10,0.1,0.81
,14:15:02,4,43200,448.6,0.86,13.3,7,12.8,0.125,10,0,0.81
,14:15:03,4,43200,449.6,0.86,13.3,7,12.8,0.129,10,0.1,0.81
,14:15:04,4,43200,450.6,0.86,13.3,7,12.8,0.125,10,0,0.81
,14:15:05,4,43200,451.6,0.86,13.3,7,12.7,0.125,10,0.1,0.81
,14:15:06,4,43200,452.6,0.86,13.3,7,12.7,0.125,10,0,0.81
,14:15:07,4,43200,453.6,0.86,13.3,7,12.7,0.124,10,0,0.81
,14:15:08,4,43200,454.6,0.86,13.3,7,12.7,0.124,10,0,0.8
,14:15:09,4,43200,455.6,0.86,13.3,7,12.7,0.124,10,0,0.81
,14:15:10,4,43200,456.6,0.86,13.3,7,12.7,0.129,10,0.1,0.81
,14:15:11,4,43200,457.6,0.86,13.3,7,12.7,0.129,10,0.1,0.81
,14:15:12,4,43200,458.6,0.86,13.3,7,12.7,0.125,10,0,0.81
,14:15:13,4,43200,459.6,0.86,13.3,7,12.6,0.125,10,0,0.81
,14:15:14,4,43200,460.6,0.86,13.3,7,12.6,0.125,10,0,0.81
,14:15:15,4,43200,461.6,0.86,13.3,7,12.6,0.124,10,0,0.81
,14:15:16,4,43200,462.6,0.86,13.3,7,12.6,0.129,10,0,0.81
,14:15:17,4,43200,463.6,0.86,13.3,7,12.6,0.124,10,0,0.81
,14:15:18,4,43200,464.6,0.86,13.3,7,12.6,0.129,10,0.1,0.81
,14:15:19,4,43200,465.6,0.86,13.3,7,12.6,0.125,10,0.1,0.81
,14:15:20,4,43200,466.6,0.86,13.3,7,12.6,0.125,10,0,0.81
,14:15:21,4,43200,467.6,0.87,13.3,7,12.5,0.125,10,0,0.81
,14:15:22,4,43200,468.6,0.87,13.3,7,12.5,0.126,10,0,0.81
,14:15:23,4,43200,469.6,0.87,13.3,7,12.5,0.125,10,0,0.81
,14:15:24,4,43200,470.6,0.87,13.3,7,12.5,0.125,10,0,0.81
,14:15:25,4,43200,471.6,0.86,13.3,7,12.5,0.125,10,0,0.81
,14:15:26,4,43200,472.6,0.87,13.3,7,12.5,0.125,10,0,0.81
,14:15:27,4,43200,473.6,0.87,13.3,7,12.5,0.125,10,0,0.81
,14:15:28,4,43200,474.6,0.87,13.3,7,12.4,0.125,10,0,0.81
,14:15:29,4,43200,475.6,0.87,13.3,7,12.4,0.13,10,0,0.81
,14:15:30,4,43200,476.6,0.87,13.3,7,12.4,0.125,10,0,0.81
,14:15:31,4,43200,477.6,0.87,13.3,7,12.4,0.125,10,0,0.81
,14:15:32,4,43200,478.6,0.86,13.3,7,12.4,0.124,10,0,0.81
,14:15:33,4,43200,479.6,0.86,13.3,7,12.4,0.129,10,0,0.81
,14:15:34,4,43200,480.6,0.86,13.3,7,12.4,0.125,10,0.1,0.81
,14:15:35,4,43200,481.6,0.86,13.3,7,12.4,0.124,10,0,0.81
,14:15:36,4,43200,482.6,0.86,13.3,7,12.4,0.125,10,0,0.81
,14:15:37,4,43200,483.6,0.86,13.3,7,12.4,0.129,10,0,0.81
,14:15:38,4,43200,484.6,0.87,13.3,7,12.4,0.125,10,0,0.81
,14:15:39,4,43200,485.6,0.87,13.3,7,12.3,0.121,10,0.1,0.81
,14:15:40,4,43200,486.6,0.86,13.3,7,12.3,0.125,10,0.1,0.81
,14:15:41,4,43200,487.6,0.86,13.3,7,12.3,0.125,10,0,0.81
,14:15:42,4,43200,488.6,0.87,13.3,7,12.3,0.125,10,0,0.81
,14:15:43,4,43200,489.6,0.86,13.3,7,12.3,0.12,10,0.1,0.81
,14:15:44,4,43200,490.6,0.86,13.3,7,12.3,0.12,10,0,0.81
,14:15:45,4,43200,491.6,0.86,13.3,7,12.3,0.124,10,0,0.81
,14:15:46,4,43200,492.6,0.86,13.3,6,12.3,0.135,10,0.1,0.81
,14:15:47,4,43200,493.6,0.87,13.3,7,12.2,0.13,10,0.1,0.81
,14:15:48,4,43200,494.6,0.87,13.3,7,12.2,0.126,10,0,0.81
,14:15:49,4,43200,495.6,0.87,13.3,7,12.2,0.126,10,0,0.81
,14:15:50,4,43200,496.6,0.87,13.3,7,12.2,0.13,10,0,0.81
,14:15:51,4,43200,497.6,0.87,13.3,7,12.2,0.125,10,0,0.81
,14:15:52,4,43200,498.6,0.86,13.3,7,12.2,0.124,10,0,0.81
,14:15:53,4,43200,499.6,0.86,13.3,7,12.2,0.129,10,0,0.8
,14:15:54,4,43200,500.6,0.86,13.3,7,12.2,0.128,10,0,0.8
,14:15:55,4,43200,501.6,0.86,13.3,6,12.2,0.134,10,0,0.8
,14:15:56,4,43200,502.6,0.86,13.3,6,12.1,0.134,10,0,0.81
,14:15:57,4,43200,503.6,0.86,13.3,7,12.1,0.13,10,0,0.81
,14:15:58,4,43200,504.6,0.86,13.3,7,12.1,0.125,10,0,0.81
,14:15:59,4,43200,505.6,0.86,13.3,7,12.1,0.13,10,0,0.81
,14:16:00,4,43200,506.6,0.86,13.3,7,12.1,0.13,10,0,0.81
,14:16:01,4,43200,507.6,0.87,13.3,7,12.1,0.13,10,0,0.81
,14:16:02,4,43200,508.6,0.86,13.3,7,12.1,0.125,10,0,0.81
,14:16:03,4,43200,509.6,0.86,13.3,7,12,0.124,10,0,0.81
,14:16:04,4,43200,510.6,0.86,13.3,7,12,0.129,10,0,0.8
,14:16:05,4,43200,511.6,0.86,13.3,7,12,0.125,10,0,0.81
,14:16:06,4,43200,512.6,0.87,13.3,7,12,0.125,10,0,0.81
,14:16:07,4,43200,513.6,0.86,13.3,7,12,0.125,10,0,0.81
,14:16:08,4,43200,514.6,0.86,13.3,7,12,0.129,10,0,0.81
,14:16:09,4,43200,515.6,0.86,13.3,7,11.9,0.124,10,0,0.81
,14:16:10,4,43200,516.6,0.86,13.3,7,11.9,0.124,10,0,0.81
,14:16:11,4,43200,517.6,0.86,13.3,7,11.9,0.12,10,0,0.81
,14:16:12,4,43200,518.6,0.86,13.3,7,11.9,0.129,10,0,0.8
,14:16:13,4,43200,519.6,0.86,13.3,7,11.9,0.128,10,0.1,0.8
,14:16:14,4,43200,520.6,0.86,13.3,7,11.9,0.128,10,0,0.8
,14:16:15,4,43200,521.6,0.86,13.3,7,11.9,0.124,10,0,0.8
,14:16:16,4,43200,522.6,0.86,13.3,7,11.8,0.124,10,0,0.8
,14:16:17,4,43200,523.6,0.86,13.3,7,11.8,0.124,10,0,0.8
,14:16:18,4,43200,524.6,0.86,13.3,7,11.8,0.128,10,0.1,0.8
,14:16:19,4,43200,525.6,0.86,13.3,7,11.8,0.128,10,0,0.8
,14:16:20,4,43200,526.6,0.86,13.3,7,11.8,0.124,10,0,0.8
,14:16:21,4,43200,527.6,0.86,13.3,7,11.8,0.124,10,0,0.8
,14:16:22,4,43200,528.6,0.86,13.3,7,11.7,0.124,10,0.1,0.8
,14:16:23,4,43200,529.6,0.86,13.3,7,11.7,0.125,10,0,0.81
,14:16:24,4,43200,530.6,0.86,13.3,7,11.7,0.125,10,0,0.81
,14:16:25,4,43200,531.6,0.87,13.3,7,11.7,0.125,10,0,0.81
,14:16:26,4,43200,532.6,0.86,13.3,7,11.7,0.12,10,0,0.81
,14:16:27,4,43200,533.6,0.86,13.3,7,11.7,0.125,10,0,0.81
,14:16:28,4,43200,534.6,0.86,13.3,7,11.6,0.13,10,0,0.81
,14:16:29,4,43200,535.6,0.86,13.3,7,11.6,0.129,10,0,0.81
,14:16:30,4,43200,536.6,0.86,13.3,7,11.6,0.125,10,0,0.81
,14:16:31,4,43200,537.6,0.86,13.3,7,11.6,0.125,10,0,0.81
,14:16:32,4,43200,538.6,0.86,13.3,7,11.6,0.13,10,0,0.81
,14:16:33,4,43200,539.6,0.86,13.3,7,11.6,0.13,10,0.1,0.81
,14:16:34,4,43200,540.6,0.86,13.3,7,11.6,0.125,10,0,0.81
,14:16:35,4,43200,541.6,0.86,13.3,7,11.6,0.125,10,0.1,0.81
,14:16:36,4,43200,542.6,0.87,13.3,7,11.5,0.125,10,0,0.81
,14:16:37,4,43200,543.6,0.86,13.3,7,11.5,0.13,10,0,0.81
,14:16:38,4,43200,544.6,0.86,13.3,7,11.5,0.129,10,0,0.81
,14:16:39,4,43200,545.6,0.86,13.3,7,11.5,0.128,10,0.1,0.8
,14:16:40,4,43200,546.6,0.86,13.3,7,11.5,0.128,10,0,0.8
,14:16:41,4,43200,547.6,0.86,13.3,7,11.5,0.128,10,0,0.8
,14:16:42,4,43200,548.6,0.86,13.3,7,11.4,0.124,10,0.1,0.8
,14:16:43,4,43200,549.6,0.86,13.3,7,11.4,0.12,10,0,0.81
,14:16:44,4,43200,550.6,0.86,13.3,7,11.4,0.12,10,0,0.8
,14:16:45,4,43200,551.6,0.86,13.3,7,11.4,0.129,10,0,0.8
,14:16:46,4,43200,552.6,0.86,13.3,7,11.4,0.129,10,0,0.81
,14:16:47,4,43200,553.6,0.86,13.3,7,11.4,0.124,10,0,0.81
,14:16:48,4,43200,554.6,0.86,13.3,7,11.4,0.12,10,0.1,0.8
,14:16:49,4,43200,555.6,0.86,13.3,7,11.4,0.119,10,0,0.8
,14:16:50,4,43200,556.6,0.86,13.3,7,11.3,0.128,10,0.1,0.8
,14:16:51,4,43200,557.6,0.86,13.3,6,11.4,0.134,10,0,0.8
,14:16:52,4,43200,558.6,0.86,13.3,7,11.3,0.124,10,0,0.8
,14:16:53,4,43200,559.6,0.86,13.3,7,11.3,0.12,10,0.1,0.8
,14:16:54,4,43200,560.6,0.86,13.3,7,11.3,0.119,10,0.1,0.8
,14:16:55,4,43200,561.6,0.86,13.3,7,11.3,0.128,10,0,0.8
,14:16:56,4,43200,562.6,0.86,13.3,7,11.3,0.129,10,0,0.8
,14:16:57,4,43200,563.6,0.86,13.3,7,11.3,0.124,10,0.1,0.8
,14:16:58,4,43200,564.6,0.85,13.3,7,11.3,0.123,10,0,0.8
,14:16:59,4,43200,565.6,0.85,13.3,7,11.2,0.127,10,0,0.79
,14:17:00,4,43200,566.6,0.85,13.3,7,11.2,0.127,10,0.1,0.8
,14:17:01,4,43200,567.6,0.85,13.3,7,11.2,0.123,10,0,0.8
,14:17:02,4,43200,568.6,0.85,13.3,7,11.2,0.123,10,0,0.8
,14:17:03,4,43200,569.6,0.85,13.3,7,11.2,0.123,10,0.1,0.8
,14:17:04,4,43200,570.6,0.85,13.3,7,11.2,0.123,10,0,0.79
,14:17:05,4,43200,571.6,0.85,13.3,7,11.1,0.127,10,0,0.79
,14:17:06,4,43200,572.6,0.85,13.3,7,11.1,0.127,10,0.1,0.79
,14:17:07,4,43200,573.6,0.85,13.3,7,11.1,0.123,10,0,0.8
,14:17:08,4,43200,574.6,0.85,13.3,7,11.1,0.123,10,0,0.8
,14:17:09,4,43200,575.6,0.85,13.3,7,11.1,0.128,10,0,0.8
,14:17:10,4,43200,576.6,0.85,13.3,7,11.1,0.123,10,0,0.8
,14:17:11,4,43200,577.6,0.85,13.3,7,11.1,0.128,10,0,0.8
,14:17:12,4,43200,578.6,0.86,13.3,7,11.1,0.128,10,0,0.8
,14:17:13,4,43200,579.6,0.86,13.3,7,11.1,0.129,10,0,0.8
,14:17:14,4,43200,580.6,0.86,13.3,7,11.1,0.129,10,0,0.8
,14:17:15,4,43200,581.6,0.86,13.3,7,11,0.129,10,0,0.8
,14:17:16,4,43200,582.6,0.86,13.3,7,11,0.129,10,0,0.8
,14:17:17,4,43200,583.6,0.86,13.3,7,11,0.124,10,0,0.8
,14:17:18,4,43200,584.6,0.86,13.3,7,11,0.124,10,0,0.81
,14:17:19,4,43200,585.6,0.86,13.3,7,11,0.124,10,0,0.81
,14:17:20,4,43200,586.6,0.87,13.3,7,11,0.125,10,0,0.81
,14:17:21,4,43200,587.6,0.86,13.3,7,10.9,0.12,10,0,0.81
,14:17:22,4,43200,588.6,0.86,13.3,7,10.9,0.12,10,0,0.81
,14:17:23,4,43200,589.6,0.86,13.3,7,10.9,0.119,10,0,0.8
,14:17:24,4,43200,590.6,0.86,13.3,7,10.9,0.124,10,0,0.8
,14:17:25,4,43200,591.6,0.86,13.3,7,10.9,0.124,10,0,0.8
,14:17:26,4,43200,592.6,0.86,13.3,7,10.9,0.124,10,0.1,0.8
,14:17:27,4,43200,593.6,0.86,13.3,7,10.9,0.124,10,0.1,0.8
,14:17:28,4,43200,594.6,0.86,13.3,7,10.8,0.128,10,0,0.8
,14:17:29,4,43200,595.6,0.86,13.3,7,10.9,0.128,10,0,0.8
,14:17:30,4,43200,596.6,0.86,13.3,7,10.8,0.124,10,0,0.8
,14:17:31,4,43200,597.6,0.85,13.3,7,10.8,0.123,10,0,0.8
,14:17:32,4,43200,598.6,0.85,13.3,7,10.8,0.128,10,0,0.8
,14:17:33,4,43200,599.6,0.85,13.3,7,10.8,0.128,10,0,0.8
,14:17:34,4,43200,600.6,0.85,13.3,7,10.8,0.128,10,0,0.8
,14:17:35,4,43200,601.6,0.85,13.3,7,10.8,0.123,10,0,0.8
,14:17:36,4,43200,602.6,0.85,13.3,7,10.8,0.123,10,0,0.8
,14:17:37,4,43200,603.6,0.85,13.3,7,10.8,0.123,10,0,0.8
,14:17:38,4,43200,604.6,0.85,13.3,7,10.8,0.128,10,0,0.8
,14:17:39,4,43200,605.6,0.85,13.3,7,10.7,0.128,10,0,0.8
,14:17:40,4,43200,606.6,0.86,13.3,7,10.7,0.124,10,0,0.8
,14:17:41,4,43200,607.6,0.86,13.3,7,10.7,0.12,10,0,0.81
,14:17:42,4,43200,608.6,0.86,13.3,7,10.7,0.12,10,0,0.81
,14:17:43,4,43200,609.6,0.86,13.3,7,10.7,0.124,10,0,0.8
,14:17:44,4,43200,610.6,0.86,13.3,7,10.7,0.124,10,0,0.8
,14:17:45,4,43200,611.6,0.86,13.3,7,10.7,0.128,10,0,0.8
,14:17:46,4,43200,612.6,0.85,13.3,7,10.7,0.123,10,0,0.8
,14:17:47,4,43200,613.6,0.85,13.3,7,10.6,0.123,10,0,0.79
,14:17:48,4,43200,614.6,0.85,13.3,7,10.6,0.127,10,0.1,0.79
,14:17:49,4,43200,615.6,0.85,13.3,7,10.6,0.127,10,0,0.79
,14:17:50,4,43200,616.6,0.85,13.3,7,10.6,0.123,10,0,0.79
,14:17:51,4,43200,617.6,0.85,13.3,7,10.6,0.122,10,0,0.79
,14:17:52,4,43200,618.6,0.85,13.3,7,10.6,0.127,10,0,0.79
,14:17:53,4,43200,619.6,0.85,13.3,6,10.6,0.132,10,0,0.79
,14:17:54,4,43200,620.6,0.85,13.3,7,10.6,0.127,10,0,0.79
,14:17:55,4,43200,621.6,0.85,13.3,7,10.6,0.128,10,0,0.8
,14:17:56,4,43200,622.6,0.86,13.3,7,10.6,0.124,10,0,0.8
,14:17:57,4,43200,623.6,0.86,13.3,7,10.6,0.124,10,0,0.8
,14:17:58,4,43200,624.6,0.86,13.3,7,10.6,0.129,10,0,0.8
,14:17:59,4,43200,625.6,0.86,13.3,7,10.5,0.124,10,0,0.8
,14:18:00,4,43200,626.6,0.86,13.3,7,10.5,0.124,10,0.1,0.8
,14:18:01,4,43200,627.6,0.86,13.3,7,10.5,0.124,10,0,0.8
,14:18:02,4,43200,628.6,0.86,13.3,7,10.5,0.124,10,0,0.8
,14:18:03,4,43200,629.6,0.85,13.3,7,10.5,0.123,10,0,0.8
,14:18:04,4,43200,630.6,0.85,13.3,7,10.5,0.123,10,0,0.8
,14:18:05,4,43200,631.6,0.85,13.3,7,10.5,0.127,10,0,0.79
,14:18:06,4,43200,632.6,0.85,13.3,7,10.5,0.123,10,0,0.8
,14:18:07,4,43200,633.6,0.85,13.3,7,10.5,0.119,10,0.1,0.8
,14:18:08,4,43200,634.6,0.85,13.3,7,10.5,0.119,10,0,0.8
,14:18:09,4,43200,635.6,0.85,13.3,7,10.5,0.123,10,0,0.8
,14:18:10,4,43200,636.6,0.86,13.3,7,10.5,0.128,10,0,0.8
,14:18:11,4,43200,637.6,0.86,13.3,7,10.5,0.128,10,0,0.8
,14:18:12,4,43200,638.6,0.85,13.3,7,10.5,0.123,10,0,0.8
,14:18:13,4,43200,639.6,0.85,13.3,7,10.5,0.127,10,0,0.79
,14:18:14,4,43200,640.6,0.85,13.3,7,10.5,0.127,10,0,0.79
,14:18:15,4,43200,641.6,0.85,13.3,7,10.4,0.127,10,0,0.79
,14:18:16,4,43200,642.6,0.85,13.3,7,10.4,0.123,10,0,0.79
,14:18:17,4,43200,643.6,0.85,13.3,7,10.4,0.119,10,0,0.8
,14:18:18,4,43200,644.6,0.85,13.3,7,10.4,0.114,10,0.1,0.79
,14:18:19,4,43200,645.6,0.85,13.3,7,10.4,0.118,10,0,0.79
,14:18:20,4,43200,646.6,0.85,13.3,7,10.4,0.122,10,0,0.79
,14:18:21,4,43200,647.6,0.85,13.3,7,10.4,0.122,10,0,0.79
,14:18:22,4,43200,648.6,0.85,13.3,7,10.4,0.127,10,0,0.79
,14:18:23,4,43200,649.6,0.84,13.3,7,10.4,0.121,10,0,0.78
,14:18:24,4,43200,650.6,0.84,13.3,7,10.4,0.125,10,0,0.78
,14:18:25,4,43200,651.6,0.83,13.3,7,10.4,0.125,10,0,0.78
,14:18:26,4,43200,652.6,0.83,13.3,6,10.4,0.13,10,0,0.78
,14:18:27,4,43200,653.6,0.84,13.3,7,10.4,0.125,10,0,0.78
,14:18:28,4,43200,654.6,0.84,13.3,6,10.4,0.13,10,0,0.78
,14:18:29,4,43200,655.6,0.84,13.3,7,10.4,0.126,10,0,0.79
,14:18:30,4,43200,656.6,0.84,13.3,7,10.4,0.126,10,0,0.79
,14:18:31,4,43200,657.6,0.84,13.3,7,10.4,0.126,10,0,0.79
,14:18:32,4,43200,658.6,0.85,13.3,7,10.4,0.127,10,0.1,0.79
,14:18:33,4,43200,659.6,0.85,13.3,7,10.4,0.128,10,0,0.8
,14:18:34,4,43200,660.6,0.85,13.3,7,10.4,0.128,10,0,0.8
,14:18:35,4,43200,661.6,0.86,13.3,7,10.4,0.124,10,0,0.8
,14:18:36,4,43200,662.6,0.85,13.3,7,10.4,0.123,10,0,0.8
,14:18:37,4,43200,663.6,0.85,13.3,7,10.4,0.128,10,0,0.8
,14:18:38,4,43200,664.6,0.85,13.3,7,10.4,0.128,10,0,0.8
,14:18:39,4,43200,665.6,0.85,13.3,7,10.4,0.128,10,0,0.8
,14:18:40,4,43200,666.6,0.85,13.3,7,10.4,0.123,10,0,0.8
,14:18:41,4,43200,667.6,0.86,13.3,7,10.4,0.124,10,0.1,0.8
,14:18:42,4,43200,668.6,0.86,13.3,7,10.4,0.124,10,0.1,0.8
,14:18:43,4,43200,669.6,0.85,13.3,7,10.4,0.128,10,0.1,0.8
,14:18:44,4,43200,670.6,0.85,13.3,7,10.4,0.128,10,0,0.8
,14:18:45,4,43200,671.6,0.85,13.3,7,10.4,0.123,10,0,0.8
,14:18:46,4,43200,672.6,0.86,13.3,7,10.4,0.12,10,0,0.8
,14:18:47,4,43200,673.6,0.86,13.3,7,10.4,0.124,10,0,0.81
,14:18:48,4,43200,674.6,0.86,13.3,7,10.4,0.124,10,0,0.81
,14:18:49,4,43200,675.6,0.86,13.3,7,10.4,0.125,10,0,0.81
,14:18:50,4,43200,676.6,0.86,13.3,7,10.4,0.124,10,0.1,0.8
,14:18:51,4,43200,677.6,0.86,13.3,7,10.4,0.119,10,0,0.8
,14:18:52,4,43200,678.6,0.85,13.3,7,10.4,0.128,10,0.1,0.8
,14:18:53,4,43200,679.6,0.85,13.3,7,10.4,0.128,10,0.1,0.8
,14:18:54,4,43200,680.6,0.85,13.3,7,10.4,0.128,10,0,0.8
,14:18:55,4,43200,681.6,0.86,13.3,7,10.4,0.128,10,0,0.8
,14:18:56,4,43200,682.6,0.86,13.3,7,10.4,0.124,10,0,0.8
,14:18:57,4,43200,683.6,0.86,13.3,7,10.4,0.128,10,0,0.8
,14:18:58,4,43200,684.6,0.85,13.3,7,10.4,0.128,10,0,0.8
,14:18:59,4,43200,685.6,0.86,13.3,7,10.4,0.128,10,0,0.8
,14:19:00,4,43200,686.6,0.86,13.3,7,10.4,0.124,10,0,0.8
,14:19:01,4,43200,687.6,0.86,13.3,7,10.4,0.124,10,0,0.8
,14:19:02,4,43200,688.6,0.86,13.3,7,10.4,0.129,10,0,0.8
,14:19:03,4,43200,689.6,0.86,13.3,7,10.4,0.129,10,0,0.8
,14:19:04,4,43200,690.6,0.86,13.3,7,10.4,0.124,10,0,0.81
,14:19:05,4,43200,691.6,0.86,13.3,7,10.4,0.12,10,0,0.81
