Data file,,RA0.3_OILHEF10_12C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,13/05/2016,,,,,,,,,,
Lubricant,,10% HEF-contaminated ISO10,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:17:25 on 13/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:56:36,4,2700,2350.5,0.89,13.3,9,13.1,0.102,10,50,0.85
,14:56:37,4,2700,2351.5,0.89,13.3,9,13,0.099,10,50,0.85
,14:56:38,4,2700,2352.5,0.89,13.3,9,13,0.096,10,50,0.85
,14:56:39,4,2700,2353.5,0.89,13.3,9,13,0.097,10,50,0.85
,14:56:40,4,2700,2354.5,0.88,13.3,9,13,0.099,10,50,0.85
,14:56:41,4,2700,2355.5,0.89,13.3,9,13,0.102,10,50,0.85
,14:56:42,4,2700,2356.5,0.89,13.3,9,13,0.099,10,50,0.85
,14:56:43,4,2700,2357.5,0.89,13.3,9,13,0.1,10,50,0.85
,14:56:44,4,2700,2358.5,0.89,13.3,9,13,0.096,10,50,0.85
,14:56:45,4,2700,2359.5,0.89,13.3,9,13,0.099,10,50,0.85
,14:56:46,4,2700,2360.5,0.88,13.3,9,13,0.099,10,50,0.84
,14:56:47,4,2700,2361.5,0.88,13.3,9,13,0.096,10,50,0.84
,14:56:48,4,2700,2362.5,0.88,13.3,9,12.9,0.096,10,50,0.84
,14:56:49,4,2700,2363.5,0.88,13.3,9,12.9,0.099,10,50,0.84
,14:56:50,4,2700,2364.5,0.88,13.3,9,12.9,0.101,10,50,0.84
,14:56:51,4,2700,2365.5,0.88,13.3,9,12.9,0.098,10,50,0.84
,14:56:52,4,2700,2366.5,0.89,13.3,9,12.9,0.096,10,50,0.85
,14:56:53,4,2700,2367.5,0.88,13.3,9,12.9,0.096,10,50,0.84
,14:56:54,4,2700,2368.5,0.88,13.3,9,12.9,0.099,10,50,0.84
,14:56:55,4,2700,2369.5,0.88,13.3,9,12.9,0.095,10,50,0.84
,14:56:56,4,2700,2370.5,0.88,13.3,9,12.9,0.096,10,50,0.84
,14:56:57,4,2700,2371.5,0.88,13.3,9,12.9,0.096,10,50,0.84
,14:56:58,4,2700,2372.5,0.88,13.3,9,12.9,0.098,10,50,0.84
,14:56:59,4,2700,2373.5,0.88,13.3,9,12.9,0.098,10,50,0.84
,14:57:00,4,2700,2374.5,0.88,13.3,9,12.8,0.098,10,50,0.84
,14:57:01,4,2700,2375.5,0.88,13.3,9,12.8,0.098,10,50,0.84
,14:57:02,4,2700,2376.5,0.88,13.3,9,12.8,0.098,10,50,0.84
,14:57:03,4,2700,2377.5,0.88,13.3,9,12.8,0.101,10,50,0.84
,14:57:04,4,2700,2378.5,0.88,13.3,9,12.8,0.095,10,50,0.84
,14:57:05,4,2700,2379.5,0.88,13.3,9,12.8,0.096,10,50,0.84
,14:57:06,4,2700,2380.5,0.88,13.3,9,12.8,0.098,10,50,0.84
,14:57:07,4,2700,2381.5,0.88,13.3,9,12.8,0.101,10,50,0.84
,14:57:08,4,2700,2382.5,0.87,13.3,9,12.8,0.097,10,50,0.84
,14:57:09,4,2700,2383.5,0.88,13.3,9,12.8,0.096,10,50,0.84
,14:57:10,4,2700,2384.5,0.88,13.3,9,12.8,0.095,10,50,0.84
,14:57:11,4,2700,2385.5,0.88,13.3,9,12.8,0.098,10,50,0.84
,14:57:12,4,2700,2386.5,0.87,13.3,9,12.7,0.097,10,50,0.83
,14:57:13,4,2700,2387.5,0.87,13.3,9,12.7,0.097,10,50,0.84
,14:57:14,4,2700,2388.5,0.87,13.3,9,12.7,0.094,10,50,0.83
,14:57:15,4,2700,2389.5,0.88,13.3,9,12.7,0.098,10,50,0.84
,14:57:16,4,2700,2390.5,0.87,13.3,9,12.7,0.1,10,50,0.84
,14:57:17,4,2700,2391.5,0.88,13.3,9,12.7,0.098,10,50,0.84
,14:57:18,4,2700,2392.5,0.88,13.3,9,12.7,0.095,10,50,0.84
,14:57:19,4,2700,2393.5,0.87,13.3,9,12.7,0.095,10,50,0.84
,14:57:20,4,2700,2394.5,0.88,13.3,9,12.7,0.095,10,50,0.84
,14:57:21,4,2700,2395.5,0.87,13.3,9,12.7,0.097,10,50,0.84
,14:57:22,4,2700,2396.5,0.88,13.3,9,12.6,0.098,10,50,0.84
,14:57:23,4,2700,2397.5,0.87,13.3,9,12.6,0.097,10,50,0.83
,14:57:24,4,2700,2398.5,0.87,13.3,9,12.6,0.095,10,50,0.84
,14:57:25,4,2700,2399.5,0.87,13.3,9,12.6,0.097,10,50,0.83
,14:57:26,4,2700,2400.5,0.87,13.3,9,12.6,0.097,10,50,0.84
,14:57:27,4,2700,2401.5,0.87,13.3,9,12.6,0.097,10,50,0.83
,14:57:28,4,2700,2402.5,0.87,13.3,9,12.6,0.097,10,50,0.84
,14:57:29,4,2700,2403.5,0.87,13.3,9,12.6,0.097,10,50,0.83
,14:57:30,4,2700,2404.5,0.88,13.3,9,12.6,0.101,10,50,0.84
,14:57:31,4,2700,2405.5,0.87,13.3,9,12.6,0.097,10,50,0.84
,14:57:32,4,2700,2406.5,0.88,13.3,9,12.5,0.098,10,50,0.84
,14:57:33,4,2700,2407.5,0.88,13.3,9,12.5,0.098,10,50,0.84
,14:57:34,4,2700,2408.5,0.87,13.3,9,12.5,0.097,10,50,0.84
,14:57:35,4,2700,2409.5,0.87,13.3,9,12.5,0.097,10,50,0.84
,14:57:36,4,2700,2410.5,0.87,13.3,9,12.5,0.097,10,50,0.83
,14:57:37,4,2700,2411.5,0.88,13.3,9,12.5,0.095,10,50,0.84
,14:57:38,4,2700,2412.5,0.88,13.3,9,12.5,0.092,10,50,0.84
,14:57:39,4,2700,2413.5,0.88,13.3,9,12.5,0.092,10,50,0.84
,14:57:40,4,2700,2414.5,0.87,13.3,9,12.5,0.097,10,50,0.84
,14:57:41,4,2700,2415.5,0.87,13.3,9,12.5,0.1,10,50,0.83
,14:57:42,4,2700,2416.5,0.87,13.3,9,12.4,0.097,10,50,0.83
,14:57:43,4,2700,2417.5,0.87,13.3,9,12.4,0.097,10,50,0.83
,14:57:44,4,2700,2418.5,0.87,13.3,9,12.4,0.097,10,50,0.83
,14:57:45,4,2700,2419.5,0.87,13.3,9,12.4,0.094,10,50,0.83
,14:57:46,4,2700,2420.5,0.87,13.3,9,12.4,0.094,10,50,0.83
,14:57:47,4,2700,2421.5,0.87,13.3,9,12.4,0.097,10,50,0.83
,14:57:48,4,2700,2422.5,0.87,13.3,9,12.4,0.097,10,50,0.83
,14:57:49,4,2700,2423.5,0.87,13.3,9,12.4,0.099,10,50,0.83
,14:57:50,4,2700,2424.5,0.87,13.3,9,12.4,0.097,10,50,0.83
,14:57:51,4,2700,2425.5,0.87,13.3,9,12.4,0.097,10,50,0.83
,14:57:52,4,2700,2426.5,0.88,13.3,9,12.4,0.095,10,50,0.84
,14:57:53,4,2700,2427.5,0.87,13.3,9,12.3,0.094,10,50,0.83
,14:57:54,4,2700,2428.5,0.87,13.3,9,12.3,0.095,10,50,0.84
,14:57:55,4,2700,2429.5,0.86,13.3,9,12.3,0.094,10,50,0.83
,14:57:56,4,2700,2430.5,0.87,13.3,9,12.3,0.097,10,50,0.83
,14:57:57,4,2700,2431.5,0.86,13.3,9,12.3,0.096,10,50,0.82
,14:57:58,4,2700,2432.5,0.87,13.3,9,12.3,0.099,10,50,0.83
,14:57:59,4,2700,2433.5,0.86,13.3,9,12.3,0.099,10,50,0.83
,14:58:00,4,2700,2434.5,0.87,13.3,9,12.3,0.099,10,50,0.83
,14:58:01,4,2700,2435.5,0.86,13.3,9,12.2,0.096,10,50,0.82
,14:58:02,4,2700,2436.5,0.87,13.3,9,12.2,0.094,10,50,0.83
,14:58:03,4,2700,2437.5,0.86,13.3,9,12.2,0.091,10,50,0.83
,14:58:04,4,2700,2438.5,0.87,13.3,9,12.2,0.094,10,50,0.83
,14:58:05,4,2700,2439.5,0.86,13.3,9,12.2,0.094,10,50,0.83
,14:58:06,4,2700,2440.5,0.87,13.3,9,12.2,0.099,10,50,0.83
,14:58:07,4,2700,2441.5,0.86,13.3,9,12.2,0.099,10,50,0.82
,14:58:08,4,2700,2442.5,0.86,13.3,9,12.2,0.099,10,50,0.83
,14:58:09,4,2700,2443.5,0.86,13.3,9,12.2,0.096,10,50,0.82
,14:58:10,4,2700,2444.5,0.87,13.3,9,12.2,0.097,10,50,0.83
,14:58:11,4,2700,2445.5,0.87,13.3,9,12.1,0.097,10,50,0.83
,14:58:12,4,2700,2446.5,0.87,13.3,9,12.1,0.094,10,50,0.83
,14:58:13,4,2700,2447.5,0.87,13.3,9,12.1,0.091,10,50,0.83
,14:58:14,4,2700,2448.5,0.87,13.3,9,12.1,0.094,10,50,0.83
,14:58:15,4,2700,2449.5,0.86,13.3,9,12.1,0.096,10,50,0.82
,14:58:16,4,2700,2450.5,0.87,13.3,9,12.1,0.097,10,50,0.83
,14:58:17,4,2700,2451.5,0.86,13.3,9,12.1,0.099,10,50,0.82
,14:58:18,4,2700,2452.5,0.87,13.3,9,12.1,0.099,10,50,0.83
,14:58:19,4,2700,2453.5,0.86,13.3,9,12,0.099,10,50,0.82
,14:58:20,4,2700,2454.5,0.87,13.3,9,12,0.099,10,50,0.83
,14:58:21,4,2700,2455.5,0.86,13.3,9,12,0.093,10,50,0.82
,14:58:22,4,2700,2456.5,0.87,13.3,9,12,0.091,10,50,0.83
,14:58:23,4,2700,2457.5,0.86,13.3,9,12,0.094,10,50,0.82
,14:58:24,4,2700,2458.5,0.86,13.3,9,12,0.096,10,50,0.83
,14:58:25,4,2700,2459.5,0.86,13.3,9,12,0.096,10,50,0.82
,14:58:26,4,2700,2460.5,0.86,13.3,9,12,0.096,10,50,0.82
,14:58:27,4,2700,2461.5,0.86,13.3,9,12,0.096,10,50,0.82
,14:58:28,4,2700,2462.5,0.86,13.3,9,12,0.093,10,50,0.82
,14:58:29,4,2700,2463.5,0.86,13.3,9,12,0.094,10,50,0.83
,14:58:30,4,2700,2464.5,0.86,13.3,9,11.9,0.093,10,50.1,0.82
,14:58:31,4,2700,2465.5,0.86,13.3,9,11.9,0.099,10,50,0.82
,14:58:32,4,2700,2466.5,0.86,13.3,9,11.9,0.098,10,50,0.82
,14:58:33,4,2700,2467.5,0.86,13.3,9,11.9,0.099,10,50,0.82
,14:58:34,4,2700,2468.5,0.86,13.3,9,11.9,0.096,10,50,0.82
,14:58:35,4,2700,2469.5,0.86,13.3,9,11.9,0.094,10,50,0.83
,14:58:36,4,2700,2470.5,0.86,13.3,9,11.9,0.091,10,50,0.82
,14:58:37,4,2700,2471.5,0.86,13.3,9,11.8,0.093,10,50,0.82
,14:58:38,4,2700,2472.5,0.86,13.3,9,11.8,0.095,10,50,0.82
,14:58:39,4,2700,2473.5,0.85,13.3,9,11.8,0.095,10,50,0.82
,14:58:40,4,2700,2474.5,0.85,13.3,9,11.8,0.095,10,50,0.82
,14:58:41,4,2700,2475.5,0.85,13.3,9,11.8,0.095,10,50,0.82
,14:58:42,4,2700,2476.5,0.86,13.3,9,11.8,0.093,10,50,0.82
,14:58:43,4,2700,2477.5,0.86,13.3,9,11.8,0.095,10,50,0.82
,14:58:44,4,2700,2478.5,0.86,13.3,9,11.8,0.095,10,50,0.82
,14:58:45,4,2700,2479.5,0.85,13.3,9,11.8,0.095,10,50,0.81
,14:58:46,4,2700,2480.5,0.85,13.3,9,11.7,0.095,10,50,0.81
,14:58:47,4,2700,2481.5,0.85,13.3,9,11.7,0.098,10,50,0.82
,14:58:48,4,2700,2482.5,0.85,13.3,9,11.7,0.098,10,50,0.82
,14:58:49,4,2700,2483.5,0.86,13.3,9,11.7,0.095,10,50,0.82
,14:58:50,4,2700,2484.5,0.86,13.3,9,11.7,0.091,10,50,0.82
,14:58:51,4,2700,2485.5,0.86,13.3,9,11.7,0.091,10,50,0.82
,14:58:52,4,2700,2486.5,0.86,13.3,9,11.7,0.094,10,50,0.82
,14:58:53,4,2700,2487.5,0.86,13.3,9,11.7,0.095,10,50,0.82
,14:58:54,4,2700,2488.5,0.86,13.3,9,11.7,0.096,10,50,0.82
,14:58:55,4,2700,2489.5,0.85,13.3,9,11.6,0.095,10,50,0.81
,14:58:56,4,2700,2490.5,0.85,13.3,9,11.6,0.098,10,50,0.81
,14:58:57,4,2700,2491.5,0.85,13.3,9,11.6,0.094,10,50,0.81
,14:58:58,4,2700,2492.5,0.85,13.3,9,11.6,0.092,10,50,0.81
,14:58:59,4,2700,2493.5,0.85,13.3,9,11.6,0.092,10,50,0.81
,14:59:00,4,2700,2494.5,0.85,13.3,9,11.6,0.095,10,50,0.81
,14:59:01,4,2700,2495.5,0.85,13.3,9,11.6,0.097,10,50,0.81
,14:59:02,4,2700,2496.5,0.85,13.3,9,11.5,0.095,10,50,0.81
,14:59:03,4,2700,2497.5,0.85,13.3,9,11.5,0.094,10,50,0.81
,14:59:04,4,2700,2498.5,0.85,13.3,9,11.5,0.095,10,50,0.81
,14:59:05,4,2700,2499.5,0.85,13.3,9,11.5,0.092,10,50,0.81
,14:59:06,4,2700,2500.5,0.85,13.3,9,11.5,0.092,10,50,0.81
,14:59:07,4,2700,2501.5,0.85,13.3,9,11.5,0.094,10,50,0.81
,14:59:08,4,2700,2502.5,0.85,13.3,9,11.5,0.095,10,50,0.81
,14:59:09,4,2700,2503.5,0.85,13.3,9,11.5,0.097,10,50,0.81
,14:59:10,4,2700,2504.5,0.84,13.3,9,11.5,0.097,10,50,0.81
,14:59:11,4,2700,2505.5,0.84,13.3,9,11.5,0.097,10,50,0.81
,14:59:12,4,2700,2506.5,0.85,13.3,9,11.4,0.094,10,50,0.81
,14:59:13,4,2700,2507.5,0.85,13.3,9,11.4,0.092,10,50,0.81
,14:59:14,4,2700,2508.5,0.85,13.3,9,11.4,0.09,10,50,0.82
,14:59:15,4,2700,2509.5,0.86,13.3,9,11.4,0.09,10,50,0.82
,14:59:16,4,2700,2510.5,0.86,13.3,9,11.4,0.093,10,50,0.82
,14:59:17,4,2700,2511.5,0.85,13.3,9,11.4,0.095,10,50,0.81
,14:59:18,4,2700,2512.5,0.85,13.3,9,11.4,0.095,10,50,0.81
,14:59:19,4,2700,2513.5,0.85,13.3,9,11.4,0.094,10,50,0.81
,14:59:20,4,2700,2514.5,0.85,13.3,9,11.3,0.094,10,50,0.81
,14:59:21,4,2700,2515.5,0.85,13.3,9,11.3,0.094,10,50.1,0.81
,14:59:22,4,2700,2516.5,0.84,13.3,9,11.3,0.094,10,50,0.8
,14:59:23,4,2700,2517.5,0.85,13.3,9,11.3,0.092,10,50,0.81
,14:59:24,4,2700,2518.5,0.85,13.3,9,11.3,0.092,10,50,0.81
,14:59:25,4,2700,2519.5,0.85,13.3,9,11.3,0.095,10,50,0.81
,14:59:26,4,2700,2520.5,0.84,13.3,9,11.3,0.094,10,50,0.8
,14:59:27,4,2700,2521.5,0.84,13.3,9,11.3,0.097,10,50,0.81
,14:59:28,4,2700,2522.5,0.84,13.3,9,11.3,0.094,10,50,0.81
,14:59:29,4,2700,2523.5,0.85,13.3,9,11.3,0.095,10,50,0.81
,14:59:30,4,2700,2524.5,0.85,13.3,9,11.2,0.094,10,50,0.81
,14:59:31,4,2700,2525.5,0.85,13.3,9,11.2,0.092,10,50,0.81
,14:59:32,4,2700,2526.5,0.85,13.3,9,11.2,0.09,10,50,0.81
,14:59:33,4,2700,2527.5,0.85,13.3,9,11.2,0.092,10,50,0.81
,14:59:34,4,2700,2528.5,0.84,13.3,9,11.2,0.091,10,50,0.81
,14:59:35,4,2700,2529.5,0.84,13.3,9,11.2,0.094,10,50,0.81
,14:59:36,4,2700,2530.5,0.84,13.3,9,11.2,0.094,10,50,0.8
,14:59:37,4,2700,2531.5,0.84,13.3,9,11.1,0.097,10,50,0.8
,14:59:38,4,2700,2532.5,0.84,13.3,9,11.1,0.094,10,50,0.8
,14:59:39,4,2700,2533.5,0.84,13.3,9,11.1,0.094,10,50.1,0.8
,14:59:40,4,2700,2534.5,0.84,13.3,9,11.1,0.094,10,50.1,0.81
,14:59:41,4,2700,2535.5,0.84,13.3,9,11.1,0.094,10,50.1,0.8
,14:59:42,4,2700,2536.5,0.85,13.3,9,11.1,0.092,10,50,0.81
,14:59:43,4,2700,2537.5,0.84,13.3,9,11.1,0.089,10,50,0.81
,14:59:44,4,2700,2538.5,0.84,13.3,9,11.1,0.091,10,50.1,0.81
,14:59:45,4,2700,2539.5,0.84,13.3,9,11.1,0.094,10,50,0.8
,14:59:46,4,2700,2540.5,0.84,13.3,9,11.1,0.097,10,50,0.8
,14:59:47,4,2700,2541.5,0.85,13.3,9,11.1,0.094,10,50,0.81
,14:59:48,4,2700,2542.5,0.84,13.3,9,11,0.094,10,50,0.81
,14:59:49,4,2700,2543.5,0.84,13.3,9,11,0.094,10,50,0.81
,14:59:50,4,2700,2544.5,0.84,13.3,9,11,0.097,10,50,0.81
,14:59:51,4,2700,2545.5,0.84,13.3,9,11,0.094,10,50,0.81
,14:59:52,4,2700,2546.5,0.85,13.3,9,11,0.092,10,50,0.81
,14:59:53,4,2700,2547.5,0.85,13.3,9,11,0.089,10,50,0.81
,14:59:54,4,2700,2548.5,0.85,13.3,9,11,0.09,10,50,0.81
,14:59:55,4,2700,2549.5,0.84,13.3,9,11,0.094,10,50,0.81
,14:59:56,4,2700,2550.5,0.84,13.3,9,11,0.097,10,50.1,0.8
,14:59:57,4,2700,2551.5,0.84,13.3,9,11,0.097,10,50.1,0.81
,14:59:58,4,2700,2552.5,0.84,13.3,9,10.9,0.094,10,50.1,0.8
,14:59:59,4,2700,2553.5,0.85,13.3,9,10.9,0.094,10,50,0.81
,15:00:00,4,2700,2554.5,0.84,13.3,9,10.9,0.094,10,50,0.8
,15:00:01,4,2700,2555.5,0.84,13.3,9,10.9,0.097,10,50.1,0.81
,15:00:02,4,2700,2556.5,0.84,13.3,9,10.9,0.094,10,50.1,0.8
,15:00:03,4,2700,2557.5,0.84,13.3,9,10.9,0.094,10,50.1,0.8
,15:00:04,4,2700,2558.5,0.84,13.3,9,10.9,0.091,10,50,0.8
,15:00:05,4,2700,2559.5,0.84,13.3,9,10.9,0.091,10,50,0.81
,15:00:06,4,2700,2560.5,0.85,13.3,9,10.9,0.092,10,50,0.81
,15:00:07,4,2700,2561.5,0.85,13.3,9,10.9,0.092,10,50,0.81
,15:00:08,4,2700,2562.5,0.85,13.3,9,10.9,0.092,10,50,0.81
,15:00:09,4,2700,2563.5,0.85,13.3,9,10.9,0.094,10,50,0.81
,15:00:10,4,2700,2564.5,0.84,13.3,9,10.8,0.094,10,50,0.81
,15:00:11,4,2700,2565.5,0.84,13.3,9,10.8,0.094,10,50,0.8
,15:00:12,4,2700,2566.5,0.84,13.3,9,10.8,0.094,10,50,0.8
,15:00:13,4,2700,2567.5,0.84,13.3,9,10.8,0.094,10,50.1,0.8
,15:00:14,4,2700,2568.5,0.85,13.3,9,10.8,0.094,10,50.1,0.81
,15:00:15,4,2700,2569.5,0.84,13.3,9,10.8,0.097,10,50.1,0.81
,15:00:16,4,2700,2570.5,0.85,13.3,9,10.8,0.097,10,50.1,0.81
,15:00:17,4,2700,2571.5,0.85,13.3,9,10.8,0.094,10,50.1,0.81
,15:00:18,4,2700,2572.5,0.85,13.3,9,10.8,0.094,10,50.1,0.81
,15:00:19,4,2700,2573.5,0.85,13.3,9,10.8,0.095,10,50.1,0.81
,15:00:20,4,2700,2574.5,0.85,13.3,9,10.8,0.094,10,50.1,0.81
,15:00:21,4,2700,2575.5,0.85,13.3,9,10.8,0.095,10,50.1,0.81
,15:00:22,4,2700,2576.5,0.84,13.3,9,10.8,0.091,10,50.1,0.81
,15:00:23,4,2700,2577.5,0.85,13.3,9,10.8,0.094,10,50.1,0.81
,15:00:24,4,2700,2578.5,0.85,13.3,9,10.8,0.094,10,50,0.81
,15:00:25,4,2700,2579.5,0.85,13.3,9,10.7,0.097,10,50.1,0.81
,15:00:26,4,2700,2580.5,0.85,13.3,9,10.7,0.095,10,50,0.81
,15:00:27,4,2700,2581.5,0.85,13.3,9,10.7,0.094,10,50.1,0.81
,15:00:28,4,2700,2582.5,0.85,13.3,9,10.7,0.092,10,50,0.81
,15:00:29,4,2700,2583.5,0.85,13.3,9,10.7,0.094,10,50,0.81
,15:00:30,4,2700,2584.5,0.85,13.3,9,10.7,0.094,10,50,0.81
,15:00:31,4,2700,2585.5,0.84,13.3,9,10.7,0.094,10,50.1,0.8
,15:00:32,4,2700,2586.5,0.84,13.3,9,10.7,0.094,10,50,0.81
,15:00:33,4,2700,2587.5,0.84,13.3,9,10.7,0.091,10,50.1,0.81
,15:00:34,4,2700,2588.5,0.85,13.3,9,10.7,0.094,10,50.1,0.81
,15:00:35,4,2700,2589.5,0.85,13.3,9,10.7,0.094,10,50.1,0.81
,15:00:36,4,2700,2590.5,0.84,13.3,9,10.7,0.094,10,50.1,0.81
,15:00:37,4,2700,2591.5,0.84,13.3,9,10.7,0.091,10,50.1,0.81
,15:00:38,4,2700,2592.5,0.84,13.3,9,10.7,0.089,10,50.1,0.8
,15:00:39,4,2700,2593.5,0.84,13.3,9,10.7,0.089,10,50.1,0.81
,15:00:40,4,2700,2594.5,0.84,13.3,9,10.7,0.089,10,50.1,0.81
,15:00:41,4,2700,2595.5,0.84,13.3,9,10.7,0.091,10,50.1,0.81
,15:00:42,4,2700,2596.5,0.84,13.3,9,10.7,0.091,10,50,0.81
,15:00:43,4,2700,2597.5,0.84,13.3,9,10.7,0.094,10,50.1,0.81
,15:00:44,4,2700,2598.5,0.85,13.3,9,10.7,0.094,10,50.1,0.81
,15:00:45,4,2700,2599.5,0.84,13.3,9,10.7,0.094,10,50.1,0.81
,15:00:46,4,2700,2600.5,0.84,13.3,9,10.7,0.094,10,50,0.81
,15:00:47,4,2700,2601.5,0.84,13.3,9,10.7,0.094,10,50,0.81
,15:00:48,4,2700,2602.5,0.84,13.3,9,10.7,0.094,10,50.1,0.81
,15:00:49,4,2700,2603.5,0.85,13.3,9,10.7,0.095,10,50.1,0.81
,15:00:50,4,2700,2604.5,0.85,13.3,9,10.7,0.092,10,50.1,0.81
,15:00:51,4,2700,2605.5,0.85,13.3,9,10.7,0.09,10,50.1,0.81
,15:00:52,4,2700,2606.5,0.85,13.3,9,10.7,0.089,10,50.1,0.81
,15:00:53,4,2700,2607.5,0.84,13.3,9,10.7,0.089,10,50.1,0.81
,15:00:54,4,2700,2608.5,0.84,13.3,9,10.7,0.089,10,50.1,0.81
,15:00:55,4,2700,2609.5,0.84,13.3,9,10.7,0.094,10,50.1,0.8
,15:00:56,4,2700,2610.5,0.84,13.3,9,10.7,0.096,10,50.1,0.8
,15:00:57,4,2700,2611.5,0.83,13.3,8,10.7,0.099,10,50.1,0.8
,15:00:58,4,2700,2612.5,0.84,13.3,8,10.7,0.099,10,50.1,0.8
,15:00:59,4,2700,2613.5,0.84,13.3,8,10.7,0.099,10,50.1,0.8
,15:01:00,4,2700,2614.5,0.85,13.3,9,10.7,0.097,10,50,0.81
,15:01:01,4,2700,2615.5,0.85,13.3,9,10.7,0.094,10,50.1,0.81
,15:01:02,4,2700,2616.5,0.85,13.3,9,10.7,0.094,10,50,0.81
,15:01:03,4,2700,2617.5,0.84,13.3,9,10.7,0.094,10,50,0.8
,15:01:04,4,2700,2618.5,0.84,13.3,9,10.7,0.094,10,50,0.8
,15:01:05,4,2700,2619.5,0.84,13.3,9,10.7,0.094,10,50,0.8
,15:01:06,4,2700,2620.5,0.84,13.3,9,10.7,0.094,10,50.1,0.81
,15:01:07,4,2700,2621.5,0.85,13.3,9,10.7,0.094,10,50,0.81
,15:01:08,4,2700,2622.5,0.84,13.3,9,10.7,0.097,10,50.1,0.81
,15:01:09,4,2700,2623.5,0.85,13.3,9,10.7,0.097,10,50.1,0.81
,15:01:10,4,2700,2624.5,0.85,13.3,9,10.7,0.095,10,50.1,0.81
,15:01:11,4,2700,2625.5,0.85,13.3,9,10.7,0.095,10,50.1,0.81
,15:01:12,4,2700,2626.5,0.85,13.3,9,10.7,0.095,10,50.1,0.81
,15:01:13,4,2700,2627.5,0.85,13.3,9,10.7,0.095,10,50,0.81
,15:01:14,4,2700,2628.5,0.86,13.3,9,10.7,0.095,10,50.1,0.82
,15:01:15,4,2700,2629.5,0.85,13.3,9,10.7,0.093,10,50.1,0.82
,15:01:16,4,2700,2630.5,0.86,13.3,9,10.7,0.093,10,50.1,0.82
,15:01:17,4,2700,2631.5,0.86,13.3,9,10.7,0.093,10,50.1,0.82
,15:01:18,4,2700,2632.5,0.86,13.3,9,10.7,0.093,10,50.1,0.82
,15:01:19,4,2700,2633.5,0.85,13.3,9,10.7,0.093,10,50.1,0.82
,15:01:20,4,2700,2634.5,0.85,13.3,9,10.7,0.092,10,50.1,0.81
,15:01:21,4,2700,2635.5,0.85,13.3,9,10.7,0.092,10,50.1,0.81
,15:01:22,4,2700,2636.5,0.84,13.3,9,10.7,0.089,10,50.1,0.81
,15:01:23,4,2700,2637.5,0.85,13.3,9,10.7,0.089,10,50.1,0.81
,15:01:24,4,2700,2638.5,0.84,13.3,9,10.7,0.089,10,50.1,0.81
,15:01:25,4,2700,2639.5,0.84,13.3,9,10.7,0.091,10,50.1,0.81
,15:01:26,4,2700,2640.5,0.84,13.3,9,10.7,0.094,10,50.1,0.81
,15:01:27,4,2700,2641.5,0.84,13.3,9,10.7,0.094,10,50.1,0.81
,15:01:28,4,2700,2642.5,0.85,13.3,9,10.7,0.094,10,50.1,0.81
,15:01:29,4,2700,2643.5,0.85,13.3,9,10.7,0.097,10,50.1,0.81
,15:01:30,4,2700,2644.5,0.85,13.3,9,10.7,0.097,10,50.1,0.81
,15:01:31,4,2700,2645.5,0.85,13.3,9,10.7,0.097,10,50,0.81
,15:01:32,4,2700,2646.5,0.85,13.3,9,10.7,0.094,10,50,0.81
,15:01:33,4,2700,2647.5,0.84,13.3,9,10.7,0.094,10,50.1,0.81
,15:01:34,4,2700,2648.5,0.84,13.3,9,10.8,0.094,10,50.1,0.81
,15:01:35,4,2700,2649.5,0.84,13.3,9,10.8,0.097,10,50.1,0.81
,15:01:36,4,2700,2650.5,0.85,13.3,9,10.8,0.097,10,50.1,0.81
,15:01:37,4,2700,2651.5,0.85,13.3,9,10.8,0.095,10,50.1,0.81
,15:01:38,4,2700,2652.5,0.85,13.3,9,10.8,0.094,10,50.1,0.81
,15:01:39,4,2700,2653.5,0.85,13.3,9,10.8,0.094,10,50.1,0.81
,15:01:40,4,2700,2654.5,0.84,13.3,9,10.8,0.094,10,50.1,0.81
,15:01:41,4,2700,2655.5,0.85,13.3,9,10.8,0.094,10,50.1,0.81
,15:01:42,4,2700,2656.5,0.85,13.3,9,10.8,0.095,10,50.1,0.81
,15:01:43,4,2700,2657.5,0.85,13.3,9,10.8,0.092,10,50.1,0.81
,15:01:44,4,2700,2658.5,0.85,13.3,9,10.8,0.093,10,50.1,0.81
,15:01:45,4,2700,2659.5,0.85,13.3,9,10.8,0.095,10,50.1,0.81
,15:01:46,4,2700,2660.5,0.85,13.3,9,10.8,0.098,10,50.1,0.82
,15:01:47,4,2700,2661.5,0.85,13.3,9,10.8,0.095,10,50.1,0.82
