Data file,,RA0.3_OILHEF10_12C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,13/05/2016,,,,,,,,,,
Lubricant,,10% HEF-contaminated ISO10,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:17:25 on 13/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:18:12,4,2700,46.5,0.02,0,9,11.1,0.002,10,49.8,0.04
,14:18:13,4,2700,47.5,0.47,0.1,9,11.1,0.051,10,50,0.5
,14:18:14,4,2700,48.5,1.07,5.2,9,11.1,0.12,10,50,1.08
,14:18:15,4,2700,49.5,1.67,11.9,9,11.1,0.181,10,50,1.63
,14:18:16,4,2700,50.5,1.78,13.2,9,11.1,0.193,10,50,1.7
,14:18:17,4,2700,51.5,1.75,13.3,9,11.1,0.195,10,50,1.67
,14:18:18,4,2700,52.5,1.73,13.3,9,11.1,0.193,10,50,1.66
,14:18:19,4,2700,53.5,1.74,13.3,9,11.1,0.189,10,50,1.67
,14:18:20,4,2700,54.5,1.74,13.3,9,11.1,0.194,10,50,1.66
,14:18:21,4,2700,55.5,1.73,13.3,9,11.1,0.193,10,50,1.65
,14:18:22,4,2700,56.5,1.72,13.3,9,11.1,0.187,10,50,1.65
,14:18:23,4,2700,57.5,1.72,13.3,9,11.2,0.181,10,50,1.64
,14:18:24,4,2700,58.5,1.71,13.3,9,11.2,0.18,10,50,1.63
,14:18:25,4,2700,59.5,1.69,13.3,9,11.2,0.183,10,50,1.62
,14:18:26,4,2700,60.5,1.68,13.3,9,11.2,0.187,10,50,1.6
,14:18:27,4,2700,61.5,1.66,13.3,9,11.2,0.185,10,50,1.58
,14:18:28,4,2700,62.5,1.66,13.3,9,11.2,0.184,10,50,1.58
,14:18:29,4,2700,63.5,1.65,13.3,9,11.2,0.184,10,50,1.58
,14:18:30,4,2700,64.5,1.65,13.3,9,11.3,0.179,10,50,1.58
,14:18:31,4,2700,65.5,1.65,13.3,9,11.3,0.174,10,50,1.57
,14:18:32,4,2700,66.5,1.64,13.3,9,11.3,0.173,10,50,1.57
,14:18:33,4,2700,67.5,1.64,13.3,9,11.3,0.178,10,50,1.57
,14:18:34,4,2700,68.5,1.64,13.3,9,11.4,0.183,10,50,1.57
,14:18:35,4,2700,69.5,1.64,13.3,9,11.4,0.183,10,50,1.56
,14:18:36,4,2700,70.5,1.63,13.3,9,11.4,0.182,10,50,1.56
,14:18:37,4,2700,71.5,1.63,13.3,9,11.4,0.181,10,50,1.55
,14:18:38,4,2700,72.5,1.62,13.3,9,11.5,0.181,10,50,1.55
,14:18:39,4,2700,73.5,1.61,13.3,9,11.5,0.179,10,50,1.54
,14:18:40,4,2700,74.5,1.61,13.3,9,11.5,0.174,10,50,1.53
,14:18:41,4,2700,75.5,1.59,13.3,9,11.5,0.168,10,50,1.52
,14:18:42,4,2700,76.5,1.59,13.3,9,11.5,0.172,10,50,1.52
,14:18:43,4,2700,77.5,1.58,13.3,9,11.5,0.176,10,50,1.51
,14:18:44,4,2700,78.5,1.58,13.3,9,11.6,0.176,10,50,1.51
,14:18:45,4,2700,79.5,1.58,13.3,9,11.6,0.182,10,50,1.51
,14:18:46,4,2700,80.5,1.58,13.3,9,11.6,0.181,10,50,1.51
,14:18:47,4,2700,81.5,1.58,13.3,9,11.6,0.181,10,50,1.51
,14:18:48,4,2700,82.5,1.57,13.3,9,11.6,0.175,10,50,1.5
,14:18:49,4,2700,83.5,1.56,13.3,9,11.6,0.169,10,50,1.49
,14:18:50,4,2700,84.5,1.54,13.3,9,11.7,0.163,10,50,1.47
,14:18:51,4,2700,85.5,1.53,13.3,9,11.7,0.166,10,50.1,1.46
,14:18:52,4,2700,86.5,1.53,13.3,9,11.7,0.17,10,50,1.46
,14:18:53,4,2700,87.5,1.52,13.3,9,11.7,0.175,10,50,1.45
,14:18:54,4,2700,88.5,1.53,13.3,9,11.7,0.175,10,50,1.46
,14:18:55,4,2700,89.5,1.51,13.3,9,11.8,0.169,10,50,1.45
,14:18:56,4,2700,90.5,1.51,13.3,9,11.8,0.168,10,50,1.44
,14:18:57,4,2700,91.5,1.49,13.3,9,11.8,0.162,10,50,1.43
,14:18:58,4,2700,92.5,1.5,13.3,9,11.8,0.163,10,50,1.44
,14:18:59,4,2700,93.5,1.52,13.3,9,11.8,0.16,10,50,1.45
,14:19:00,4,2700,94.5,1.52,13.3,9,11.8,0.165,10,50,1.45
,14:19:01,4,2700,95.5,1.51,13.3,9,11.9,0.168,10,50,1.44
,14:19:02,4,2700,96.5,1.49,13.3,9,11.9,0.171,10,50,1.42
,14:19:03,4,2700,97.5,1.48,13.3,9,11.9,0.17,10,50,1.41
,14:19:04,4,2700,98.5,1.49,13.3,9,11.9,0.17,10,50,1.42
,14:19:05,4,2700,99.5,1.5,13.3,9,11.9,0.167,10,50,1.43
,14:19:06,4,2700,100.5,1.5,13.3,9,11.9,0.163,10,50,1.43
,14:19:07,4,2700,101.5,1.5,13.3,9,11.9,0.158,10,50,1.43
,14:19:08,4,2700,102.5,1.5,13.3,9,11.9,0.158,10,50,1.43
,14:19:09,4,2700,103.5,1.5,13.3,9,11.9,0.162,10,50,1.43
,14:19:10,4,2700,104.5,1.49,13.3,9,12,0.166,10,50,1.42
,14:19:11,4,2700,105.5,1.48,13.3,9,12,0.17,10,50,1.42
,14:19:12,4,2700,106.5,1.48,13.3,9,12,0.17,10,50,1.41
,14:19:13,4,2700,107.5,1.48,13.3,9,12,0.17,10,50,1.41
,14:19:14,4,2700,108.5,1.48,13.3,9,12.1,0.165,10,50,1.42
,14:19:15,4,2700,109.5,1.49,13.3,9,12.1,0.161,10,50,1.42
,14:19:16,4,2700,110.5,1.49,13.3,9,12.1,0.157,10,50,1.43
,14:19:17,4,2700,111.5,1.5,13.3,9,12.1,0.162,10,50,1.43
,14:19:18,4,2700,112.5,1.49,13.3,9,12.1,0.166,10,50,1.42
,14:19:19,4,2700,113.5,1.48,13.3,9,12.2,0.17,10,50,1.41
,14:19:20,4,2700,114.5,1.48,13.3,9,12.2,0.165,10,50,1.41
,14:19:21,4,2700,115.5,1.47,13.3,9,12.2,0.164,10,50,1.41
,14:19:22,4,2700,116.5,1.47,13.3,9,12.2,0.164,10,50,1.41
,14:19:23,4,2700,117.5,1.47,13.3,9,12.2,0.164,10,50,1.4
,14:19:24,4,2700,118.5,1.47,13.3,9,12.2,0.159,10,50,1.4
,14:19:25,4,2700,119.5,1.46,13.3,9,12.2,0.154,10,50,1.4
,14:19:26,4,2700,120.5,1.45,13.3,9,12.3,0.153,10,50,1.39
,14:19:27,4,2700,121.5,1.43,13.3,9,12.3,0.155,10,50,1.37
,14:19:28,4,2700,122.5,1.41,13.3,9,12.3,0.157,10,50,1.34
,14:19:29,4,2700,123.5,1.39,13.3,9,12.3,0.154,10,50,1.32
,14:19:30,4,2700,124.5,1.38,13.3,9,12.3,0.158,10,50,1.32
,14:19:31,4,2700,125.5,1.38,13.3,9,12.3,0.159,10,50,1.32
,14:19:32,4,2700,126.5,1.38,13.3,9,12.4,0.159,10,50,1.32
,14:19:33,4,2700,127.5,1.38,13.3,9,12.4,0.154,10,50,1.32
,14:19:34,4,2700,128.5,1.38,13.3,9,12.4,0.15,10,50,1.32
,14:19:35,4,2700,129.5,1.39,13.3,9,12.4,0.146,10,50,1.32
,14:19:36,4,2700,130.5,1.38,13.3,9,12.4,0.15,10,50,1.32
,14:19:37,4,2700,131.5,1.38,13.3,9,12.4,0.154,10,50,1.32
,14:19:38,4,2700,132.5,1.37,13.3,9,12.5,0.157,10,50,1.31
,14:19:39,4,2700,133.5,1.37,13.3,9,12.5,0.157,10,50,1.31
,14:19:40,4,2700,134.5,1.37,13.3,9,12.5,0.157,10,50,1.31
,14:19:41,4,2700,135.5,1.37,13.3,9,12.5,0.157,10,50,1.31
,14:19:42,4,2700,136.5,1.37,13.3,9,12.5,0.153,10,50,1.31
,14:19:43,4,2700,137.5,1.37,13.3,9,12.5,0.144,10,50,1.31
,14:19:44,4,2700,138.5,1.36,13.3,9,12.5,0.148,10,50,1.3
,14:19:45,4,2700,139.5,1.36,13.3,9,12.5,0.152,10,50,1.3
,14:19:46,4,2700,140.5,1.36,13.3,9,12.6,0.157,10,50,1.3
,14:19:47,4,2700,141.5,1.36,13.3,9,12.6,0.157,10,50,1.3
,14:19:48,4,2700,142.5,1.36,13.3,9,12.6,0.152,10,50,1.3
,14:19:49,4,2700,143.5,1.36,13.3,9,12.6,0.152,10,50,1.3
,14:19:50,4,2700,144.5,1.35,13.3,9,12.6,0.151,10,50,1.29
,14:19:51,4,2700,145.5,1.35,13.3,9,12.6,0.151,10,50,1.29
,14:19:52,4,2700,146.5,1.35,13.3,9,12.7,0.147,10,50,1.29
,14:19:53,4,2700,147.5,1.35,13.3,9,12.7,0.143,10,50,1.29
,14:19:54,4,2700,148.5,1.35,13.3,9,12.7,0.143,10,50,1.29
,14:19:55,4,2700,149.5,1.35,13.3,9,12.7,0.146,10,50,1.29
,14:19:56,4,2700,150.5,1.34,13.3,9,12.7,0.15,10,50,1.28
,14:19:57,4,2700,151.5,1.33,13.3,9,12.7,0.153,10,50,1.27
,14:19:58,4,2700,152.5,1.33,13.3,9,12.7,0.153,10,50,1.27
,14:19:59,4,2700,153.5,1.34,13.3,9,12.8,0.149,10,50,1.28
,14:20:00,4,2700,154.5,1.34,13.3,9,12.8,0.149,10,50,1.28
,14:20:01,4,2700,155.5,1.34,13.3,9,12.8,0.149,10,50,1.28
,14:20:02,4,2700,156.5,1.34,13.3,9,12.8,0.149,10,50,1.28
,14:20:03,4,2700,157.5,1.34,13.3,9,12.8,0.145,10,50,1.28
,14:20:04,4,2700,158.5,1.34,13.3,9,12.8,0.141,10,50,1.28
,14:20:05,4,2700,159.5,1.34,13.3,9,12.8,0.141,10,50,1.28
,14:20:06,4,2700,160.5,1.34,13.3,9,12.8,0.149,10,50,1.28
,14:20:07,4,2700,161.5,1.33,13.3,9,12.8,0.148,10,50,1.27
,14:20:08,4,2700,162.5,1.33,13.3,9,12.9,0.148,10,50,1.27
,14:20:09,4,2700,163.5,1.32,13.3,9,12.9,0.152,10,50,1.27
,14:20:10,4,2700,164.5,1.32,13.3,9,12.9,0.148,10,50,1.27
,14:20:11,4,2700,165.5,1.32,13.3,9,12.9,0.148,10,50,1.27
,14:20:12,4,2700,166.5,1.32,13.3,9,12.9,0.148,10,50,1.27
,14:20:13,4,2700,167.5,1.33,13.3,9,12.9,0.144,10,50,1.27
,14:20:14,4,2700,168.5,1.32,13.3,9,12.9,0.14,10,50,1.27
,14:20:15,4,2700,169.5,1.32,13.3,9,12.9,0.143,10,50,1.26
,14:20:16,4,2700,170.5,1.32,13.3,9,12.9,0.151,10,50,1.26
,14:20:17,4,2700,171.5,1.31,13.3,9,13,0.151,10,50,1.26
,14:20:18,4,2700,172.5,1.31,13.3,9,13,0.151,10,50,1.26
,14:20:19,4,2700,173.5,1.32,13.3,9,13,0.147,10,50,1.26
,14:20:20,4,2700,174.5,1.32,13.3,9,13,0.148,10,50,1.27
,14:20:21,4,2700,175.5,1.32,13.3,9,13,0.143,10,50,1.27
,14:20:22,4,2700,176.5,1.32,13.3,9,13,0.14,10,50,1.27
,14:20:23,4,2700,177.5,1.32,13.3,9,13,0.147,10,50,1.26
,14:20:24,4,2700,178.5,1.31,13.3,9,13,0.15,10,50,1.25
,14:20:25,4,2700,179.5,1.31,13.3,9,13,0.146,10,50,1.25
,14:20:26,4,2700,180.5,1.31,13.3,9,13,0.146,10,50,1.25
,14:20:27,4,2700,181.5,1.31,13.3,9,13,0.142,10,50,1.25
,14:20:28,4,2700,182.5,1.31,13.3,9,13.1,0.146,10,50,1.25
,14:20:29,4,2700,183.5,1.31,13.3,9,13.1,0.146,10,50,1.25
,14:20:30,4,2700,184.5,1.3,13.3,9,13.1,0.145,10,50,1.25
,14:20:31,4,2700,185.5,1.3,13.3,9,13.1,0.145,10,50,1.25
,14:20:32,4,2700,186.5,1.31,13.3,9,13.1,0.142,10,50,1.25
,14:20:33,4,2700,187.5,1.3,13.3,9,13.1,0.141,10,50,1.25
,14:20:34,4,2700,188.5,1.3,13.3,9,13.1,0.145,10,50,1.24
,14:20:35,4,2700,189.5,1.29,13.3,9,13.1,0.148,10,50,1.24
,14:20:36,4,2700,190.5,1.29,13.3,9,13.1,0.148,10,50,1.24
,14:20:37,4,2700,191.5,1.3,13.3,9,13.1,0.144,10,50,1.24
,14:20:38,4,2700,192.5,1.29,13.3,9,13.1,0.144,10,50,1.24
,14:20:39,4,2700,193.5,1.29,13.3,9,13.1,0.144,10,50,1.23
,14:20:40,4,2700,194.5,1.29,13.3,9,13.1,0.14,10,50,1.23
,14:20:41,4,2700,195.5,1.29,13.3,9,13.1,0.14,10,50,1.23
,14:20:42,4,2700,196.5,1.29,13.3,9,13.2,0.144,10,50,1.23
,14:20:43,4,2700,197.5,1.29,13.3,9,13.2,0.143,10,50,1.23
,14:20:44,4,2700,198.5,1.28,13.3,9,13.2,0.143,10,50,1.23
,14:20:45,4,2700,199.5,1.28,13.3,9,13.2,0.143,10,50,1.22
,14:20:46,4,2700,200.5,1.28,13.3,9,13.2,0.139,10,50,1.22
,14:20:47,4,2700,201.5,1.28,13.3,9,13.2,0.142,10,50,1.22
,14:20:48,4,2700,202.5,1.27,13.3,9,13.2,0.142,10,50,1.22
,14:20:49,4,2700,203.5,1.27,13.3,9,13.2,0.142,10,50,1.22
,14:20:50,4,2700,204.5,1.27,13.3,9,13.2,0.142,10,50,1.22
,14:20:51,4,2700,205.5,1.28,13.3,9,13.2,0.138,10,50,1.22
,14:20:52,4,2700,206.5,1.27,13.3,9,13.2,0.142,10,50,1.22
,14:20:53,4,2700,207.5,1.27,13.3,9,13.2,0.142,10,50,1.22
,14:20:54,4,2700,208.5,1.27,13.3,9,13.2,0.138,10,50,1.21
,14:20:55,4,2700,209.5,1.27,13.3,9,13.2,0.142,10,50,1.21
,14:20:56,4,2700,210.5,1.27,13.3,9,13.2,0.141,10,50,1.21
,14:20:57,4,2700,211.5,1.27,13.3,9,13.2,0.141,10,50,1.21
,14:20:58,4,2700,212.5,1.26,13.3,9,13.2,0.137,10,50,1.21
,14:20:59,4,2700,213.5,1.26,13.3,9,13.2,0.141,10,50,1.2
,14:21:00,4,2700,214.5,1.26,13.3,9,13.2,0.141,10,50,1.2
,14:21:01,4,2700,215.5,1.26,13.3,9,13.2,0.14,10,50,1.2
,14:21:02,4,2700,216.5,1.26,13.3,9,13.2,0.141,10,50,1.2
,14:21:03,4,2700,217.5,1.26,13.3,9,13.2,0.137,10,50,1.2
,14:21:04,4,2700,218.5,1.26,13.3,9,13.2,0.136,10,50,1.2
,14:21:05,4,2700,219.5,1.25,13.3,9,13.3,0.136,10,50,1.2
,14:21:06,4,2700,220.5,1.25,13.3,9,13.3,0.139,10,50,1.19
,14:21:07,4,2700,221.5,1.25,13.3,9,13.3,0.143,10,50,1.19
,14:21:08,4,2700,222.5,1.25,13.3,9,13.3,0.139,10,50,1.19
,14:21:09,4,2700,223.5,1.24,13.3,9,13.3,0.135,10,50,1.19
,14:21:10,4,2700,224.5,1.24,13.3,9,13.3,0.135,10,50,1.19
,14:21:11,4,2700,225.5,1.24,13.3,9,13.3,0.138,10,50,1.19
,14:21:12,4,2700,226.5,1.24,13.3,9,13.3,0.138,10,50,1.19
,14:21:13,4,2700,227.5,1.24,13.3,9,13.3,0.134,10,50,1.18
,14:21:14,4,2700,228.5,1.24,13.3,9,13.3,0.134,10,50,1.18
,14:21:15,4,2700,229.5,1.24,13.3,9,13.3,0.138,10,50,1.18
,14:21:16,4,2700,230.5,1.24,13.3,9,13.3,0.138,10,50,1.18
,14:21:17,4,2700,231.5,1.24,13.3,9,13.3,0.134,10,50,1.19
,14:21:18,4,2700,232.5,1.24,13.3,9,13.3,0.134,10,50,1.18
,14:21:19,4,2700,233.5,1.24,13.3,9,13.3,0.142,10,50,1.18
,14:21:20,4,2700,234.5,1.23,13.3,9,13.3,0.141,10,50,1.18
,14:21:21,4,2700,235.5,1.23,13.3,9,13.3,0.137,10,50,1.18
,14:21:22,4,2700,236.5,1.24,13.3,9,13.3,0.134,10,50,1.18
,14:21:23,4,2700,237.5,1.24,13.3,9,13.3,0.138,10,50,1.18
,14:21:24,4,2700,238.5,1.23,13.3,9,13.3,0.137,10,50,1.18
,14:21:25,4,2700,239.5,1.23,13.3,9,13.3,0.141,10,50,1.18
,14:21:26,4,2700,240.5,1.23,13.3,9,13.3,0.137,10,50,1.18
,14:21:27,4,2700,241.5,1.23,13.3,9,13.3,0.134,10,50,1.18
,14:21:28,4,2700,242.5,1.23,13.3,9,13.3,0.134,10,50,1.18
,14:21:29,4,2700,243.5,1.23,13.3,9,13.3,0.137,10,50,1.17
,14:21:30,4,2700,244.5,1.23,13.3,9,13.3,0.137,10,50,1.17
,14:21:31,4,2700,245.5,1.23,13.3,9,13.3,0.137,10,50,1.17
,14:21:32,4,2700,246.5,1.22,13.3,9,13.3,0.133,10,50,1.17
,14:21:33,4,2700,247.5,1.23,13.3,9,13.3,0.133,10,50,1.17
,14:21:34,4,2700,248.5,1.22,13.3,9,13.3,0.136,10,50,1.17
,14:21:35,4,2700,249.5,1.22,13.3,9,13.3,0.14,10,50,1.17
,14:21:36,4,2700,250.5,1.22,13.3,9,13.3,0.139,10,50,1.16
,14:21:37,4,2700,251.5,1.22,13.3,9,13.3,0.132,10,50,1.16
,14:21:38,4,2700,252.5,1.22,13.3,9,13.3,0.132,10,50,1.16
,14:21:39,4,2700,253.5,1.22,13.3,9,13.3,0.136,10,50,1.16
,14:21:40,4,2700,254.5,1.22,13.3,9,13.3,0.135,10,50,1.16
,14:21:41,4,2700,255.5,1.21,13.3,9,13.3,0.135,10,50,1.16
,14:21:42,4,2700,256.5,1.22,13.3,9,13.3,0.135,10,50,1.16
,14:21:43,4,2700,257.5,1.22,13.3,9,13.3,0.132,10,50,1.16
,14:21:44,4,2700,258.5,1.22,13.3,9,13.3,0.132,10,50,1.17
,14:21:45,4,2700,259.5,1.22,13.3,9,13.3,0.136,10,50,1.16
,14:21:46,4,2700,260.5,1.22,13.3,9,13.3,0.135,10,50,1.16
,14:21:47,4,2700,261.5,1.22,13.3,9,13.3,0.135,10,50,1.16
,14:21:48,4,2700,262.5,1.22,13.3,9,13.3,0.132,10,50,1.16
,14:21:49,4,2700,263.5,1.22,13.3,9,13.3,0.132,10,50,1.16
,14:21:50,4,2700,264.5,1.22,13.3,9,13.3,0.135,10,50,1.16
,14:21:51,4,2700,265.5,1.21,13.3,9,13.3,0.139,10,50,1.16
,14:21:52,4,2700,266.5,1.21,13.3,9,13.3,0.139,10,50,1.16
,14:21:53,4,2700,267.5,1.21,13.3,9,13.3,0.135,10,50,1.16
,14:21:54,4,2700,268.5,1.21,13.3,9,13.3,0.131,10,50,1.15
,14:21:55,4,2700,269.5,1.21,13.3,9,13.3,0.131,10,50,1.15
,14:21:56,4,2700,270.5,1.21,13.3,9,13.3,0.131,10,50,1.15
,14:21:57,4,2700,271.5,1.2,13.3,9,13.3,0.134,10,50,1.15
,14:21:58,4,2700,272.5,1.2,13.3,9,13.3,0.134,10,50,1.15
,14:21:59,4,2700,273.5,1.2,13.3,9,13.3,0.134,10,50,1.15
,14:22:00,4,2700,274.5,1.2,13.3,9,13.2,0.13,10,50,1.14
,14:22:01,4,2700,275.5,1.2,13.3,9,13.2,0.13,10,50,1.14
,14:22:02,4,2700,276.5,1.2,13.3,9,13.2,0.133,10,50,1.14
,14:22:03,4,2700,277.5,1.19,13.3,9,13.2,0.137,10,50,1.14
,14:22:04,4,2700,278.5,1.19,13.3,9,13.2,0.132,10,50,1.13
,14:22:05,4,2700,279.5,1.19,13.3,9,13.2,0.132,10,50,1.13
,14:22:06,4,2700,280.5,1.19,13.3,9,13.2,0.128,10,50,1.13
,14:22:07,4,2700,281.5,1.19,13.3,9,13.2,0.125,10,50,1.13
,14:22:08,4,2700,282.5,1.19,13.3,9,13.2,0.128,10,50,1.13
,14:22:09,4,2700,283.5,1.18,13.3,9,13.2,0.132,10,50,1.13
,14:22:10,4,2700,284.5,1.18,13.3,9,13.2,0.135,10,50,1.13
,14:22:11,4,2700,285.5,1.18,13.3,9,13.2,0.135,10,50,1.13
,14:22:12,4,2700,286.5,1.18,13.3,9,13.2,0.132,10,50,1.13
,14:22:13,4,2700,287.5,1.18,13.3,9,13.2,0.128,10,50,1.13
,14:22:14,4,2700,288.5,1.18,13.3,9,13.2,0.128,10,50,1.13
,14:22:15,4,2700,289.5,1.18,13.3,9,13.2,0.131,10,50,1.12
,14:22:16,4,2700,290.5,1.17,13.3,9,13.2,0.13,10,50,1.12
,14:22:17,4,2700,291.5,1.17,13.3,9,13.2,0.131,10,50,1.12
,14:22:18,4,2700,292.5,1.18,13.3,9,13.2,0.131,10,50,1.12
,14:22:19,4,2700,293.5,1.18,13.3,9,13.2,0.128,10,50,1.13
,14:22:20,4,2700,294.5,1.18,13.3,9,13.2,0.127,10,50,1.12
,14:22:21,4,2700,295.5,1.17,13.3,9,13.2,0.13,10,50,1.12
,14:22:22,4,2700,296.5,1.17,13.3,9,13.2,0.134,10,50,1.11
,14:22:23,4,2700,297.5,1.16,13.3,9,13.2,0.133,10,50,1.11
,14:22:24,4,2700,298.5,1.16,13.3,9,13.2,0.133,10,50,1.11
,14:22:25,4,2700,299.5,1.17,13.3,9,13.1,0.13,10,50,1.12
,14:22:26,4,2700,300.5,1.17,13.3,9,13.1,0.123,10,50,1.12
,14:22:27,4,2700,301.5,1.17,13.3,9,13.1,0.127,10,50,1.12
,14:22:28,4,2700,302.5,1.17,13.3,9,13.1,0.13,10,50,1.11
,14:22:29,4,2700,303.5,1.16,13.3,9,13.1,0.129,10,50,1.11
,14:22:30,4,2700,304.5,1.16,13.3,9,13.1,0.129,10,50,1.1
,14:22:31,4,2700,305.5,1.16,13.3,9,13.1,0.125,10,50,1.11
,14:22:32,4,2700,306.5,1.16,13.3,9,13.1,0.125,10,50,1.11
,14:22:33,4,2700,307.5,1.16,13.3,9,13.1,0.125,10,50,1.1
,14:22:34,4,2700,308.5,1.15,13.3,9,13.1,0.132,10,50,1.1
,14:22:35,4,2700,309.5,1.15,13.3,9,13.1,0.132,10,50,1.1
,14:22:36,4,2700,310.5,1.15,13.3,9,13.1,0.132,10,50,1.1
,14:22:37,4,2700,311.5,1.15,13.3,9,13.1,0.128,10,50,1.1
,14:22:38,4,2700,312.5,1.15,13.3,9,13.1,0.124,10,50,1.1
,14:22:39,4,2700,313.5,1.15,13.3,9,13.1,0.128,10,50,1.1
,14:22:40,4,2700,314.5,1.15,13.3,9,13.1,0.128,10,50,1.1
,14:22:41,4,2700,315.5,1.15,13.3,9,13.1,0.128,10,50,1.1
,14:22:42,4,2700,316.5,1.15,13.3,9,13.1,0.128,10,50,1.1
,14:22:43,4,2700,317.5,1.15,13.3,9,13,0.128,10,50,1.09
,14:22:44,4,2700,318.5,1.14,13.3,9,13,0.127,10,50,1.09
,14:22:45,4,2700,319.5,1.14,13.3,9,13,0.124,10,50,1.09
,14:22:46,4,2700,320.5,1.14,13.3,9,13,0.12,10,50,1.09
,14:22:47,4,2700,321.5,1.13,13.3,9,13,0.123,10,50,1.08
,14:22:48,4,2700,322.5,1.13,13.3,9,13,0.126,10,50,1.08
,14:22:49,4,2700,323.5,1.12,13.3,9,13,0.125,10,50,1.07
,14:22:50,4,2700,324.5,1.12,13.3,9,13,0.125,10,50,1.07
,14:22:51,4,2700,325.5,1.12,13.3,9,13,0.125,10,50,1.07
,14:22:52,4,2700,326.5,1.13,13.3,9,13,0.126,10,50,1.08
,14:22:53,4,2700,327.5,1.13,13.3,9,13,0.122,10,50,1.08
,14:22:54,4,2700,328.5,1.13,13.3,9,13,0.122,10,50,1.07
,14:22:55,4,2700,329.5,1.12,13.3,9,13,0.125,10,50,1.07
,14:22:56,4,2700,330.5,1.12,13.3,9,13,0.124,10,50,1.07
,14:22:57,4,2700,331.5,1.12,13.3,9,13,0.124,10,50,1.07
,14:22:58,4,2700,332.5,1.12,13.3,9,13,0.121,10,50,1.07
,14:22:59,4,2700,333.5,1.12,13.3,9,12.9,0.121,10,50,1.07
,14:23:00,4,2700,334.5,1.11,13.3,9,12.9,0.124,10,50,1.06
,14:23:01,4,2700,335.5,1.11,13.3,9,12.9,0.128,10,50,1.06
,14:23:02,4,2700,336.5,1.11,13.3,9,12.9,0.124,10,50,1.06
,14:23:03,4,2700,337.5,1.11,13.3,9,12.9,0.124,10,50,1.06
,14:23:04,4,2700,338.5,1.11,13.3,9,12.9,0.124,10,50,1.07
,14:23:05,4,2700,339.5,1.12,13.3,9,12.9,0.124,10,50,1.07
,14:23:06,4,2700,340.5,1.12,13.3,9,12.9,0.121,10,50,1.07
,14:23:07,4,2700,341.5,1.11,13.3,9,12.9,0.121,10,50,1.06
,14:23:08,4,2700,342.5,1.11,13.3,9,12.9,0.124,10,50,1.06
,14:23:09,4,2700,343.5,1.11,13.3,9,12.9,0.127,10,50,1.06
,14:23:10,4,2700,344.5,1.11,13.3,9,12.8,0.123,10,50,1.06
,14:23:11,4,2700,345.5,1.1,13.3,9,12.8,0.123,10,50,1.06
,14:23:12,4,2700,346.5,1.1,13.3,9,12.8,0.12,10,50,1.05
,14:23:13,4,2700,347.5,1.1,13.3,9,12.8,0.12,10,50,1.05
,14:23:14,4,2700,348.5,1.1,13.3,9,12.8,0.12,10,50,1.06
,14:23:15,4,2700,349.5,1.1,13.3,9,12.8,0.123,10,50,1.05
,14:23:16,4,2700,350.5,1.1,13.3,9,12.8,0.122,10,50,1.05
,14:23:17,4,2700,351.5,1.1,13.3,9,12.8,0.122,10,50,1.05
,14:23:18,4,2700,352.5,1.1,13.3,9,12.8,0.119,10,50,1.05
,14:23:19,4,2700,353.5,1.1,13.3,9,12.8,0.119,10,50,1.05
,14:23:20,4,2700,354.5,1.09,13.3,9,12.8,0.122,10,50,1.04
,14:23:21,4,2700,355.5,1.09,13.3,9,12.8,0.125,10,50,1.04
,14:23:22,4,2700,356.5,1.09,13.3,9,12.7,0.125,10,50,1.04
,14:23:23,4,2700,357.5,1.09,13.3,9,12.7,0.125,10,50,1.04
,14:23:24,4,2700,358.5,1.09,13.3,9,12.7,0.121,10,50,1.04
,14:23:25,4,2700,359.5,1.09,13.3,9,12.7,0.122,10,50,1.04
,14:23:26,4,2700,360.5,1.09,13.3,9,12.7,0.121,10,50,1.04
,14:23:27,4,2700,361.5,1.09,13.3,9,12.7,0.121,10,50,1.04
,14:23:28,4,2700,362.5,1.08,13.3,9,12.7,0.121,10,50,1.04
,14:23:29,4,2700,363.5,1.09,13.3,9,12.7,0.118,10,50,1.04
,14:23:30,4,2700,364.5,1.09,13.3,9,12.7,0.118,10,50,1.04
,14:23:31,4,2700,365.5,1.09,13.3,9,12.7,0.118,10,50,1.04
,14:23:32,4,2700,366.5,1.08,13.3,9,12.6,0.121,10,50,1.03
,14:23:33,4,2700,367.5,1.08,13.3,9,12.6,0.12,10,50,1.03
,14:23:34,4,2700,368.5,1.08,13.3,9,12.6,0.12,10,50,1.03
