Data file,,RA0.3_HEF_-8C_003_45MINS.TSV,,,,,,,,,,
,12:09:09,4,2700,967.2,2.04,13.3,9,-8.4,0.234,10,0.2,1.91
,12:09:10,4,2700,968.2,2.05,13.3,9,-8.4,0.229,10,0.3,1.92
,12:09:11,4,2700,969.2,2.07,13.3,9,-8.5,0.23,10,0.2,1.94
,12:09:12,4,2700,970.2,2.08,13.3,9,-8.4,0.231,10,0.2,1.94
,12:09:13,4,2700,971.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:14,4,2700,972.2,2.08,13.3,9,-8.5,0.238,10,0.3,1.95
,12:09:15,4,2700,973.2,2.08,13.3,9,-8.5,0.238,10,0.2,1.95
,12:09:16,4,2700,974.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:17,4,2700,975.2,2.08,13.3,9,-8.5,0.232,10,0.2,1.95
,12:09:18,4,2700,976.2,2.07,13.3,9,-8.5,0.231,10,0.2,1.94
,12:09:19,4,2700,977.2,2.07,13.3,9,-8.5,0.23,10,0.2,1.93
,12:09:20,4,2700,978.2,2.07,13.3,9,-8.5,0.23,10,0.2,1.94
,12:09:21,4,2700,979.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:22,4,2700,980.2,2.09,13.3,9,-8.5,0.227,10,0.3,1.96
,12:09:23,4,2700,981.2,2.1,13.3,9,-8.5,0.227,10,0.3,1.97
,12:09:24,4,2700,982.2,2.1,13.3,9,-8.5,0.234,10,0.3,1.96
,12:09:25,4,2700,983.2,2.09,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:26,4,2700,984.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:27,4,2700,985.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:28,4,2700,986.2,2.09,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:29,4,2700,987.2,2.09,13.3,9,-8.5,0.233,10,0.3,1.96
,12:09:30,4,2700,988.2,2.09,13.3,9,-8.5,0.227,10,0.3,1.96
,12:09:31,4,2700,989.2,2.09,13.3,9,-8.5,0.227,10,0.3,1.96
,12:09:32,4,2700,990.2,2.09,13.3,9,-8.5,0.226,10,0.3,1.95
,12:09:33,4,2700,991.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.94
,12:09:34,4,2700,992.2,2.07,13.3,9,-8.5,0.23,10,0.3,1.94
,12:09:35,4,2700,993.2,2.06,13.3,9,-8.5,0.236,10,0.3,1.93
,12:09:36,4,2700,994.2,2.06,13.3,9,-8.5,0.23,10,0.3,1.93
,12:09:37,4,2700,995.2,2.07,13.3,9,-8.5,0.231,10,0.2,1.94
,12:09:38,4,2700,996.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:39,4,2700,997.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:40,4,2700,998.2,2.09,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:41,4,2700,999.2,2.08,13.3,9,-8.5,0.232,10,0.3,1.95
,12:09:42,4,2700,1000.2,2.08,13.3,9,-8.5,0.232,10,0.2,1.95
,12:09:43,4,2700,1001.2,2.08,13.3,9,-8.5,0.225,10,0.2,1.94
,12:09:44,4,2700,1002.2,2.08,13.3,9,-8.5,0.225,10,0.2,1.95
,12:09:45,4,2700,1003.2,2.08,13.3,9,-8.6,0.232,10,0.3,1.95
,12:09:46,4,2700,1004.2,2.08,13.3,9,-8.6,0.231,10,0.2,1.94
,12:09:47,4,2700,1005.2,2.07,13.3,9,-8.6,0.224,10,0.3,1.94
,12:09:48,4,2700,1006.2,2.07,13.3,9,-8.6,0.225,10,0.3,1.94
,12:09:49,4,2700,1007.2,2.07,13.3,9,-8.6,0.225,10,0.3,1.94
,12:09:50,4,2700,1008.2,2.07,13.3,9,-8.6,0.231,10,0.3,1.94
,12:09:51,4,2700,1009.2,2.06,13.3,9,-8.6,0.23,10,0.3,1.93
,12:09:52,4,2700,1010.2,2.05,13.3,9,-8.6,0.229,10,0.2,1.92
,12:09:53,4,2700,1011.2,2.05,13.3,9,-8.6,0.229,10,0.2,1.92
,12:09:54,4,2700,1012.2,2.05,13.3,9,-8.6,0.229,10,0.3,1.92
,12:09:55,4,2700,1013.2,2.05,13.3,9,-8.6,0.228,10,0.3,1.92
,12:09:56,4,2700,1014.2,2.05,13.3,9,-8.6,0.228,10,0.3,1.92
,12:09:57,4,2700,1015.2,2.05,13.3,9,-8.5,0.229,10,0.3,1.92
,12:09:58,4,2700,1016.2,2.06,13.3,9,-8.5,0.223,10,0.3,1.93
,12:09:59,4,2700,1017.2,2.07,13.3,9,-8.5,0.224,10,0.2,1.94
,12:10:00,4,2700,1018.2,2.07,13.3,9,-8.6,0.231,10,0.3,1.94
,12:10:01,4,2700,1019.2,2.07,13.3,9,-8.6,0.23,10,0.3,1.94
,12:10:02,4,2700,1020.2,2.06,13.3,9,-8.6,0.23,10,0.2,1.93
,12:10:03,4,2700,1021.2,2.06,13.3,9,-8.6,0.223,10,0.3,1.93
,12:10:04,4,2700,1022.2,2.06,13.3,9,-8.6,0.223,10,0.3,1.93
,12:10:05,4,2700,1023.2,2.05,13.3,9,-8.6,0.223,10,0.2,1.92
,12:10:06,4,2700,1024.2,2.05,13.3,9,-8.6,0.228,10,0.3,1.92
,12:10:07,4,2700,1025.2,2.04,13.3,9,-8.6,0.228,10,0.3,1.91
,12:10:08,4,2700,1026.2,2.03,13.3,9,-8.6,0.22,10,0.2,1.9
,12:10:09,4,2700,1027.2,2.03,13.3,9,-8.6,0.22,10,0.3,1.9
,12:10:10,4,2700,1028.2,2.02,13.3,9,-8.6,0.219,10,0.2,1.9
,12:10:11,4,2700,1029.2,2.02,13.3,9,-8.6,0.213,10,0.2,1.89
,12:10:12,4,2700,1030.2,2.02,13.3,9,-8.7,0.213,10,0.3,1.89
,12:10:13,4,2700,1031.2,2.01,13.3,9,-8.7,0.212,10,0.3,1.89
,12:10:14,4,2700,1032.2,2.02,13.3,9,-8.7,0.213,10,0.3,1.89
,12:10:15,4,2700,1033.2,2.01,13.3,9,-8.7,0.218,10,0.3,1.88
,12:10:16,4,2700,1034.2,2,13.3,9,-8.7,0.217,10,0.3,1.87
,12:10:17,4,2700,1035.2,1.99,13.3,9,-8.7,0.222,10,0.2,1.86
,12:10:18,4,2700,1036.2,1.98,13.3,9,-8.7,0.221,10,0.2,1.85
,12:10:19,4,2700,1037.2,1.98,13.3,9,-8.7,0.22,10,0.3,1.85
,12:10:20,4,2700,1038.2,1.97,13.3,9,-8.7,0.226,10,0.3,1.84
,12:10:21,4,2700,1039.2,1.97,13.3,9,-8.7,0.226,10,0.2,1.84
,12:10:22,4,2700,1040.2,1.97,13.3,9,-8.7,0.226,10,0.2,1.84
,12:10:23,4,2700,1041.2,1.98,13.3,9,-8.7,0.227,10,0.3,1.85
,12:10:24,4,2700,1042.2,1.98,13.3,9,-8.7,0.227,10,0.2,1.85
,12:10:25,4,2700,1043.2,1.98,13.3,9,-8.7,0.227,10,0.2,1.86
,12:10:26,4,2700,1044.2,1.99,13.3,9,-8.7,0.228,10,0.2,1.86
,12:10:27,4,2700,1045.2,1.99,13.3,9,-8.7,0.221,10,0.2,1.86
,12:10:28,4,2700,1046.2,1.99,13.3,9,-8.6,0.222,10,0.2,1.87
,12:10:29,4,2700,1047.2,2,13.3,9,-8.6,0.222,10,0.2,1.87
,12:10:30,4,2700,1048.2,2,13.3,9,-8.6,0.222,10,0.2,1.87
,12:10:31,4,2700,1049.2,1.99,13.3,9,-8.7,0.222,10,0.2,1.86
,12:10:32,4,2700,1050.2,1.99,13.3,9,-8.7,0.222,10,0.2,1.86
,12:10:33,4,2700,1051.2,1.99,13.3,9,-8.7,0.221,10,0.2,1.86
,12:10:34,4,2700,1052.2,1.98,13.3,9,-8.7,0.221,10,0.2,1.86
,12:10:35,4,2700,1053.2,1.98,13.3,9,-8.7,0.221,10,0.2,1.86
,12:10:36,4,2700,1054.2,1.98,13.3,9,-8.7,0.221,10,0.2,1.86
,12:10:37,4,2700,1055.2,1.98,13.3,9,-8.7,0.221,10,0.2,1.86
,12:10:38,4,2700,1056.2,1.98,13.3,9,-8.7,0.221,10,0.3,1.85
,12:10:39,4,2700,1057.2,1.98,13.3,9,-8.7,0.22,10,0.2,1.85
,12:10:40,4,2700,1058.2,1.97,13.3,9,-8.7,0.22,10,0.3,1.84
,12:10:41,4,2700,1059.2,1.96,13.3,9,-8.7,0.219,10,0.2,1.84
,12:10:42,4,2700,1060.2,1.96,13.3,9,-8.7,0.219,10,0.2,1.84
,12:10:43,4,2700,1061.2,1.96,13.3,9,-8.7,0.219,10,0.2,1.84
,12:10:44,4,2700,1062.2,1.96,13.3,9,-8.7,0.219,10,0.3,1.84
,12:10:45,4,2700,1063.2,1.97,13.3,9,-8.7,0.219,10,0.2,1.84
,12:10:46,4,2700,1064.2,1.98,13.3,9,-8.7,0.221,10,0.2,1.85
,12:10:47,4,2700,1065.2,1.99,13.3,9,-8.6,0.222,10,0.2,1.87
,12:10:48,4,2700,1066.2,2.01,13.3,9,-8.6,0.217,10,0.3,1.88
,12:10:49,4,2700,1067.2,2.01,13.3,9,-8.6,0.218,10,0.3,1.88
,12:10:50,4,2700,1068.2,2,13.3,9,-8.6,0.217,10,0.3,1.87
,12:10:51,4,2700,1069.2,1.99,13.3,9,-8.6,0.222,10,0.3,1.86
,12:10:52,4,2700,1070.2,1.98,13.3,9,-8.6,0.221,10,0.3,1.85
,12:10:53,4,2700,1071.2,1.98,13.3,9,-8.6,0.22,10,0.2,1.85
,12:10:54,4,2700,1072.2,1.98,13.3,9,-8.6,0.221,10,0.3,1.86
,12:10:55,4,2700,1073.2,1.99,13.3,9,-8.7,0.222,10,0.3,1.87
,12:10:56,4,2700,1074.2,2,13.3,9,-8.7,0.217,10,0.2,1.88
,12:10:57,4,2700,1075.2,2.01,13.3,9,-8.7,0.211,10,0.3,1.88
,12:10:58,4,2700,1076.2,2.01,13.3,9,-8.7,0.211,10,0.3,1.88
,12:10:59,4,2700,1077.2,2,13.3,9,-8.7,0.211,10,0.3,1.87
,12:11:00,4,2700,1078.2,2,13.3,9,-8.7,0.216,10,0.3,1.87
,12:11:01,4,2700,1079.2,1.99,13.3,9,-8.7,0.222,10,0.3,1.86
,12:11:02,4,2700,1080.2,1.99,13.3,9,-8.7,0.222,10,0.3,1.86
,12:11:03,4,2700,1081.2,1.99,13.3,9,-8.7,0.222,10,0.3,1.87
,12:11:04,4,2700,1082.2,1.99,13.3,9,-8.7,0.222,10,0.3,1.87
,12:11:05,4,2700,1083.2,2,13.3,9,-8.6,0.222,10,0.3,1.87
,12:11:06,4,2700,1084.2,2,13.3,9,-8.6,0.222,10,0.3,1.87
,12:11:07,4,2700,1085.2,1.99,13.3,9,-8.6,0.222,10,0.2,1.87
,12:11:08,4,2700,1086.2,1.99,13.3,9,-8.6,0.222,10,0.2,1.87
,12:11:09,4,2700,1087.2,2,13.3,9,-8.6,0.222,10,0.2,1.87
,12:11:10,4,2700,1088.2,2,13.3,9,-8.6,0.222,10,0.2,1.87
,12:11:11,4,2700,1089.2,1.99,13.3,9,-8.6,0.222,10,0.3,1.87
,12:11:12,4,2700,1090.2,1.99,13.3,9,-8.6,0.222,10,0.3,1.86
,12:11:13,4,2700,1091.2,1.99,13.3,9,-8.6,0.222,10,0.2,1.87
,12:11:14,4,2700,1092.2,2,13.3,9,-8.6,0.222,10,0.2,1.87
,12:11:15,4,2700,1093.2,2,13.3,9,-8.6,0.223,10,0.2,1.87
,12:11:16,4,2700,1094.2,2,13.3,9,-8.6,0.222,10,0.2,1.87
,12:11:17,4,2700,1095.2,2,13.3,9,-8.5,0.222,10,0.2,1.87
,12:11:18,4,2700,1096.2,2,13.3,9,-8.5,0.222,10,0.2,1.87
,12:11:19,4,2700,1097.2,2,13.3,9,-8.5,0.222,10,0.2,1.87
,12:11:20,4,2700,1098.2,2,13.3,9,-8.5,0.222,10,0.2,1.87
,12:11:21,4,2700,1099.2,2,13.3,9,-8.5,0.222,10,0.3,1.87
,12:11:22,4,2700,1100.2,1.99,13.3,9,-8.5,0.222,10,0.2,1.87
,12:11:23,4,2700,1101.2,1.99,13.3,9,-8.5,0.222,10,0.2,1.87
,12:11:24,4,2700,1102.2,1.99,13.3,9,-8.5,0.222,10,0.3,1.87
,12:11:25,4,2700,1103.2,2,13.3,9,-8.5,0.222,10,0.2,1.87
,12:11:26,4,2700,1104.2,2,13.3,9,-8.5,0.223,10,0.3,1.88
,12:11:27,4,2700,1105.2,2.01,13.3,9,-8.5,0.224,10,0.2,1.89
,12:11:28,4,2700,1106.2,2.02,13.3,9,-8.5,0.219,10,0.3,1.89
,12:11:29,4,2700,1107.2,2.02,13.3,9,-8.5,0.225,10,0.2,1.89
,12:11:30,4,2700,1108.2,2.01,13.3,9,-8.5,0.224,10,0.3,1.88
,12:11:31,4,2700,1109.2,2,13.3,9,-8.5,0.223,10,0.3,1.88
,12:11:32,4,2700,1110.2,2,13.3,9,-8.5,0.223,10,0.3,1.88
,12:11:33,4,2700,1111.2,2.01,13.3,9,-8.5,0.218,10,0.2,1.89
,12:11:34,4,2700,1112.2,2.01,13.3,9,-8.5,0.218,10,0.2,1.89
,12:11:35,4,2700,1113.2,2.01,13.3,9,-8.4,0.218,10,0.3,1.88
,12:11:36,4,2700,1114.2,1.99,13.3,9,-8.4,0.222,10,0.3,1.87
,12:11:37,4,2700,1115.2,1.99,13.3,9,-8.4,0.222,10,0.3,1.86
,12:11:38,4,2700,1116.2,1.98,13.3,9,-8.4,0.221,10,0.3,1.85
,12:11:39,4,2700,1117.2,1.98,13.3,9,-8.4,0.22,10,0.3,1.85
,12:11:40,4,2700,1118.2,1.97,13.3,9,-8.4,0.22,10,0.3,1.84
,12:11:41,4,2700,1119.2,1.96,13.3,9,-8.4,0.219,10,0.3,1.83
,12:11:42,4,2700,1120.2,1.96,13.3,9,-8.4,0.218,10,0.2,1.83
,12:11:43,4,2700,1121.2,1.96,13.3,9,-8.4,0.218,10,0.3,1.83
,12:11:44,4,2700,1122.2,1.96,13.3,9,-8.4,0.219,10,0.3,1.84
,12:11:45,4,2700,1123.2,1.98,13.3,9,-8.4,0.22,10,0.3,1.85
,12:11:46,4,2700,1124.2,1.99,13.3,9,-8.4,0.216,10,0.3,1.86
,12:11:47,4,2700,1125.2,2,13.3,9,-8.4,0.216,10,0.3,1.87
,12:11:48,4,2700,1126.2,2,13.3,9,-8.4,0.216,10,0.2,1.87
,12:11:49,4,2700,1127.2,1.99,13.3,9,-8.3,0.215,10,0.2,1.86
,12:11:50,4,2700,1128.2,1.98,13.3,9,-8.3,0.215,10,0.3,1.85
,12:11:51,4,2700,1129.2,1.98,13.3,9,-8.3,0.214,10,0.3,1.85
,12:11:52,4,2700,1130.2,1.98,13.3,9,-8.3,0.208,10,0.2,1.85
,12:11:53,4,2700,1131.2,1.98,13.3,9,-8.3,0.208,10,0.2,1.85
,12:11:54,4,2700,1132.2,1.98,13.3,9,-8.3,0.208,10,0.3,1.85
,12:11:55,4,2700,1133.2,1.97,13.3,9,-8.3,0.208,10,0.3,1.84
,12:11:56,4,2700,1134.2,1.96,13.3,9,-8.3,0.212,10,0.3,1.83
,12:11:57,4,2700,1135.2,1.95,13.3,9,-8.3,0.217,10,0.3,1.82
,12:11:58,4,2700,1136.2,1.94,13.3,9,-8.2,0.216,10,0.3,1.81
,12:11:59,4,2700,1137.2,1.93,13.3,9,-8.2,0.215,10,0.3,1.81
,12:12:00,4,2700,1138.2,1.93,13.3,9,-8.2,0.222,10,0.3,1.81
,12:12:01,4,2700,1139.2,1.93,13.3,9,-8.2,0.222,10,0.3,1.81
,12:12:02,4,2700,1140.2,1.94,13.3,9,-8.2,0.223,10,0.3,1.82
,12:12:03,4,2700,1141.2,1.95,13.3,9,-8.2,0.224,10,0.3,1.83
,12:12:04,4,2700,1142.2,1.95,13.3,9,-8.2,0.224,10,0.3,1.83
,12:12:05,4,2700,1143.2,1.96,13.3,9,-8.2,0.224,10,0.3,1.83
,12:12:06,4,2700,1144.2,1.97,13.3,9,-8.2,0.219,10,0.3,1.84
,12:12:07,4,2700,1145.2,1.98,13.3,9,-8.2,0.221,10,0.3,1.86
,12:12:08,4,2700,1146.2,1.99,13.3,9,-8.2,0.221,10,0.3,1.86
,12:12:09,4,2700,1147.2,1.98,13.3,9,-8.2,0.22,10,0.3,1.85
,12:12:10,4,2700,1148.2,1.97,13.3,9,-8.2,0.219,10,0.3,1.84
,12:12:11,4,2700,1149.2,1.96,13.3,9,-8.2,0.218,10,0.3,1.83
,12:12:12,4,2700,1150.2,1.95,13.3,9,-8.2,0.217,10,0.3,1.83
,12:12:13,4,2700,1151.2,1.95,13.3,9,-8.2,0.217,10,0.3,1.83
,12:12:14,4,2700,1152.2,1.95,13.3,9,-8.2,0.217,10,0.3,1.82
,12:12:15,4,2700,1153.2,1.95,13.3,9,-8.2,0.217,10,0.3,1.82
,12:12:16,4,2700,1154.2,1.95,13.3,9,-8.2,0.217,10,0.2,1.82
,12:12:17,4,2700,1155.2,1.95,13.3,9,-8.2,0.211,10,0.2,1.83
,12:12:18,4,2700,1156.2,1.95,13.3,9,-8.2,0.211,10,0.2,1.83
,12:12:19,4,2700,1157.2,1.95,13.3,9,-8.2,0.206,10,0.3,1.83
,12:12:20,4,2700,1158.2,1.95,13.3,9,-8.2,0.206,10,0.3,1.83
,12:12:21,4,2700,1159.2,1.95,13.3,9,-8.1,0.206,10,0.2,1.83
,12:12:22,4,2700,1160.2,1.96,13.3,9,-8.1,0.212,10,0.3,1.83
,12:12:23,4,2700,1161.2,1.96,13.3,9,-8.1,0.218,10,0.3,1.83
,12:12:24,4,2700,1162.2,1.96,13.3,9,-8.1,0.212,10,0.3,1.83
,12:12:25,4,2700,1163.2,1.96,13.3,9,-8.1,0.219,10,0.3,1.83
,12:12:26,4,2700,1164.2,1.96,13.3,9,-8.1,0.218,10,0.3,1.83
,12:12:27,4,2700,1165.2,1.96,13.3,9,-8.1,0.218,10,0.3,1.83
,12:12:28,4,2700,1166.2,1.96,13.3,9,-8.1,0.218,10,0.3,1.83
,12:12:29,4,2700,1167.2,1.96,13.3,9,-8.1,0.219,10,0.2,1.84
,12:12:30,4,2700,1168.2,1.96,13.3,9,-8.1,0.219,10,0.2,1.84
,12:12:31,4,2700,1169.2,1.97,13.3,9,-8,0.219,10,0.3,1.84
,12:12:32,4,2700,1170.2,1.96,13.3,9,-8,0.219,10,0.3,1.84
,12:12:33,4,2700,1171.2,1.97,13.3,9,-8,0.219,10,0.3,1.84
,12:12:34,4,2700,1172.2,1.96,13.3,9,-8,0.213,10,0.3,1.84
,12:12:35,4,2700,1173.2,1.96,13.3,9,-8,0.213,10,0.3,1.84
,12:12:36,4,2700,1174.2,1.97,13.3,9,-8,0.207,10,0.3,1.84
,12:12:37,4,2700,1175.2,1.97,13.3,9,-7.9,0.208,10,0.2,1.84
,12:12:38,4,2700,1176.2,1.96,13.3,9,-7.9,0.213,10,0.3,1.84
,12:12:39,4,2700,1177.2,1.95,13.3,9,-7.9,0.217,10,0.3,1.82
,12:12:40,4,2700,1178.2,1.94,13.3,9,-7.9,0.222,10,0.2,1.81
,12:12:41,4,2700,1179.2,1.93,13.3,9,-7.9,0.222,10,0.2,1.81
,12:12:42,4,2700,1180.2,1.94,13.3,9,-7.9,0.222,10,0.3,1.81
,12:12:43,4,2700,1181.2,1.94,13.3,9,-7.9,0.223,10,0.3,1.82
,12:12:44,4,2700,1182.2,1.94,13.3,9,-7.9,0.223,10,0.3,1.82
,12:12:45,4,2700,1183.2,1.95,13.3,9,-7.9,0.223,10,0.3,1.83
,12:12:46,4,2700,1184.2,1.95,13.3,9,-7.8,0.218,10,0.2,1.83
,12:12:47,4,2700,1185.2,1.96,13.3,9,-7.8,0.219,10,0.2,1.84
,12:12:48,4,2700,1186.2,1.97,13.3,9,-7.8,0.22,10,0.2,1.85
,12:12:49,4,2700,1187.2,1.97,13.3,9,-7.8,0.22,10,0.3,1.84
,12:12:50,4,2700,1188.2,1.96,13.3,9,-7.8,0.218,10,0.3,1.83
,12:12:51,4,2700,1189.2,1.95,13.3,9,-7.8,0.218,10,0.3,1.83
,12:12:52,4,2700,1190.2,1.95,13.3,9,-7.8,0.217,10,0.3,1.83
,12:12:53,4,2700,1191.2,1.95,13.3,9,-7.8,0.211,10,0.3,1.83
,12:12:54,4,2700,1192.2,1.95,13.3,9,-7.7,0.212,10,0.2,1.83
,12:12:55,4,2700,1193.2,1.96,13.3,9,-7.7,0.206,10,0.2,1.83
,12:12:56,4,2700,1194.2,1.96,13.3,9,-7.7,0.207,10,0.3,1.83
,12:12:57,4,2700,1195.2,1.96,13.3,9,-7.7,0.213,10,0.3,1.84
,12:12:58,4,2700,1196.2,1.96,13.3,9,-7.7,0.219,10,0.3,1.84
,12:12:59,4,2700,1197.2,1.96,13.3,9,-7.7,0.219,10,0.2,1.84
,12:13:00,4,2700,1198.2,1.96,13.3,9,-7.7,0.219,10,0.3,1.84
,12:13:01,4,2700,1199.2,1.96,13.3,9,-7.7,0.218,10,0.3,1.83
,12:13:02,4,2700,1200.2,1.96,13.3,9,-7.7,0.218,10,0.3,1.83
,12:13:03,4,2700,1201.2,1.95,13.3,9,-7.7,0.218,10,0.3,1.83
,12:13:04,4,2700,1202.2,1.95,13.3,9,-7.7,0.217,10,0.3,1.83
,12:13:05,4,2700,1203.2,1.95,13.3,9,-7.6,0.212,10,0.3,1.83
,12:13:06,4,2700,1204.2,1.96,13.3,9,-7.6,0.212,10,0.3,1.83
,12:13:07,4,2700,1205.2,1.96,13.3,9,-7.6,0.212,10,0.2,1.84
,12:13:08,4,2700,1206.2,1.96,13.3,9,-7.6,0.218,10,0.3,1.83
,12:13:09,4,2700,1207.2,1.96,13.3,9,-7.6,0.218,10,0.3,1.83
,12:13:10,4,2700,1208.2,1.96,13.3,9,-7.5,0.218,10,0.3,1.83
,12:13:11,4,2700,1209.2,1.96,13.3,9,-7.5,0.218,10,0.2,1.83
,12:13:12,4,2700,1210.2,1.96,13.3,9,-7.5,0.218,10,0.2,1.83
,12:13:13,4,2700,1211.2,1.96,13.3,9,-7.5,0.218,10,0.3,1.83
,12:13:14,4,2700,1212.2,1.96,13.3,9,-7.5,0.225,10,0.3,1.83
,12:13:15,4,2700,1213.2,1.96,13.3,9,-7.5,0.213,10,0.3,1.84
,12:13:16,4,2700,1214.2,1.98,13.3,9,-7.4,0.208,10,0.3,1.85
,12:13:17,4,2700,1215.2,1.98,13.3,9,-7.4,0.215,10,0.3,1.86
,12:13:18,4,2700,1216.2,1.98,13.3,9,-7.4,0.221,10,0.3,1.85
,12:13:19,4,2700,1217.2,1.98,13.3,9,-7.4,0.22,10,0.2,1.85
,12:13:20,4,2700,1218.2,1.97,13.3,9,-7.4,0.22,10,0.3,1.85
,12:13:21,4,2700,1219.2,1.97,13.3,9,-7.4,0.22,10,0.2,1.84
,12:13:22,4,2700,1220.2,1.97,13.3,9,-7.4,0.219,10,0.2,1.84
,12:13:23,4,2700,1221.2,1.97,13.3,9,-7.4,0.219,10,0.3,1.84
,12:13:24,4,2700,1222.2,1.96,13.3,9,-7.3,0.219,10,0.3,1.84
,12:13:25,4,2700,1223.2,1.96,13.3,9,-7.3,0.213,10,0.3,1.84
,12:13:26,4,2700,1224.2,1.96,13.3,9,-7.3,0.212,10,0.3,1.83
,12:13:27,4,2700,1225.2,1.95,13.3,9,-7.3,0.206,10,0.3,1.83
,12:13:28,4,2700,1226.2,1.95,13.3,9,-7.3,0.211,10,0.2,1.83
,12:13:29,4,2700,1227.2,1.94,13.3,9,-7.3,0.216,10,0.3,1.82
,12:13:30,4,2700,1228.2,1.92,13.3,9,-7.2,0.221,10,0.3,1.8
,12:13:31,4,2700,1229.2,1.91,13.3,9,-7.2,0.219,10,0.2,1.79
,12:13:32,4,2700,1230.2,1.91,13.3,9,-7.2,0.219,10,0.2,1.79
,12:13:33,4,2700,1231.2,1.92,13.3,9,-7.2,0.221,10,0.2,1.8
,12:13:34,4,2700,1232.2,1.94,13.3,9,-7.2,0.222,10,0.3,1.82
,12:13:35,4,2700,1233.2,1.95,13.3,9,-7.2,0.217,10,0.3,1.82
,12:13:36,4,2700,1234.2,1.95,13.3,9,-7.2,0.211,10,0.3,1.83
,12:13:37,4,2700,1235.2,1.95,13.3,9,-7.2,0.206,10,0.2,1.83
,12:13:38,4,2700,1236.2,1.96,13.3,9,-7.2,0.212,10,0.3,1.83
,12:13:39,4,2700,1237.2,1.95,13.3,9,-7.2,0.218,10,0.3,1.83
,12:13:40,4,2700,1238.2,1.95,13.3,9,-7.1,0.218,10,0.3,1.83
,12:13:41,4,2700,1239.2,1.95,13.3,9,-7.2,0.218,10,0.2,1.83
,12:13:42,4,2700,1240.2,1.95,13.3,9,-7.1,0.218,10,0.2,1.83
,12:13:43,4,2700,1241.2,1.95,13.3,9,-7.1,0.218,10,0.3,1.83
,12:13:44,4,2700,1242.2,1.95,13.3,9,-7.1,0.218,10,0.3,1.83
,12:13:45,4,2700,1243.2,1.95,13.3,9,-7.1,0.212,10,0.3,1.83
,12:13:46,4,2700,1244.2,1.95,13.3,9,-7.1,0.211,10,0.3,1.83
,12:13:47,4,2700,1245.2,1.95,13.3,9,-7.1,0.211,10,0.3,1.83
,12:13:48,4,2700,1246.2,1.95,13.3,9,-7,0.211,10,0.3,1.82
,12:13:49,4,2700,1247.2,1.94,13.3,9,-7,0.216,10,0.3,1.82
,12:13:50,4,2700,1248.2,1.94,13.3,9,-7,0.216,10,0.2,1.81
,12:13:51,4,2700,1249.2,1.93,13.3,9,-7,0.222,10,0.2,1.81
,12:13:52,4,2700,1250.2,1.93,13.3,9,-7,0.222,10,0.2,1.81
,12:13:53,4,2700,1251.2,1.93,13.3,9,-7,0.222,10,0.3,1.81
,12:13:54,4,2700,1252.2,1.93,13.3,9,-7,0.215,10,0.2,1.81
,12:13:55,4,2700,1253.2,1.93,13.3,9,-6.9,0.209,10,0.3,1.81
,12:13:56,4,2700,1254.2,1.94,13.3,9,-6.9,0.21,10,0.3,1.81
,12:13:57,4,2700,1255.2,1.94,13.3,9,-6.9,0.21,10,0.3,1.82
,12:13:58,4,2700,1256.2,1.94,13.3,9,-6.9,0.216,10,0.3,1.81
,12:13:59,4,2700,1257.2,1.93,13.3,9,-6.9,0.215,10,0.3,1.81
,12:14:00,4,2700,1258.2,1.93,13.3,9,-6.9,0.215,10,0.3,1.81
,12:14:01,4,2700,1259.2,1.93,13.3,9,-6.9,0.222,10,0.2,1.81
,12:14:02,4,2700,1260.2,1.94,13.3,9,-6.9,0.216,10,0.2,1.82
,12:14:03,4,2700,1261.2,1.94,13.3,9,-6.9,0.216,10,0.2,1.82
,12:14:04,4,2700,1262.2,1.94,13.3,9,-6.8,0.216,10,0.2,1.82
,12:14:05,4,2700,1263.2,1.94,13.3,9,-6.8,0.21,10,0.3,1.82
,12:14:06,4,2700,1264.2,1.94,13.3,9,-6.8,0.211,10,0.3,1.82
,12:14:07,4,2700,1265.2,1.95,13.3,9,-6.8,0.211,10,0.2,1.82
,12:14:08,4,2700,1266.2,1.95,13.3,9,-6.8,0.217,10,0.3,1.83
,12:14:09,4,2700,1267.2,1.95,13.3,9,-6.8,0.217,10,0.3,1.83
,12:14:10,4,2700,1268.2,1.95,13.3,9,-6.7,0.217,10,0.2,1.83
,12:14:11,4,2700,1269.2,1.95,13.3,9,-6.7,0.217,10,0.2,1.83
,12:14:12,4,2700,1270.2,1.95,13.3,9,-6.7,0.218,10,0.3,1.83
,12:14:13,4,2700,1271.2,1.96,13.3,9,-6.7,0.218,10,0.3,1.83
