Data file,,DURATRON_HEF_T39_D2.TSV,,,,,,,,,,
,12:39:14,5,3590,835.5,1.11,13.3,7,21,0.155,10,49.9,1.07
,12:39:15,5,3590,836.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:39:16,5,3590,837.5,1.07,13.3,7,21,0.149,10,49.9,1.04
,12:39:17,5,3590,838.5,1.07,13.3,7,21,0.154,10,49.9,1.03
,12:39:18,5,3590,839.5,1.07,13.3,7,21,0.155,10,49.9,1.04
,12:39:19,5,3590,840.5,1.09,13.3,7,21,0.151,10,49.9,1.05
,12:39:20,5,3590,841.5,1.09,13.3,7,21,0.152,10,49.9,1.05
,12:39:21,5,3590,842.5,1.1,13.3,7,21,0.158,10,49.9,1.06
,12:39:22,5,3590,843.5,1.1,13.3,7,21,0.165,10,49.9,1.06
,12:39:23,5,3590,844.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:39:24,5,3590,845.5,1.1,13.3,7,21,0.158,10,49.9,1.06
,12:39:25,5,3590,846.5,1.08,13.3,7,21,0.155,10,49.9,1.04
,12:39:26,5,3590,847.5,1.07,13.3,7,21,0.154,10,49.9,1.03
,12:39:27,5,3590,848.5,1.06,13.3,7,21,0.152,10,49.9,1.02
,12:39:28,5,3590,849.5,1.06,13.3,7,21,0.147,10,49.9,1.02
,12:39:29,5,3590,850.5,1.07,13.3,7,22,0.149,10,49.9,1.04
,12:39:30,5,3590,851.5,1.09,13.3,7,22,0.151,10,49.9,1.05
,12:39:31,5,3590,852.5,1.1,13.3,7,22,0.159,10,49.9,1.06
,12:39:32,5,3590,853.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:39:33,5,3590,854.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:39:34,5,3590,855.5,1.09,13.3,7,21,0.152,10,49.9,1.05
,12:39:35,5,3590,856.5,1.09,13.3,7,21,0.158,10,49.9,1.06
,12:39:36,5,3590,857.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:39:37,5,3590,858.5,1.1,13.3,7,21,0.154,10,49.9,1.06
,12:39:38,5,3590,859.5,1.11,13.3,7,21,0.154,10,49.9,1.07
,12:39:39,5,3590,860.5,1.11,13.3,7,21,0.16,10,49.9,1.06
,12:39:40,5,3590,861.5,1.11,13.3,7,21,0.154,10,49.9,1.07
,12:39:41,5,3590,862.5,1.13,13.3,7,21,0.163,10,49.9,1.09
,12:39:42,5,3590,863.5,1.14,13.3,7,21,0.17,10,49.9,1.1
,12:39:43,5,3590,864.5,1.13,13.3,7,21,0.157,10,49.9,1.09
,12:39:44,5,3590,865.5,1.11,13.3,7,21,0.155,10,49.9,1.07
,12:39:45,5,3590,866.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:39:46,5,3590,867.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:39:47,5,3590,868.5,1.09,13.3,7,21,0.152,10,49.9,1.05
,12:39:48,5,3590,869.5,1.08,13.3,7,21,0.15,10,49.9,1.04
,12:39:49,5,3590,870.5,1.06,13.3,7,21,0.153,10,49.9,1.02
,12:39:50,5,3590,871.5,1.07,13.3,7,22,0.154,10,49.9,1.03
,12:39:51,5,3590,872.5,1.09,13.3,7,21,0.152,10,49.9,1.06
,12:39:52,5,3590,873.5,1.11,13.3,7,22,0.154,10,49.9,1.07
,12:39:53,5,3590,874.5,1.1,13.3,7,22,0.159,10,49.9,1.06
,12:39:54,5,3590,875.5,1.09,13.3,7,21,0.152,10,49.9,1.05
,12:39:55,5,3590,876.5,1.08,13.3,7,21,0.15,10,49.9,1.04
,12:39:56,5,3590,877.5,1.09,13.3,7,21,0.151,10,49.9,1.05
,12:39:57,5,3590,878.5,1.1,13.3,7,21,0.159,10,49.9,1.07
,12:39:58,5,3590,879.5,1.12,13.3,7,21,0.156,10,49.9,1.08
,12:39:59,5,3590,880.5,1.12,13.3,7,21,0.156,10,49.9,1.08
,12:40:00,5,3590,881.5,1.11,13.3,7,21,0.16,10,49.9,1.07
,12:40:01,5,3590,882.5,1.11,13.3,7,21,0.16,10,49.9,1.07
,12:40:02,5,3590,883.5,1.11,13.3,7,21,0.16,10,49.9,1.06
,12:40:03,5,3590,884.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:40:04,5,3590,885.5,1.1,13.3,7,21,0.154,10,49.9,1.06
,12:40:05,5,3590,886.5,1.11,13.3,7,21,0.155,10,49.9,1.07
,12:40:06,5,3590,887.5,1.12,13.3,7,21,0.156,10,49.9,1.08
,12:40:07,5,3590,888.5,1.12,13.3,7,21,0.156,10,49.9,1.08
,12:40:08,5,3590,889.5,1.12,13.3,7,21,0.161,10,49.9,1.08
,12:40:09,5,3590,890.5,1.12,13.3,7,21,0.155,10,49.9,1.08
,12:40:10,5,3590,891.5,1.11,13.3,7,21,0.154,10,49.9,1.07
,12:40:11,5,3590,892.5,1.11,13.3,7,21,0.16,10,49.9,1.07
,12:40:12,5,3590,893.5,1.11,13.3,7,21,0.161,10,49.9,1.08
,12:40:13,5,3590,894.5,1.12,13.3,7,21,0.156,10,49.9,1.08
,12:40:14,5,3590,895.5,1.12,13.3,7,21,0.155,10,49.9,1.08
,12:40:15,5,3590,896.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:40:16,5,3590,897.5,1.09,13.3,7,21,0.158,10,49.9,1.05
,12:40:17,5,3590,898.5,1.1,13.3,7,21,0.158,10,49.9,1.06
,12:40:18,5,3590,899.5,1.11,13.3,7,21,0.16,10,49.9,1.07
,12:40:19,5,3590,900.5,1.12,13.3,7,21,0.168,10,49.9,1.08
,12:40:20,5,3590,901.5,1.14,13.3,7,21,0.164,10,49.9,1.1
,12:40:21,5,3590,902.5,1.14,13.3,7,21,0.158,10,49.9,1.1
,12:40:22,5,3590,903.5,1.12,13.3,7,21,0.156,10,49.9,1.08
,12:40:23,5,3590,904.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:40:24,5,3590,905.5,1.09,13.3,7,21,0.147,10,49.9,1.06
,12:40:25,5,3590,906.5,1.12,13.3,7,21,0.155,10,49.9,1.08
,12:40:26,5,3590,907.5,1.14,13.3,7,21,0.165,10,49.9,1.1
,12:40:27,5,3590,908.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,12:40:28,5,3590,909.5,1.14,13.3,7,21,0.158,10,49.9,1.1
,12:40:29,5,3590,910.5,1.12,13.3,7,21,0.162,10,49.9,1.08
,12:40:30,5,3590,911.5,1.11,13.3,7,21,0.161,10,49.9,1.07
,12:40:31,5,3590,912.5,1.11,13.3,7,22,0.161,10,49.9,1.07
,12:40:32,5,3590,913.5,1.13,13.3,7,21,0.151,10,49.9,1.09
,12:40:33,5,3590,914.5,1.13,13.3,8,21,0.147,10,49.9,1.09
,12:40:34,5,3590,915.5,1.13,13.3,7,21,0.152,10,49.9,1.09
,12:40:35,5,3590,916.5,1.11,13.3,7,21,0.161,10,49.9,1.07
,12:40:36,5,3590,917.5,1.11,13.3,7,21,0.16,10,49.9,1.07
,12:40:37,5,3590,918.5,1.1,13.3,7,21,0.154,10,49.9,1.06
,12:40:38,5,3590,919.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:40:39,5,3590,920.5,1.09,13.3,7,21,0.151,10,49.9,1.05
,12:40:40,5,3590,921.5,1.08,13.3,7,21,0.145,10,49.9,1.04
,12:40:41,5,3590,922.5,1.09,13.3,7,21,0.146,10,49.9,1.05
,12:40:42,5,3590,923.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:40:43,5,3590,924.5,1.12,13.3,7,21,0.161,10,49.9,1.08
,12:40:44,5,3590,925.5,1.12,13.3,7,21,0.162,10,49.9,1.08
,12:40:45,5,3590,926.5,1.12,13.3,7,21,0.162,10,49.9,1.08
,12:40:46,5,3590,927.5,1.1,13.3,7,21,0.158,10,49.9,1.06
,12:40:47,5,3590,928.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:40:48,5,3590,929.5,1.11,13.3,7,21,0.15,10,49.9,1.08
,12:40:49,5,3590,930.5,1.14,13.3,7,21,0.159,10,49.9,1.1
,12:40:50,5,3590,931.5,1.12,13.3,7,21,0.162,10,49.9,1.08
,12:40:51,5,3590,932.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:40:52,5,3590,933.5,1.08,13.3,7,21,0.156,10,49.9,1.04
,12:40:53,5,3590,934.5,1.08,13.3,7,21,0.156,10,49.9,1.04
,12:40:54,5,3590,935.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:40:55,5,3590,936.5,1.14,13.3,7,21,0.159,10,49.9,1.1
,12:40:56,5,3590,937.5,1.18,13.3,7,21,0.159,10,49.9,1.14
,12:40:57,5,3590,938.5,1.21,13.3,7,21,0.163,10,49.9,1.17
,12:40:58,5,3590,939.5,1.23,13.3,7,21,0.172,10,49.9,1.19
,12:40:59,5,3590,940.5,1.24,13.3,7,21,0.173,10,49.9,1.2
,12:41:00,5,3590,941.5,1.25,13.3,7,21,0.181,10,49.9,1.21
,12:41:01,5,3590,942.5,1.25,13.3,7,21,0.181,10,49.9,1.21
,12:41:02,5,3590,943.5,1.26,13.3,7,21,0.182,10,49.9,1.21
,12:41:03,5,3590,944.5,1.27,13.3,7,21,0.183,10,49.9,1.23
,12:41:04,5,3590,945.5,1.27,13.3,7,21,0.176,10,49.9,1.22
,12:41:05,5,3590,946.5,1.26,13.3,7,21,0.175,10,49.9,1.21
,12:41:06,5,3590,947.5,1.24,13.3,7,21,0.172,10,49.9,1.19
,12:41:07,5,3590,948.5,1.23,13.3,7,21,0.171,10,49.9,1.19
,12:41:08,5,3590,949.5,1.23,13.3,7,21,0.178,10,49.9,1.19
,12:41:09,5,3590,950.5,1.24,13.3,7,21,0.173,10,49.9,1.2
,12:41:10,5,3590,951.5,1.25,13.3,7,21,0.181,10,49.9,1.21
,12:41:11,5,3590,952.5,1.27,13.3,7,21,0.184,10,49.9,1.23
,12:41:12,5,3590,953.5,1.28,13.3,7,21,0.185,10,49.9,1.24
,12:41:13,5,3590,954.5,1.28,13.3,7,21,0.184,10,49.9,1.23
,12:41:14,5,3590,955.5,1.26,13.3,7,21,0.182,10,49.9,1.21
,12:41:15,5,3590,956.5,1.25,13.3,7,21,0.18,10,49.9,1.2
,12:41:16,5,3590,957.5,1.25,13.3,7,21,0.181,10,49.9,1.21
,12:41:17,5,3590,958.5,1.26,13.3,7,21,0.176,10,49.9,1.22
,12:41:18,5,3590,959.5,1.27,13.3,7,21,0.17,10,49.9,1.22
,12:41:19,5,3590,960.5,1.26,13.3,8,21,0.163,10,49.9,1.21
,12:41:20,5,3590,961.5,1.23,13.3,8,21,0.16,10,49.9,1.19
,12:41:21,5,3590,962.5,1.24,13.3,8,21,0.161,10,49.9,1.19
,12:41:22,5,3590,963.5,1.23,13.3,7,21,0.166,10,49.9,1.19
,12:41:23,5,3590,964.5,1.22,13.3,7,21,0.17,10,49.9,1.18
,12:41:24,5,3590,965.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:41:25,5,3590,966.5,1.18,13.3,7,21,0.17,10,49.9,1.14
,12:41:26,5,3590,967.5,1.18,13.3,7,21,0.171,10,49.9,1.14
,12:41:27,5,3590,968.5,1.21,13.3,7,21,0.174,10,49.9,1.17
,12:41:28,5,3590,969.5,1.22,13.3,7,21,0.177,10,49.9,1.18
,12:41:29,5,3590,970.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:41:30,5,3590,971.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:41:31,5,3590,972.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:41:32,5,3590,973.5,1.23,13.3,7,21,0.171,10,49.9,1.19
,12:41:33,5,3590,974.5,1.23,13.3,7,21,0.177,10,49.9,1.18
,12:41:34,5,3590,975.5,1.22,13.3,7,21,0.176,10,49.9,1.17
,12:41:35,5,3590,976.5,1.21,13.3,7,21,0.174,10,49.9,1.16
,12:41:36,5,3590,977.5,1.2,13.3,7,21,0.173,10,49.9,1.15
,12:41:37,5,3590,978.5,1.19,13.3,7,21,0.166,10,49.9,1.15
,12:41:38,5,3590,979.5,1.2,13.3,7,21,0.167,10,49.9,1.16
,12:41:39,5,3590,980.5,1.21,13.3,7,21,0.168,10,49.9,1.17
,12:41:40,5,3590,981.5,1.23,13.3,7,21,0.171,10,49.9,1.18
,12:41:41,5,3590,982.5,1.23,13.3,7,21,0.171,10,49.9,1.18
,12:41:42,5,3590,983.5,1.23,13.3,7,21,0.178,10,49.9,1.19
,12:41:43,5,3590,984.5,1.23,13.3,7,21,0.177,10,49.9,1.19
,12:41:44,5,3590,985.5,1.22,13.3,7,21,0.177,10,49.9,1.18
,12:41:45,5,3590,986.5,1.21,13.3,7,21,0.174,10,49.9,1.17
,12:41:46,5,3590,987.5,1.21,13.3,7,21,0.175,10,49.9,1.17
,12:41:47,5,3590,988.5,1.22,13.3,7,21,0.177,10,49.9,1.18
,12:41:48,5,3590,989.5,1.25,13.3,7,21,0.18,10,49.9,1.2
,12:41:49,5,3590,990.5,1.25,13.3,7,21,0.173,10,49.9,1.2
,12:41:50,5,3590,991.5,1.23,13.3,7,21,0.172,10,49.9,1.19
,12:41:51,5,3590,992.5,1.22,13.3,7,21,0.17,10,49.9,1.18
,12:41:52,5,3590,993.5,1.24,13.3,7,21,0.173,10,49.9,1.2
,12:41:53,5,3590,994.5,1.27,13.3,7,21,0.177,10,49.9,1.23
,12:41:54,5,3590,995.5,1.29,13.3,7,21,0.187,10,49.9,1.25
,12:41:55,5,3590,996.5,1.29,13.3,7,21,0.187,10,49.9,1.25
,12:41:56,5,3590,997.5,1.3,13.3,7,21,0.188,10,49.9,1.26
,12:41:57,5,3590,998.5,1.31,13.3,7,21,0.183,10,49.9,1.27
,12:41:58,5,3590,999.5,1.31,13.3,7,21,0.183,10,49.9,1.26
,12:41:59,5,3590,1000.5,1.28,13.3,7,21,0.185,10,49.9,1.24
,12:42:00,5,3590,1001.5,1.26,13.3,7,21,0.182,10,49.9,1.22
,12:42:01,5,3590,1002.5,1.28,13.3,7,21,0.178,10,49.9,1.23
,12:42:02,5,3590,1003.5,1.31,13.3,7,21,0.183,10,49.9,1.27
,12:42:03,5,3590,1004.5,1.33,13.3,7,21,0.185,10,49.9,1.28
,12:42:04,5,3590,1005.5,1.32,13.3,7,21,0.184,10,49.9,1.28
,12:42:05,5,3590,1006.5,1.32,13.3,7,21,0.184,10,49.9,1.27
,12:42:06,5,3590,1007.5,1.3,13.3,7,21,0.182,10,49.9,1.26
,12:42:07,5,3590,1008.5,1.3,13.3,7,21,0.175,10,49.9,1.26
,12:42:08,5,3590,1009.5,1.29,13.3,8,21,0.168,10,49.9,1.25
,12:42:09,5,3590,1010.5,1.29,13.3,8,21,0.168,10,49.9,1.25
,12:42:10,5,3590,1011.5,1.28,13.3,8,21,0.166,10,49.9,1.23
,12:42:11,5,3590,1012.5,1.25,13.3,7,21,0.168,10,49.9,1.2
,12:42:12,5,3590,1013.5,1.2,13.3,7,21,0.162,10,49.9,1.16
,12:42:13,5,3590,1014.5,1.17,13.3,7,21,0.162,10,49.9,1.12
,12:42:14,5,3590,1015.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,12:42:15,5,3590,1016.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,12:42:16,5,3590,1017.5,1.17,13.3,7,21,0.168,10,49.9,1.13
,12:42:17,5,3590,1018.5,1.18,13.3,7,21,0.17,10,49.9,1.14
,12:42:18,5,3590,1019.5,1.18,13.3,7,21,0.17,10,49.9,1.14
,12:42:19,5,3590,1020.5,1.17,13.3,7,21,0.169,10,49.9,1.13
,12:42:20,5,3590,1021.5,1.16,13.3,7,21,0.168,10,49.9,1.12
,12:42:21,5,3590,1022.5,1.17,13.3,7,21,0.168,10,49.9,1.13
,12:42:22,5,3590,1023.5,1.16,13.3,7,21,0.162,10,49.9,1.13
,12:42:23,5,3590,1024.5,1.17,13.3,7,21,0.158,10,49.9,1.13
,12:42:24,5,3590,1025.5,1.17,13.3,7,21,0.157,10,49.9,1.13
,12:42:25,5,3590,1026.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,12:42:26,5,3590,1027.5,1.13,13.3,7,21,0.163,10,49.9,1.08
,12:42:27,5,3590,1028.5,1.11,13.3,7,21,0.166,10,49.9,1.07
,12:42:28,5,3590,1029.5,1.12,13.3,7,21,0.168,10,49.9,1.09
,12:42:29,5,3590,1030.5,1.15,13.3,7,22,0.166,10,49.9,1.11
,12:42:30,5,3590,1031.5,1.17,13.3,7,22,0.169,10,49.9,1.13
,12:42:31,5,3590,1032.5,1.17,13.3,7,22,0.175,10,49.9,1.13
,12:42:32,5,3590,1033.5,1.15,13.3,7,22,0.173,10,49.9,1.11
,12:42:33,5,3590,1034.5,1.15,13.3,7,22,0.166,10,49.9,1.11
,12:42:34,5,3590,1035.5,1.15,13.3,7,22,0.166,10,49.9,1.11
,12:42:35,5,3590,1036.5,1.15,13.3,7,22,0.165,10,49.9,1.11
,12:42:36,5,3590,1037.5,1.13,13.3,7,22,0.163,10,49.9,1.09
,12:42:37,5,3590,1038.5,1.12,13.3,7,22,0.161,10,49.9,1.08
,12:42:38,5,3590,1039.5,1.11,13.3,7,22,0.155,10,49.9,1.07
,12:42:39,5,3590,1040.5,1.13,13.3,7,22,0.157,10,49.9,1.09
,12:42:40,5,3590,1041.5,1.14,13.3,7,22,0.158,10,49.9,1.1
,12:42:41,5,3590,1042.5,1.15,13.3,7,21,0.16,10,49.9,1.12
,12:42:42,5,3590,1043.5,1.17,13.3,7,21,0.168,10,49.9,1.13
,12:42:43,5,3590,1044.5,1.18,13.3,7,21,0.17,10,49.9,1.13
,12:42:44,5,3590,1045.5,1.17,13.3,7,21,0.169,10,49.9,1.13
,12:42:45,5,3590,1046.5,1.17,13.3,7,21,0.168,10,49.9,1.13
,12:42:46,5,3590,1047.5,1.17,13.3,7,22,0.168,10,49.9,1.13
,12:42:47,5,3590,1048.5,1.18,13.3,7,22,0.165,10,49.9,1.14
,12:42:48,5,3590,1049.5,1.19,13.3,7,22,0.165,10,49.9,1.14
,12:42:49,5,3590,1050.5,1.18,13.3,7,22,0.164,10,49.9,1.14
,12:42:50,5,3590,1051.5,1.16,13.3,7,22,0.167,10,49.9,1.11
,12:42:51,5,3590,1052.5,1.13,13.3,7,22,0.163,10,49.9,1.09
,12:42:52,5,3590,1053.5,1.14,13.3,7,22,0.164,10,49.9,1.1
,12:42:53,5,3590,1054.5,1.16,13.3,7,22,0.161,10,49.9,1.12
,12:42:54,5,3590,1055.5,1.18,13.3,7,22,0.165,10,49.9,1.14
,12:42:55,5,3590,1056.5,1.18,13.3,7,22,0.159,10,49.9,1.14
,12:42:56,5,3590,1057.5,1.18,13.3,7,22,0.158,10,49.9,1.14
,12:42:57,5,3590,1058.5,1.18,13.3,7,22,0.158,10,49.9,1.14
,12:42:58,5,3590,1059.5,1.17,13.3,7,22,0.158,10,49.9,1.13
,12:42:59,5,3590,1060.5,1.14,13.3,7,21,0.154,10,49.9,1.1
,12:43:00,5,3590,1061.5,1.11,13.3,7,21,0.155,10,49.9,1.07
,12:43:01,5,3590,1062.5,1.09,13.3,7,21,0.146,10,49.9,1.05
,12:43:02,5,3590,1063.5,1.09,13.3,7,21,0.146,10,49.9,1.05
,12:43:03,5,3590,1064.5,1.09,13.3,7,21,0.158,10,49.9,1.06
,12:43:04,5,3590,1065.5,1.11,13.3,7,21,0.167,10,49.9,1.08
,12:43:05,5,3590,1066.5,1.14,13.3,7,21,0.171,10,49.9,1.1
,12:43:06,5,3590,1067.5,1.16,13.3,7,21,0.168,10,49.9,1.13
,12:43:07,5,3590,1068.5,1.18,13.3,7,21,0.17,10,49.9,1.13
,12:43:08,5,3590,1069.5,1.18,13.3,7,21,0.17,10,49.9,1.14
,12:43:09,5,3590,1070.5,1.17,13.3,7,21,0.168,10,49.9,1.12
,12:43:10,5,3590,1071.5,1.15,13.3,7,21,0.165,10,49.9,1.1
,12:43:11,5,3590,1072.5,1.13,13.3,7,21,0.164,10,49.9,1.09
,12:43:12,5,3590,1073.5,1.14,13.3,7,21,0.159,10,49.9,1.1
,12:43:13,5,3590,1074.5,1.16,13.3,7,21,0.161,10,49.9,1.12
,12:43:14,5,3590,1075.5,1.17,13.3,7,21,0.163,10,49.9,1.13
,12:43:15,5,3590,1076.5,1.17,13.3,7,22,0.169,10,49.9,1.13
,12:43:16,5,3590,1077.5,1.16,13.3,7,22,0.162,10,49.9,1.12
,12:43:17,5,3590,1078.5,1.16,13.3,7,22,0.162,10,49.9,1.12
,12:43:18,5,3590,1079.5,1.17,13.3,7,22,0.157,10,49.9,1.13
,12:43:19,5,3590,1080.5,1.18,13.3,7,21,0.158,10,49.9,1.13
,12:43:20,5,3590,1081.5,1.18,13.3,7,21,0.159,10,49.9,1.14
,12:43:21,5,3590,1082.5,1.17,13.3,7,21,0.158,10,49.9,1.13
,12:43:22,5,3590,1083.5,1.16,13.3,7,21,0.162,10,49.9,1.12
,12:43:23,5,3590,1084.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,12:43:24,5,3590,1085.5,1.15,13.3,7,21,0.165,10,49.9,1.11
,12:43:25,5,3590,1086.5,1.15,13.3,7,21,0.172,10,49.9,1.11
,12:43:26,5,3590,1087.5,1.15,13.3,7,21,0.165,10,49.9,1.11
,12:43:27,5,3590,1088.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,12:43:28,5,3590,1089.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,12:43:29,5,3590,1090.5,1.16,13.3,7,21,0.167,10,49.9,1.12
,12:43:30,5,3590,1091.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:43:31,5,3590,1092.5,1.21,13.3,7,21,0.175,10,49.9,1.17
,12:43:32,5,3590,1093.5,1.23,13.3,7,21,0.177,10,49.9,1.19
,12:43:33,5,3590,1094.5,1.23,13.3,7,21,0.177,10,49.9,1.18
,12:43:34,5,3590,1095.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:43:35,5,3590,1096.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:43:36,5,3590,1097.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:43:37,5,3590,1098.5,1.23,13.3,7,21,0.178,10,49.9,1.19
,12:43:38,5,3590,1099.5,1.23,13.3,7,21,0.178,10,49.9,1.19
,12:43:39,5,3590,1100.5,1.23,13.3,7,21,0.178,10,49.9,1.19
,12:43:40,5,3590,1101.5,1.22,13.3,7,21,0.177,10,49.9,1.18
,12:43:41,5,3590,1102.5,1.21,13.3,7,21,0.169,10,49.9,1.17
,12:43:42,5,3590,1103.5,1.18,13.3,7,21,0.164,10,49.9,1.13
,12:43:43,5,3590,1104.5,1.16,13.3,7,22,0.162,10,49.9,1.12
,12:43:44,5,3590,1105.5,1.16,13.3,7,22,0.161,10,49.9,1.12
,12:43:45,5,3590,1106.5,1.17,13.3,7,22,0.169,10,49.9,1.13
,12:43:46,5,3590,1107.5,1.16,13.3,7,22,0.162,10,49.9,1.12
,12:43:47,5,3590,1108.5,1.15,13.3,7,22,0.16,10,49.9,1.1
,12:43:48,5,3590,1109.5,1.13,13.3,7,22,0.152,10,49.9,1.09
,12:43:49,5,3590,1110.5,1.11,13.3,8,21,0.145,10,49.9,1.07
,12:43:50,5,3590,1111.5,1.1,13.3,7,21,0.147,10,49.9,1.06
,12:43:51,5,3590,1112.5,1.09,13.3,7,21,0.151,10,49.9,1.05
,12:43:52,5,3590,1113.5,1.09,13.3,7,21,0.158,10,49.9,1.06
,12:43:53,5,3590,1114.5,1.11,13.3,7,21,0.166,10,49.9,1.07
,12:43:54,5,3590,1115.5,1.12,13.3,7,21,0.161,10,49.9,1.08
,12:43:55,5,3590,1116.5,1.13,13.3,7,21,0.157,10,49.9,1.09
,12:43:56,5,3590,1117.5,1.14,13.3,7,21,0.164,10,49.9,1.1
,12:43:57,5,3590,1118.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,12:43:58,5,3590,1119.5,1.14,13.3,7,21,0.165,10,49.9,1.1
,12:43:59,5,3590,1120.5,1.12,13.3,7,21,0.162,10,49.9,1.08
,12:44:00,5,3590,1121.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:44:01,5,3590,1122.5,1.1,13.3,7,21,0.159,10,49.9,1.07
,12:44:02,5,3590,1123.5,1.13,13.3,7,21,0.157,10,49.9,1.09
,12:44:03,5,3590,1124.5,1.15,13.3,7,22,0.16,10,49.9,1.11
,12:44:04,5,3590,1125.5,1.14,13.3,7,22,0.153,10,49.9,1.1
,12:44:05,5,3590,1126.5,1.13,13.3,7,22,0.152,10,49.9,1.09
,12:44:06,5,3590,1127.5,1.14,13.3,7,21,0.153,10,49.9,1.1
,12:44:07,5,3590,1128.5,1.14,13.3,8,21,0.148,10,49.9,1.1
,12:44:08,5,3590,1129.5,1.13,13.3,8,21,0.147,10,49.9,1.09
,12:44:09,5,3590,1130.5,1.12,13.3,8,21,0.145,10,49.9,1.08
,12:44:10,5,3590,1131.5,1.11,13.3,7,21,0.149,10,49.9,1.07
,12:44:11,5,3590,1132.5,1.11,13.3,7,21,0.149,10,49.9,1.07
,12:44:12,5,3590,1133.5,1.13,13.3,7,21,0.157,10,49.9,1.09
,12:44:13,5,3590,1134.5,1.13,13.3,7,21,0.158,10,49.9,1.09
,12:44:14,5,3590,1135.5,1.13,13.3,7,21,0.164,10,49.9,1.09
,12:44:15,5,3590,1136.5,1.11,13.3,7,21,0.16,10,49.9,1.07
,12:44:16,5,3590,1137.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:44:17,5,3590,1138.5,1.09,13.3,7,21,0.152,10,49.9,1.06
,12:44:18,5,3590,1139.5,1.09,13.3,7,21,0.152,10,49.9,1.06
,12:44:19,5,3590,1140.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:44:20,5,3590,1141.5,1.1,13.3,7,21,0.158,10,49.9,1.06
,12:44:21,5,3590,1142.5,1.09,13.3,7,21,0.152,10,49.9,1.05
,12:44:22,5,3590,1143.5,1.09,13.3,7,21,0.152,10,49.9,1.05
,12:44:23,5,3590,1144.5,1.09,13.3,7,21,0.157,10,49.9,1.05
,12:44:24,5,3590,1145.5,1.07,13.3,7,21,0.155,10,49.9,1.03
,12:44:25,5,3590,1146.5,1.05,13.3,7,21,0.152,10,49.9,1.01
,12:44:26,5,3590,1147.5,1.05,13.3,7,21,0.151,10,49.9,1.01
,12:44:27,5,3590,1148.5,1.05,13.3,7,21,0.147,10,49.9,1.02
,12:44:28,5,3590,1149.5,1.06,13.3,7,21,0.148,10,49.9,1.03
,12:44:29,5,3590,1150.5,1.08,13.3,7,21,0.155,10,49.9,1.04
,12:44:30,5,3590,1151.5,1.08,13.3,7,21,0.162,10,49.9,1.05
,12:44:31,5,3590,1152.5,1.09,13.3,7,21,0.163,10,49.9,1.05
,12:44:32,5,3590,1153.5,1.08,13.3,7,21,0.156,10,49.9,1.05
,12:44:33,5,3590,1154.5,1.09,13.3,7,21,0.157,10,49.9,1.05
,12:44:34,5,3590,1155.5,1.1,13.3,7,21,0.158,10,49.9,1.06
,12:44:35,5,3590,1156.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,12:44:36,5,3590,1157.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:44:37,5,3590,1158.5,1.1,13.3,7,21,0.159,10,49.9,1.06
,12:44:38,5,3590,1159.5,1.11,13.3,7,21,0.154,10,49.9,1.07
,12:44:39,5,3590,1160.5,1.11,13.3,7,21,0.154,10,49.9,1.07
,12:44:40,5,3590,1161.5,1.11,13.3,7,21,0.155,10,49.9,1.07
,12:44:41,5,3590,1162.5,1.12,13.3,7,21,0.155,10,49.9,1.08
