Data file,,RA0.3_DISTILLEDWATER_12C_003_15MLWATER.TSV,,,,,,,,,,
,14:38:05,6,3590,2006.8,0.89,13.3,9,13.6,0.097,10,0.6,0.86
,14:38:06,6,3590,2007.8,0.9,13.3,9,13.6,0.095,10,0.6,0.87
,14:38:07,6,3590,2008.8,0.91,13.3,9,13.6,0.096,10,0.7,0.88
,14:38:08,6,3590,2009.8,0.92,13.3,9,13.6,0.099,10,0.7,0.88
,14:38:09,6,3590,2010.8,0.91,13.3,9,13.6,0.098,10,0.7,0.87
,14:38:10,6,3590,2011.8,0.91,13.3,9,13.6,0.098,10,0.8,0.87
,14:38:11,6,3590,2012.8,0.91,13.3,9,13.5,0.098,10,0.8,0.88
,14:38:12,6,3590,2013.8,0.91,13.3,9,13.5,0.099,10,1.1,0.88
,14:38:13,6,3590,2014.8,0.92,13.3,9,13.5,0.102,10,1.4,0.88
,14:38:14,6,3590,2015.8,0.93,13.3,9,13.5,0.1,10,1.3,0.89
,14:38:15,6,3590,2016.8,0.94,13.3,9,13.5,0.099,10,1.2,0.91
,14:38:16,6,3590,2017.8,0.94,13.3,9,13.5,0.102,10,1.3,0.91
,14:38:17,6,3590,2018.8,0.93,13.3,9,13.5,0.101,10,1.5,0.9
,14:38:18,6,3590,2019.8,0.92,13.3,9,13.5,0.099,10,1.6,0.88
,14:38:19,6,3590,2020.8,0.92,13.3,9,13.5,0.099,10,1.4,0.88
,14:38:20,6,3590,2021.8,0.92,13.3,9,13.5,0.1,10,1.4,0.89
,14:38:21,6,3590,2022.8,0.94,13.3,9,13.5,0.102,10,1.4,0.9
,14:38:22,6,3590,2023.8,0.95,13.3,9,13.5,0.101,10,1.5,0.92
,14:38:23,6,3590,2024.8,0.96,13.3,9,13.5,0.101,10,7.2,0.92
,14:38:24,6,3590,2025.8,0.94,13.3,9,13.4,0.102,10,9.5,0.91
,14:38:25,6,3590,2026.8,0.93,13.3,9,13.4,0.104,10,6.8,0.89
,14:38:26,6,3590,2027.8,0.92,13.3,9,13.4,0.1,10,15,0.89
,14:38:27,6,3590,2028.8,0.92,13.3,9,13.4,0.1,10,8.4,0.88
,14:38:28,6,3590,2029.8,0.92,13.3,9,13.4,0.1,10,4.7,0.89
,14:38:29,6,3590,2030.8,0.92,13.3,9,13.4,0.1,10,3,0.88
,14:38:30,6,3590,2031.8,0.92,13.3,9,13.4,0.1,10,2.5,0.88
,14:38:31,6,3590,2032.8,0.92,13.3,9,13.4,0.1,10,4.5,0.88
,14:38:32,6,3590,2033.8,0.93,13.3,9,13.4,0.101,10,7.9,0.9
,14:38:33,6,3590,2034.8,0.95,13.3,9,13.4,0.103,10,11,0.91
,14:38:34,6,3590,2035.8,0.96,13.3,9,13.4,0.104,10,7.2,0.92
,14:38:35,6,3590,2036.8,0.96,13.3,9,13.4,0.101,10,5.2,0.92
,14:38:36,6,3590,2037.8,0.94,13.3,9,13.4,0.099,10,4.7,0.9
,14:38:37,6,3590,2038.8,0.93,13.3,9,13.4,0.098,10,4.3,0.89
,14:38:38,6,3590,2039.8,0.92,13.3,10,13.3,0.094,10,4.5,0.88
,14:38:39,6,3590,2040.8,0.92,13.3,10,13.3,0.094,10,5.1,0.88
,14:38:40,6,3590,2041.8,0.92,13.3,9,13.3,0.097,10,9,0.89
,14:38:41,6,3590,2042.8,0.92,13.3,9,13.3,0.1,10,6.2,0.89
,14:38:42,6,3590,2043.8,0.92,13.3,9,13.3,0.1,10,6.7,0.88
,14:38:43,6,3590,2044.8,0.92,13.3,9,13.3,0.1,10,4.8,0.88
,14:38:44,6,3590,2045.8,0.92,13.3,9,13.3,0.102,10,3.4,0.88
,14:38:45,6,3590,2046.8,0.92,13.3,9,13.3,0.1,10,3,0.89
,14:38:46,6,3590,2047.8,0.93,13.3,9,13.3,0.103,10,2.9,0.89
,14:38:47,6,3590,2048.8,0.93,13.3,9,13.3,0.101,10,3.5,0.9
,14:38:48,6,3590,2049.8,0.93,13.3,9,13.3,0.101,10,5.1,0.9
,14:38:49,6,3590,2050.8,0.94,13.3,9,13.3,0.102,10,4.1,0.91
,14:38:50,6,3590,2051.8,0.94,13.3,9,13.3,0.105,10,3.6,0.9
,14:38:51,6,3590,2052.8,0.94,13.3,9,13.2,0.102,10,5.6,0.91
,14:38:52,6,3590,2053.8,0.94,13.3,9,13.2,0.102,10,10,0.91
,14:38:53,6,3590,2054.8,0.94,13.3,9,13.2,0.102,10,11.1,0.9
,14:38:54,6,3590,2055.8,0.93,13.3,9,13.2,0.098,10,7.4,0.9
,14:38:55,6,3590,2056.8,0.92,13.3,10,13.2,0.095,10,8.2,0.89
,14:38:56,6,3590,2057.8,0.92,13.3,10,13.2,0.094,10,5.5,0.88
,14:38:57,6,3590,2058.8,0.92,13.3,10,13.2,0.094,10,3.9,0.88
,14:38:58,6,3590,2059.8,0.92,13.3,10,13.2,0.095,10,5.5,0.88
,14:38:59,6,3590,2060.8,0.91,13.3,9,13.1,0.096,10,5.1,0.88
,14:39:00,6,3590,2061.8,0.9,13.3,9,13.1,0.097,10,5.3,0.86
,14:39:01,6,3590,2062.8,0.88,13.3,9,13.1,0.098,10,16.8,0.85
,14:39:02,6,3590,2063.8,0.89,13.3,9,13.1,0.099,10,19.4,0.85
,14:39:03,6,3590,2064.8,0.9,13.3,9,13.1,0.098,10,14,0.87
,14:39:04,6,3590,2065.8,0.92,13.3,9,13.1,0.1,10,16.9,0.88
,14:39:05,6,3590,2066.8,0.92,13.3,9,13.1,0.1,10,13.5,0.89
,14:39:06,6,3590,2067.8,0.93,13.3,9,13.1,0.1,10,7.6,0.89
,14:39:07,6,3590,2068.8,0.92,13.3,9,13.1,0.1,10,4.8,0.89
,14:39:08,6,3590,2069.8,0.92,13.3,9,13.1,0.1,10,3.7,0.89
,14:39:09,6,3590,2070.8,0.93,13.3,9,13.1,0.1,10,3.4,0.89
,14:39:10,6,3590,2071.8,0.93,13.3,9,13.1,0.101,10,3.4,0.89
,14:39:11,6,3590,2072.8,0.93,13.3,9,13,0.101,10,3.4,0.89
,14:39:12,6,3590,2073.8,0.93,13.3,9,13,0.098,10,4.2,0.9
,14:39:13,6,3590,2074.8,0.93,13.3,10,13,0.096,10,5,0.9
,14:39:14,6,3590,2075.8,0.94,13.3,10,13,0.096,10,8.5,0.9
,14:39:15,6,3590,2076.8,0.93,13.3,10,13,0.093,10,6.7,0.89
,14:39:16,6,3590,2077.8,0.92,13.3,9,13,0.097,10,6.2,0.88
,14:39:17,6,3590,2078.8,0.9,13.3,9,13,0.095,10,5.6,0.86
,14:39:18,6,3590,2079.8,0.89,13.3,9,12.9,0.097,10,7.5,0.86
,14:39:19,6,3590,2080.8,0.89,13.3,9,12.9,0.094,10,11.5,0.85
,14:39:20,6,3590,2081.8,0.89,13.3,9,12.9,0.096,10,11.4,0.85
,14:39:21,6,3590,2082.8,0.89,13.3,9,12.9,0.099,10,6.5,0.85
,14:39:22,6,3590,2083.8,0.9,13.3,9,12.9,0.097,10,5.7,0.86
,14:39:23,6,3590,2084.8,0.9,13.3,9,12.9,0.098,10,6,0.87
,14:39:24,6,3590,2085.8,0.91,13.3,9,12.9,0.101,10,9.1,0.87
,14:39:25,6,3590,2086.8,0.91,13.3,9,12.9,0.101,10,13.8,0.87
,14:39:26,6,3590,2087.8,0.91,13.3,9,12.9,0.099,10,19.5,0.88
,14:39:27,6,3590,2088.8,0.93,13.3,9,12.9,0.1,10,22.7,0.89
,14:39:28,6,3590,2089.8,0.93,13.3,9,12.9,0.1,10,24.2,0.89
,14:39:29,6,3590,2090.8,0.92,13.3,9,12.8,0.1,10,24,0.89
,14:39:30,6,3590,2091.8,0.92,13.3,9,12.8,0.1,10,17.1,0.89
,14:39:31,6,3590,2092.8,0.93,13.3,9,12.8,0.101,10,15.1,0.89
,14:39:32,6,3590,2093.8,0.93,13.3,9,12.8,0.101,10,15.7,0.9
,14:39:33,6,3590,2094.8,0.93,13.3,9,12.8,0.104,10,22,0.9
,14:39:34,6,3590,2095.8,0.93,13.3,9,12.8,0.101,10,24.8,0.89
,14:39:35,6,3590,2096.8,0.93,13.3,9,12.8,0.101,10,29.1,0.89
,14:39:36,6,3590,2097.8,0.93,13.3,9,12.7,0.104,10,24.2,0.9
,14:39:37,6,3590,2098.8,0.94,13.3,9,12.7,0.104,10,25.8,0.9
,14:39:38,6,3590,2099.8,0.95,13.3,9,12.7,0.103,10,28.1,0.91
,14:39:39,6,3590,2100.8,0.95,13.3,9,12.7,0.1,10,27.1,0.91
,14:39:40,6,3590,2101.8,0.95,13.3,9,12.7,0.1,10,23.2,0.91
,14:39:41,6,3590,2102.8,0.94,13.3,10,12.7,0.096,10,21.4,0.9
,14:39:42,6,3590,2103.8,0.93,13.3,10,12.7,0.096,10,23.9,0.9
,14:39:43,6,3590,2104.8,0.93,13.3,10,12.7,0.095,10,28.2,0.89
,14:39:44,6,3590,2105.8,0.92,13.3,9,12.7,0.097,10,34.2,0.88
,14:39:45,6,3590,2106.8,0.9,13.3,9,12.7,0.098,10,43.8,0.86
,14:39:46,6,3590,2107.8,0.88,13.3,9,12.6,0.096,10,47.1,0.85
,14:39:47,6,3590,2108.8,0.88,13.3,9,12.6,0.098,10,47.4,0.84
,14:39:48,6,3590,2109.8,0.89,13.3,9,12.6,0.099,10,47.2,0.85
,14:39:49,6,3590,2110.8,0.91,13.3,9,12.6,0.101,10,46.6,0.87
,14:39:50,6,3590,2111.8,0.93,13.3,9,12.6,0.1,10,44.4,0.89
,14:39:51,6,3590,2112.8,0.93,13.3,9,12.6,0.101,10,45.8,0.9
,14:39:52,6,3590,2113.8,0.94,13.3,9,12.6,0.101,10,47.2,0.9
,14:39:53,6,3590,2114.8,0.94,13.3,9,12.6,0.101,10,48.3,0.9
,14:39:54,6,3590,2115.8,0.93,13.3,9,12.5,0.104,10,44,0.9
,14:39:55,6,3590,2116.8,0.94,13.3,9,12.5,0.101,10,40.9,0.9
,14:39:56,6,3590,2117.8,0.94,13.3,9,12.5,0.099,10,45.1,0.9
,14:39:57,6,3590,2118.8,0.94,13.3,9,12.5,0.099,10,45.9,0.9
,14:39:58,6,3590,2119.8,0.94,13.3,9,12.5,0.099,10,47,0.9
,14:39:59,6,3590,2120.8,0.94,13.3,9,12.5,0.099,10,44.9,0.9
,14:40:00,6,3590,2121.8,0.93,13.3,9,12.5,0.098,10,45,0.89
,14:40:01,6,3590,2122.8,0.91,13.3,9,12.5,0.099,10,47.3,0.88
,14:40:02,6,3590,2123.8,0.9,13.3,9,12.4,0.1,10,47.8,0.86
,14:40:03,6,3590,2124.8,0.9,13.3,9,12.5,0.097,10,48.2,0.87
,14:40:04,6,3590,2125.8,0.91,13.3,9,12.4,0.099,10,47.9,0.88
,14:40:05,6,3590,2126.8,0.93,13.3,9,12.4,0.101,10,47.3,0.89
,14:40:06,6,3590,2127.8,0.93,13.3,9,12.4,0.104,10,45.3,0.89
,14:40:07,6,3590,2128.8,0.92,13.3,9,12.4,0.1,10,43.3,0.89
,14:40:08,6,3590,2129.8,0.92,13.3,9,12.4,0.102,10,45.3,0.88
,14:40:09,6,3590,2130.8,0.91,13.3,9,12.4,0.102,10,46.6,0.87
,14:40:10,6,3590,2131.8,0.91,13.3,9,12.3,0.101,10,44.7,0.87
,14:40:11,6,3590,2132.8,0.91,13.3,9,12.3,0.098,10,42.8,0.88
,14:40:12,6,3590,2133.8,0.91,13.3,9,12.3,0.096,10,43.1,0.88
,14:40:13,6,3590,2134.8,0.92,13.3,9,12.3,0.097,10,43.2,0.88
,14:40:14,6,3590,2135.8,0.91,13.3,9,12.3,0.096,10,46,0.87
,14:40:15,6,3590,2136.8,0.9,13.3,10,12.3,0.093,10,46.8,0.87
,14:40:16,6,3590,2137.8,0.9,13.3,10,12.3,0.09,10,48.3,0.87
,14:40:17,6,3590,2138.8,0.9,13.3,10,12.2,0.09,10,47.5,0.86
,14:40:18,6,3590,2139.8,0.88,13.3,10,12.2,0.091,10,46.3,0.85
,14:40:19,6,3590,2140.8,0.87,13.3,9,12.2,0.094,10,45.8,0.84
,14:40:20,6,3590,2141.8,0.87,13.3,9,12.2,0.097,10,45.5,0.83
,14:40:21,6,3590,2142.8,0.88,13.3,9,12.2,0.098,10,44.7,0.85
,14:40:22,6,3590,2143.8,0.9,13.3,9,12.2,0.1,10,44.3,0.87
,14:40:23,6,3590,2144.8,0.91,13.3,9,12.2,0.098,10,40.6,0.87
,14:40:24,6,3590,2145.8,0.9,13.3,9,12.2,0.097,10,41.9,0.86
,14:40:25,6,3590,2146.8,0.88,13.3,9,12.2,0.098,10,44.2,0.84
,14:40:26,6,3590,2147.8,0.88,13.3,9,12.2,0.098,10,46,0.85
,14:40:27,6,3590,2148.8,0.89,13.3,9,12.1,0.097,10,45.2,0.86
,14:40:28,6,3590,2149.8,0.9,13.3,9,12.1,0.098,10,45.7,0.87
,14:40:29,6,3590,2150.8,0.9,13.3,9,12.1,0.098,10,46.3,0.87
,14:40:30,6,3590,2151.8,0.9,13.3,9,12.1,0.098,10,45.6,0.87
,14:40:31,6,3590,2152.8,0.9,13.3,9,12.1,0.098,10,45.7,0.87
,14:40:32,6,3590,2153.8,0.9,13.3,10,12.1,0.093,10,44.2,0.87
,14:40:33,6,3590,2154.8,0.9,13.3,10,12,0.093,10,45.7,0.87
,14:40:34,6,3590,2155.8,0.89,13.3,9,12,0.094,10,46.2,0.85
,14:40:35,6,3590,2156.8,0.87,13.3,9,12,0.094,10,47.3,0.84
,14:40:36,6,3590,2157.8,0.85,13.3,9,12,0.095,10,47.3,0.82
,14:40:37,6,3590,2158.8,0.86,13.3,9,12,0.095,10,48.3,0.82
,14:40:38,6,3590,2159.8,0.87,13.3,9,12,0.097,10,47.8,0.84
,14:40:39,6,3590,2160.8,0.88,13.3,9,12,0.096,10,46.3,0.85
,14:40:40,6,3590,2161.8,0.89,13.3,9,11.9,0.097,10,43.5,0.86
,14:40:41,6,3590,2162.8,0.9,13.3,9,11.9,0.095,10,44.7,0.86
,14:40:42,6,3590,2163.8,0.9,13.3,10,11.9,0.093,10,45.2,0.87
,14:40:43,6,3590,2164.8,0.9,13.3,10,11.9,0.092,10,42.3,0.86
,14:40:44,6,3590,2165.8,0.89,13.3,9,11.9,0.096,10,44.7,0.85
,14:40:45,6,3590,2166.8,0.87,13.3,9,11.9,0.097,10,47.7,0.84
,14:40:46,6,3590,2167.8,0.87,13.3,9,11.9,0.099,10,45.4,0.84
,14:40:47,6,3590,2168.8,0.88,13.3,9,11.9,0.098,10,43.6,0.84
,14:40:48,6,3590,2169.8,0.89,13.3,9,11.8,0.099,10,43.6,0.85
,14:40:49,6,3590,2170.8,0.89,13.3,9,11.8,0.097,10,44.6,0.86
,14:40:50,6,3590,2171.8,0.9,13.3,9,11.8,0.098,10,47.3,0.87
,14:40:51,6,3590,2172.8,0.91,13.3,9,11.8,0.099,10,48.3,0.88
,14:40:52,6,3590,2173.8,0.92,13.3,9,11.8,0.097,10,49,0.88
,14:40:53,6,3590,2174.8,0.91,13.3,9,11.8,0.096,10,48.8,0.88
,14:40:54,6,3590,2175.8,0.91,13.3,9,11.7,0.096,10,49,0.87
,14:40:55,6,3590,2176.8,0.9,13.3,9,11.7,0.098,10,48.7,0.87
,14:40:56,6,3590,2177.8,0.9,13.3,9,11.7,0.097,10,47.4,0.86
,14:40:57,6,3590,2178.8,0.89,13.3,9,11.7,0.097,10,47.3,0.86
,14:40:58,6,3590,2179.8,0.89,13.3,9,11.7,0.096,10,46,0.85
,14:40:59,6,3590,2180.8,0.89,13.3,9,11.7,0.096,10,46.5,0.85
,14:41:00,6,3590,2181.8,0.89,13.3,9,11.7,0.096,10,45.4,0.85
,14:41:01,6,3590,2182.8,0.89,13.3,9,11.7,0.096,10,46.9,0.85
,14:41:02,6,3590,2183.8,0.89,13.3,9,11.7,0.096,10,48.1,0.85
,14:41:03,6,3590,2184.8,0.89,13.3,9,11.6,0.096,10,47.9,0.85
,14:41:04,6,3590,2185.8,0.89,13.3,9,11.6,0.096,10,48.3,0.85
,14:41:05,6,3590,2186.8,0.89,13.3,9,11.6,0.093,10,47.8,0.85
,14:41:06,6,3590,2187.8,0.89,13.3,10,11.6,0.091,10,44.4,0.85
,14:41:07,6,3590,2188.8,0.89,13.3,10,11.6,0.091,10,43.1,0.86
,14:41:08,6,3590,2189.8,0.88,13.3,10,11.6,0.091,10,44.5,0.85
,14:41:09,6,3590,2190.8,0.87,13.3,9,11.6,0.092,10,46.6,0.84
,14:41:10,6,3590,2191.8,0.85,13.3,9,11.5,0.092,10,46.7,0.82
,14:41:11,6,3590,2192.8,0.84,13.3,9,11.5,0.091,10,47.3,0.81
,14:41:12,6,3590,2193.8,0.85,13.3,9,11.5,0.092,10,46.6,0.81
,14:41:13,6,3590,2194.8,0.85,13.3,9,11.5,0.092,10,47.2,0.82
,14:41:14,6,3590,2195.8,0.85,13.3,9,11.5,0.095,10,44.6,0.82
,14:41:15,6,3590,2196.8,0.87,13.3,9,11.5,0.094,10,43.9,0.84
,14:41:16,6,3590,2197.8,0.88,13.3,9,11.4,0.095,10,43.6,0.85
,14:41:17,6,3590,2198.8,0.89,13.3,9,11.4,0.099,10,44.2,0.85
,14:41:18,6,3590,2199.8,0.88,13.3,9,11.4,0.098,10,45.2,0.85
,14:41:19,6,3590,2200.8,0.88,13.3,9,11.4,0.098,10,43.9,0.85
,14:41:20,6,3590,2201.8,0.89,13.3,9,11.4,0.099,10,42.7,0.85
,14:41:21,6,3590,2202.8,0.89,13.3,9,11.4,0.1,10,43.5,0.86
,14:41:22,6,3590,2203.8,0.9,13.3,9,11.4,0.101,10,43.4,0.87
,14:41:23,6,3590,2204.8,0.92,13.3,9,11.4,0.099,10,42.1,0.88
,14:41:24,6,3590,2205.8,0.91,13.3,9,11.3,0.099,10,42.9,0.88
,14:41:25,6,3590,2206.8,0.91,13.3,9,11.3,0.098,10,42.6,0.87
,14:41:26,6,3590,2207.8,0.9,13.3,9,11.3,0.094,10,44.2,0.86
,14:41:27,6,3590,2208.8,0.9,13.3,9,11.3,0.097,10,45.4,0.86
,14:41:28,6,3590,2209.8,0.9,13.3,9,11.3,0.098,10,47.1,0.87
,14:41:29,6,3590,2210.8,0.9,13.3,9,11.3,0.098,10,46.7,0.87
,14:41:30,6,3590,2211.8,0.9,13.3,9,11.2,0.098,10,43.8,0.86
,14:41:31,6,3590,2212.8,0.9,13.3,9,11.2,0.1,10,45.2,0.86
,14:41:32,6,3590,2213.8,0.9,13.3,9,11.2,0.098,10,47,0.87
,14:41:33,6,3590,2214.8,0.9,13.3,9,11.2,0.095,10,45.2,0.87
,14:41:34,6,3590,2215.8,0.9,13.3,9,11.2,0.095,10,45.1,0.87
,14:41:35,6,3590,2216.8,0.89,13.3,10,11.2,0.092,10,46.7,0.86
,14:41:36,6,3590,2217.8,0.89,13.3,10,11.1,0.089,10,46.9,0.86
,14:41:37,6,3590,2218.8,0.9,13.3,10,11.1,0.09,10,45,0.86
,14:41:38,6,3590,2219.8,0.9,13.3,9,11.1,0.095,10,45.2,0.86
,14:41:39,6,3590,2220.8,0.89,13.3,9,11.1,0.094,10,42.9,0.86
,14:41:40,6,3590,2221.8,0.88,13.3,9,11.1,0.095,10,44.7,0.84
,14:41:41,6,3590,2222.8,0.86,13.3,9,11.1,0.093,10,45,0.83
,14:41:42,6,3590,2223.8,0.86,13.3,9,11.1,0.093,10,47,0.82
,14:41:43,6,3590,2224.8,0.86,13.3,9,11.1,0.095,10,47.6,0.82
,14:41:44,6,3590,2225.8,0.86,13.3,9,11.1,0.096,10,47.4,0.83
,14:41:45,6,3590,2226.8,0.87,13.3,9,11.1,0.097,10,47.6,0.84
,14:41:46,6,3590,2227.8,0.88,13.3,9,11,0.095,10,46.7,0.84
,14:41:47,6,3590,2228.8,0.88,13.3,9,11,0.093,10,45.1,0.84
,14:41:48,6,3590,2229.8,0.88,13.3,9,11,0.096,10,44.3,0.85
,14:41:49,6,3590,2230.8,0.89,13.3,9,11,0.096,10,47.3,0.85
,14:41:50,6,3590,2231.8,0.89,13.3,9,11,0.097,10,46.5,0.86
,14:41:51,6,3590,2232.8,0.89,13.3,9,11,0.094,10,46.1,0.86
,14:41:52,6,3590,2233.8,0.9,13.3,10,10.9,0.092,10,45.7,0.86
,14:41:53,6,3590,2234.8,0.89,13.3,9,10.9,0.094,10,46.1,0.85
,14:41:54,6,3590,2235.8,0.87,13.3,9,10.9,0.094,10,47.2,0.84
,14:41:55,6,3590,2236.8,0.85,13.3,9,10.9,0.095,10,47.2,0.82
,14:41:56,6,3590,2237.8,0.85,13.3,9,10.9,0.095,10,46.4,0.82
,14:41:57,6,3590,2238.8,0.86,13.3,9,10.9,0.094,10,45.4,0.83
,14:41:58,6,3590,2239.8,0.88,13.3,9,10.9,0.095,10,45.7,0.84
,14:41:59,6,3590,2240.8,0.88,13.3,9,10.9,0.098,10,43.4,0.85
,14:42:00,6,3590,2241.8,0.88,13.3,9,10.8,0.098,10,42,0.85
,14:42:01,6,3590,2242.8,0.88,13.3,9,10.8,0.098,10,41.7,0.85
,14:42:02,6,3590,2243.8,0.88,13.3,9,10.8,0.095,10,44.5,0.84
,14:42:03,6,3590,2244.8,0.88,13.3,9,10.8,0.093,10,42.5,0.85
,14:42:04,6,3590,2245.8,0.89,13.3,9,10.8,0.093,10,42.2,0.85
,14:42:05,6,3590,2246.8,0.89,13.3,9,10.8,0.096,10,42.6,0.85
,14:42:06,6,3590,2247.8,0.89,13.3,9,10.7,0.096,10,41.3,0.85
,14:42:07,6,3590,2248.8,0.89,13.3,9,10.7,0.099,10,40.4,0.85
,14:42:08,6,3590,2249.8,0.89,13.3,9,10.7,0.099,10,40.2,0.85
,14:42:09,6,3590,2250.8,0.89,13.3,9,10.7,0.094,10,40,0.86
,14:42:10,6,3590,2251.8,0.9,13.3,9,10.7,0.094,10,40.3,0.86
,14:42:11,6,3590,2252.8,0.89,13.3,9,10.7,0.094,10,36.7,0.86
,14:42:12,6,3590,2253.8,0.88,13.3,9,10.7,0.093,10,31.7,0.85
,14:42:13,6,3590,2254.8,0.89,13.3,10,10.7,0.091,10,31.1,0.85
,14:42:14,6,3590,2255.8,0.89,13.3,10,10.6,0.091,10,29.7,0.85
,14:42:15,6,3590,2256.8,0.88,13.3,10,10.6,0.088,10,31.1,0.84
,14:42:16,6,3590,2257.8,0.87,13.3,10,10.6,0.089,10,32.8,0.83
,14:42:17,6,3590,2258.8,0.85,13.3,9,10.6,0.092,10,27.9,0.82
,14:42:18,6,3590,2259.8,0.85,13.3,9,10.6,0.092,10,22.6,0.81
,14:42:19,6,3590,2260.8,0.84,13.3,9,10.6,0.094,10,21.3,0.81
,14:42:20,6,3590,2261.8,0.84,13.3,9,10.6,0.094,10,19.3,0.81
,14:42:21,6,3590,2262.8,0.85,13.3,9,10.6,0.095,10,23.1,0.82
,14:42:22,6,3590,2263.8,0.87,13.3,9,10.6,0.097,10,20.1,0.84
,14:42:23,6,3590,2264.8,0.88,13.3,9,10.5,0.098,10,19,0.85
,14:42:24,6,3590,2265.8,0.89,13.3,9,10.5,0.1,10,20.3,0.86
,14:42:25,6,3590,2266.8,0.9,13.3,9,10.5,0.1,10,27.3,0.86
,14:42:26,6,3590,2267.8,0.9,13.3,9,10.5,0.098,10,29.7,0.87
,14:42:27,6,3590,2268.8,0.9,13.3,9,10.5,0.097,10,34.7,0.86
,14:42:28,6,3590,2269.8,0.89,13.3,9,10.5,0.097,10,27.7,0.86
,14:42:29,6,3590,2270.8,0.89,13.3,9,10.5,0.093,10,21.8,0.85
,14:42:30,6,3590,2271.8,0.88,13.3,9,10.5,0.093,10,27.3,0.85
,14:42:31,6,3590,2272.8,0.89,13.3,9,10.5,0.093,10,28.9,0.85
,14:42:32,6,3590,2273.8,0.89,13.3,9,10.4,0.094,10,24,0.86
,14:42:33,6,3590,2274.8,0.89,13.3,9,10.4,0.096,10,25.6,0.85
,14:42:34,6,3590,2275.8,0.88,13.3,9,10.4,0.098,10,24.2,0.85
,14:42:35,6,3590,2276.8,0.88,13.3,9,10.4,0.095,10,18.6,0.85
,14:42:36,6,3590,2277.8,0.89,13.3,9,10.4,0.096,10,18.9,0.85
,14:42:37,6,3590,2278.8,0.9,13.3,9,10.4,0.097,10,18.5,0.86
,14:42:38,6,3590,2279.8,0.89,13.3,9,10.4,0.097,10,16.4,0.86
,14:42:39,6,3590,2280.8,0.89,13.3,9,10.4,0.097,10,24.8,0.86
,14:42:40,6,3590,2281.8,0.89,13.3,10,10.4,0.091,10,21.6,0.86
,14:42:41,6,3590,2282.8,0.89,13.3,10,10.4,0.091,10,19.1,0.86
,14:42:42,6,3590,2283.8,0.89,13.3,10,10.3,0.091,10,24.1,0.85
,14:42:43,6,3590,2284.8,0.87,13.3,9,10.3,0.092,10,23.7,0.84
,14:42:44,6,3590,2285.8,0.86,13.3,9,10.3,0.093,10,23,0.83
,14:42:45,6,3590,2286.8,0.85,13.3,9,10.3,0.092,10,25.1,0.82
,14:42:46,6,3590,2287.8,0.85,13.3,9,10.3,0.092,10,26.8,0.82
,14:42:47,6,3590,2288.8,0.86,13.3,9,10.3,0.096,10,26.2,0.83
,14:42:48,6,3590,2289.8,0.87,13.3,9,10.3,0.097,10,23.2,0.84
,14:42:49,6,3590,2290.8,0.88,13.3,9,10.3,0.098,10,25,0.84
,14:42:50,6,3590,2291.8,0.88,13.3,9,10.3,0.098,10,24,0.85
,14:42:51,6,3590,2292.8,0.9,13.3,9,10.3,0.1,10,24.6,0.86
,14:42:52,6,3590,2293.8,0.91,13.3,9,10.3,0.098,10,23.9,0.87
,14:42:53,6,3590,2294.8,0.91,13.3,9,10.2,0.099,10,20.9,0.88
,14:42:54,6,3590,2295.8,0.92,13.3,9,10.2,0.097,10,23.7,0.88
,14:42:55,6,3590,2296.8,0.92,13.3,10,10.2,0.094,10,20,0.88
,14:42:56,6,3590,2297.8,0.92,13.3,10,10.2,0.095,10,27.5,0.89
,14:42:57,6,3590,2298.8,0.92,13.3,10,10.2,0.094,10,32,0.88
,14:42:58,6,3590,2299.8,0.91,13.3,10,10.2,0.093,10,30.1,0.87
,14:42:59,6,3590,2300.8,0.89,13.3,10,10.2,0.091,10,27.3,0.85
,14:43:00,6,3590,2301.8,0.88,13.3,9,10.2,0.092,10,25,0.84
,14:43:01,6,3590,2302.8,0.87,13.3,9,10.2,0.092,10,27.5,0.84
,14:43:02,6,3590,2303.8,0.87,13.3,9,10.2,0.094,10,31.8,0.84
,14:43:03,6,3590,2304.8,0.87,13.3,9,10.2,0.094,10,32.3,0.84
,14:43:04,6,3590,2305.8,0.87,13.3,9,10.2,0.094,10,33.6,0.84
,14:43:05,6,3590,2306.8,0.87,13.3,9,10.2,0.095,10,29.1,0.84
,14:43:06,6,3590,2307.8,0.87,13.3,9,10.2,0.097,10,29.9,0.84
,14:43:07,6,3590,2308.8,0.87,13.3,9,10.2,0.095,10,30.9,0.84
,14:43:08,6,3590,2309.8,0.88,13.3,9,10.1,0.095,10,29.6,0.84
,14:43:09,6,3590,2310.8,0.88,13.3,9,10.1,0.095,10,31,0.84
,14:43:10,6,3590,2311.8,0.88,13.3,9,10.1,0.095,10,33.8,0.84
,14:43:11,6,3590,2312.8,0.87,13.3,9,10.1,0.094,10,38.7,0.84
,14:43:12,6,3590,2313.8,0.88,13.3,9,10.1,0.098,10,31.8,0.84
,14:43:13,6,3590,2314.8,0.89,13.3,9,10.1,0.096,10,21.9,0.85
,14:43:14,6,3590,2315.8,0.89,13.3,9,10.1,0.097,10,18,0.86
,14:43:15,6,3590,2316.8,0.89,13.3,9,10.1,0.099,10,32.8,0.85
,14:43:16,6,3590,2317.8,0.88,13.3,9,10.1,0.098,10,39.3,0.85
