Data file,,NYLATRON_DRY_T21_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:03:56 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_dry_t21_n2-h001.tsv,,,,,,,,,,
,10:10:17,5,3590,380.5,2.28,13.3,7,21,0.318,10,49.9,2.2
,10:10:18,5,3590,381.5,2.28,13.3,7,21,0.318,10,49.9,2.2
,10:10:19,5,3590,382.5,2.28,13.3,7,21,0.33,10,49.9,2.2
,10:10:20,5,3590,383.5,2.28,13.3,7,21,0.33,10,50,2.21
,10:10:21,5,3590,384.5,2.28,13.3,7,21,0.33,10,49.9,2.2
,10:10:22,5,3590,385.5,2.28,13.3,7,21,0.33,10,49.9,2.2
,10:10:23,5,3590,386.5,2.29,13.3,7,21,0.33,10,49.9,2.21
,10:10:24,5,3590,387.5,2.29,13.3,7,21,0.33,10,49.9,2.21
,10:10:25,5,3590,388.5,2.28,13.3,7,21,0.329,10,49.9,2.2
,10:10:26,5,3590,389.5,2.28,13.3,7,21,0.329,10,49.9,2.2
,10:10:27,5,3590,390.5,2.28,13.3,7,21,0.33,10,49.9,2.2
,10:10:28,5,3590,391.5,2.29,13.3,7,21,0.331,10,49.9,2.22
,10:10:29,5,3590,392.5,2.31,13.3,7,20,0.321,10,49.9,2.23
,10:10:30,5,3590,393.5,2.31,13.3,7,21,0.321,10,49.9,2.23
,10:10:31,5,3590,394.5,2.3,13.3,7,20,0.332,10,49.9,2.22
,10:10:32,5,3590,395.5,2.29,13.3,7,20,0.319,10,49.9,2.21
,10:10:33,5,3590,396.5,2.29,13.3,7,21,0.331,10,49.9,2.21
,10:10:34,5,3590,397.5,2.3,13.3,7,20,0.346,10,49.9,2.23
,10:10:35,5,3590,398.5,2.31,13.3,6,20,0.361,10,49.9,2.24
,10:10:36,5,3590,399.5,2.33,13.3,7,20,0.337,10,49.9,2.25
,10:10:37,5,3590,400.5,2.35,13.3,7,20,0.339,10,49.9,2.26
,10:10:38,5,3590,401.5,2.35,13.3,7,20,0.327,10,49.9,2.26
,10:10:39,5,3590,402.5,2.34,13.3,7,20,0.326,10,49.9,2.26
,10:10:40,5,3590,403.5,2.33,13.3,7,20,0.313,10,49.9,2.25
,10:10:41,5,3590,404.5,2.33,13.3,8,20,0.303,10,49.9,2.25
,10:10:42,5,3590,405.5,2.32,13.3,8,20,0.302,10,49.9,2.24
,10:10:43,5,3590,406.5,2.31,13.3,7,20,0.31,10,49.9,2.23
,10:10:44,5,3590,407.5,2.29,13.3,7,20,0.308,10,49.9,2.21
,10:10:45,5,3590,408.5,2.27,13.3,8,20,0.296,10,49.9,2.19
,10:10:46,5,3590,409.5,2.27,13.3,8,20,0.285,10,49.9,2.19
,10:10:47,5,3590,410.5,2.26,13.3,8,20,0.293,10,49.9,2.18
,10:10:48,5,3590,411.5,2.24,13.3,7,21,0.301,10,49.9,2.16
,10:10:49,5,3590,412.5,2.22,13.3,7,21,0.309,10,49.9,2.14
,10:10:50,5,3590,413.5,2.21,13.3,7,21,0.307,10,49.9,2.13
,10:10:51,5,3590,414.5,2.21,13.3,7,21,0.319,10,49.9,2.13
,10:10:52,5,3590,415.5,2.21,13.3,7,21,0.332,10,49.9,2.14
,10:10:53,5,3590,416.5,2.22,13.3,7,21,0.333,10,49.9,2.15
,10:10:54,5,3590,417.5,2.24,13.3,7,21,0.323,10,49.9,2.16
,10:10:55,5,3590,418.5,2.25,13.3,7,21,0.325,10,49.9,2.17
,10:10:56,5,3590,419.5,2.26,13.3,7,21,0.326,10,49.9,2.18
,10:10:57,5,3590,420.5,2.25,13.3,7,21,0.314,10,49.9,2.18
,10:10:58,5,3590,421.5,2.26,13.3,7,20,0.326,10,49.9,2.18
,10:10:59,5,3590,422.5,2.26,13.3,7,21,0.326,10,50,2.18
,10:11:00,5,3590,423.5,2.26,13.3,7,21,0.315,10,49.9,2.18
,10:11:01,5,3590,424.5,2.26,13.3,7,20,0.303,10,49.9,2.18
,10:11:02,5,3590,425.5,2.25,13.3,7,20,0.302,10,49.9,2.17
,10:11:03,5,3590,426.5,2.23,13.3,7,21,0.311,10,49.9,2.16
,10:11:04,5,3590,427.5,2.23,13.3,7,21,0.323,10,50,2.16
,10:11:05,5,3590,428.5,2.24,13.3,7,21,0.324,10,49.9,2.17
,10:11:06,5,3590,429.5,2.27,13.3,7,21,0.316,10,49.9,2.19
,10:11:07,5,3590,430.5,2.28,13.3,7,21,0.33,10,49.9,2.21
,10:11:08,5,3590,431.5,2.3,13.3,7,21,0.344,10,49.9,2.22
,10:11:09,5,3590,432.5,2.3,13.3,7,21,0.332,10,49.9,2.22
,10:11:10,5,3590,433.5,2.31,13.3,7,21,0.333,10,49.9,2.23
,10:11:11,5,3590,434.5,2.31,13.3,7,21,0.334,10,49.9,2.23
,10:11:12,5,3590,435.5,2.32,13.3,7,21,0.349,10,49.9,2.25
,10:11:13,5,3590,436.5,2.34,13.3,7,21,0.351,10,49.9,2.26
,10:11:14,5,3590,437.5,2.35,13.3,7,21,0.327,10,49.9,2.27
,10:11:15,5,3590,438.5,2.35,13.3,7,21,0.327,10,49.9,2.26
,10:11:16,5,3590,439.5,2.33,13.3,7,21,0.337,10,49.9,2.25
,10:11:17,5,3590,440.5,2.32,13.3,7,21,0.335,10,49.9,2.24
,10:11:18,5,3590,441.5,2.31,13.3,7,21,0.322,10,49.9,2.23
,10:11:19,5,3590,442.5,2.31,13.3,7,21,0.334,10,50,2.23
,10:11:20,5,3590,443.5,2.32,13.3,7,21,0.335,10,49.9,2.24
,10:11:21,5,3590,444.5,2.32,13.3,7,21,0.349,10,49.9,2.25
,10:11:22,5,3590,445.5,2.34,13.3,7,21,0.35,10,49.9,2.26
,10:11:23,5,3590,446.5,2.36,13.3,7,21,0.34,10,49.9,2.27
,10:11:24,5,3590,447.5,2.37,13.3,7,21,0.33,10,49.9,2.28
,10:11:25,5,3590,448.5,2.36,13.3,7,21,0.329,10,49.9,2.28
,10:11:26,5,3590,449.5,2.35,13.3,7,21,0.339,10,49.9,2.26
,10:11:27,5,3590,450.5,2.34,13.3,7,21,0.339,10,49.9,2.26
,10:11:28,5,3590,451.5,2.35,13.3,7,21,0.327,10,49.9,2.27
,10:11:29,5,3590,452.5,2.36,13.3,7,21,0.329,10,49.9,2.28
,10:11:30,5,3590,453.5,2.36,13.3,7,21,0.34,10,49.9,2.27
,10:11:31,5,3590,454.5,2.35,13.3,7,21,0.34,10,49.9,2.27
,10:11:32,5,3590,455.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:11:33,5,3590,456.5,2.38,13.3,7,21,0.331,10,49.9,2.29
,10:11:34,5,3590,457.5,2.38,13.3,7,21,0.332,10,49.9,2.3
,10:11:35,5,3590,458.5,2.37,13.3,7,21,0.319,10,49.9,2.29
,10:11:36,5,3590,459.5,2.37,13.3,7,21,0.319,10,49.9,2.28
,10:11:37,5,3590,460.5,2.36,13.3,7,21,0.328,10,49.9,2.27
,10:11:38,5,3590,461.5,2.34,13.3,7,21,0.326,10,49.9,2.26
,10:11:39,5,3590,462.5,2.33,13.3,7,21,0.324,10,49.9,2.25
,10:11:40,5,3590,463.5,2.33,13.3,7,21,0.336,10,49.9,2.25
,10:11:41,5,3590,464.5,2.34,13.3,7,21,0.338,10,49.9,2.26
,10:11:42,5,3590,465.5,2.35,13.3,7,21,0.34,10,49.9,2.27
,10:11:43,5,3590,466.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:11:44,5,3590,467.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:11:45,5,3590,468.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:11:46,5,3590,469.5,2.38,13.3,7,20,0.331,10,49.9,2.29
,10:11:47,5,3590,470.5,2.38,13.3,7,20,0.32,10,49.9,2.3
,10:11:48,5,3590,471.5,2.38,13.3,7,20,0.32,10,49.9,2.29
,10:11:49,5,3590,472.5,2.37,13.3,7,20,0.33,10,49.9,2.28
,10:11:50,5,3590,473.5,2.35,13.3,7,20,0.34,10,49.9,2.27
,10:11:51,5,3590,474.5,2.36,13.3,7,20,0.34,10,49.9,2.28
,10:11:52,5,3590,475.5,2.37,13.3,7,20,0.33,10,49.9,2.29
,10:11:53,5,3590,476.5,2.37,13.3,7,20,0.331,10,49.9,2.29
,10:11:54,5,3590,477.5,2.36,13.3,7,20,0.341,10,49.9,2.28
,10:11:55,5,3590,478.5,2.35,13.3,7,21,0.34,10,49.9,2.27
,10:11:56,5,3590,479.5,2.36,13.3,7,20,0.341,10,49.9,2.28
,10:11:57,5,3590,480.5,2.37,13.3,7,20,0.342,10,49.9,2.29
,10:11:58,5,3590,481.5,2.38,13.3,7,20,0.344,10,49.9,2.3
,10:11:59,5,3590,482.5,2.37,13.3,7,20,0.343,10,49.9,2.29
,10:12:00,5,3590,483.5,2.38,13.3,7,20,0.344,10,49.9,2.3
,10:12:01,5,3590,484.5,2.39,13.3,7,20,0.345,10,49.9,2.3
,10:12:02,5,3590,485.5,2.39,13.3,7,20,0.333,10,49.9,2.31
,10:12:03,5,3590,486.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:12:04,5,3590,487.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:12:05,5,3590,488.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:12:06,5,3590,489.5,2.39,13.3,7,21,0.322,10,49.9,2.31
,10:12:07,5,3590,490.5,2.39,13.3,7,21,0.322,10,49.9,2.31
,10:12:08,5,3590,491.5,2.38,13.3,7,21,0.32,10,49.9,2.3
,10:12:09,5,3590,492.5,2.37,13.3,8,20,0.308,10,49.9,2.29
,10:12:10,5,3590,493.5,2.36,13.3,8,20,0.297,10,49.9,2.28
,10:12:11,5,3590,494.5,2.35,13.3,8,20,0.296,10,49.9,2.27
,10:12:12,5,3590,495.5,2.33,13.3,8,20,0.303,10,49.9,2.25
,10:12:13,5,3590,496.5,2.3,13.3,7,20,0.31,10,49.9,2.22
,10:12:14,5,3590,497.5,2.28,13.3,7,20,0.307,10,49.9,2.2
,10:12:15,5,3590,498.5,2.27,13.3,7,20,0.306,10,49.9,2.19
,10:12:16,5,3590,499.5,2.28,13.3,7,20,0.306,10,49.9,2.2
,10:12:17,5,3590,500.5,2.28,13.3,7,20,0.317,10,49.9,2.2
,10:12:18,5,3590,501.5,2.27,13.3,7,20,0.316,10,49.9,2.19
,10:12:19,5,3590,502.5,2.26,13.3,7,20,0.315,10,49.9,2.18
,10:12:20,5,3590,503.5,2.25,13.3,7,21,0.303,10,49.9,2.17
,10:12:21,5,3590,504.5,2.25,13.3,7,21,0.314,10,49.9,2.17
,10:12:22,5,3590,505.5,2.26,13.3,7,21,0.326,10,49.9,2.18
,10:12:23,5,3590,506.5,2.27,13.3,7,21,0.328,10,50,2.19
,10:12:24,5,3590,507.5,2.29,13.3,7,21,0.33,10,49.9,2.21
,10:12:25,5,3590,508.5,2.3,13.3,7,21,0.321,10,49.9,2.22
,10:12:26,5,3590,509.5,2.3,13.3,7,21,0.332,10,49.9,2.22
,10:12:27,5,3590,510.5,2.29,13.3,7,20,0.344,10,49.9,2.21
,10:12:28,5,3590,511.5,2.29,13.3,7,20,0.344,10,49.9,2.21
,10:12:29,5,3590,512.5,2.31,13.3,7,20,0.346,10,49.9,2.23
,10:12:30,5,3590,513.5,2.33,13.3,7,20,0.349,10,49.9,2.25
,10:12:31,5,3590,514.5,2.35,13.3,7,20,0.339,10,49.9,2.27
,10:12:32,5,3590,515.5,2.35,13.3,7,20,0.327,10,49.9,2.27
,10:12:33,5,3590,516.5,2.35,13.3,7,20,0.339,10,49.9,2.27
,10:12:34,5,3590,517.5,2.35,13.3,7,20,0.327,10,49.9,2.26
,10:12:35,5,3590,518.5,2.34,13.3,7,20,0.325,10,49.9,2.25
,10:12:36,5,3590,519.5,2.33,13.3,7,20,0.325,10,49.9,2.25
,10:12:37,5,3590,520.5,2.33,13.3,7,20,0.324,10,49.9,2.25
,10:12:38,5,3590,521.5,2.32,13.3,7,20,0.336,10,50,2.24
,10:12:39,5,3590,522.5,2.32,13.3,7,20,0.335,10,49.9,2.24
,10:12:40,5,3590,523.5,2.32,13.3,7,21,0.349,10,49.9,2.24
,10:12:41,5,3590,524.5,2.34,13.3,7,21,0.35,10,49.9,2.26
,10:12:42,5,3590,525.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:12:43,5,3590,526.5,2.37,13.3,7,21,0.342,10,50,2.29
,10:12:44,5,3590,527.5,2.38,13.3,7,21,0.331,10,49.9,2.29
,10:12:45,5,3590,528.5,2.37,13.3,7,20,0.343,10,50,2.29
,10:12:46,5,3590,529.5,2.37,13.3,7,20,0.342,10,49.9,2.29
,10:12:47,5,3590,530.5,2.37,13.3,7,20,0.33,10,49.9,2.29
,10:12:48,5,3590,531.5,2.37,13.3,7,20,0.319,10,49.9,2.29
,10:12:49,5,3590,532.5,2.37,13.3,7,20,0.33,10,49.9,2.29
,10:12:50,5,3590,533.5,2.37,13.3,7,21,0.342,10,49.9,2.28
,10:12:51,5,3590,534.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:12:52,5,3590,535.5,2.37,13.3,7,21,0.33,10,49.9,2.29
,10:12:53,5,3590,536.5,2.37,13.3,7,21,0.331,10,50,2.29
,10:12:54,5,3590,537.5,2.38,13.3,7,21,0.331,10,49.9,2.3
,10:12:55,5,3590,538.5,2.37,13.3,7,20,0.343,10,49.9,2.29
,10:12:56,5,3590,539.5,2.38,13.3,7,20,0.343,10,50,2.29
,10:12:57,5,3590,540.5,2.38,13.3,7,20,0.331,10,49.9,2.29
,10:12:58,5,3590,541.5,2.38,13.3,7,21,0.32,10,49.9,2.3
,10:12:59,5,3590,542.5,2.38,13.3,7,21,0.32,10,49.9,2.3
,10:13:00,5,3590,543.5,2.37,13.3,7,21,0.342,10,49.9,2.29
,10:13:01,5,3590,544.5,2.37,13.3,7,21,0.355,10,49.9,2.29
,10:13:02,5,3590,545.5,2.37,13.3,7,21,0.356,10,49.9,2.29
,10:13:03,5,3590,546.5,2.39,13.3,7,21,0.332,10,49.9,2.3
,10:13:04,5,3590,547.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:13:05,5,3590,548.5,2.38,13.3,7,21,0.358,10,49.9,2.3
,10:13:06,5,3590,549.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:13:07,5,3590,550.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:13:08,5,3590,551.5,2.38,13.3,7,20,0.344,10,49.9,2.3
,10:13:09,5,3590,552.5,2.37,13.3,7,20,0.342,10,49.9,2.29
,10:13:10,5,3590,553.5,2.37,13.3,7,20,0.33,10,49.9,2.29
,10:13:11,5,3590,554.5,2.38,13.3,7,20,0.32,10,50,2.3
,10:13:12,5,3590,555.5,2.38,13.3,8,20,0.31,10,49.9,2.3
,10:13:13,5,3590,556.5,2.37,13.3,8,20,0.309,10,49.9,2.29
,10:13:14,5,3590,557.5,2.37,13.3,7,20,0.318,10,49.9,2.28
,10:13:15,5,3590,558.5,2.37,13.3,7,20,0.33,10,49.9,2.28
,10:13:16,5,3590,559.5,2.36,13.3,7,20,0.34,10,49.9,2.27
,10:13:17,5,3590,560.5,2.35,13.3,7,20,0.353,10,49.9,2.27
,10:13:18,5,3590,561.5,2.35,13.3,7,21,0.352,10,49.9,2.27
,10:13:19,5,3590,562.5,2.37,13.3,7,21,0.355,10,49.9,2.29
,10:13:20,5,3590,563.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:13:21,5,3590,564.5,2.4,13.3,7,21,0.334,10,49.9,2.31
,10:13:22,5,3590,565.5,2.39,13.3,7,20,0.333,10,49.9,2.31
,10:13:23,5,3590,566.5,2.39,13.3,7,20,0.345,10,49.9,2.3
,10:13:24,5,3590,567.5,2.39,13.3,7,20,0.345,10,49.9,2.31
,10:13:25,5,3590,568.5,2.4,13.3,7,20,0.346,10,49.9,2.32
,10:13:26,5,3590,569.5,2.4,13.3,7,20,0.347,10,49.9,2.32
,10:13:27,5,3590,570.5,2.4,13.3,7,20,0.347,10,49.9,2.32
,10:13:28,5,3590,571.5,2.4,13.3,7,20,0.36,10,49.9,2.32
,10:13:29,5,3590,572.5,2.42,13.3,7,20,0.337,10,49.9,2.33
,10:13:30,5,3590,573.5,2.43,13.3,7,20,0.339,10,49.9,2.35
,10:13:31,5,3590,574.5,2.43,13.3,7,21,0.327,10,50,2.35
,10:13:32,5,3590,575.5,2.42,13.3,8,21,0.315,10,49.9,2.34
,10:13:33,5,3590,576.5,2.42,13.3,7,21,0.325,10,49.9,2.33
,10:13:34,5,3590,577.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:13:35,5,3590,578.5,2.41,13.3,7,21,0.336,10,50,2.33
,10:13:36,5,3590,579.5,2.41,13.3,7,21,0.348,10,49.9,2.32
,10:13:37,5,3590,580.5,2.41,13.3,7,21,0.348,10,49.9,2.32
,10:13:38,5,3590,581.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:13:39,5,3590,582.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:13:40,5,3590,583.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:13:41,5,3590,584.5,2.41,13.3,7,21,0.348,10,49.9,2.32
,10:13:42,5,3590,585.5,2.41,13.3,7,21,0.348,10,50,2.33
,10:13:43,5,3590,586.5,2.41,13.3,7,20,0.349,10,49.9,2.33
,10:13:44,5,3590,587.5,2.42,13.3,7,21,0.349,10,49.9,2.34
,10:13:45,5,3590,588.5,2.43,13.3,7,21,0.351,10,49.9,2.35
,10:13:46,5,3590,589.5,2.44,13.3,7,21,0.34,10,49.9,2.36
,10:13:47,5,3590,590.5,2.44,13.3,7,21,0.34,10,49.9,2.36
,10:13:48,5,3590,591.5,2.43,13.3,7,21,0.339,10,49.9,2.35
,10:13:49,5,3590,592.5,2.42,13.3,7,21,0.325,10,49.9,2.33
,10:13:50,5,3590,593.5,2.4,13.3,7,21,0.335,10,49.9,2.32
,10:13:51,5,3590,594.5,2.4,13.3,7,21,0.334,10,49.9,2.32
,10:13:52,5,3590,595.5,2.4,13.3,7,21,0.323,10,49.9,2.32
,10:13:53,5,3590,596.5,2.41,13.3,7,21,0.324,10,49.9,2.32
,10:13:54,5,3590,597.5,2.41,13.3,8,21,0.313,10,49.9,2.32
,10:13:55,5,3590,598.5,2.41,13.3,8,21,0.313,10,49.9,2.32
,10:13:56,5,3590,599.5,2.4,13.3,7,21,0.322,10,49.9,2.31
,10:13:57,5,3590,600.5,2.38,13.3,7,21,0.321,10,50,2.3
,10:13:58,5,3590,601.5,2.37,13.3,7,20,0.319,10,49.9,2.28
,10:13:59,5,3590,602.5,2.36,13.3,7,20,0.329,10,49.9,2.28
,10:14:00,5,3590,603.5,2.36,13.3,7,20,0.328,10,50,2.27
,10:14:01,5,3590,604.5,2.35,13.3,7,20,0.327,10,49.9,2.27
,10:14:02,5,3590,605.5,2.35,13.3,7,21,0.34,10,50,2.27
,10:14:03,5,3590,606.5,2.35,13.3,7,21,0.352,10,49.9,2.27
,10:14:04,5,3590,607.5,2.35,13.3,7,21,0.353,10,49.9,2.27
,10:14:05,5,3590,608.5,2.36,13.3,7,21,0.353,10,49.9,2.28
,10:14:06,5,3590,609.5,2.37,13.3,7,21,0.355,10,49.9,2.28
,10:14:07,5,3590,610.5,2.38,13.3,7,21,0.331,10,49.9,2.3
,10:14:08,5,3590,611.5,2.38,13.3,7,21,0.331,10,49.9,2.3
,10:14:09,5,3590,612.5,2.38,13.3,7,21,0.343,10,49.9,2.29
,10:14:10,5,3590,613.5,2.38,13.3,7,20,0.356,10,49.9,2.29
,10:14:11,5,3590,614.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:14:12,5,3590,615.5,2.4,13.3,7,20,0.346,10,49.9,2.31
,10:14:13,5,3590,616.5,2.4,13.3,7,20,0.36,10,49.9,2.32
,10:14:14,5,3590,617.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:14:15,5,3590,618.5,2.41,13.3,7,21,0.324,10,49.9,2.32
,10:14:16,5,3590,619.5,2.4,13.3,7,20,0.323,10,49.9,2.32
,10:14:17,5,3590,620.5,2.38,13.3,7,21,0.332,10,50,2.3
,10:14:18,5,3590,621.5,2.38,13.3,7,21,0.332,10,49.9,2.3
,10:14:19,5,3590,622.5,2.38,13.3,7,21,0.344,10,49.9,2.29
,10:14:20,5,3590,623.5,2.38,13.3,7,21,0.357,10,49.9,2.3
,10:14:21,5,3590,624.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:14:22,5,3590,625.5,2.4,13.3,7,21,0.334,10,49.9,2.32
,10:14:23,5,3590,626.5,2.4,13.3,7,21,0.323,10,49.9,2.32
,10:14:24,5,3590,627.5,2.4,13.3,7,21,0.334,10,49.9,2.31
,10:14:25,5,3590,628.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:14:26,5,3590,629.5,2.39,13.3,7,21,0.345,10,49.9,2.3
,10:14:27,5,3590,630.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:14:28,5,3590,631.5,2.39,13.3,7,21,0.345,10,49.9,2.3
,10:14:29,5,3590,632.5,2.39,13.3,7,21,0.346,10,49.9,2.31
,10:14:30,5,3590,633.5,2.4,13.3,7,21,0.323,10,49.9,2.32
,10:14:31,5,3590,634.5,2.42,13.3,7,21,0.325,10,49.9,2.33
,10:14:32,5,3590,635.5,2.41,13.3,7,21,0.325,10,49.9,2.33
,10:14:33,5,3590,636.5,2.4,13.3,7,21,0.346,10,49.9,2.32
,10:14:34,5,3590,637.5,2.38,13.3,7,21,0.358,10,49.9,2.3
,10:14:35,5,3590,638.5,2.39,13.3,7,21,0.358,10,50,2.3
,10:14:36,5,3590,639.5,2.4,13.3,7,21,0.347,10,50,2.32
,10:14:37,5,3590,640.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:14:38,5,3590,641.5,2.41,13.3,7,20,0.324,10,49.9,2.32
,10:14:39,5,3590,642.5,2.4,13.3,7,21,0.334,10,49.9,2.32
,10:14:40,5,3590,643.5,2.39,13.3,7,21,0.346,10,49.9,2.31
,10:14:41,5,3590,644.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:14:42,5,3590,645.5,2.39,13.3,7,21,0.345,10,49.9,2.3
,10:14:43,5,3590,646.5,2.39,13.3,7,21,0.345,10,49.9,2.3
,10:14:44,5,3590,647.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:14:45,5,3590,648.5,2.4,13.3,7,21,0.322,10,49.9,2.31
,10:14:46,5,3590,649.5,2.4,13.3,7,21,0.334,10,49.9,2.32
,10:14:47,5,3590,650.5,2.4,13.3,7,21,0.36,10,49.9,2.32
,10:14:48,5,3590,651.5,2.4,13.3,7,21,0.36,10,49.9,2.32
,10:14:49,5,3590,652.5,2.41,13.3,7,21,0.348,10,49.9,2.33
,10:14:50,5,3590,653.5,2.42,13.3,7,21,0.349,10,49.9,2.33
,10:14:51,5,3590,654.5,2.42,13.3,7,21,0.337,10,49.9,2.34
,10:14:52,5,3590,655.5,2.41,13.3,7,21,0.324,10,49.9,2.32
,10:14:53,5,3590,656.5,2.4,13.3,7,21,0.334,10,50,2.32
,10:14:54,5,3590,657.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:14:55,5,3590,658.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:14:56,5,3590,659.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:14:57,5,3590,660.5,2.38,13.3,7,21,0.344,10,50,2.3
,10:14:58,5,3590,661.5,2.38,13.3,7,21,0.331,10,49.9,2.3
,10:14:59,5,3590,662.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:15:00,5,3590,663.5,2.38,13.3,7,21,0.358,10,49.9,2.3
,10:15:01,5,3590,664.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:15:02,5,3590,665.5,2.4,13.3,7,21,0.334,10,49.9,2.32
,10:15:03,5,3590,666.5,2.41,13.3,7,21,0.325,10,49.9,2.33
,10:15:04,5,3590,667.5,2.41,13.3,7,21,0.325,10,49.9,2.33
,10:15:05,5,3590,668.5,2.41,13.3,7,21,0.361,10,49.9,2.32
,10:15:06,5,3590,669.5,2.4,13.3,6,21,0.375,10,49.9,2.32
,10:15:07,5,3590,670.5,2.42,13.3,7,21,0.364,10,49.9,2.34
,10:15:08,5,3590,671.5,2.45,13.3,7,21,0.341,10,49.9,2.36
,10:15:09,5,3590,672.5,2.46,13.3,8,21,0.32,10,49.9,2.38
,10:15:10,5,3590,673.5,2.45,13.3,8,21,0.318,10,49.9,2.36
,10:15:11,5,3590,674.5,2.43,13.3,8,21,0.315,10,50,2.34
,10:15:12,5,3590,675.5,2.4,13.3,7,21,0.323,10,50,2.32
,10:15:13,5,3590,676.5,2.39,13.3,7,21,0.333,10,49.9,2.3
,10:15:14,5,3590,677.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:15:15,5,3590,678.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:15:16,5,3590,679.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:15:17,5,3590,680.5,2.39,13.3,7,21,0.345,10,49.9,2.31
,10:15:18,5,3590,681.5,2.39,13.3,7,21,0.345,10,49.9,2.3
,10:15:19,5,3590,682.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:15:20,5,3590,683.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:15:21,5,3590,684.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:15:22,5,3590,685.5,2.38,13.3,7,21,0.343,10,49.9,2.29
,10:15:23,5,3590,686.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:15:24,5,3590,687.5,2.4,13.3,7,20,0.334,10,49.9,2.32
,10:15:25,5,3590,688.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:15:26,5,3590,689.5,2.41,13.3,7,21,0.336,10,49.9,2.33
,10:15:27,5,3590,690.5,2.4,13.3,7,21,0.335,10,49.9,2.32
,10:15:28,5,3590,691.5,2.39,13.3,7,21,0.322,10,49.9,2.31
,10:15:29,5,3590,692.5,2.39,13.3,7,21,0.321,10,49.9,2.3
,10:15:30,5,3590,693.5,2.38,13.3,8,21,0.31,10,49.9,2.3
,10:15:31,5,3590,694.5,2.38,13.3,8,21,0.31,10,50,2.3
,10:15:32,5,3590,695.5,2.38,13.3,7,21,0.32,10,49.9,2.29
,10:15:33,5,3590,696.5,2.36,13.3,7,21,0.341,10,49.9,2.28
,10:15:34,5,3590,697.5,2.36,13.3,7,21,0.354,10,49.9,2.28
,10:15:35,5,3590,698.5,2.37,13.3,7,21,0.356,10,49.9,2.29
,10:15:36,5,3590,699.5,2.4,13.3,7,21,0.346,10,49.9,2.32
,10:15:37,5,3590,700.5,2.4,13.3,7,21,0.346,10,49.9,2.32
,10:15:38,5,3590,701.5,2.4,13.3,7,21,0.346,10,49.9,2.31
,10:15:39,5,3590,702.5,2.38,13.3,7,21,0.344,10,49.9,2.3
