s,,DELRIN_DRY_T12_PO5.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,23/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Delrin,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 15:55:56 on 23/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,delrin_dry_t12_po5-h001.tsv,,,,,,,,,,
,16:47:43,5,3590,3106.6,3.57,13.3,7,23,0.497,10,49.8,3.44
,16:47:44,5,3590,3107.6,3.57,13.3,7,23,0.497,10,49.8,3.45
,16:47:45,5,3590,3108.6,3.56,13.3,7,23,0.496,10,49.8,3.44
,16:47:46,5,3590,3109.6,3.55,13.3,7,23,0.513,10,49.8,3.43
,16:47:47,5,3590,3110.6,3.55,13.3,7,24,0.512,10,49.8,3.42
,16:47:48,5,3590,3111.6,3.55,13.3,7,24,0.512,10,49.8,3.42
,16:47:49,5,3590,3112.6,3.54,13.3,7,24,0.493,10,49.8,3.42
,16:47:50,5,3590,3113.6,3.54,13.3,7,24,0.511,10,49.8,3.42
,16:47:51,5,3590,3114.6,3.54,13.3,7,23,0.512,10,49.8,3.42
,16:47:52,5,3590,3115.6,3.55,13.3,7,23,0.512,10,49.8,3.43
,16:47:53,5,3590,3116.6,3.55,13.3,7,23,0.513,10,49.8,3.43
,16:47:54,5,3590,3117.6,3.56,13.3,7,23,0.514,10,49.8,3.44
,16:47:55,5,3590,3118.6,3.57,13.3,7,23,0.516,10,49.8,3.45
,16:47:56,5,3590,3119.6,3.59,13.3,7,23,0.501,10,49.8,3.47
,16:47:57,5,3590,3120.6,3.61,13.3,7,23,0.503,10,49.8,3.48
,16:47:58,5,3590,3121.6,3.61,13.3,7,23,0.486,10,49.8,3.49
,16:47:59,5,3590,3122.6,3.61,13.3,7,23,0.503,10,49.8,3.48
,16:48:00,5,3590,3123.6,3.61,13.3,7,23,0.503,10,49.8,3.49
,16:48:01,5,3590,3124.6,3.61,13.3,7,23,0.503,10,49.8,3.49
,16:48:02,5,3590,3125.6,3.62,13.3,7,24,0.504,10,49.8,3.5
,16:48:03,5,3590,3126.6,3.63,13.3,7,24,0.505,10,49.8,3.5
,16:48:04,5,3590,3127.6,3.63,13.3,7,24,0.505,10,49.8,3.5
,16:48:05,5,3590,3128.6,3.62,13.3,7,24,0.487,10,49.8,3.5
,16:48:06,5,3590,3129.6,3.63,13.3,8,24,0.471,10,49.8,3.5
,16:48:07,5,3590,3130.6,3.61,13.3,7,23,0.486,10,49.8,3.49
,16:48:08,5,3590,3131.6,3.59,13.3,7,23,0.483,10,49.8,3.46
,16:48:09,5,3590,3132.6,3.56,13.3,7,23,0.496,10,49.8,3.44
,16:48:10,5,3590,3133.6,3.55,13.3,7,24,0.513,10,49.8,3.42
,16:48:11,5,3590,3134.6,3.54,13.3,7,24,0.512,10,49.8,3.42
,16:48:12,5,3590,3135.6,3.53,13.3,7,24,0.51,10,49.8,3.41
,16:48:13,5,3590,3136.6,3.53,13.3,7,24,0.529,10,49.8,3.41
,16:48:14,5,3590,3137.6,3.53,13.3,7,24,0.53,10,49.8,3.41
,16:48:15,5,3590,3138.6,3.55,13.3,7,24,0.512,10,49.8,3.43
,16:48:16,5,3590,3139.6,3.57,13.3,7,23,0.497,10,49.8,3.45
,16:48:17,5,3590,3140.6,3.58,13.3,7,23,0.499,10,49.8,3.46
,16:48:18,5,3590,3141.6,3.59,13.3,7,23,0.519,10,49.8,3.47
,16:48:19,5,3590,3142.6,3.6,13.3,7,23,0.52,10,49.8,3.47
,16:48:20,5,3590,3143.6,3.6,13.3,7,23,0.502,10,49.8,3.48
,16:48:21,5,3590,3144.6,3.61,13.3,7,23,0.502,10,49.8,3.48
,16:48:22,5,3590,3145.6,3.6,13.3,7,23,0.502,10,49.8,3.48
,16:48:23,5,3590,3146.6,3.6,13.3,7,23,0.484,10,49.8,3.47
,16:48:24,5,3590,3147.6,3.59,13.3,8,24,0.466,10,49.8,3.46
,16:48:25,5,3590,3148.6,3.58,13.3,7,24,0.481,10,49.8,3.45
,16:48:26,5,3590,3149.6,3.58,13.3,7,24,0.498,10,49.8,3.45
,16:48:27,5,3590,3150.6,3.58,13.3,7,24,0.499,10,49.7,3.45
,16:48:28,5,3590,3151.6,3.58,13.3,7,24,0.517,10,49.8,3.45
,16:48:29,5,3590,3152.6,3.57,13.3,7,24,0.515,10,49.8,3.44
,16:48:30,5,3590,3153.6,3.56,13.3,7,24,0.515,10,49.8,3.44
,16:48:31,5,3590,3154.6,3.56,13.3,7,24,0.515,10,49.8,3.44
,16:48:32,5,3590,3155.6,3.56,13.3,7,24,0.515,10,49.8,3.44
,16:48:33,5,3590,3156.6,3.56,13.3,7,24,0.515,10,49.8,3.44
,16:48:34,5,3590,3157.6,3.58,13.3,7,24,0.517,10,49.8,3.45
,16:48:35,5,3590,3158.6,3.6,13.3,7,24,0.52,10,49.8,3.47
,16:48:36,5,3590,3159.6,3.61,13.3,7,24,0.502,10,49.8,3.48
,16:48:37,5,3590,3160.6,3.6,13.3,7,24,0.502,10,49.8,3.48
,16:48:38,5,3590,3161.6,3.6,13.3,7,23,0.484,10,49.8,3.47
,16:48:39,5,3590,3162.6,3.59,13.3,7,23,0.5,10,49.8,3.47
,16:48:40,5,3590,3163.6,3.59,13.3,7,23,0.518,10,49.8,3.46
,16:48:41,5,3590,3164.6,3.58,13.3,7,23,0.518,10,49.8,3.46
,16:48:42,5,3590,3165.6,3.59,13.3,7,23,0.519,10,49.8,3.47
,16:48:43,5,3590,3166.6,3.61,13.3,7,24,0.503,10,49.8,3.49
,16:48:44,5,3590,3167.6,3.62,13.3,7,24,0.523,10,49.8,3.5
,16:48:45,5,3590,3168.6,3.62,13.3,7,24,0.504,10,49.8,3.49
,16:48:46,5,3590,3169.6,3.61,13.3,7,24,0.522,10,49.8,3.49
,16:48:47,5,3590,3170.6,3.62,13.3,7,24,0.523,10,49.8,3.49
,16:48:48,5,3590,3171.6,3.63,13.3,7,24,0.506,10,49.8,3.51
,16:48:49,5,3590,3172.6,3.63,13.3,7,23,0.488,10,49.8,3.5
,16:48:50,5,3590,3173.6,3.62,13.3,7,23,0.486,10,49.8,3.49
,16:48:51,5,3590,3174.6,3.6,13.3,8,23,0.468,10,49.8,3.47
,16:48:52,5,3590,3175.6,3.59,13.3,8,24,0.467,10,49.8,3.46
,16:48:53,5,3590,3176.6,3.6,13.3,7,24,0.484,10,49.8,3.47
,16:48:54,5,3590,3177.6,3.6,13.3,7,24,0.502,10,49.8,3.48
,16:48:55,5,3590,3178.6,3.59,13.3,7,24,0.5,10,49.8,3.46
,16:48:56,5,3590,3179.6,3.56,13.3,7,24,0.514,10,49.8,3.43
,16:48:57,5,3590,3180.6,3.53,13.3,7,24,0.53,10,49.8,3.41
,16:48:58,5,3590,3181.6,3.54,13.3,7,23,0.531,10,49.8,3.42
,16:48:59,5,3590,3182.6,3.57,13.3,7,23,0.536,10,49.8,3.45
,16:49:00,5,3590,3183.6,3.61,13.3,7,23,0.541,10,49.8,3.48
,16:49:01,5,3590,3184.6,3.63,13.3,7,23,0.545,10,49.8,3.51
,16:49:02,5,3590,3185.6,3.65,13.3,7,23,0.548,10,49.8,3.53
,16:49:03,5,3590,3186.6,3.66,13.3,7,23,0.529,10,49.8,3.54
,16:49:04,5,3590,3187.6,3.68,13.3,7,24,0.532,10,49.8,3.56
,16:49:05,5,3590,3188.6,3.7,13.3,7,24,0.534,10,49.8,3.57
,16:49:06,5,3590,3189.6,3.71,13.3,7,24,0.536,10,49.8,3.58
,16:49:07,5,3590,3190.6,3.71,13.3,7,24,0.517,10,49.8,3.59
,16:49:08,5,3590,3191.6,3.71,13.3,7,23,0.537,10,49.8,3.59
,16:49:09,5,3590,3192.6,3.71,13.3,7,23,0.536,10,49.8,3.58
,16:49:10,5,3590,3193.6,3.71,13.3,7,23,0.536,10,49.8,3.59
,16:49:11,5,3590,3194.6,3.72,13.3,7,23,0.538,10,49.8,3.59
,16:49:12,5,3590,3195.6,3.73,13.3,7,23,0.539,10,49.8,3.6
,16:49:13,5,3590,3196.6,3.74,13.3,7,23,0.54,10,49.8,3.61
,16:49:14,5,3590,3197.6,3.74,13.3,7,23,0.54,10,49.8,3.61
,16:49:15,5,3590,3198.6,3.74,13.3,7,23,0.541,10,49.8,3.61
,16:49:16,5,3590,3199.6,3.75,13.3,7,23,0.522,10,49.8,3.62
,16:49:17,5,3590,3200.6,3.75,13.3,7,24,0.522,10,49.8,3.62
,16:49:18,5,3590,3201.6,3.74,13.3,7,24,0.522,10,49.8,3.61
,16:49:19,5,3590,3202.6,3.74,13.3,7,24,0.54,10,49.8,3.61
,16:49:20,5,3590,3203.6,3.74,13.3,7,24,0.54,10,49.8,3.61
,16:49:21,5,3590,3204.6,3.74,13.3,7,24,0.521,10,49.8,3.61
,16:49:22,5,3590,3205.6,3.74,13.3,7,24,0.521,10,49.8,3.61
,16:49:23,5,3590,3206.6,3.74,13.3,7,24,0.522,10,49.8,3.61
,16:49:24,5,3590,3207.6,3.75,13.3,7,24,0.522,10,49.8,3.62
,16:49:25,5,3590,3208.6,3.75,13.3,7,23,0.522,10,49.8,3.62
,16:49:26,5,3590,3209.6,3.74,13.3,7,23,0.504,10,49.8,3.61
,16:49:27,5,3590,3210.6,3.73,13.3,7,23,0.502,10,49.9,3.6
,16:49:28,5,3590,3211.6,3.72,13.3,7,23,0.5,10,49.8,3.59
,16:49:29,5,3590,3212.6,3.69,13.3,7,23,0.514,10,49.8,3.56
,16:49:30,5,3590,3213.6,3.66,13.3,7,23,0.51,10,49.8,3.53
,16:49:31,5,3590,3214.6,3.64,13.3,7,23,0.526,10,49.8,3.52
,16:49:32,5,3590,3215.6,3.66,13.3,7,23,0.528,10,49.8,3.53
,16:49:33,5,3590,3216.6,3.68,13.3,7,23,0.531,10,49.8,3.55
,16:49:34,5,3590,3217.6,3.7,13.3,7,23,0.535,10,49.8,3.58
,16:49:35,5,3590,3218.6,3.71,13.3,7,24,0.517,10,49.8,3.58
,16:49:36,5,3590,3219.6,3.71,13.3,7,24,0.517,10,49.8,3.59
,16:49:37,5,3590,3220.6,3.7,13.3,7,24,0.516,10,49.8,3.58
,16:49:38,5,3590,3221.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:49:39,5,3590,3222.6,3.67,13.3,7,24,0.53,10,49.8,3.54
,16:49:40,5,3590,3223.6,3.68,13.3,7,24,0.531,10,49.8,3.55
,16:49:41,5,3590,3224.6,3.69,13.3,7,24,0.534,10,49.8,3.57
,16:49:42,5,3590,3225.6,3.71,13.3,7,24,0.517,10,49.8,3.59
,16:49:43,5,3590,3226.6,3.72,13.3,7,24,0.518,10,49.8,3.59
,16:49:44,5,3590,3227.6,3.71,13.3,7,24,0.517,10,49.8,3.58
,16:49:45,5,3590,3228.6,3.7,13.3,7,24,0.515,10,49.8,3.57
,16:49:46,5,3590,3229.6,3.67,13.3,7,23,0.531,10,49.8,3.54
,16:49:47,5,3590,3230.6,3.67,13.3,7,23,0.551,10,49.8,3.55
,16:49:48,5,3590,3231.6,3.68,13.3,7,24,0.532,10,49.8,3.56
,16:49:49,5,3590,3232.6,3.7,13.3,7,24,0.535,10,49.8,3.57
,16:49:50,5,3590,3233.6,3.71,13.3,7,24,0.536,10,49.8,3.58
,16:49:51,5,3590,3234.6,3.72,13.3,7,24,0.537,10,49.8,3.59
,16:49:52,5,3590,3235.6,3.73,13.3,7,24,0.538,10,49.8,3.6
,16:49:53,5,3590,3236.6,3.74,13.3,7,24,0.54,10,49.8,3.61
,16:49:54,5,3590,3237.6,3.75,13.3,7,24,0.522,10,49.8,3.62
,16:49:55,5,3590,3238.6,3.76,13.3,7,24,0.523,10,49.8,3.63
,16:49:56,5,3590,3239.6,3.75,13.3,7,24,0.523,10,49.8,3.62
,16:49:57,5,3590,3240.6,3.75,13.3,7,24,0.522,10,49.8,3.62
,16:49:58,5,3590,3241.6,3.75,13.3,7,24,0.522,10,49.8,3.62
,16:49:59,5,3590,3242.6,3.75,13.3,7,24,0.523,10,49.8,3.62
,16:50:00,5,3590,3243.6,3.76,13.3,7,24,0.524,10,49.8,3.63
,16:50:01,5,3590,3244.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:50:02,5,3590,3245.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:50:03,5,3590,3246.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:50:04,5,3590,3247.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:50:05,5,3590,3248.6,3.77,13.3,7,24,0.544,10,49.8,3.64
,16:50:06,5,3590,3249.6,3.75,13.3,7,24,0.522,10,49.9,3.62
,16:50:07,5,3590,3250.6,3.73,13.3,7,24,0.519,10,49.8,3.6
,16:50:08,5,3590,3251.6,3.71,13.3,7,24,0.535,10,49.9,3.58
,16:50:09,5,3590,3252.6,3.71,13.3,7,24,0.556,10,49.8,3.58
,16:50:10,5,3590,3253.6,3.72,13.3,7,24,0.537,10,49.8,3.59
,16:50:11,5,3590,3254.6,3.74,13.3,7,24,0.54,10,49.8,3.61
,16:50:12,5,3590,3255.6,3.75,13.3,7,24,0.523,10,49.8,3.62
,16:50:13,5,3590,3256.6,3.76,13.3,7,24,0.524,10,49.8,3.63
,16:50:14,5,3590,3257.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:50:15,5,3590,3258.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:50:16,5,3590,3259.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:50:17,5,3590,3260.6,3.76,13.3,7,24,0.506,10,49.8,3.63
,16:50:18,5,3590,3261.6,3.74,13.3,7,24,0.503,10,49.8,3.61
,16:50:19,5,3590,3262.6,3.72,13.3,8,24,0.484,10,49.8,3.59
,16:50:20,5,3590,3263.6,3.71,13.3,7,24,0.499,10,49.8,3.58
,16:50:21,5,3590,3264.6,3.71,13.3,7,24,0.499,10,49.8,3.58
,16:50:22,5,3590,3265.6,3.7,13.3,7,24,0.498,10,49.8,3.58
,16:50:23,5,3590,3266.6,3.7,13.3,7,24,0.497,10,49.8,3.57
,16:50:24,5,3590,3267.6,3.67,13.3,7,23,0.511,10,49.8,3.54
,16:50:25,5,3590,3268.6,3.64,13.3,7,23,0.507,10,49.8,3.51
,16:50:26,5,3590,3269.6,3.61,13.3,7,23,0.542,10,49.8,3.49
,16:50:27,5,3590,3270.6,3.61,13.3,7,23,0.522,10,49.8,3.49
,16:50:28,5,3590,3271.6,3.63,13.3,7,23,0.524,10,49.8,3.51
,16:50:29,5,3590,3272.6,3.64,13.3,7,23,0.526,10,49.8,3.52
,16:50:30,5,3590,3273.6,3.63,13.3,7,23,0.506,10,49.8,3.51
,16:50:31,5,3590,3274.6,3.61,13.3,7,23,0.503,10,49.8,3.48
,16:50:32,5,3590,3275.6,3.58,13.3,7,23,0.538,10,49.8,3.46
,16:50:33,5,3590,3276.6,3.57,13.3,6,23,0.558,10,49.8,3.45
,16:50:34,5,3590,3277.6,3.59,13.3,7,23,0.539,10,49.8,3.47
,16:50:35,5,3590,3278.6,3.63,13.3,7,23,0.545,10,49.8,3.51
,16:50:36,5,3590,3279.6,3.67,13.3,7,24,0.53,10,49.8,3.54
,16:50:37,5,3590,3280.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:50:38,5,3590,3281.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:50:39,5,3590,3282.6,3.68,13.3,7,24,0.512,10,49.8,3.55
,16:50:40,5,3590,3283.6,3.67,13.3,7,24,0.511,10,49.8,3.54
,16:50:41,5,3590,3284.6,3.66,13.3,7,23,0.529,10,49.9,3.54
,16:50:42,5,3590,3285.6,3.67,13.3,7,23,0.53,10,49.8,3.54
,16:50:43,5,3590,3286.6,3.68,13.3,7,23,0.532,10,49.9,3.56
,16:50:44,5,3590,3287.6,3.71,13.3,7,24,0.516,10,49.8,3.58
,16:50:45,5,3590,3288.6,3.71,13.3,7,24,0.517,10,49.8,3.59
,16:50:46,5,3590,3289.6,3.71,13.3,7,24,0.517,10,49.8,3.58
,16:50:47,5,3590,3290.6,3.69,13.3,7,24,0.534,10,49.8,3.57
,16:50:48,5,3590,3291.6,3.7,13.3,7,24,0.534,10,49.8,3.57
,16:50:49,5,3590,3292.6,3.7,13.3,7,23,0.535,10,49.8,3.58
,16:50:50,5,3590,3293.6,3.72,13.3,7,23,0.537,10,49.8,3.59
,16:50:51,5,3590,3294.6,3.72,13.3,7,23,0.538,10,49.8,3.59
,16:50:52,5,3590,3295.6,3.72,13.3,7,23,0.519,10,49.8,3.59
,16:50:53,5,3590,3296.6,3.71,13.3,7,23,0.517,10,49.8,3.58
,16:50:54,5,3590,3297.6,3.7,13.3,7,23,0.535,10,49.8,3.57
,16:50:55,5,3590,3298.6,3.7,13.3,7,23,0.535,10,49.9,3.58
,16:50:56,5,3590,3299.6,3.72,13.3,7,24,0.538,10,49.8,3.6
,16:50:57,5,3590,3300.6,3.75,13.3,7,24,0.542,10,49.8,3.63
,16:50:58,5,3590,3301.6,3.77,13.3,7,24,0.545,10,49.9,3.64
,16:50:59,5,3590,3302.6,3.77,13.3,7,24,0.545,10,49.9,3.64
,16:51:00,5,3590,3303.6,3.77,13.3,7,24,0.545,10,49.8,3.64
,16:51:01,5,3590,3304.6,3.78,13.3,7,24,0.526,10,49.8,3.65
,16:51:02,5,3590,3305.6,3.79,13.3,7,24,0.547,10,49.8,3.66
,16:51:03,5,3590,3306.6,3.79,13.3,7,24,0.528,10,49.8,3.66
,16:51:04,5,3590,3307.6,3.79,13.3,7,24,0.548,10,49.8,3.66
,16:51:05,5,3590,3308.6,3.8,13.3,7,23,0.548,10,49.8,3.67
,16:51:06,5,3590,3309.6,3.8,13.3,7,23,0.529,10,49.8,3.67
,16:51:07,5,3590,3310.6,3.8,13.3,7,23,0.511,10,49.8,3.67
,16:51:08,5,3590,3311.6,3.8,13.3,7,23,0.511,10,49.8,3.67
,16:51:09,5,3590,3312.6,3.79,13.3,7,23,0.547,10,49.8,3.66
,16:51:10,5,3590,3313.6,3.77,13.3,7,23,0.544,10,49.8,3.64
,16:51:11,5,3590,3314.6,3.76,13.3,7,24,0.544,10,49.8,3.63
,16:51:12,5,3590,3315.6,3.78,13.3,7,24,0.546,10,49.8,3.65
,16:51:13,5,3590,3316.6,3.8,13.3,7,24,0.53,10,49.8,3.67
,16:51:14,5,3590,3317.6,3.81,13.3,7,24,0.551,10,49.8,3.68
,16:51:15,5,3590,3318.6,3.82,13.3,7,24,0.532,10,49.8,3.69
,16:51:16,5,3590,3319.6,3.82,13.3,7,24,0.532,10,49.8,3.69
,16:51:17,5,3590,3320.6,3.82,13.3,7,24,0.532,10,49.8,3.69
,16:51:18,5,3590,3321.6,3.82,13.3,7,24,0.513,10,49.8,3.68
,16:51:19,5,3590,3322.6,3.8,13.3,7,24,0.511,10,49.8,3.66
,16:51:20,5,3590,3323.6,3.78,13.3,7,23,0.508,10,49.8,3.64
,16:51:21,5,3590,3324.6,3.76,13.3,7,23,0.506,10,49.8,3.63
,16:51:22,5,3590,3325.6,3.76,13.3,7,23,0.505,10,49.8,3.63
,16:51:23,5,3590,3326.6,3.77,13.3,7,23,0.507,10,49.8,3.64
,16:51:24,5,3590,3327.6,3.78,13.3,7,23,0.508,10,49.8,3.65
,16:51:25,5,3590,3328.6,3.78,13.3,7,23,0.508,10,49.8,3.65
,16:51:26,5,3590,3329.6,3.76,13.3,7,23,0.543,10,49.8,3.63
,16:51:27,5,3590,3330.6,3.73,13.3,7,23,0.539,10,49.8,3.6
,16:51:28,5,3590,3331.6,3.71,13.3,7,23,0.537,10,49.8,3.58
,16:51:29,5,3590,3332.6,3.71,13.3,7,23,0.556,10,49.8,3.58
,16:51:30,5,3590,3333.6,3.72,13.3,7,24,0.558,10,49.8,3.59
,16:51:31,5,3590,3334.6,3.75,13.3,7,23,0.562,10,49.9,3.62
,16:51:32,5,3590,3335.6,3.78,13.3,7,23,0.546,10,49.8,3.65
,16:51:33,5,3590,3336.6,3.8,13.3,7,23,0.548,10,49.8,3.66
,16:51:34,5,3590,3337.6,3.79,13.3,7,23,0.548,10,49.8,3.66
,16:51:35,5,3590,3338.6,3.8,13.3,7,23,0.529,10,49.8,3.66
,16:51:36,5,3590,3339.6,3.8,13.3,7,24,0.529,10,49.8,3.66
,16:51:37,5,3590,3340.6,3.78,13.3,7,24,0.547,10,49.8,3.65
,16:51:38,5,3590,3341.6,3.77,13.3,7,24,0.544,10,49.8,3.64
,16:51:39,5,3590,3342.6,3.78,13.3,7,24,0.546,10,49.8,3.65
,16:51:40,5,3590,3343.6,3.8,13.3,7,24,0.529,10,49.8,3.67
,16:51:41,5,3590,3344.6,3.8,13.3,7,24,0.529,10,49.8,3.66
,16:51:42,5,3590,3345.6,3.78,13.3,7,24,0.527,10,49.8,3.65
,16:51:43,5,3590,3346.6,3.76,13.3,7,24,0.543,10,49.8,3.63
,16:51:44,5,3590,3347.6,3.77,13.3,7,24,0.544,10,49.8,3.64
,16:51:45,5,3590,3348.6,3.78,13.3,7,24,0.527,10,49.8,3.65
,16:51:46,5,3590,3349.6,3.79,13.3,7,24,0.527,10,49.8,3.66
,16:51:47,5,3590,3350.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:51:48,5,3590,3351.6,3.75,13.3,7,23,0.505,10,49.8,3.62
,16:51:49,5,3590,3352.6,3.75,13.3,7,24,0.504,10,49.8,3.62
,16:51:50,5,3590,3353.6,3.75,13.3,7,24,0.505,10,49.8,3.62
,16:51:51,5,3590,3354.6,3.76,13.3,7,24,0.506,10,49.8,3.63
,16:51:52,5,3590,3355.6,3.76,13.3,8,24,0.489,10,49.8,3.63
,16:51:53,5,3590,3356.6,3.76,13.3,8,24,0.488,10,49.8,3.62
,16:51:54,5,3590,3357.6,3.73,13.3,7,24,0.502,10,49.8,3.59
,16:51:55,5,3590,3358.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:51:56,5,3590,3359.6,3.66,13.3,7,24,0.51,10,49.8,3.53
,16:51:57,5,3590,3360.6,3.65,13.3,7,24,0.509,10,49.8,3.52
,16:51:58,5,3590,3361.6,3.65,13.3,7,23,0.527,10,49.8,3.52
,16:51:59,5,3590,3362.6,3.64,13.3,7,23,0.526,10,49.8,3.52
,16:52:00,5,3590,3363.6,3.64,13.3,7,23,0.526,10,49.8,3.52
,16:52:01,5,3590,3364.6,3.65,13.3,7,23,0.527,10,49.8,3.52
,16:52:02,5,3590,3365.6,3.66,13.3,7,23,0.509,10,49.8,3.53
,16:52:03,5,3590,3366.6,3.66,13.3,7,23,0.529,10,49.9,3.53
,16:52:04,5,3590,3367.6,3.66,13.3,7,23,0.549,10,49.8,3.53
,16:52:05,5,3590,3368.6,3.67,13.3,7,24,0.55,10,49.9,3.54
,16:52:06,5,3590,3369.6,3.68,13.3,7,24,0.552,10,49.8,3.55
,16:52:07,5,3590,3370.6,3.7,13.3,7,24,0.555,10,49.8,3.57
,16:52:08,5,3590,3371.6,3.72,13.3,7,24,0.559,10,49.8,3.6
,16:52:09,5,3590,3372.6,3.75,13.3,7,24,0.562,10,49.8,3.62
,16:52:10,5,3590,3373.6,3.77,13.3,7,24,0.565,10,49.8,3.64
,16:52:11,5,3590,3374.6,3.78,13.3,7,24,0.567,10,49.8,3.65
,16:52:12,5,3590,3375.6,3.79,13.3,7,24,0.547,10,49.8,3.66
,16:52:13,5,3590,3376.6,3.8,13.3,7,23,0.529,10,49.8,3.66
,16:52:14,5,3590,3377.6,3.79,13.3,7,24,0.528,10,49.8,3.66
,16:52:15,5,3590,3378.6,3.78,13.3,7,24,0.546,10,49.8,3.65
,16:52:16,5,3590,3379.6,3.77,13.3,7,24,0.544,10,49.8,3.63
,16:52:17,5,3590,3380.6,3.77,13.3,7,24,0.525,10,49.8,3.64
,16:52:18,5,3590,3381.6,3.78,13.3,7,24,0.526,10,49.8,3.65
,16:52:19,5,3590,3382.6,3.77,13.3,7,24,0.526,10,49.8,3.64
,16:52:20,5,3590,3383.6,3.76,13.3,7,24,0.524,10,49.8,3.63
,16:52:21,5,3590,3384.6,3.76,13.3,7,24,0.523,10,49.8,3.62
,16:52:22,5,3590,3385.6,3.75,13.3,7,24,0.505,10,49.8,3.62
,16:52:23,5,3590,3386.6,3.75,13.3,7,24,0.505,10,49.8,3.62
,16:52:24,5,3590,3387.6,3.74,13.3,7,24,0.522,10,49.8,3.61
,16:52:25,5,3590,3388.6,3.74,13.3,7,23,0.54,10,49.8,3.61
,16:52:26,5,3590,3389.6,3.73,13.3,7,23,0.559,10,49.8,3.6
,16:52:27,5,3590,3390.6,3.73,13.3,7,23,0.56,10,49.8,3.6
,16:52:28,5,3590,3391.6,3.75,13.3,7,23,0.542,10,49.8,3.62
,16:52:29,5,3590,3392.6,3.77,13.3,7,23,0.525,10,49.8,3.64
,16:52:30,5,3590,3393.6,3.79,13.3,7,23,0.527,10,49.8,3.66
,16:52:31,5,3590,3394.6,3.8,13.3,7,23,0.529,10,49.8,3.67
,16:52:32,5,3590,3395.6,3.8,13.3,7,24,0.53,10,49.8,3.67
,16:52:33,5,3590,3396.6,3.81,13.3,7,23,0.55,10,49.8,3.68
,16:52:34,5,3590,3397.6,3.81,13.3,7,24,0.551,10,49.8,3.68
,16:52:35,5,3590,3398.6,3.82,13.3,7,24,0.532,10,49.8,3.69
,16:52:36,5,3590,3399.6,3.83,13.3,7,24,0.553,10,49.8,3.7
,16:52:37,5,3590,3400.6,3.83,13.3,7,24,0.554,10,49.9,3.7
,16:52:38,5,3590,3401.6,3.84,13.3,7,24,0.555,10,49.8,3.71
,16:52:39,5,3590,3402.6,3.84,13.3,7,24,0.535,10,49.8,3.71
,16:52:40,5,3590,3403.6,3.85,13.3,7,24,0.518,10,49.8,3.72
,16:52:41,5,3590,3404.6,3.85,13.3,7,24,0.518,10,49.8,3.72
,16:52:42,5,3590,3405.6,3.85,13.3,7,24,0.518,10,49.9,3.72
,16:52:43,5,3590,3406.6,3.84,13.3,7,24,0.516,10,49.8,3.7
,16:52:44,5,3590,3407.6,3.81,13.3,7,24,0.531,10,49.8,3.67
,16:52:45,5,3590,3408.6,3.78,13.3,7,24,0.546,10,49.8,3.65
,16:52:46,5,3590,3409.6,3.78,13.3,7,24,0.546,10,49.8,3.65
,16:52:47,5,3590,3410.6,3.8,13.3,7,24,0.548,10,49.8,3.67
,16:52:48,5,3590,3411.6,3.82,13.3,7,24,0.552,10,49.8,3.69
,16:52:49,5,3590,3412.6,3.82,13.3,7,23,0.532,10,49.8,3.69
,16:52:50,5,3590,3413.6,3.81,13.3,7,23,0.53,10,49.8,3.67
,16:52:51,5,3590,3414.6,3.79,13.3,7,23,0.548,10,49.8,3.66
,16:52:52,5,3590,3415.6,3.8,13.3,7,23,0.549,10,49.8,3.67
,16:52:53,5,3590,3416.6,3.81,13.3,7,23,0.531,10,49.8,3.68
,16:52:54,5,3590,3417.6,3.82,13.3,7,23,0.532,10,49.8,3.68
,16:52:55,5,3590,3418.6,3.8,13.3,7,24,0.512,10,49.8,3.67
,16:52:56,5,3590,3419.6,3.79,13.3,7,24,0.51,10,49.8,3.66
