s,,DELRIN_DRY_T12_PO5.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,23/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Delrin,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 15:55:56 on 23/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,delrin_dry_t12_po5-h001.tsv,,,,,,,,,,
,16:01:47,5,3590,350.6,2.48,13.3,7,22,0.346,10,49.9,2.4
,16:01:48,5,3590,351.6,2.48,13.3,7,22,0.345,10,49.9,2.39
,16:01:49,5,3590,352.6,2.48,13.3,7,22,0.358,10,49.8,2.39
,16:01:50,5,3590,353.6,2.47,13.3,7,22,0.357,10,49.8,2.39
,16:01:51,5,3590,354.6,2.48,13.3,7,23,0.372,10,49.9,2.39
,16:01:52,5,3590,355.6,2.49,13.3,7,22,0.359,10,49.9,2.4
,16:01:53,5,3590,356.6,2.49,13.3,7,23,0.347,10,49.9,2.41
,16:01:54,5,3590,357.6,2.49,13.3,7,22,0.347,10,49.8,2.41
,16:01:55,5,3590,358.6,2.49,13.3,7,22,0.347,10,49.9,2.4
,16:01:56,5,3590,359.6,2.48,13.3,7,22,0.359,10,49.9,2.39
,16:01:57,5,3590,360.6,2.48,13.3,7,22,0.345,10,49.8,2.39
,16:01:58,5,3590,361.6,2.47,13.3,7,22,0.345,10,49.9,2.39
,16:01:59,5,3590,362.6,2.47,13.3,7,22,0.345,10,49.9,2.39
,16:02:00,5,3590,363.6,2.47,13.3,7,23,0.345,10,49.8,2.39
,16:02:01,5,3590,364.6,2.47,13.3,7,22,0.357,10,49.8,2.39
,16:02:02,5,3590,365.6,2.47,13.3,7,22,0.37,10,49.8,2.38
,16:02:03,5,3590,366.6,2.47,13.3,7,22,0.357,10,49.8,2.39
,16:02:04,5,3590,367.6,2.49,13.3,7,22,0.346,10,49.9,2.4
,16:02:05,5,3590,368.6,2.49,13.3,7,22,0.335,10,49.8,2.41
,16:02:06,5,3590,369.6,2.49,13.3,7,22,0.347,10,49.9,2.41
,16:02:07,5,3590,370.6,2.49,13.3,7,22,0.36,10,49.9,2.4
,16:02:08,5,3590,371.6,2.49,13.3,7,22,0.374,10,49.8,2.41
,16:02:09,5,3590,372.6,2.5,13.3,7,22,0.361,10,49.8,2.41
,16:02:10,5,3590,373.6,2.51,13.3,7,22,0.35,10,49.8,2.42
,16:02:11,5,3590,374.6,2.52,13.3,7,22,0.339,10,49.8,2.43
,16:02:12,5,3590,375.6,2.52,13.3,7,22,0.339,10,49.8,2.43
,16:02:13,5,3590,376.6,2.51,13.3,7,22,0.35,10,49.9,2.43
,16:02:14,5,3590,377.6,2.51,13.3,7,22,0.363,10,49.9,2.43
,16:02:15,5,3590,378.6,2.51,13.3,7,23,0.35,10,49.8,2.42
,16:02:16,5,3590,379.6,2.51,13.3,7,22,0.363,10,49.8,2.42
,16:02:17,5,3590,380.6,2.51,13.3,7,22,0.362,10,49.8,2.42
,16:02:18,5,3590,381.6,2.51,13.3,7,22,0.362,10,49.8,2.42
,16:02:19,5,3590,382.6,2.51,13.3,7,22,0.362,10,49.9,2.42
,16:02:20,5,3590,383.6,2.51,13.3,7,22,0.363,10,49.9,2.43
,16:02:21,5,3590,384.6,2.52,13.3,7,22,0.364,10,49.9,2.43
,16:02:22,5,3590,385.6,2.52,13.3,7,22,0.351,10,49.9,2.43
,16:02:23,5,3590,386.6,2.52,13.3,7,22,0.339,10,49.9,2.43
,16:02:24,5,3590,387.6,2.52,13.3,7,22,0.339,10,49.8,2.43
,16:02:25,5,3590,388.6,2.52,13.3,7,22,0.364,10,49.9,2.43
,16:02:26,5,3590,389.6,2.53,13.3,7,22,0.365,10,49.9,2.44
,16:02:27,5,3590,390.6,2.54,13.3,7,22,0.367,10,49.9,2.45
,16:02:28,5,3590,391.6,2.55,13.3,7,22,0.355,10,49.9,2.46
,16:02:29,5,3590,392.6,2.55,13.3,7,22,0.369,10,49.8,2.46
,16:02:30,5,3590,393.6,2.54,13.3,7,22,0.366,10,49.9,2.45
,16:02:31,5,3590,394.6,2.53,13.3,7,22,0.366,10,49.9,2.44
,16:02:32,5,3590,395.6,2.53,13.3,7,22,0.365,10,49.9,2.44
,16:02:33,5,3590,396.6,2.52,13.3,7,22,0.339,10,49.8,2.44
,16:02:34,5,3590,397.6,2.53,13.3,7,22,0.34,10,49.9,2.44
,16:02:35,5,3590,398.6,2.53,13.3,7,23,0.365,10,49.8,2.44
,16:02:36,5,3590,399.6,2.53,13.3,7,23,0.38,10,49.8,2.44
,16:02:37,5,3590,400.6,2.53,13.3,7,22,0.365,10,49.9,2.44
,16:02:38,5,3590,401.6,2.53,13.3,7,23,0.353,10,49.8,2.44
,16:02:39,5,3590,402.6,2.53,13.3,7,22,0.352,10,49.9,2.44
,16:02:40,5,3590,403.6,2.52,13.3,7,22,0.351,10,49.9,2.43
,16:02:41,5,3590,404.6,2.51,13.3,7,22,0.35,10,49.9,2.43
,16:02:42,5,3590,405.6,2.52,13.3,7,22,0.35,10,49.9,2.43
,16:02:43,5,3590,406.6,2.52,13.3,7,22,0.351,10,49.9,2.43
,16:02:44,5,3590,407.6,2.53,13.3,7,22,0.365,10,49.8,2.44
,16:02:45,5,3590,408.6,2.53,13.3,7,22,0.38,10,49.9,2.45
,16:02:46,5,3590,409.6,2.54,13.3,7,22,0.354,10,49.9,2.46
,16:02:47,5,3590,410.6,2.54,13.3,7,22,0.342,10,49.9,2.46
,16:02:48,5,3590,411.6,2.54,13.3,7,22,0.354,10,49.9,2.46
,16:02:49,5,3590,412.6,2.54,13.3,7,22,0.367,10,49.9,2.45
,16:02:50,5,3590,413.6,2.54,13.3,7,22,0.354,10,49.9,2.45
,16:02:51,5,3590,414.6,2.54,13.3,7,23,0.354,10,49.8,2.46
,16:02:52,5,3590,415.6,2.54,13.3,7,22,0.367,10,49.9,2.46
,16:02:53,5,3590,416.6,2.55,13.3,7,22,0.368,10,49.9,2.46
,16:02:54,5,3590,417.6,2.55,13.3,7,22,0.368,10,49.9,2.46
,16:02:55,5,3590,418.6,2.55,13.3,7,22,0.355,10,49.9,2.46
,16:02:56,5,3590,419.6,2.55,13.3,7,22,0.355,10,49.9,2.46
,16:02:57,5,3590,420.6,2.55,13.3,7,22,0.368,10,49.9,2.46
,16:02:58,5,3590,421.6,2.55,13.3,7,22,0.368,10,49.9,2.46
,16:02:59,5,3590,422.6,2.56,13.3,7,22,0.369,10,49.9,2.47
,16:03:00,5,3590,423.6,2.57,13.3,7,22,0.345,10,49.9,2.48
,16:03:01,5,3590,424.6,2.57,13.3,7,22,0.358,10,49.9,2.48
,16:03:02,5,3590,425.6,2.56,13.3,7,22,0.356,10,49.9,2.47
,16:03:03,5,3590,426.6,2.54,13.3,7,23,0.367,10,49.9,2.45
,16:03:04,5,3590,427.6,2.53,13.3,7,23,0.353,10,49.9,2.45
,16:03:05,5,3590,428.6,2.53,13.3,7,23,0.353,10,49.9,2.45
,16:03:06,5,3590,429.6,2.53,13.3,7,23,0.353,10,49.9,2.45
,16:03:07,5,3590,430.6,2.53,13.3,7,23,0.353,10,49.9,2.45
,16:03:08,5,3590,431.6,2.54,13.3,7,22,0.353,10,49.9,2.45
,16:03:09,5,3590,432.6,2.54,13.3,7,22,0.367,10,49.9,2.45
,16:03:10,5,3590,433.6,2.54,13.3,7,22,0.354,10,49.9,2.45
,16:03:11,5,3590,434.6,2.54,13.3,7,22,0.354,10,49.9,2.45
,16:03:12,5,3590,435.6,2.54,13.3,7,22,0.354,10,49.9,2.45
,16:03:13,5,3590,436.6,2.54,13.3,7,22,0.354,10,49.9,2.45
,16:03:14,5,3590,437.6,2.54,13.3,7,23,0.353,10,49.9,2.45
,16:03:15,5,3590,438.6,2.53,13.3,7,23,0.366,10,49.9,2.45
,16:03:16,5,3590,439.6,2.54,13.3,7,23,0.353,10,49.9,2.45
,16:03:17,5,3590,440.6,2.54,13.3,7,23,0.367,10,49.9,2.46
,16:03:18,5,3590,441.6,2.55,13.3,7,22,0.356,10,49.9,2.47
,16:03:19,5,3590,442.6,2.56,13.3,7,22,0.37,10,49.9,2.47
,16:03:20,5,3590,443.6,2.56,13.3,7,22,0.357,10,49.9,2.47
,16:03:21,5,3590,444.6,2.55,13.3,7,22,0.343,10,49.9,2.46
,16:03:22,5,3590,445.6,2.54,13.3,7,22,0.342,10,49.9,2.45
,16:03:23,5,3590,446.6,2.53,13.3,7,23,0.353,10,49.9,2.45
,16:03:24,5,3590,447.6,2.53,13.3,7,23,0.352,10,49.9,2.44
,16:03:25,5,3590,448.6,2.52,13.3,7,23,0.351,10,49.9,2.43
,16:03:26,5,3590,449.6,2.52,13.3,7,23,0.35,10,49.9,2.43
,16:03:27,5,3590,450.6,2.51,13.3,7,23,0.349,10,49.9,2.42
,16:03:28,5,3590,451.6,2.49,13.3,7,23,0.36,10,49.9,2.4
,16:03:29,5,3590,452.6,2.48,13.3,7,23,0.358,10,49.9,2.39
,16:03:30,5,3590,453.6,2.47,13.3,7,23,0.345,10,49.9,2.39
,16:03:31,5,3590,454.6,2.48,13.3,7,23,0.345,10,49.9,2.39
,16:03:32,5,3590,455.6,2.48,13.3,7,23,0.358,10,49.9,2.39
,16:03:33,5,3590,456.6,2.48,13.3,7,23,0.358,10,49.9,2.39
,16:03:34,5,3590,457.6,2.48,13.3,7,23,0.358,10,49.9,2.39
,16:03:35,5,3590,458.6,2.49,13.3,7,23,0.346,10,49.9,2.4
,16:03:36,5,3590,459.6,2.49,13.3,7,23,0.347,10,49.9,2.4
,16:03:37,5,3590,460.6,2.49,13.3,7,22,0.36,10,49.9,2.41
,16:03:38,5,3590,461.6,2.5,13.3,7,22,0.361,10,49.9,2.41
,16:03:39,5,3590,462.6,2.5,13.3,7,22,0.361,10,49.9,2.41
,16:03:40,5,3590,463.6,2.5,13.3,7,22,0.349,10,49.9,2.42
,16:03:41,5,3590,464.6,2.51,13.3,7,22,0.349,10,49.9,2.42
,16:03:42,5,3590,465.6,2.5,13.3,7,22,0.349,10,49.9,2.42
,16:03:43,5,3590,466.6,2.5,13.3,7,22,0.361,10,49.9,2.41
,16:03:44,5,3590,467.6,2.5,13.3,7,22,0.361,10,49.9,2.41
,16:03:45,5,3590,468.6,2.5,13.3,7,22,0.361,10,49.9,2.41
,16:03:46,5,3590,469.6,2.5,13.3,7,22,0.349,10,49.9,2.42
,16:03:47,5,3590,470.6,2.5,13.3,7,23,0.337,10,49.9,2.42
,16:03:48,5,3590,471.6,2.5,13.3,7,23,0.348,10,49.9,2.41
,16:03:49,5,3590,472.6,2.49,13.3,7,23,0.36,10,49.8,2.4
,16:03:50,5,3590,473.6,2.49,13.3,7,22,0.374,10,49.8,2.41
,16:03:51,5,3590,474.6,2.51,13.3,7,23,0.362,10,49.9,2.42
,16:03:52,5,3590,475.6,2.51,13.3,7,23,0.35,10,49.9,2.43
,16:03:53,5,3590,476.6,2.52,13.3,7,23,0.35,10,49.9,2.43
,16:03:54,5,3590,477.6,2.51,13.3,7,23,0.349,10,49.8,2.42
,16:03:55,5,3590,478.6,2.51,13.3,7,22,0.363,10,49.9,2.42
,16:03:56,5,3590,479.6,2.51,13.3,7,22,0.363,10,49.9,2.42
,16:03:57,5,3590,480.6,2.51,13.3,7,22,0.35,10,49.9,2.43
,16:03:58,5,3590,481.6,2.51,13.3,7,23,0.349,10,49.9,2.42
,16:03:59,5,3590,482.6,2.5,13.3,7,23,0.348,10,49.8,2.41
,16:04:00,5,3590,483.6,2.5,13.3,7,23,0.348,10,49.9,2.41
,16:04:01,5,3590,484.6,2.5,13.3,7,23,0.348,10,49.9,2.41
,16:04:02,5,3590,485.6,2.5,13.3,7,23,0.361,10,49.9,2.41
,16:04:03,5,3590,486.6,2.5,13.3,7,23,0.348,10,49.8,2.41
,16:04:04,5,3590,487.6,2.5,13.3,7,23,0.348,10,49.9,2.41
,16:04:05,5,3590,488.6,2.49,13.3,7,23,0.347,10,49.9,2.41
,16:04:06,5,3590,489.6,2.49,13.3,7,23,0.36,10,49.9,2.4
,16:04:07,5,3590,490.6,2.49,13.3,7,23,0.347,10,49.9,2.4
,16:04:08,5,3590,491.6,2.5,13.3,7,23,0.348,10,49.9,2.41
,16:04:09,5,3590,492.6,2.5,13.3,7,22,0.361,10,49.9,2.41
,16:04:10,5,3590,493.6,2.5,13.3,7,22,0.362,10,49.9,2.42
,16:04:11,5,3590,494.6,2.5,13.3,7,22,0.361,10,49.9,2.41
,16:04:12,5,3590,495.6,2.5,13.3,7,22,0.361,10,49.9,2.41
,16:04:13,5,3590,496.6,2.5,13.3,7,22,0.362,10,49.9,2.42
,16:04:14,5,3590,497.6,2.51,13.3,7,22,0.35,10,49.9,2.42
,16:04:15,5,3590,498.6,2.52,13.3,7,22,0.338,10,49.9,2.43
,16:04:16,5,3590,499.6,2.52,13.3,7,22,0.351,10,49.9,2.43
,16:04:17,5,3590,500.6,2.52,13.3,7,22,0.364,10,49.9,2.43
,16:04:18,5,3590,501.6,2.51,13.3,7,22,0.363,10,49.9,2.42
,16:04:19,5,3590,502.6,2.51,13.3,7,22,0.362,10,49.8,2.42
,16:04:20,5,3590,503.6,2.51,13.3,7,22,0.362,10,49.9,2.42
,16:04:21,5,3590,504.6,2.51,13.3,7,23,0.35,10,49.9,2.42
,16:04:22,5,3590,505.6,2.52,13.3,7,23,0.35,10,49.9,2.43
,16:04:23,5,3590,506.6,2.52,13.3,7,22,0.339,10,49.9,2.43
,16:04:24,5,3590,507.6,2.52,13.3,7,23,0.351,10,49.9,2.43
,16:04:25,5,3590,508.6,2.52,13.3,7,22,0.364,10,49.9,2.43
,16:04:26,5,3590,509.6,2.52,13.3,7,22,0.363,10,49.8,2.43
,16:04:27,5,3590,510.6,2.51,13.3,7,23,0.363,10,49.8,2.42
,16:04:28,5,3590,511.6,2.51,13.3,7,23,0.362,10,49.9,2.42
,16:04:29,5,3590,512.6,2.5,13.3,7,23,0.361,10,49.9,2.41
,16:04:30,5,3590,513.6,2.51,13.3,7,23,0.349,10,49.9,2.42
,16:04:31,5,3590,514.6,2.51,13.3,7,23,0.338,10,49.9,2.43
,16:04:32,5,3590,515.6,2.52,13.3,7,23,0.35,10,49.9,2.43
,16:04:33,5,3590,516.6,2.51,13.3,7,23,0.363,10,49.9,2.42
,16:04:34,5,3590,517.6,2.51,13.3,7,23,0.363,10,49.8,2.42
,16:04:35,5,3590,518.6,2.51,13.3,7,23,0.363,10,49.9,2.43
,16:04:36,5,3590,519.6,2.52,13.3,7,23,0.365,10,49.9,2.44
,16:04:37,5,3590,520.6,2.54,13.3,7,23,0.353,10,49.9,2.45
,16:04:38,5,3590,521.6,2.55,13.3,7,23,0.343,10,49.9,2.46
,16:04:39,5,3590,522.6,2.55,13.3,7,23,0.356,10,49.9,2.46
,16:04:40,5,3590,523.6,2.55,13.3,7,23,0.355,10,49.9,2.46
,16:04:41,5,3590,524.6,2.54,13.3,7,23,0.353,10,49.9,2.45
,16:04:42,5,3590,525.6,2.52,13.3,7,23,0.364,10,49.9,2.43
,16:04:43,5,3590,526.6,2.51,13.3,7,23,0.363,10,49.9,2.42
,16:04:44,5,3590,527.6,2.51,13.3,7,23,0.362,10,49.8,2.42
,16:04:45,5,3590,528.6,2.5,13.3,7,23,0.362,10,49.9,2.42
,16:04:46,5,3590,529.6,2.51,13.3,7,23,0.362,10,49.9,2.42
,16:04:47,5,3590,530.6,2.52,13.3,7,23,0.351,10,49.9,2.44
,16:04:48,5,3590,531.6,2.54,13.3,7,23,0.341,10,49.9,2.45
,16:04:49,5,3590,532.6,2.55,13.3,7,23,0.343,10,49.9,2.46
,16:04:50,5,3590,533.6,2.55,13.3,7,23,0.355,10,49.9,2.46
,16:04:51,5,3590,534.6,2.54,13.3,7,23,0.367,10,49.9,2.46
,16:04:52,5,3590,535.6,2.54,13.3,7,23,0.367,10,49.9,2.46
,16:04:53,5,3590,536.6,2.54,13.3,7,23,0.367,10,49.9,2.45
,16:04:54,5,3590,537.6,2.53,13.3,7,22,0.366,10,49.9,2.44
,16:04:55,5,3590,538.6,2.53,13.3,7,22,0.352,10,49.9,2.44
,16:04:56,5,3590,539.6,2.52,13.3,7,23,0.351,10,49.9,2.43
,16:04:57,5,3590,540.6,2.52,13.3,7,23,0.351,10,49.9,2.43
,16:04:58,5,3590,541.6,2.51,13.3,7,23,0.35,10,49.9,2.43
,16:04:59,5,3590,542.6,2.52,13.3,7,23,0.338,10,49.9,2.43
,16:05:00,5,3590,543.6,2.52,13.3,7,23,0.339,10,49.9,2.43
,16:05:01,5,3590,544.6,2.53,13.3,7,23,0.352,10,49.9,2.44
,16:05:02,5,3590,545.6,2.53,13.3,7,23,0.366,10,49.9,2.44
,16:05:03,5,3590,546.6,2.53,13.3,7,23,0.366,10,49.9,2.45
,16:05:04,5,3590,547.6,2.54,13.3,7,23,0.367,10,49.8,2.45
,16:05:05,5,3590,548.6,2.54,13.3,7,23,0.367,10,49.8,2.46
,16:05:06,5,3590,549.6,2.54,13.3,7,23,0.367,10,49.9,2.46
,16:05:07,5,3590,550.6,2.54,13.3,7,23,0.367,10,49.8,2.46
,16:05:08,5,3590,551.6,2.54,13.3,7,23,0.354,10,49.9,2.46
,16:05:09,5,3590,552.6,2.55,13.3,7,23,0.343,10,49.9,2.46
,16:05:10,5,3590,553.6,2.55,13.3,7,22,0.356,10,49.9,2.46
,16:05:11,5,3590,554.6,2.56,13.3,7,23,0.356,10,49.9,2.47
,16:05:12,5,3590,555.6,2.56,13.3,7,23,0.356,10,49.9,2.47
,16:05:13,5,3590,556.6,2.56,13.3,7,23,0.369,10,49.9,2.47
,16:05:14,5,3590,557.6,2.55,13.3,7,23,0.369,10,49.8,2.46
,16:05:15,5,3590,558.6,2.55,13.3,7,23,0.356,10,49.9,2.46
,16:05:16,5,3590,559.6,2.56,13.3,7,23,0.356,10,49.9,2.47
,16:05:17,5,3590,560.6,2.57,13.3,7,23,0.357,10,49.9,2.48
,16:05:18,5,3590,561.6,2.57,13.3,7,23,0.346,10,49.9,2.48
,16:05:19,5,3590,562.6,2.58,13.3,7,23,0.347,10,49.9,2.49
,16:05:20,5,3590,563.6,2.59,13.3,7,23,0.361,10,49.9,2.51
,16:05:21,5,3590,564.6,2.6,13.3,7,22,0.376,10,49.9,2.51
,16:05:22,5,3590,565.6,2.6,13.3,7,23,0.376,10,49.9,2.51
,16:05:23,5,3590,566.6,2.59,13.3,7,22,0.374,10,49.9,2.5
,16:05:24,5,3590,567.6,2.58,13.3,7,22,0.372,10,49.9,2.49
,16:05:25,5,3590,568.6,2.57,13.3,7,22,0.386,10,49.8,2.48
,16:05:26,5,3590,569.6,2.58,13.3,7,23,0.388,10,49.8,2.49
,16:05:27,5,3590,570.6,2.6,13.3,7,23,0.375,10,49.9,2.51
,16:05:28,5,3590,571.6,2.61,13.3,7,23,0.376,10,49.9,2.52
,16:05:29,5,3590,572.6,2.6,13.3,7,23,0.362,10,49.9,2.51
,16:05:30,5,3590,573.6,2.59,13.3,7,23,0.348,10,49.9,2.5
,16:05:31,5,3590,574.6,2.59,13.3,7,22,0.361,10,49.9,2.5
,16:05:32,5,3590,575.6,2.61,13.3,7,22,0.376,10,49.9,2.52
,16:05:33,5,3590,576.6,2.61,13.3,7,22,0.378,10,49.9,2.52
,16:05:34,5,3590,577.6,2.62,13.3,7,23,0.378,10,49.8,2.53
,16:05:35,5,3590,578.6,2.62,13.3,7,23,0.364,10,49.9,2.53
,16:05:36,5,3590,579.6,2.62,13.3,7,23,0.365,10,49.9,2.53
,16:05:37,5,3590,580.6,2.63,13.3,7,23,0.366,10,49.9,2.54
,16:05:38,5,3590,581.6,2.63,13.3,7,23,0.366,10,49.9,2.54
,16:05:39,5,3590,582.6,2.63,13.3,7,23,0.366,10,49.9,2.53
,16:05:40,5,3590,583.6,2.62,13.3,7,23,0.379,10,49.9,2.53
,16:05:41,5,3590,584.6,2.62,13.3,7,23,0.379,10,49.9,2.53
,16:05:42,5,3590,585.6,2.61,13.3,7,23,0.378,10,49.9,2.52
,16:05:43,5,3590,586.6,2.6,13.3,7,23,0.362,10,49.9,2.51
,16:05:44,5,3590,587.6,2.59,13.3,7,23,0.361,10,49.8,2.5
,16:05:45,5,3590,588.6,2.59,13.3,7,23,0.374,10,49.9,2.5
,16:05:46,5,3590,589.6,2.58,13.3,7,23,0.373,10,49.8,2.49
,16:05:47,5,3590,590.6,2.58,13.3,7,23,0.373,10,49.8,2.49
,16:05:48,5,3590,591.6,2.59,13.3,7,23,0.374,10,49.9,2.5
,16:05:49,5,3590,592.6,2.59,13.3,7,23,0.375,10,49.9,2.51
,16:05:50,5,3590,593.6,2.61,13.3,7,23,0.351,10,49.9,2.52
,16:05:51,5,3590,594.6,2.61,13.3,7,23,0.351,10,49.9,2.52
,16:05:52,5,3590,595.6,2.61,13.3,7,23,0.363,10,49.9,2.52
,16:05:53,5,3590,596.6,2.59,13.3,7,23,0.361,10,49.9,2.5
,16:05:54,5,3590,597.6,2.59,13.3,7,23,0.36,10,49.9,2.5
,16:05:55,5,3590,598.6,2.59,13.3,7,23,0.361,10,49.8,2.5
,16:05:56,5,3590,599.6,2.59,13.3,7,23,0.374,10,49.9,2.5
,16:05:57,5,3590,600.6,2.59,13.3,7,23,0.361,10,49.9,2.5
,16:05:58,5,3590,601.6,2.59,13.3,7,23,0.361,10,49.9,2.5
,16:05:59,5,3590,602.6,2.6,13.3,7,23,0.362,10,49.9,2.51
,16:06:00,5,3590,603.6,2.6,13.3,7,23,0.376,10,49.9,2.51
,16:06:01,5,3590,604.6,2.6,13.3,7,23,0.376,10,49.9,2.52
,16:06:02,5,3590,605.6,2.61,13.3,7,23,0.376,10,49.9,2.52
,16:06:03,5,3590,606.6,2.6,13.3,7,23,0.376,10,49.9,2.51
,16:06:04,5,3590,607.6,2.6,13.3,7,23,0.363,10,49.9,2.51
,16:06:05,5,3590,608.6,2.61,13.3,7,23,0.351,10,49.9,2.52
,16:06:06,5,3590,609.6,2.61,13.3,7,23,0.351,10,49.9,2.52
,16:06:07,5,3590,610.6,2.61,13.3,7,23,0.364,10,49.9,2.52
,16:06:08,5,3590,611.6,2.6,13.3,7,23,0.363,10,49.9,2.51
,16:06:09,5,3590,612.6,2.6,13.3,7,23,0.376,10,49.9,2.51
,16:06:10,5,3590,613.6,2.61,13.3,7,23,0.376,10,49.8,2.52
,16:06:11,5,3590,614.6,2.61,13.3,7,23,0.377,10,49.9,2.52
,16:06:12,5,3590,615.6,2.61,13.3,7,23,0.378,10,49.9,2.52
,16:06:13,5,3590,616.6,2.62,13.3,7,23,0.365,10,49.9,2.53
,16:06:14,5,3590,617.6,2.63,13.3,7,23,0.366,10,49.9,2.53
,16:06:15,5,3590,618.6,2.63,13.3,7,23,0.366,10,49.9,2.54
,16:06:16,5,3590,619.6,2.63,13.3,7,23,0.379,10,49.9,2.54
,16:06:17,5,3590,620.6,2.63,13.3,7,23,0.38,10,49.9,2.54
,16:06:18,5,3590,621.6,2.65,13.3,7,23,0.382,10,49.9,2.56
,16:06:19,5,3590,622.6,2.66,13.3,7,23,0.385,10,49.9,2.57
,16:06:20,5,3590,623.6,2.67,13.3,7,23,0.372,10,49.9,2.58
,16:06:21,5,3590,624.6,2.67,13.3,7,23,0.359,10,49.9,2.58
,16:06:22,5,3590,625.6,2.67,13.3,7,23,0.371,10,49.9,2.57
,16:06:23,5,3590,626.6,2.66,13.3,7,23,0.371,10,49.9,2.57
,16:06:24,5,3590,627.6,2.66,13.3,7,22,0.385,10,49.9,2.57
,16:06:25,5,3590,628.6,2.67,13.3,7,22,0.385,10,49.8,2.58
,16:06:26,5,3590,629.6,2.67,13.3,7,23,0.386,10,49.9,2.58
,16:06:27,5,3590,630.6,2.66,13.3,7,23,0.385,10,49.9,2.57
,16:06:28,5,3590,631.6,2.65,13.3,7,23,0.37,10,49.9,2.56
,16:06:29,5,3590,632.6,2.64,13.3,7,23,0.368,10,49.9,2.55
,16:06:30,5,3590,633.6,2.63,13.3,7,23,0.38,10,49.9,2.54
,16:06:31,5,3590,634.6,2.62,13.3,7,23,0.379,10,49.9,2.53
,16:06:32,5,3590,635.6,2.62,13.3,7,23,0.378,10,49.8,2.53
,16:06:33,5,3590,636.6,2.63,13.3,7,23,0.366,10,49.9,2.54
,16:06:34,5,3590,637.6,2.64,13.3,7,23,0.368,10,49.9,2.55
,16:06:35,5,3590,638.6,2.64,13.3,7,23,0.368,10,49.9,2.55
,16:06:36,5,3590,639.6,2.64,13.3,7,23,0.381,10,49.9,2.54
,16:06:37,5,3590,640.6,2.63,13.3,7,23,0.38,10,49.9,2.54
,16:06:38,5,3590,641.6,2.64,13.3,7,23,0.382,10,49.9,2.55
,16:06:39,5,3590,642.6,2.65,13.3,7,23,0.369,10,49.9,2.55
,16:06:40,5,3590,643.6,2.64,13.3,7,23,0.368,10,49.9,2.55
,16:06:41,5,3590,644.6,2.64,13.3,7,23,0.368,10,49.9,2.55
,16:06:42,5,3590,645.6,2.64,13.3,7,23,0.381,10,49.9,2.55
,16:06:43,5,3590,646.6,2.65,13.3,7,22,0.37,10,49.9,2.56
,16:06:44,5,3590,647.6,2.67,13.3,7,23,0.371,10,49.9,2.58
,16:06:45,5,3590,648.6,2.67,13.3,7,23,0.359,10,49.9,2.58
,16:06:46,5,3590,649.6,2.66,13.3,7,22,0.358,10,49.9,2.56
,16:06:47,5,3590,650.6,2.65,13.3,7,23,0.369,10,49.9,2.55
,16:06:48,5,3590,651.6,2.64,13.3,7,23,0.382,10,49.9,2.55
,16:06:49,5,3590,652.6,2.64,13.3,7,23,0.382,10,49.8,2.55
,16:06:50,5,3590,653.6,2.64,13.3,7,23,0.382,10,49.9,2.55
,16:06:51,5,3590,654.6,2.65,13.3,7,23,0.383,10,49.9,2.56
,16:06:52,5,3590,655.6,2.66,13.3,7,23,0.371,10,49.9,2.57
,16:06:53,5,3590,656.6,2.67,13.3,7,23,0.386,10,49.8,2.58
,16:06:54,5,3590,657.6,2.68,13.3,7,23,0.374,10,49.9,2.59
,16:06:55,5,3590,658.6,2.69,13.3,7,23,0.362,10,49.9,2.6
,16:06:56,5,3590,659.6,2.69,13.3,7,23,0.362,10,49.9,2.6
,16:06:57,5,3590,660.6,2.68,13.3,7,23,0.373,10,49.9,2.58
,16:06:58,5,3590,661.6,2.66,13.3,7,23,0.384,10,49.9,2.56
,16:06:59,5,3590,662.6,2.66,13.3,7,23,0.37,10,49.9,2.56
,16:07:00,5,3590,663.6,2.66,13.3,7,23,0.37,10,49.9,2.56
,16:07:01,5,3590,664.6,2.66,13.3,7,23,0.37,10,49.9,2.57
,16:07:02,5,3590,665.6,2.65,13.3,7,23,0.37,10,49.9,2.56
,16:07:03,5,3590,666.6,2.65,13.3,7,23,0.383,10,49.9,2.56
,16:07:04,5,3590,667.6,2.65,13.3,7,22,0.382,10,49.9,2.55
,16:07:05,5,3590,668.6,2.65,13.3,7,22,0.369,10,49.9,2.55
,16:07:06,5,3590,669.6,2.65,13.3,7,23,0.37,10,49.9,2.56
,16:07:07,5,3590,670.6,2.66,13.3,7,23,0.37,10,49.9,2.56
