Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_007_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin 500AF on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:52:39 on 22/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,09:57:44,6,21600,304.4,0.27,13.3,7,12.5,0.037,10,0.7,0.26
,09:57:45,6,21600,305.4,0.27,13.3,7,12.5,0.037,10,0.7,0.26
,09:57:46,6,21600,306.4,0.27,13.3,7,12.6,0.039,10,0.7,0.26
,09:57:47,6,21600,307.4,0.27,13.3,7,12.6,0.04,10,0.7,0.26
,09:57:48,6,21600,308.4,0.27,13.3,7,12.6,0.04,10,0.7,0.26
,09:57:49,6,21600,309.4,0.27,13.3,6,12.6,0.042,10,0.7,0.26
,09:57:50,6,21600,310.4,0.27,13.3,6,12.6,0.042,10,0.7,0.26
,09:57:51,6,21600,311.4,0.27,13.3,7,12.7,0.04,10,0.7,0.26
,09:57:52,6,21600,312.4,0.27,13.3,7,12.7,0.039,10,0.7,0.27
,09:57:53,6,21600,313.4,0.28,13.3,7,12.7,0.04,10,0.7,0.27
,09:57:54,6,21600,314.4,0.27,13.3,7,12.8,0.041,10,0.7,0.27
,09:57:55,6,21600,315.4,0.27,13.3,7,12.8,0.04,10,0.7,0.26
,09:57:56,6,21600,316.4,0.27,13.3,7,12.8,0.04,10,0.7,0.26
,09:57:57,6,21600,317.4,0.27,13.3,7,12.8,0.038,10,0.7,0.26
,09:57:58,6,21600,318.4,0.27,13.3,7,12.8,0.039,10,0.7,0.26
,09:57:59,6,21600,319.4,0.27,13.3,7,12.8,0.038,10,0.7,0.26
,09:58:00,6,21600,320.4,0.27,13.3,7,12.8,0.04,10,0.7,0.26
,09:58:01,6,21600,321.4,0.27,13.3,7,12.9,0.04,10,0.7,0.26
,09:58:02,6,21600,322.4,0.27,13.3,7,12.9,0.039,10,0.7,0.26
,09:58:03,6,21600,323.4,0.27,13.3,7,12.9,0.039,10,0.7,0.27
,09:58:04,6,21600,324.4,0.27,13.3,7,12.9,0.039,10,0.7,0.27
,09:58:05,6,21600,325.4,0.27,13.3,7,12.9,0.041,10,0.7,0.27
,09:58:06,6,21600,326.4,0.27,13.3,7,13,0.039,10,0.7,0.26
,09:58:07,6,21600,327.4,0.27,13.3,7,13,0.039,10,0.7,0.27
,09:58:08,6,21600,328.4,0.27,13.3,7,13,0.04,10,0.7,0.26
,09:58:09,6,21600,329.4,0.27,13.3,7,13,0.041,10,0.7,0.27
,09:58:10,6,21600,330.4,0.27,13.3,7,13.1,0.041,10,0.7,0.27
,09:58:11,6,21600,331.4,0.27,13.3,7,13.1,0.039,10,0.7,0.26
,09:58:12,6,21600,332.4,0.27,13.3,7,13.1,0.038,10,0.7,0.26
,09:58:13,6,21600,333.4,0.27,13.3,7,13.1,0.038,10,0.7,0.26
,09:58:14,6,21600,334.4,0.27,13.3,7,13.1,0.038,10,0.7,0.26
,09:58:15,6,21600,335.4,0.27,13.3,7,13.2,0.038,10,0.7,0.26
,09:58:16,6,21600,336.4,0.27,13.3,7,13.1,0.038,10,0.7,0.26
,09:58:17,6,21600,337.4,0.27,13.3,7,13.2,0.039,10,0.7,0.26
,09:58:18,6,21600,338.4,0.27,13.3,7,13.2,0.04,10,0.7,0.26
,09:58:19,6,21600,339.4,0.27,13.3,6,13.2,0.042,10,0.7,0.26
,09:58:20,6,21600,340.4,0.27,13.3,7,13.2,0.04,10,0.7,0.26
,09:58:21,6,21600,341.4,0.27,13.3,7,13.2,0.04,10,0.7,0.26
,09:58:22,6,21600,342.4,0.26,13.3,7,13.3,0.039,10,0.7,0.26
,09:58:23,6,21600,343.4,0.27,13.3,6,13.3,0.041,10,0.7,0.26
,09:58:24,6,21600,344.4,0.27,13.3,7,13.3,0.04,10,0.7,0.26
,09:58:25,6,21600,345.4,0.27,13.3,7,13.3,0.038,10,0.7,0.26
,09:58:26,6,21600,346.4,0.27,13.3,7,13.3,0.038,10,0.7,0.26
,09:58:27,6,21600,347.4,0.27,13.3,7,13.4,0.04,10,0.7,0.26
,09:58:28,6,21600,348.4,0.27,13.3,7,13.4,0.041,10,0.7,0.27
,09:58:29,6,21600,349.4,0.27,13.3,7,13.4,0.04,10,0.7,0.26
,09:58:30,6,21600,350.4,0.27,13.3,7,13.4,0.039,10,0.7,0.26
,09:58:31,6,21600,351.4,0.27,13.3,7,13.4,0.039,10,0.7,0.27
,09:58:32,6,21600,352.4,0.27,13.3,7,13.4,0.038,10,0.7,0.27
,09:58:33,6,21600,353.4,0.27,13.3,7,13.5,0.036,10,0.7,0.26
,09:58:34,6,21600,354.4,0.27,13.3,7,13.5,0.037,10,0.7,0.26
,09:58:35,6,21600,355.4,0.27,13.3,7,13.5,0.037,10,0.7,0.26
,09:58:36,6,21600,356.4,0.27,13.3,7,13.5,0.039,10,0.7,0.26
,09:58:37,6,21600,357.4,0.27,13.3,7,13.5,0.039,10,0.7,0.26
,09:58:38,6,21600,358.4,0.27,13.3,7,13.5,0.039,10,0.7,0.26
,09:58:39,6,21600,359.4,0.27,13.3,6,13.5,0.041,10,0.7,0.26
,09:58:40,6,21600,360.4,0.26,13.3,7,13.6,0.039,10,0.7,0.26
,09:58:41,6,21600,361.4,0.27,13.3,7,13.6,0.039,10,0.7,0.26
,09:58:42,6,21600,362.4,0.27,13.3,7,13.6,0.039,10,0.7,0.26
,09:58:43,6,21600,363.4,0.27,13.3,7,13.6,0.04,10,0.7,0.26
,09:58:44,6,21600,364.4,0.27,13.3,7,13.6,0.04,10,0.7,0.26
,09:58:45,6,21600,365.4,0.27,13.3,6,13.6,0.042,10,0.7,0.26
,09:58:46,6,21600,366.4,0.27,13.3,7,13.6,0.04,10,0.7,0.26
,09:58:47,6,21600,367.4,0.27,13.3,7,13.7,0.04,10,0.7,0.26
,09:58:48,6,21600,368.4,0.27,13.3,7,13.7,0.039,10,0.7,0.26
,09:58:49,6,21600,369.4,0.27,13.3,7,13.7,0.038,10,0.7,0.26
,09:58:50,6,21600,370.4,0.27,13.3,7,13.7,0.04,10,0.7,0.26
,09:58:51,6,21600,371.4,0.27,13.3,7,13.7,0.04,10,0.7,0.26
,09:58:52,6,21600,372.4,0.27,13.3,7,13.7,0.04,10,0.7,0.26
,09:58:53,6,21600,373.4,0.27,13.3,7,13.7,0.038,10,0.7,0.26
,09:58:54,6,21600,374.4,0.27,13.3,7,13.7,0.038,10,0.7,0.26
,09:58:55,6,21600,375.4,0.26,13.3,7,13.8,0.039,10,0.7,0.26
,09:58:56,6,21600,376.4,0.26,13.3,7,13.8,0.038,10,0.7,0.26
,09:58:57,6,21600,377.4,0.26,13.3,7,13.8,0.038,10,0.7,0.26
,09:58:58,6,21600,378.4,0.26,13.3,7,13.8,0.038,10,0.7,0.26
,09:58:59,6,21600,379.4,0.26,13.3,7,13.8,0.038,10,0.7,0.26
,09:59:00,6,21600,380.4,0.26,13.3,7,13.8,0.039,10,0.7,0.26
,09:59:01,6,21600,381.4,0.26,13.3,7,13.8,0.039,10,0.7,0.26
,09:59:02,6,21600,382.4,0.27,13.3,7,13.8,0.038,10,0.7,0.26
,09:59:03,6,21600,383.4,0.27,13.3,7,13.8,0.039,10,0.7,0.26
,09:59:04,6,21600,384.4,0.27,13.3,7,13.9,0.04,10,0.7,0.26
,09:59:05,6,21600,385.4,0.27,13.3,7,13.9,0.04,10,0.7,0.26
,09:59:06,6,21600,386.4,0.27,13.3,7,13.9,0.04,10,0.7,0.26
,09:59:07,6,21600,387.4,0.27,13.3,7,13.9,0.039,10,0.7,0.27
,09:59:08,6,21600,388.4,0.27,13.3,7,13.9,0.039,10,0.7,0.27
,09:59:09,6,21600,389.4,0.27,13.3,7,13.9,0.039,10,0.7,0.27
,09:59:10,6,21600,390.4,0.27,13.3,7,13.9,0.039,10,0.7,0.27
,09:59:11,6,21600,391.4,0.27,13.3,7,13.9,0.04,10,0.7,0.27
,09:59:12,6,21600,392.4,0.27,13.3,7,14,0.04,10,0.7,0.27
,09:59:13,6,21600,393.4,0.27,13.3,7,13.9,0.04,10,0.7,0.27
,09:59:14,6,21600,394.4,0.27,13.3,7,13.9,0.041,10,0.7,0.27
,09:59:15,6,21600,395.4,0.27,13.3,7,14,0.041,10,0.7,0.27
,09:59:16,6,21600,396.4,0.27,13.3,7,14,0.041,10,0.7,0.27
,09:59:17,6,21600,397.4,0.27,13.3,7,14,0.039,10,0.7,0.27
,09:59:18,6,21600,398.4,0.27,13.3,7,14,0.039,10,0.7,0.27
,09:59:19,6,21600,399.4,0.27,13.3,7,14,0.039,10,0.7,0.27
,09:59:20,6,21600,400.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,09:59:21,6,21600,401.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,09:59:22,6,21600,402.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,09:59:23,6,21600,403.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,09:59:24,6,21600,404.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,09:59:25,6,21600,405.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,09:59:26,6,21600,406.4,0.27,13.3,7,14,0.038,10,0.7,0.26
,09:59:27,6,21600,407.4,0.27,13.3,7,14.1,0.037,10,0.7,0.26
,09:59:28,6,21600,408.4,0.27,13.3,7,14.1,0.037,10,0.7,0.26
,09:59:29,6,21600,409.4,0.27,13.3,7,14.1,0.037,10,0.7,0.26
,09:59:30,6,21600,410.4,0.27,13.3,7,14.1,0.039,10,0.7,0.26
,09:59:31,6,21600,411.4,0.27,13.3,7,14.1,0.038,10,0.7,0.26
,09:59:32,6,21600,412.4,0.27,13.3,7,14.1,0.039,10,0.7,0.27
,09:59:33,6,21600,413.4,0.27,13.3,7,14.1,0.039,10,0.7,0.26
,09:59:34,6,21600,414.4,0.27,13.3,7,14.1,0.04,10,0.7,0.26
,09:59:35,6,21600,415.4,0.27,13.3,6,14.1,0.042,10,0.7,0.26
,09:59:36,6,21600,416.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,09:59:37,6,21600,417.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,09:59:38,6,21600,418.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,09:59:39,6,21600,419.4,0.27,13.3,7,14.1,0.04,10,0.7,0.26
,09:59:40,6,21600,420.4,0.27,13.3,7,14.1,0.04,10,0.7,0.26
,09:59:41,6,21600,421.4,0.27,13.3,7,14.1,0.039,10,0.7,0.26
,09:59:42,6,21600,422.4,0.27,13.3,7,14.1,0.039,10,0.7,0.27
,09:59:43,6,21600,423.4,0.27,13.3,7,14.1,0.039,10,0.7,0.27
,09:59:44,6,21600,424.4,0.27,13.3,7,14.1,0.04,10,0.7,0.26
,09:59:45,6,21600,425.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,09:59:46,6,21600,426.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,09:59:47,6,21600,427.4,0.27,13.3,6,14.2,0.042,10,0.7,0.26
,09:59:48,6,21600,428.4,0.27,13.3,7,14.2,0.04,10,0.7,0.26
,09:59:49,6,21600,429.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,09:59:50,6,21600,430.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,09:59:51,6,21600,431.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,09:59:52,6,21600,432.4,0.27,13.3,7,14.2,0.04,10,0.7,0.26
,09:59:53,6,21600,433.4,0.27,13.3,7,14.2,0.04,10,0.7,0.26
,09:59:54,6,21600,434.4,0.27,13.3,7,14.2,0.04,10,0.7,0.26
,09:59:55,6,21600,435.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,09:59:56,6,21600,436.4,0.27,13.3,7,14.2,0.04,10,0.7,0.26
,09:59:57,6,21600,437.4,0.27,13.3,7,14.2,0.04,10,0.7,0.26
,09:59:58,6,21600,438.4,0.27,13.3,7,14.2,0.038,10,0.7,0.26
,09:59:59,6,21600,439.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:00,6,21600,440.4,0.27,13.3,7,14.2,0.04,10,0.7,0.26
,10:00:01,6,21600,441.4,0.27,13.3,7,14.2,0.039,10,0.7,0.27
,10:00:02,6,21600,442.4,0.27,13.3,7,14.2,0.041,10,0.7,0.27
,10:00:03,6,21600,443.4,0.27,13.3,7,14.2,0.041,10,0.7,0.27
,10:00:04,6,21600,444.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:05,6,21600,445.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:06,6,21600,446.4,0.27,13.3,7,14.2,0.041,10,0.7,0.27
,10:00:07,6,21600,447.4,0.27,13.3,7,14.2,0.039,10,0.7,0.27
,10:00:08,6,21600,448.4,0.27,13.3,7,14.2,0.04,10,0.7,0.27
,10:00:09,6,21600,449.4,0.28,13.3,7,14.2,0.04,10,0.7,0.27
,10:00:10,6,21600,450.4,0.28,13.3,7,14.2,0.042,10,0.7,0.27
,10:00:11,6,21600,451.4,0.27,13.3,7,14.2,0.041,10,0.7,0.27
,10:00:12,6,21600,452.4,0.27,13.3,7,14.2,0.041,10,0.7,0.27
,10:00:13,6,21600,453.4,0.27,13.3,7,14.2,0.041,10,0.7,0.27
,10:00:14,6,21600,454.4,0.28,13.3,7,14.2,0.04,10,0.7,0.27
,10:00:15,6,21600,455.4,0.28,13.3,7,14.2,0.04,10,0.7,0.27
,10:00:16,6,21600,456.4,0.28,13.3,7,14.2,0.04,10,0.7,0.27
,10:00:17,6,21600,457.4,0.27,13.3,7,14.2,0.039,10,0.7,0.27
,10:00:18,6,21600,458.4,0.27,13.3,7,14.2,0.038,10,0.7,0.26
,10:00:19,6,21600,459.4,0.27,13.3,7,14.2,0.037,10,0.7,0.26
,10:00:20,6,21600,460.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:21,6,21600,461.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:22,6,21600,462.4,0.27,13.3,7,14.2,0.041,10,0.7,0.27
,10:00:23,6,21600,463.4,0.27,13.3,7,14.2,0.04,10,0.7,0.26
,10:00:24,6,21600,464.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:25,6,21600,465.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:26,6,21600,466.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:27,6,21600,467.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:28,6,21600,468.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:29,6,21600,469.4,0.27,13.3,7,14.2,0.039,10,0.7,0.26
,10:00:30,6,21600,470.4,0.27,13.3,7,14.2,0.038,10,0.7,0.26
,10:00:31,6,21600,471.4,0.27,13.3,7,14.2,0.037,10,0.7,0.26
,10:00:32,6,21600,472.4,0.27,13.3,7,14.2,0.038,10,0.7,0.26
,10:00:33,6,21600,473.4,0.27,13.3,7,14.1,0.038,10,0.7,0.26
,10:00:34,6,21600,474.4,0.27,13.3,7,14.1,0.039,10,0.7,0.26
,10:00:35,6,21600,475.4,0.27,13.3,7,14.1,0.04,10,0.7,0.26
,10:00:36,6,21600,476.4,0.27,13.3,7,14.1,0.04,10,0.7,0.26
,10:00:37,6,21600,477.4,0.27,13.3,7,14.1,0.04,10,0.7,0.26
,10:00:38,6,21600,478.4,0.27,13.3,7,14.1,0.039,10,0.7,0.26
,10:00:39,6,21600,479.4,0.27,13.3,7,14.1,0.038,10,0.7,0.26
,10:00:40,6,21600,480.4,0.26,13.3,7,14.1,0.038,10,0.7,0.26
,10:00:41,6,21600,481.4,0.26,13.3,7,14.1,0.039,10,0.7,0.26
,10:00:42,6,21600,482.4,0.26,13.3,7,14.1,0.039,10,0.7,0.26
,10:00:43,6,21600,483.4,0.26,13.3,7,14.1,0.039,10,0.7,0.26
,10:00:44,6,21600,484.4,0.27,13.3,7,14.1,0.04,10,0.7,0.26
,10:00:45,6,21600,485.4,0.27,13.3,7,14.1,0.039,10,0.7,0.26
,10:00:46,6,21600,486.4,0.27,13.3,7,14.1,0.039,10,0.7,0.27
,10:00:47,6,21600,487.4,0.27,13.3,7,14.1,0.039,10,0.7,0.26
,10:00:48,6,21600,488.4,0.27,13.3,7,14.1,0.039,10,0.7,0.26
,10:00:49,6,21600,489.4,0.27,13.3,7,14.1,0.039,10,0.7,0.27
,10:00:50,6,21600,490.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,10:00:51,6,21600,491.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,10:00:52,6,21600,492.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,10:00:53,6,21600,493.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,10:00:54,6,21600,494.4,0.27,13.3,7,14.1,0.04,10,0.7,0.27
,10:00:55,6,21600,495.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,10:00:56,6,21600,496.4,0.27,13.3,7,14.1,0.041,10,0.7,0.27
,10:00:57,6,21600,497.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,10:00:58,6,21600,498.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,10:00:59,6,21600,499.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,10:01:00,6,21600,500.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,10:01:01,6,21600,501.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,10:01:02,6,21600,502.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,10:01:03,6,21600,503.4,0.27,13.3,7,14,0.04,10,0.7,0.26
,10:01:04,6,21600,504.4,0.27,13.3,7,14,0.041,10,0.7,0.27
,10:01:05,6,21600,505.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,10:01:06,6,21600,506.4,0.27,13.3,7,14,0.039,10,0.7,0.26
,10:01:07,6,21600,507.4,0.27,13.3,7,14,0.04,10,0.7,0.26
,10:01:08,6,21600,508.4,0.27,13.3,7,14,0.04,10,0.7,0.26
,10:01:09,6,21600,509.4,0.27,13.3,7,14,0.04,10,0.7,0.26
,10:01:10,6,21600,510.4,0.27,13.3,7,14,0.039,10,0.7,0.27
,10:01:11,6,21600,511.4,0.27,13.3,7,14,0.039,10,0.7,0.27
,10:01:12,6,21600,512.4,0.27,13.3,7,13.9,0.038,10,0.7,0.27
,10:01:13,6,21600,513.4,0.27,13.3,7,13.9,0.038,10,0.7,0.26
,10:01:14,6,21600,514.4,0.27,13.3,7,13.9,0.039,10,0.7,0.27
,10:01:15,6,21600,515.4,0.27,13.3,7,13.9,0.039,10,0.7,0.26
,10:01:16,6,21600,516.4,0.27,13.3,7,13.9,0.04,10,0.7,0.26
,10:01:17,6,21600,517.4,0.27,13.3,7,13.9,0.041,10,0.7,0.27
,10:01:18,6,21600,518.4,0.27,13.3,7,13.9,0.04,10,0.7,0.26
,10:01:19,6,21600,519.4,0.27,13.3,7,13.9,0.041,10,0.7,0.27
,10:01:20,6,21600,520.4,0.27,13.3,7,13.9,0.039,10,0.7,0.26
,10:01:21,6,21600,521.4,0.27,13.3,7,13.9,0.038,10,0.7,0.27
,10:01:22,6,21600,522.4,0.27,13.3,7,13.9,0.038,10,0.7,0.27
,10:01:23,6,21600,523.4,0.27,13.3,7,13.9,0.039,10,0.7,0.27
,10:01:24,6,21600,524.4,0.27,13.3,7,13.8,0.04,10,0.7,0.26
,10:01:25,6,21600,525.4,0.27,13.3,7,13.8,0.04,10,0.7,0.26
,10:01:26,6,21600,526.4,0.27,13.3,7,13.8,0.04,10,0.7,0.26
,10:01:27,6,21600,527.4,0.27,13.3,7,13.8,0.038,10,0.7,0.26
,10:01:28,6,21600,528.4,0.26,13.3,7,13.8,0.038,10,0.7,0.26
,10:01:29,6,21600,529.4,0.26,13.3,7,13.8,0.038,10,0.7,0.25
,10:01:30,6,21600,530.4,0.26,13.3,7,13.8,0.038,10,0.7,0.26
,10:01:31,6,21600,531.4,0.27,13.3,7,13.8,0.038,10,0.7,0.26
,10:01:32,6,21600,532.4,0.27,13.3,7,13.8,0.041,10,0.7,0.27
,10:01:33,6,21600,533.4,0.27,13.3,7,13.8,0.041,10,0.7,0.27
,10:01:34,6,21600,534.4,0.27,13.3,7,13.8,0.04,10,0.7,0.27
,10:01:35,6,21600,535.4,0.27,13.3,7,13.8,0.038,10,0.7,0.26
,10:01:36,6,21600,536.4,0.27,13.3,7,13.8,0.039,10,0.7,0.26
,10:01:37,6,21600,537.4,0.27,13.3,7,13.7,0.04,10,0.7,0.26
,10:01:38,6,21600,538.4,0.27,13.3,7,13.7,0.039,10,0.7,0.26
,10:01:39,6,21600,539.4,0.27,13.3,7,13.7,0.038,10,0.7,0.26
,10:01:40,6,21600,540.4,0.27,13.3,7,13.7,0.038,10,0.7,0.26
,10:01:41,6,21600,541.4,0.27,13.3,7,13.7,0.04,10,0.7,0.26
,10:01:42,6,21600,542.4,0.27,13.3,7,13.7,0.04,10,0.7,0.26
,10:01:43,6,21600,543.4,0.27,13.3,7,13.7,0.04,10,0.7,0.26
,10:01:44,6,21600,544.4,0.27,13.3,7,13.7,0.038,10,0.7,0.26
,10:01:45,6,21600,545.4,0.27,13.3,7,13.7,0.039,10,0.7,0.26
,10:01:46,6,21600,546.4,0.27,13.3,7,13.7,0.038,10,0.7,0.26
,10:01:47,6,21600,547.4,0.27,13.3,7,13.7,0.037,10,0.7,0.26
,10:01:48,6,21600,548.4,0.27,13.3,7,13.6,0.04,10,0.7,0.26
,10:01:49,6,21600,549.4,0.26,13.3,6,13.6,0.041,10,0.7,0.26
,10:01:50,6,21600,550.4,0.26,13.3,6,13.6,0.041,10,0.7,0.26
,10:01:51,6,21600,551.4,0.27,13.3,7,13.6,0.04,10,0.7,0.26
,10:01:52,6,21600,552.4,0.27,13.3,7,13.6,0.04,10,0.7,0.26
,10:01:53,6,21600,553.4,0.27,13.3,7,13.6,0.039,10,0.7,0.26
,10:01:54,6,21600,554.4,0.27,13.3,7,13.6,0.038,10,0.7,0.27
,10:01:55,6,21600,555.4,0.28,13.3,7,13.6,0.039,10,0.7,0.27
,10:01:56,6,21600,556.4,0.28,13.3,7,13.6,0.04,10,0.7,0.27
,10:01:57,6,21600,557.4,0.27,13.3,7,13.6,0.041,10,0.7,0.27
,10:01:58,6,21600,558.4,0.27,13.3,7,13.5,0.04,10,0.7,0.26
,10:01:59,6,21600,559.4,0.27,13.3,7,13.5,0.04,10,0.7,0.26
,10:02:00,6,21600,560.4,0.27,13.3,7,13.5,0.04,10,0.7,0.26
,10:02:01,6,21600,561.4,0.27,13.3,7,13.5,0.039,10,0.7,0.27
,10:02:02,6,21600,562.4,0.27,13.3,7,13.5,0.039,10,0.7,0.27
,10:02:03,6,21600,563.4,0.27,13.3,7,13.5,0.039,10,0.7,0.26
,10:02:04,6,21600,564.4,0.27,13.3,7,13.5,0.039,10,0.7,0.26
,10:02:05,6,21600,565.4,0.27,13.3,7,13.5,0.038,10,0.7,0.27
,10:02:06,6,21600,566.4,0.27,13.3,7,13.5,0.038,10,0.7,0.27
,10:02:07,6,21600,567.4,0.27,13.3,7,13.5,0.04,10,0.7,0.27
,10:02:08,6,21600,568.4,0.27,13.3,7,13.5,0.039,10,0.7,0.27
,10:02:09,6,21600,569.4,0.27,13.3,7,13.4,0.04,10,0.7,0.26
,10:02:10,6,21600,570.4,0.27,13.3,7,13.4,0.04,10,0.7,0.26
,10:02:11,6,21600,571.4,0.27,13.3,7,13.4,0.04,10,0.7,0.26
,10:02:12,6,21600,572.4,0.27,13.3,7,13.4,0.04,10,0.7,0.26
,10:02:13,6,21600,573.4,0.27,13.3,7,13.4,0.04,10,0.7,0.26
,10:02:14,6,21600,574.4,0.27,13.3,7,13.4,0.039,10,0.7,0.26
,10:02:15,6,21600,575.4,0.27,13.3,7,13.4,0.039,10,0.7,0.26
,10:02:16,6,21600,576.4,0.27,13.3,7,13.3,0.038,10,0.7,0.26
,10:02:17,6,21600,577.4,0.27,13.3,7,13.3,0.038,10,0.7,0.27
,10:02:18,6,21600,578.4,0.27,13.3,7,13.3,0.038,10,0.7,0.27
,10:02:19,6,21600,579.4,0.27,13.3,7,13.3,0.04,10,0.7,0.27
,10:02:20,6,21600,580.4,0.27,13.3,7,13.3,0.04,10,0.7,0.27
,10:02:21,6,21600,581.4,0.27,13.3,7,13.3,0.04,10,0.7,0.26
,10:02:22,6,21600,582.4,0.27,13.3,7,13.3,0.04,10,0.7,0.26
,10:02:23,6,21600,583.4,0.27,13.3,7,13.3,0.04,10,0.7,0.26
,10:02:24,6,21600,584.4,0.27,13.3,7,13.2,0.04,10,0.7,0.26
,10:02:25,6,21600,585.4,0.27,13.3,6,13.2,0.042,10,0.7,0.26
,10:02:26,6,21600,586.4,0.27,13.3,7,13.2,0.04,10,0.7,0.26
,10:02:27,6,21600,587.4,0.27,13.3,7,13.2,0.038,10,0.7,0.26
,10:02:28,6,21600,588.4,0.27,13.3,7,13.2,0.037,10,0.7,0.26
,10:02:29,6,21600,589.4,0.26,13.3,7,13.2,0.038,10,0.7,0.26
,10:02:30,6,21600,590.4,0.27,13.3,7,13.2,0.038,10,0.7,0.26
,10:02:31,6,21600,591.4,0.26,13.3,7,13.2,0.039,10,0.7,0.26
,10:02:32,6,21600,592.4,0.26,13.3,7,13.2,0.038,10,0.7,0.25
,10:02:33,6,21600,593.4,0.26,13.3,7,13.2,0.039,10,0.7,0.25
,10:02:34,6,21600,594.4,0.26,13.3,7,13.1,0.038,10,0.7,0.26
,10:02:35,6,21600,595.4,0.26,13.3,7,13.1,0.039,10,0.7,0.26
,10:02:36,6,21600,596.4,0.27,13.3,7,13.1,0.04,10,0.7,0.26
,10:02:37,6,21600,597.4,0.27,13.3,7,13.1,0.039,10,0.7,0.26
,10:02:38,6,21600,598.4,0.27,13.3,7,13.1,0.039,10,0.8,0.26
,10:02:39,6,21600,599.4,0.27,13.3,7,13.1,0.039,10,0.7,0.26
,10:02:40,6,21600,600.4,0.27,13.3,7,13.1,0.04,10,0.7,0.26
,10:02:41,6,21600,601.4,0.27,13.3,7,13,0.041,10,0.7,0.27
,10:02:42,6,21600,602.4,0.27,13.3,7,13,0.041,10,0.7,0.27
,10:02:43,6,21600,603.4,0.27,13.3,7,13,0.04,10,0.7,0.27
,10:02:44,6,21600,604.4,0.27,13.3,7,13,0.04,10,0.7,0.27
,10:02:45,6,21600,605.4,0.27,13.3,7,13,0.039,10,0.7,0.26
,10:02:46,6,21600,606.4,0.27,13.3,7,13,0.038,10,0.7,0.26
,10:02:47,6,21600,607.4,0.27,13.3,7,13,0.038,10,0.7,0.26
,10:02:48,6,21600,608.4,0.27,13.3,7,13,0.036,10,0.7,0.26
,10:02:49,6,21600,609.4,0.27,13.3,7,12.9,0.038,10,0.7,0.26
,10:02:50,6,21600,610.4,0.27,13.3,7,12.9,0.037,10,0.7,0.26
