Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_007_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin 500AF on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:52:39 on 22/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,19:18:00,8,21600,33920.4,0.32,13.3,7,10.4,0.048,10,0.8,0.31
,19:18:01,8,21600,33921.4,0.32,13.3,7,10.5,0.048,10,0.8,0.31
,19:18:02,8,21600,33922.4,0.32,13.3,7,10.5,0.048,10,0.8,0.31
,19:18:03,8,21600,33923.4,0.32,13.3,7,10.5,0.046,10,0.8,0.31
,19:18:04,8,21600,33924.4,0.32,13.3,7,10.5,0.046,10,0.8,0.31
,19:18:05,8,21600,33925.4,0.32,13.3,7,10.5,0.046,10,0.8,0.31
,19:18:06,8,21600,33926.4,0.31,13.3,7,10.5,0.047,10,0.8,0.31
,19:18:07,8,21600,33927.4,0.32,13.3,7,10.6,0.046,10,0.8,0.31
,19:18:08,8,21600,33928.4,0.32,13.3,7,10.6,0.046,10,0.8,0.31
,19:18:09,8,21600,33929.4,0.32,13.3,7,10.6,0.048,10,0.8,0.31
,19:18:10,8,21600,33930.4,0.32,13.3,7,10.6,0.048,10,0.8,0.31
,19:18:11,8,21600,33931.4,0.32,13.3,7,10.6,0.046,10,0.8,0.31
,19:18:12,8,21600,33932.4,0.32,13.3,7,10.6,0.046,10,0.8,0.31
,19:18:13,8,21600,33933.4,0.32,13.3,7,10.6,0.047,10,0.8,0.31
,19:18:14,8,21600,33934.4,0.32,13.3,7,10.7,0.047,10,0.8,0.32
,19:18:15,8,21600,33935.4,0.33,13.3,7,10.7,0.048,10,0.8,0.32
,19:18:16,8,21600,33936.4,0.33,13.3,7,10.7,0.049,10,0.8,0.32
,19:18:17,8,21600,33937.4,0.33,13.3,7,10.7,0.048,10,0.8,0.32
,19:18:18,8,21600,33938.4,0.33,13.3,7,10.7,0.047,10,0.8,0.32
,19:18:19,8,21600,33939.4,0.32,13.3,7,10.7,0.047,10,0.8,0.31
,19:18:20,8,21600,33940.4,0.32,13.3,7,10.8,0.046,10,0.8,0.31
,19:18:21,8,21600,33941.4,0.32,13.3,7,10.8,0.046,10,0.8,0.31
,19:18:22,8,21600,33942.4,0.32,13.3,7,10.8,0.045,10,0.8,0.31
,19:18:23,8,21600,33943.4,0.33,13.3,7,10.8,0.046,10,0.8,0.32
,19:18:24,8,21600,33944.4,0.33,13.3,7,10.8,0.046,10,0.8,0.32
,19:18:25,8,21600,33945.4,0.33,13.3,7,10.9,0.048,10,0.8,0.32
,19:18:26,8,21600,33946.4,0.33,13.3,7,10.9,0.047,10,0.8,0.32
,19:18:27,8,21600,33947.4,0.32,13.3,7,10.9,0.047,10,0.8,0.32
,19:18:28,8,21600,33948.4,0.33,13.3,7,10.9,0.049,10,0.8,0.32
,19:18:29,8,21600,33949.4,0.33,13.3,7,10.9,0.049,10,0.8,0.32
,19:18:30,8,21600,33950.4,0.33,13.3,7,11,0.049,10,0.8,0.32
,19:18:31,8,21600,33951.4,0.32,13.3,7,10.9,0.048,10,0.8,0.31
,19:18:32,8,21600,33952.4,0.32,13.3,7,11,0.048,10,0.8,0.31
,19:18:33,8,21600,33953.4,0.31,13.3,7,11,0.045,10,0.8,0.31
,19:18:34,8,21600,33954.4,0.31,13.3,7,11,0.047,10,0.8,0.3
,19:18:35,8,21600,33955.4,0.31,13.3,7,11,0.047,10,0.8,0.3
,19:18:36,8,21600,33956.4,0.31,13.3,7,11.1,0.047,10,0.8,0.3
,19:18:37,8,21600,33957.4,0.31,13.3,7,11.1,0.046,10,0.8,0.3
,19:18:38,8,21600,33958.4,0.31,13.3,7,11.1,0.044,10,0.8,0.3
,19:18:39,8,21600,33959.4,0.31,13.3,7,11.1,0.044,10,0.8,0.3
,19:18:40,8,21600,33960.4,0.31,13.3,7,11.1,0.045,10,0.8,0.3
,19:18:41,8,21600,33961.4,0.31,13.3,7,11.2,0.047,10,0.8,0.3
,19:18:42,8,21600,33962.4,0.31,13.3,7,11.2,0.047,10,0.8,0.31
,19:18:43,8,21600,33963.4,0.31,13.3,7,11.2,0.045,10,0.8,0.31
,19:18:44,8,21600,33964.4,0.31,13.3,7,11.2,0.046,10,0.8,0.3
,19:18:45,8,21600,33965.4,0.31,13.3,7,11.2,0.046,10,0.8,0.3
,19:18:46,8,21600,33966.4,0.31,13.3,7,11.3,0.046,10,0.8,0.3
,19:18:47,8,21600,33967.4,0.31,13.3,7,11.3,0.045,10,0.8,0.3
,19:18:48,8,21600,33968.4,0.31,13.3,7,11.3,0.045,10,0.8,0.31
,19:18:49,8,21600,33969.4,0.32,13.3,7,11.3,0.046,10,0.8,0.31
,19:18:50,8,21600,33970.4,0.32,13.3,7,11.3,0.048,10,0.8,0.31
,19:18:51,8,21600,33971.4,0.32,13.3,7,11.3,0.046,10,0.8,0.31
,19:18:52,8,21600,33972.4,0.32,13.3,7,11.3,0.046,10,0.8,0.31
,19:18:53,8,21600,33973.4,0.32,13.3,7,11.4,0.046,10,0.8,0.31
,19:18:54,8,21600,33974.4,0.32,13.3,7,11.4,0.046,10,0.8,0.31
,19:18:55,8,21600,33975.4,0.31,13.3,7,11.4,0.047,10,0.8,0.31
,19:18:56,8,21600,33976.4,0.31,13.3,7,11.5,0.047,10,0.8,0.31
,19:18:57,8,21600,33977.4,0.31,13.3,7,11.5,0.045,10,0.8,0.31
,19:18:58,8,21600,33978.4,0.32,13.3,7,11.5,0.046,10,0.8,0.31
,19:18:59,8,21600,33979.4,0.32,13.3,7,11.5,0.046,10,0.8,0.31
,19:19:00,8,21600,33980.4,0.32,13.3,7,11.5,0.046,10,0.8,0.31
,19:19:01,8,21600,33981.4,0.31,13.3,7,11.6,0.045,10,0.8,0.31
,19:19:02,8,21600,33982.4,0.31,13.3,7,11.6,0.047,10,0.8,0.3
,19:19:03,8,21600,33983.4,0.31,13.3,7,11.6,0.046,10,0.8,0.3
,19:19:04,8,21600,33984.4,0.31,13.3,7,11.6,0.045,10,0.8,0.31
,19:19:05,8,21600,33985.4,0.32,13.3,7,11.7,0.046,10,0.8,0.31
,19:19:06,8,21600,33986.4,0.32,13.3,7,11.7,0.047,10,0.8,0.31
,19:19:07,8,21600,33987.4,0.32,13.3,7,11.7,0.046,10,0.8,0.31
,19:19:08,8,21600,33988.4,0.32,13.3,7,11.7,0.046,10,0.8,0.31
,19:19:09,8,21600,33989.4,0.31,13.3,7,11.7,0.045,10,0.8,0.31
,19:19:10,8,21600,33990.4,0.31,13.3,7,11.7,0.045,10,0.8,0.31
,19:19:11,8,21600,33991.4,0.32,13.3,7,11.7,0.044,10,0.8,0.31
,19:19:12,8,21600,33992.4,0.32,13.3,7,11.8,0.046,10,0.8,0.31
,19:19:13,8,21600,33993.4,0.31,13.3,7,11.8,0.047,10,0.8,0.31
,19:19:14,8,21600,33994.4,0.31,13.3,7,11.8,0.046,10,0.8,0.3
,19:19:15,8,21600,33995.4,0.31,13.3,7,11.8,0.046,10,0.8,0.3
,19:19:16,8,21600,33996.4,0.31,13.3,7,11.9,0.047,10,0.8,0.31
,19:19:17,8,21600,33997.4,0.32,13.3,7,11.9,0.048,10,0.8,0.31
,19:19:18,8,21600,33998.4,0.32,13.3,7,11.9,0.048,10,0.8,0.31
,19:19:19,8,21600,33999.4,0.32,13.3,7,12,0.048,10,0.8,0.31
,19:19:20,8,21600,34000.4,0.32,13.3,7,12,0.048,10,0.8,0.31
,19:19:21,8,21600,34001.4,0.32,13.3,7,12,0.047,10,0.8,0.32
,19:19:22,8,21600,34002.4,0.32,13.3,7,12,0.047,10,0.8,0.32
,19:19:23,8,21600,34003.4,0.32,13.3,7,12,0.046,10,0.8,0.31
,19:19:24,8,21600,34004.4,0.31,13.3,7,12.1,0.045,10,0.8,0.31
,19:19:25,8,21600,34005.4,0.31,13.3,7,12.1,0.047,10,0.8,0.31
,19:19:26,8,21600,34006.4,0.32,13.3,7,12.1,0.046,10,0.8,0.31
,19:19:27,8,21600,34007.4,0.32,13.3,7,12.1,0.046,10,0.8,0.31
,19:19:28,8,21600,34008.4,0.32,13.3,7,12.2,0.048,10,0.8,0.31
,19:19:29,8,21600,34009.4,0.32,13.3,7,12.1,0.048,10,0.8,0.31
,19:19:30,8,21600,34010.4,0.32,13.3,7,12.2,0.049,10,0.8,0.32
,19:19:31,8,21600,34011.4,0.33,13.3,7,12.2,0.047,10,0.8,0.32
,19:19:32,8,21600,34012.4,0.32,13.3,7,12.2,0.045,10,0.8,0.32
,19:19:33,8,21600,34013.4,0.32,13.3,7,12.2,0.045,10,0.8,0.32
,19:19:34,8,21600,34014.4,0.32,13.3,7,12.3,0.045,10,0.8,0.31
,19:19:35,8,21600,34015.4,0.32,13.3,7,12.3,0.045,10,0.8,0.31
,19:19:36,8,21600,34016.4,0.32,13.3,7,12.3,0.043,10,0.8,0.31
,19:19:37,8,21600,34017.4,0.32,13.3,7,12.3,0.043,10,0.8,0.31
,19:19:38,8,21600,34018.4,0.31,13.3,7,12.4,0.042,10,0.8,0.31
,19:19:39,8,21600,34019.4,0.31,13.3,7,12.4,0.044,10,0.8,0.31
,19:19:40,8,21600,34020.4,0.31,13.3,7,12.4,0.043,10,0.8,0.3
,19:19:41,8,21600,34021.4,0.31,13.3,7,12.4,0.045,10,0.8,0.3
,19:19:42,8,21600,34022.4,0.31,13.3,7,12.5,0.045,10,0.8,0.3
,19:19:43,8,21600,34023.4,0.31,13.3,7,12.5,0.045,10,0.8,0.3
,19:19:44,8,21600,34024.4,0.31,13.3,7,12.5,0.045,10,0.8,0.31
,19:19:45,8,21600,34025.4,0.31,13.3,7,12.5,0.047,10,0.8,0.3
,19:19:46,8,21600,34026.4,0.31,13.3,7,12.6,0.046,10,0.8,0.3
,19:19:47,8,21600,34027.4,0.31,13.3,7,12.6,0.046,10,0.8,0.3
,19:19:48,8,21600,34028.4,0.3,13.3,7,12.6,0.046,10,0.8,0.3
,19:19:49,8,21600,34029.4,0.3,13.3,7,12.6,0.045,10,0.8,0.29
,19:19:50,8,21600,34030.4,0.3,13.3,7,12.6,0.045,10,0.8,0.29
,19:19:51,8,21600,34031.4,0.3,13.3,7,12.6,0.046,10,0.8,0.3
,19:19:52,8,21600,34032.4,0.31,13.3,7,12.7,0.047,10,0.8,0.3
,19:19:53,8,21600,34033.4,0.31,13.3,7,12.7,0.047,10,0.8,0.31
,19:19:54,8,21600,34034.4,0.31,13.3,7,12.7,0.047,10,0.8,0.31
,19:19:55,8,21600,34035.4,0.31,13.3,7,12.7,0.047,10,0.8,0.3
,19:19:56,8,21600,34036.4,0.31,13.3,6,12.8,0.048,10,0.8,0.3
,19:19:57,8,21600,34037.4,0.31,13.3,7,12.8,0.046,10,0.8,0.3
,19:19:58,8,21600,34038.4,0.31,13.3,7,12.8,0.046,10,0.8,0.3
,19:19:59,8,21600,34039.4,0.3,13.3,7,12.8,0.046,10,0.8,0.3
,19:20:00,8,21600,34040.4,0.31,13.3,7,12.9,0.046,10,0.8,0.3
,19:20:01,8,21600,34041.4,0.31,13.3,7,12.9,0.046,10,0.8,0.3
,19:20:02,8,21600,34042.4,0.31,13.3,7,12.9,0.046,10,0.8,0.3
,19:20:03,8,21600,34043.4,0.31,13.3,7,12.9,0.044,10,0.8,0.3
,19:20:04,8,21600,34044.4,0.31,13.3,7,12.9,0.043,10,0.8,0.3
,19:20:05,8,21600,34045.4,0.31,13.3,7,13,0.045,10,0.8,0.3
,19:20:06,8,21600,34046.4,0.31,13.3,7,13,0.047,10,0.8,0.3
,19:20:07,8,21600,34047.4,0.31,13.3,7,13,0.047,10,0.8,0.3
,19:20:08,8,21600,34048.4,0.31,13.3,7,13,0.047,10,0.8,0.31
,19:20:09,8,21600,34049.4,0.32,13.3,7,13,0.048,10,0.8,0.31
,19:20:10,8,21600,34050.4,0.32,13.3,7,13,0.048,10,0.8,0.31
,19:20:11,8,21600,34051.4,0.31,13.3,7,13.1,0.047,10,0.8,0.3
,19:20:12,8,21600,34052.4,0.31,13.3,7,13.1,0.046,10,0.8,0.3
,19:20:13,8,21600,34053.4,0.3,13.3,7,13.1,0.044,10,0.8,0.3
,19:20:14,8,21600,34054.4,0.31,13.3,7,13.2,0.045,10,0.8,0.3
,19:20:15,8,21600,34055.4,0.31,13.3,7,13.2,0.045,10,0.7,0.3
,19:20:16,8,21600,34056.4,0.31,13.3,7,13.2,0.044,10,0.8,0.3
,19:20:17,8,21600,34057.4,0.31,13.3,7,13.2,0.043,10,0.8,0.3
,19:20:18,8,21600,34058.4,0.31,13.3,7,13.2,0.043,10,0.8,0.3
,19:20:19,8,21600,34059.4,0.31,13.3,7,13.3,0.044,10,0.8,0.3
,19:20:20,8,21600,34060.4,0.31,13.3,7,13.3,0.047,10,0.8,0.3
,19:20:21,8,21600,34061.4,0.31,13.3,6,13.3,0.049,10,0.8,0.31
,19:20:22,8,21600,34062.4,0.31,13.3,7,13.3,0.047,10,0.8,0.31
,19:20:23,8,21600,34063.4,0.32,13.3,7,13.3,0.048,10,0.8,0.31
,19:20:24,8,21600,34064.4,0.32,13.3,7,13.4,0.048,10,0.8,0.31
,19:20:25,8,21600,34065.4,0.33,13.3,7,13.4,0.049,10,0.8,0.32
,19:20:26,8,21600,34066.4,0.33,13.3,7,13.4,0.047,10,0.8,0.32
,19:20:27,8,21600,34067.4,0.33,13.3,7,13.4,0.047,10,0.8,0.32
,19:20:28,8,21600,34068.4,0.32,13.3,7,13.4,0.047,10,0.8,0.32
,19:20:29,8,21600,34069.4,0.32,13.3,7,13.4,0.046,10,0.8,0.31
,19:20:30,8,21600,34070.4,0.32,13.3,7,13.4,0.047,10,0.8,0.32
,19:20:31,8,21600,34071.4,0.32,13.3,7,13.5,0.049,10,0.8,0.32
,19:20:32,8,21600,34072.4,0.32,13.3,7,13.5,0.048,10,0.8,0.31
,19:20:33,8,21600,34073.4,0.32,13.3,7,13.5,0.048,10,0.8,0.31
,19:20:34,8,21600,34074.4,0.31,13.3,7,13.5,0.045,10,0.8,0.3
,19:20:35,8,21600,34075.4,0.31,13.3,7,13.5,0.044,10,0.8,0.3
,19:20:36,8,21600,34076.4,0.3,13.3,7,13.6,0.045,10,0.8,0.29
,19:20:37,8,21600,34077.4,0.3,13.3,7,13.6,0.045,10,0.8,0.29
,19:20:38,8,21600,34078.4,0.31,13.3,7,13.6,0.045,10,0.8,0.3
,19:20:39,8,21600,34079.4,0.32,13.3,7,13.6,0.046,10,0.8,0.31
,19:20:40,8,21600,34080.4,0.32,13.3,7,13.6,0.048,10,0.7,0.31
,19:20:41,8,21600,34081.4,0.32,13.3,7,13.6,0.048,10,0.7,0.31
,19:20:42,8,21600,34082.4,0.32,13.3,7,13.7,0.046,10,0.8,0.31
,19:20:43,8,21600,34083.4,0.32,13.3,7,13.7,0.045,10,0.7,0.31
,19:20:44,8,21600,34084.4,0.32,13.3,7,13.7,0.045,10,0.7,0.31
,19:20:45,8,21600,34085.4,0.32,13.3,7,13.7,0.047,10,0.7,0.31
,19:20:46,8,21600,34086.4,0.32,13.3,7,13.7,0.046,10,0.8,0.31
,19:20:47,8,21600,34087.4,0.32,13.3,7,13.7,0.048,10,0.8,0.31
,19:20:48,8,21600,34088.4,0.31,13.3,7,13.7,0.047,10,0.8,0.3
,19:20:49,8,21600,34089.4,0.31,13.3,7,13.8,0.047,10,0.8,0.31
,19:20:50,8,21600,34090.4,0.31,13.3,7,13.8,0.047,10,0.8,0.31
,19:20:51,8,21600,34091.4,0.31,13.3,7,13.8,0.047,10,0.7,0.31
,19:20:52,8,21600,34092.4,0.31,13.3,7,13.8,0.047,10,0.8,0.31
,19:20:53,8,21600,34093.4,0.32,13.3,7,13.8,0.048,10,0.7,0.31
,19:20:54,8,21600,34094.4,0.32,13.3,7,13.8,0.046,10,0.7,0.31
,19:20:55,8,21600,34095.4,0.32,13.3,7,13.8,0.046,10,0.7,0.31
,19:20:56,8,21600,34096.4,0.32,13.3,7,13.9,0.046,10,0.7,0.31
,19:20:57,8,21600,34097.4,0.31,13.3,7,13.9,0.047,10,0.7,0.3
,19:20:58,8,21600,34098.4,0.31,13.3,7,13.9,0.045,10,0.7,0.3
,19:20:59,8,21600,34099.4,0.31,13.3,7,13.9,0.045,10,0.7,0.3
,19:21:00,8,21600,34100.4,0.31,13.3,7,13.9,0.045,10,0.7,0.31
,19:21:01,8,21600,34101.4,0.32,13.3,7,13.9,0.046,10,0.7,0.31
,19:21:02,8,21600,34102.4,0.32,13.3,7,13.9,0.046,10,0.7,0.31
,19:21:03,8,21600,34103.4,0.32,13.3,7,13.9,0.048,10,0.7,0.31
,19:21:04,8,21600,34104.4,0.32,13.3,7,14,0.048,10,0.7,0.31
,19:21:05,8,21600,34105.4,0.31,13.3,7,13.9,0.045,10,0.8,0.31
,19:21:06,8,21600,34106.4,0.31,13.3,7,14,0.045,10,0.7,0.3
,19:21:07,8,21600,34107.4,0.31,13.3,7,14,0.045,10,0.7,0.3
,19:21:08,8,21600,34108.4,0.31,13.3,7,14,0.046,10,0.7,0.3
,19:21:09,8,21600,34109.4,0.31,13.3,7,14,0.044,10,0.7,0.3
,19:21:10,8,21600,34110.4,0.3,13.3,7,14,0.044,10,0.7,0.3
,19:21:11,8,21600,34111.4,0.3,13.3,7,14,0.044,10,0.7,0.3
,19:21:12,8,21600,34112.4,0.3,13.3,7,14,0.044,10,0.7,0.3
,19:21:13,8,21600,34113.4,0.31,13.3,7,14,0.046,10,0.7,0.3
,19:21:14,8,21600,34114.4,0.31,13.3,7,14.1,0.046,10,0.7,0.3
,19:21:15,8,21600,34115.4,0.31,13.3,7,14.1,0.046,10,0.8,0.3
,19:21:16,8,21600,34116.4,0.31,13.3,7,14.1,0.047,10,0.8,0.3
,19:21:17,8,21600,34117.4,0.31,13.3,7,14.1,0.045,10,0.8,0.3
,19:21:18,8,21600,34118.4,0.31,13.3,7,14.1,0.045,10,0.8,0.3
,19:21:19,8,21600,34119.4,0.31,13.3,7,14.1,0.043,10,0.8,0.3
,19:21:20,8,21600,34120.4,0.31,13.3,7,14.1,0.045,10,0.8,0.3
,19:21:21,8,21600,34121.4,0.31,13.3,7,14.1,0.047,10,0.8,0.3
,19:21:22,8,21600,34122.4,0.31,13.3,7,14.1,0.047,10,0.8,0.3
,19:21:23,8,21600,34123.4,0.31,13.3,7,14.1,0.046,10,0.8,0.3
,19:21:24,8,21600,34124.4,0.31,13.3,7,14.1,0.044,10,0.8,0.3
,19:21:25,8,21600,34125.4,0.3,13.3,7,14.1,0.044,10,0.8,0.3
,19:21:26,8,21600,34126.4,0.3,13.3,7,14.1,0.044,10,0.8,0.3
,19:21:27,8,21600,34127.4,0.31,13.3,7,14.1,0.045,10,0.8,0.3
,19:21:28,8,21600,34128.4,0.31,13.3,7,14.2,0.045,10,0.8,0.3
,19:21:29,8,21600,34129.4,0.31,13.3,7,14.2,0.047,10,0.8,0.31
,19:21:30,8,21600,34130.4,0.32,13.3,7,14.2,0.048,10,0.8,0.31
,19:21:31,8,21600,34131.4,0.32,13.3,7,14.2,0.049,10,0.8,0.32
,19:21:32,8,21600,34132.4,0.33,13.3,7,14.2,0.049,10,0.8,0.32
,19:21:33,8,21600,34133.4,0.32,13.3,7,14.2,0.046,10,0.8,0.31
,19:21:34,8,21600,34134.4,0.31,13.3,7,14.2,0.045,10,0.8,0.3
,19:21:35,8,21600,34135.4,0.31,13.3,7,14.2,0.043,10,0.8,0.3
,19:21:36,8,21600,34136.4,0.31,13.3,7,14.2,0.043,10,0.8,0.3
,19:21:37,8,21600,34137.4,0.31,13.3,7,14.2,0.045,10,0.8,0.3
,19:21:38,8,21600,34138.4,0.31,13.3,7,14.2,0.047,10,0.8,0.3
,19:21:39,8,21600,34139.4,0.31,13.3,6,14.2,0.049,10,0.8,0.3
,19:21:40,8,21600,34140.4,0.31,13.3,7,14.2,0.047,10,0.8,0.3
,19:21:41,8,21600,34141.4,0.31,13.3,7,14.2,0.045,10,0.8,0.3
,19:21:42,8,21600,34142.4,0.31,13.3,7,14.2,0.045,10,0.8,0.31
,19:21:43,8,21600,34143.4,0.32,13.3,7,14.2,0.048,10,0.8,0.31
,19:21:44,8,21600,34144.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:21:45,8,21600,34145.4,0.32,13.3,7,14.3,0.045,10,0.8,0.31
,19:21:46,8,21600,34146.4,0.32,13.3,7,14.3,0.045,10,0.8,0.31
,19:21:47,8,21600,34147.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:21:48,8,21600,34148.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:21:49,8,21600,34149.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:21:50,8,21600,34150.4,0.32,13.3,7,14.3,0.046,10,0.8,0.31
,19:21:51,8,21600,34151.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:21:52,8,21600,34152.4,0.32,13.3,7,14.3,0.049,10,0.8,0.32
,19:21:53,8,21600,34153.4,0.33,13.3,7,14.3,0.049,10,0.8,0.32
,19:21:54,8,21600,34154.4,0.33,13.3,7,14.3,0.049,10,0.8,0.32
,19:21:55,8,21600,34155.4,0.33,13.3,7,14.3,0.047,10,0.8,0.32
,19:21:56,8,21600,34156.4,0.32,13.3,7,14.3,0.045,10,0.8,0.31
,19:21:57,8,21600,34157.4,0.32,13.3,7,14.3,0.044,10,0.8,0.31
,19:21:58,8,21600,34158.4,0.31,13.3,7,14.3,0.044,10,0.8,0.31
,19:21:59,8,21600,34159.4,0.31,13.3,7,14.3,0.045,10,0.8,0.3
,19:22:00,8,21600,34160.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:22:01,8,21600,34161.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:22:02,8,21600,34162.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:22:03,8,21600,34163.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:22:04,8,21600,34164.4,0.32,13.3,7,14.3,0.048,10,0.8,0.32
,19:22:05,8,21600,34165.4,0.32,13.3,7,14.3,0.047,10,0.8,0.32
,19:22:06,8,21600,34166.4,0.32,13.3,7,14.3,0.047,10,0.8,0.32
,19:22:07,8,21600,34167.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:22:08,8,21600,34168.4,0.32,13.3,7,14.3,0.046,10,0.8,0.31
,19:22:09,8,21600,34169.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:22:10,8,21600,34170.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:22:11,8,21600,34171.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:22:12,8,21600,34172.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:22:13,8,21600,34173.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:22:14,8,21600,34174.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:22:15,8,21600,34175.4,0.33,13.3,7,14.3,0.047,10,0.8,0.32
,19:22:16,8,21600,34176.4,0.33,13.3,7,14.3,0.05,10,0.8,0.32
,19:22:17,8,21600,34177.4,0.34,13.3,7,14.3,0.051,10,0.8,0.33
,19:22:18,8,21600,34178.4,0.34,13.3,7,14.3,0.049,10,0.8,0.33
,19:22:19,8,21600,34179.4,0.34,13.3,7,14.3,0.049,10,0.8,0.33
,19:22:20,8,21600,34180.4,0.33,13.3,7,14.3,0.048,10,0.8,0.32
,19:22:21,8,21600,34181.4,0.32,13.3,7,14.3,0.047,10,0.8,0.32
,19:22:22,8,21600,34182.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:22:23,8,21600,34183.4,0.32,13.3,7,14.3,0.049,10,0.8,0.32
,19:22:24,8,21600,34184.4,0.32,13.3,7,14.3,0.049,10,0.8,0.32
,19:22:25,8,21600,34185.4,0.32,13.3,7,14.3,0.049,10,0.8,0.32
,19:22:26,8,21600,34186.4,0.32,13.3,7,14.3,0.047,10,0.8,0.32
,19:22:27,8,21600,34187.4,0.32,13.3,7,14.3,0.047,10,0.8,0.32
,19:22:28,8,21600,34188.4,0.33,13.3,7,14.3,0.049,10,0.8,0.32
,19:22:29,8,21600,34189.4,0.33,13.3,7,14.3,0.049,10,0.8,0.32
,19:22:30,8,21600,34190.4,0.32,13.3,7,14.3,0.049,10,0.8,0.31
,19:22:31,8,21600,34191.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:22:32,8,21600,34192.4,0.32,13.3,7,14.3,0.047,10,0.8,0.31
,19:22:33,8,21600,34193.4,0.32,13.3,7,14.3,0.047,10,0.8,0.32
,19:22:34,8,21600,34194.4,0.33,13.3,7,14.3,0.049,10,0.8,0.32
,19:22:35,8,21600,34195.4,0.32,13.3,7,14.3,0.049,10,0.8,0.32
,19:22:36,8,21600,34196.4,0.32,13.3,7,14.3,0.048,10,0.8,0.31
,19:22:37,8,21600,34197.4,0.31,13.3,7,14.3,0.045,10,0.8,0.31
,19:22:38,8,21600,34198.4,0.31,13.3,7,14.2,0.043,10,0.8,0.3
,19:22:39,8,21600,34199.4,0.31,13.3,7,14.2,0.045,10,0.8,0.3
,19:22:40,8,21600,34200.4,0.31,13.3,7,14.2,0.044,10,0.8,0.3
,19:22:41,8,21600,34201.4,0.31,13.3,7,14.2,0.046,10,0.8,0.3
,19:22:42,8,21600,34202.4,0.3,13.3,7,14.2,0.046,10,0.8,0.3
,19:22:43,8,21600,34203.4,0.3,13.3,7,14.2,0.045,10,0.8,0.29
,19:22:44,8,21600,34204.4,0.3,13.3,7,14.2,0.044,10,0.8,0.3
,19:22:45,8,21600,34205.4,0.3,13.3,7,14.2,0.044,10,0.8,0.3
,19:22:46,8,21600,34206.4,0.31,13.3,7,14.2,0.045,10,0.8,0.3
,19:22:47,8,21600,34207.4,0.31,13.3,7,14.2,0.045,10,0.8,0.3
,19:22:48,8,21600,34208.4,0.31,13.3,7,14.2,0.044,10,0.8,0.3
,19:22:49,8,21600,34209.4,0.3,13.3,7,14.2,0.042,10,0.8,0.3
,19:22:50,8,21600,34210.4,0.3,13.3,7,14.2,0.042,10,0.8,0.3
,19:22:51,8,21600,34211.4,0.3,13.3,7,14.2,0.042,10,0.8,0.3
,19:22:52,8,21600,34212.4,0.31,13.3,7,14.2,0.045,10,0.8,0.3
,19:22:53,8,21600,34213.4,0.31,13.3,7,14.2,0.045,10,0.8,0.31
,19:22:54,8,21600,34214.4,0.32,13.3,7,14.2,0.048,10,0.8,0.31
,19:22:55,8,21600,34215.4,0.32,13.3,6,14.2,0.049,10,0.8,0.31
,19:22:56,8,21600,34216.4,0.32,13.3,7,14.2,0.048,10,0.8,0.31
,19:22:57,8,21600,34217.4,0.32,13.3,7,14.2,0.048,10,0.8,0.31
,19:22:58,8,21600,34218.4,0.32,13.3,7,14.2,0.048,10,0.8,0.31
,19:22:59,8,21600,34219.4,0.32,13.3,7,14.2,0.046,10,0.8,0.31
