Data file,,RA0.3_HEF_12C_003_45MINS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 13:44:02 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:23:38,4,2700,2375.1,1.75,13.3,9,12.6,0.195,10,0.3,1.64
,14:23:39,4,2700,2376.1,1.75,13.3,9,12.6,0.195,10,0.3,1.64
,14:23:40,4,2700,2377.1,1.75,13.3,9,12.6,0.195,10,0.3,1.64
,14:23:41,4,2700,2378.1,1.76,13.3,9,12.6,0.196,10,0.3,1.64
,14:23:42,4,2700,2379.1,1.75,13.3,9,12.7,0.195,10,0.3,1.64
,14:23:43,4,2700,2380.1,1.74,13.3,9,12.7,0.194,10,0.3,1.63
,14:23:44,4,2700,2381.1,1.74,13.3,9,12.7,0.189,10,0.3,1.63
,14:23:45,4,2700,2382.1,1.75,13.3,9,12.7,0.189,10,0.3,1.64
,14:23:46,4,2700,2383.1,1.75,13.3,9,12.7,0.189,10,0.3,1.64
,14:23:47,4,2700,2384.1,1.75,13.3,9,12.7,0.184,10,0.3,1.63
,14:23:48,4,2700,2385.1,1.74,13.3,9,12.7,0.183,10,0.3,1.62
,14:23:49,4,2700,2386.1,1.73,13.3,9,12.7,0.182,10,0.3,1.62
,14:23:50,4,2700,2387.1,1.73,13.3,9,12.8,0.187,10,0.3,1.62
,14:23:51,4,2700,2388.1,1.73,13.3,9,12.8,0.192,10,0.3,1.62
,14:23:52,4,2700,2389.1,1.72,13.3,9,12.8,0.192,10,0.3,1.61
,14:23:53,4,2700,2390.1,1.71,13.3,9,12.8,0.196,10,0.3,1.6
,14:23:54,4,2700,2391.1,1.71,13.3,9,12.8,0.19,10,0.3,1.6
,14:23:55,4,2700,2392.1,1.72,13.3,9,12.8,0.192,10,0.3,1.61
,14:23:56,4,2700,2393.1,1.73,13.3,9,12.9,0.193,10,0.3,1.62
,14:23:57,4,2700,2394.1,1.74,13.3,9,12.9,0.193,10,0.3,1.62
,14:23:58,4,2700,2395.1,1.74,13.3,9,12.9,0.193,10,0.3,1.62
,14:23:59,4,2700,2396.1,1.73,13.3,9,12.9,0.193,10,0.3,1.62
,14:24:00,4,2700,2397.1,1.73,13.3,9,12.9,0.193,10,0.3,1.62
,14:24:01,4,2700,2398.1,1.73,13.3,9,12.9,0.187,10,0.3,1.62
,14:24:02,4,2700,2399.1,1.72,13.3,9,13,0.186,10,0.3,1.61
,14:24:03,4,2700,2400.1,1.71,13.3,9,13,0.186,10,0.3,1.61
,14:24:04,4,2700,2401.1,1.71,13.3,9,13,0.191,10,0.3,1.6
,14:24:05,4,2700,2402.1,1.71,13.3,9,13,0.19,10,0.3,1.6
,14:24:06,4,2700,2403.1,1.71,13.3,9,13,0.19,10,0.3,1.6
,14:24:07,4,2700,2404.1,1.71,13.3,9,13,0.19,10,0.3,1.6
,14:24:08,4,2700,2405.1,1.72,13.3,9,13,0.191,10,0.3,1.61
,14:24:09,4,2700,2406.1,1.72,13.3,9,13,0.192,10,0.3,1.61
,14:24:10,4,2700,2407.1,1.72,13.3,9,13,0.192,10,0.3,1.61
,14:24:11,4,2700,2408.1,1.73,13.3,9,13,0.192,10,0.3,1.62
,14:24:12,4,2700,2409.1,1.74,13.3,9,13.1,0.193,10,0.3,1.62
,14:24:13,4,2700,2410.1,1.74,13.3,9,13.1,0.194,10,0.3,1.63
,14:24:14,4,2700,2411.1,1.74,13.3,9,13.1,0.189,10,0.3,1.63
,14:24:15,4,2700,2412.1,1.74,13.3,9,13.1,0.189,10,0.3,1.63
,14:24:16,4,2700,2413.1,1.74,13.3,9,13.1,0.189,10,0.3,1.63
,14:24:17,4,2700,2414.1,1.74,13.3,9,13.1,0.189,10,0.3,1.63
,14:24:18,4,2700,2415.1,1.74,13.3,9,13.1,0.193,10,0.3,1.62
,14:24:19,4,2700,2416.1,1.72,13.3,9,13.1,0.192,10,0.3,1.61
,14:24:20,4,2700,2417.1,1.72,13.3,9,13.1,0.192,10,0.3,1.61
,14:24:21,4,2700,2418.1,1.72,13.3,9,13.2,0.192,10,0.3,1.62
,14:24:22,4,2700,2419.1,1.73,13.3,9,13.2,0.193,10,0.3,1.62
,14:24:23,4,2700,2420.1,1.74,13.3,9,13.2,0.193,10,0.3,1.62
,14:24:24,4,2700,2421.1,1.74,13.3,9,13.2,0.193,10,0.3,1.62
,14:24:25,4,2700,2422.1,1.73,13.3,9,13.2,0.188,10,0.3,1.62
,14:24:26,4,2700,2423.1,1.74,13.3,9,13.2,0.188,10,0.3,1.63
,14:24:27,4,2700,2424.1,1.74,13.3,9,13.2,0.188,10,0.3,1.63
,14:24:28,4,2700,2425.1,1.73,13.3,9,13.2,0.188,10,0.3,1.62
,14:24:29,4,2700,2426.1,1.72,13.3,9,13.2,0.192,10,0.3,1.62
,14:24:30,4,2700,2427.1,1.72,13.3,9,13.2,0.198,10,0.3,1.61
,14:24:31,4,2700,2428.1,1.72,13.3,9,13.2,0.198,10,0.3,1.61
,14:24:32,4,2700,2429.1,1.73,13.3,9,13.2,0.198,10,0.3,1.62
,14:24:33,4,2700,2430.1,1.74,13.3,9,13.2,0.194,10,0.3,1.63
,14:24:34,4,2700,2431.1,1.75,13.3,9,13.3,0.195,10,0.3,1.64
,14:24:35,4,2700,2432.1,1.75,13.3,9,13.3,0.195,10,0.3,1.64
,14:24:36,4,2700,2433.1,1.75,13.3,9,13.3,0.195,10,0.3,1.64
,14:24:37,4,2700,2434.1,1.75,13.3,9,13.3,0.189,10,0.3,1.63
,14:24:38,4,2700,2435.1,1.74,13.3,9,13.3,0.189,10,0.3,1.63
,14:24:39,4,2700,2436.1,1.75,13.3,9,13.3,0.189,10,0.3,1.64
,14:24:40,4,2700,2437.1,1.75,13.3,9,13.3,0.195,10,0.3,1.64
,14:24:41,4,2700,2438.1,1.75,13.3,9,13.3,0.195,10,0.3,1.64
,14:24:42,4,2700,2439.1,1.76,13.3,9,13.3,0.196,10,0.3,1.64
,14:24:43,4,2700,2440.1,1.76,13.3,9,13.3,0.202,10,0.3,1.65
,14:24:44,4,2700,2441.1,1.76,13.3,9,13.3,0.197,10,0.3,1.65
,14:24:45,4,2700,2442.1,1.77,13.3,9,13.3,0.197,10,0.3,1.66
,14:24:46,4,2700,2443.1,1.77,13.3,9,13.3,0.197,10,0.3,1.65
,14:24:47,4,2700,2444.1,1.76,13.3,9,13.3,0.196,10,0.3,1.65
,14:24:48,4,2700,2445.1,1.74,13.3,9,13.3,0.194,10,0.3,1.63
,14:24:49,4,2700,2446.1,1.73,13.3,9,13.3,0.193,10,0.3,1.62
,14:24:50,4,2700,2447.1,1.72,13.3,9,13.3,0.192,10,0.3,1.62
,14:24:51,4,2700,2448.1,1.73,13.3,9,13.3,0.183,10,0.3,1.62
,14:24:52,4,2700,2449.1,1.74,13.3,9,13.3,0.188,10,0.3,1.63
,14:24:53,4,2700,2450.1,1.74,13.3,9,13.3,0.189,10,0.3,1.63
,14:24:54,4,2700,2451.1,1.74,13.3,9,13.3,0.194,10,0.3,1.63
,14:24:55,4,2700,2452.1,1.74,13.3,9,13.3,0.193,10,0.3,1.62
,14:24:56,4,2700,2453.1,1.73,13.3,9,13.3,0.193,10,0.3,1.62
,14:24:57,4,2700,2454.1,1.73,13.3,9,13.3,0.193,10,0.3,1.62
,14:24:58,4,2700,2455.1,1.74,13.3,9,13.3,0.193,10,0.3,1.62
,14:24:59,4,2700,2456.1,1.74,13.3,9,13.3,0.194,10,0.3,1.63
,14:25:00,4,2700,2457.1,1.74,13.3,9,13.4,0.194,10,0.3,1.63
,14:25:01,4,2700,2458.1,1.74,13.3,9,13.4,0.194,10,0.3,1.63
,14:25:02,4,2700,2459.1,1.74,13.3,9,13.4,0.194,10,0.3,1.63
,14:25:03,4,2700,2460.1,1.74,13.3,9,13.4,0.189,10,0.3,1.63
,14:25:04,4,2700,2461.1,1.74,13.3,9,13.4,0.189,10,0.3,1.63
,14:25:05,4,2700,2462.1,1.75,13.3,9,13.4,0.19,10,0.3,1.64
,14:25:06,4,2700,2463.1,1.76,13.3,9,13.4,0.196,10,0.3,1.65
,14:25:07,4,2700,2464.1,1.76,13.3,9,13.4,0.196,10,0.3,1.65
,14:25:08,4,2700,2465.1,1.76,13.3,9,13.4,0.196,10,0.3,1.64
,14:25:09,4,2700,2466.1,1.75,13.3,9,13.4,0.195,10,0.3,1.64
,14:25:10,4,2700,2467.1,1.75,13.3,9,13.4,0.195,10,0.3,1.63
,14:25:11,4,2700,2468.1,1.73,13.3,9,13.4,0.193,10,0.3,1.62
,14:25:12,4,2700,2469.1,1.73,13.3,9,13.4,0.192,10,0.3,1.62
,14:25:13,4,2700,2470.1,1.73,13.3,9,13.4,0.187,10,0.3,1.62
,14:25:14,4,2700,2471.1,1.74,13.3,9,13.4,0.183,10,0.3,1.63
,14:25:15,4,2700,2472.1,1.74,13.3,9,13.4,0.183,10,0.3,1.63
,14:25:16,4,2700,2473.1,1.74,13.3,9,13.4,0.188,10,0.3,1.62
,14:25:17,4,2700,2474.1,1.73,13.3,9,13.4,0.193,10,0.3,1.62
,14:25:18,4,2700,2475.1,1.73,13.3,9,13.4,0.198,10,0.3,1.62
,14:25:19,4,2700,2476.1,1.73,13.3,9,13.4,0.193,10,0.3,1.62
,14:25:20,4,2700,2477.1,1.74,13.3,9,13.3,0.193,10,0.3,1.63
,14:25:21,4,2700,2478.1,1.74,13.3,9,13.3,0.194,10,0.3,1.63
,14:25:22,4,2700,2479.1,1.74,13.3,9,13.3,0.194,10,0.3,1.63
,14:25:23,4,2700,2480.1,1.74,13.3,9,13.3,0.188,10,0.3,1.62
,14:25:24,4,2700,2481.1,1.73,13.3,9,13.3,0.187,10,0.3,1.62
,14:25:25,4,2700,2482.1,1.72,13.3,9,13.3,0.192,10,0.3,1.61
,14:25:26,4,2700,2483.1,1.71,13.3,9,13.3,0.197,10,0.3,1.61
,14:25:27,4,2700,2484.1,1.72,13.3,9,13.3,0.197,10,0.3,1.61
,14:25:28,4,2700,2485.1,1.72,13.3,9,13.3,0.192,10,0.3,1.61
,14:25:29,4,2700,2486.1,1.73,13.3,9,13.3,0.193,10,0.3,1.62
,14:25:30,4,2700,2487.1,1.75,13.3,9,13.3,0.195,10,0.3,1.64
,14:25:31,4,2700,2488.1,1.77,13.3,9,13.3,0.197,10,0.3,1.66
,14:25:32,4,2700,2489.1,1.78,13.3,9,13.3,0.192,10,0.3,1.66
,14:25:33,4,2700,2490.1,1.77,13.3,9,13.3,0.187,10,0.3,1.66
,14:25:34,4,2700,2491.1,1.77,13.3,9,13.3,0.186,10,0.3,1.65
,14:25:35,4,2700,2492.1,1.75,13.3,9,13.3,0.19,10,0.3,1.64
,14:25:36,4,2700,2493.1,1.74,13.3,9,13.3,0.194,10,0.3,1.63
,14:25:37,4,2700,2494.1,1.73,13.3,9,13.3,0.193,10,0.3,1.62
,14:25:38,4,2700,2495.1,1.72,13.3,9,13.3,0.192,10,0.3,1.62
,14:25:39,4,2700,2496.1,1.72,13.3,9,13.3,0.192,10,0.3,1.62
,14:25:40,4,2700,2497.1,1.73,13.3,9,13.3,0.198,10,0.3,1.62
,14:25:41,4,2700,2498.1,1.74,13.3,9,13.3,0.194,10,0.3,1.63
,14:25:42,4,2700,2499.1,1.74,13.3,9,13.3,0.189,10,0.3,1.63
,14:25:43,4,2700,2500.1,1.73,13.3,9,13.3,0.188,10,0.3,1.62
,14:25:44,4,2700,2501.1,1.72,13.3,9,13.3,0.187,10,0.3,1.61
,14:25:45,4,2700,2502.1,1.72,13.3,9,13.3,0.191,10,0.3,1.61
,14:25:46,4,2700,2503.1,1.71,13.3,9,13.3,0.191,10,0.3,1.61
,14:25:47,4,2700,2504.1,1.71,13.3,9,13.3,0.191,10,0.3,1.6
,14:25:48,4,2700,2505.1,1.71,13.3,9,13.3,0.191,10,0.3,1.61
,14:25:49,4,2700,2506.1,1.72,13.3,9,13.2,0.191,10,0.3,1.61
,14:25:50,4,2700,2507.1,1.72,13.3,9,13.2,0.192,10,0.4,1.61
,14:25:51,4,2700,2508.1,1.72,13.3,9,13.2,0.192,10,0.4,1.61
,14:25:52,4,2700,2509.1,1.71,13.3,9,13.2,0.191,10,0.3,1.61
,14:25:53,4,2700,2510.1,1.71,13.3,9,13.2,0.191,10,0.3,1.61
,14:25:54,4,2700,2511.1,1.71,13.3,9,13.2,0.186,10,0.3,1.61
,14:25:55,4,2700,2512.1,1.72,13.3,9,13.2,0.186,10,0.3,1.61
,14:25:56,4,2700,2513.1,1.71,13.3,9,13.2,0.186,10,0.3,1.6
,14:25:57,4,2700,2514.1,1.71,13.3,9,13.2,0.19,10,0.3,1.6
,14:25:58,4,2700,2515.1,1.7,13.3,9,13.2,0.19,10,0.3,1.6
,14:25:59,4,2700,2516.1,1.71,13.3,9,13.2,0.196,10,0.3,1.6
,14:26:00,4,2700,2517.1,1.72,13.3,9,13.2,0.192,10,0.3,1.61
,14:26:01,4,2700,2518.1,1.73,13.3,9,13.2,0.193,10,0.3,1.62
,14:26:02,4,2700,2519.1,1.72,13.3,9,13.2,0.192,10,0.3,1.62
,14:26:03,4,2700,2520.1,1.71,13.3,9,13.2,0.196,10,0.3,1.6
,14:26:04,4,2700,2521.1,1.7,13.3,9,13.2,0.19,10,0.3,1.59
,14:26:05,4,2700,2522.1,1.7,13.3,9,13.2,0.189,10,0.3,1.59
,14:26:06,4,2700,2523.1,1.7,13.3,9,13.2,0.184,10,0.3,1.59
,14:26:07,4,2700,2524.1,1.7,13.3,9,13.1,0.184,10,0.3,1.59
,14:26:08,4,2700,2525.1,1.7,13.3,9,13.1,0.184,10,0.3,1.59
,14:26:09,4,2700,2526.1,1.7,13.3,9,13.1,0.19,10,0.3,1.59
,14:26:10,4,2700,2527.1,1.71,13.3,9,13.1,0.196,10,0.3,1.6
,14:26:11,4,2700,2528.1,1.71,13.3,9,13.1,0.196,10,0.3,1.61
,14:26:12,4,2700,2529.1,1.71,13.3,9,13.1,0.191,10,0.3,1.61
,14:26:13,4,2700,2530.1,1.71,13.3,9,13.1,0.191,10,0.3,1.61
,14:26:14,4,2700,2531.1,1.72,13.3,9,13.1,0.191,10,0.3,1.61
,14:26:15,4,2700,2532.1,1.72,13.3,9,13.1,0.191,10,0.3,1.61
,14:26:16,4,2700,2533.1,1.71,13.3,9,13.1,0.191,10,0.3,1.61
,14:26:17,4,2700,2534.1,1.71,13.3,9,13.1,0.185,10,0.3,1.6
,14:26:18,4,2700,2535.1,1.71,13.3,9,13,0.185,10,0.3,1.6
,14:26:19,4,2700,2536.1,1.71,13.3,9,13,0.185,10,0.3,1.6
,14:26:20,4,2700,2537.1,1.71,13.3,9,13,0.18,10,0.3,1.6
,14:26:21,4,2700,2538.1,1.69,13.3,9,13,0.179,10,0.3,1.59
,14:26:22,4,2700,2539.1,1.69,13.3,9,13,0.183,10,0.3,1.58
,14:26:23,4,2700,2540.1,1.69,13.3,9,13,0.183,10,0.3,1.58
,14:26:24,4,2700,2541.1,1.69,13.3,9,13,0.188,10,0.3,1.58
,14:26:25,4,2700,2542.1,1.69,13.3,9,13,0.189,10,0.3,1.59
,14:26:26,4,2700,2543.1,1.7,13.3,9,13,0.189,10,0.3,1.59
,14:26:27,4,2700,2544.1,1.71,13.3,9,13,0.19,10,0.3,1.6
,14:26:28,4,2700,2545.1,1.71,13.3,9,13,0.19,10,0.3,1.6
,14:26:29,4,2700,2546.1,1.71,13.3,9,13,0.19,10,0.3,1.6
,14:26:30,4,2700,2547.1,1.7,13.3,9,13,0.189,10,0.3,1.59
,14:26:31,4,2700,2548.1,1.69,13.3,9,12.9,0.194,10,0.3,1.58
,14:26:32,4,2700,2549.1,1.68,13.3,9,12.9,0.193,10,0.3,1.57
,14:26:33,4,2700,2550.1,1.69,13.3,9,12.9,0.188,10,0.3,1.58
,14:26:34,4,2700,2551.1,1.69,13.3,9,12.9,0.188,10,0.3,1.58
,14:26:35,4,2700,2552.1,1.69,13.3,9,12.9,0.189,10,0.3,1.59
,14:26:36,4,2700,2553.1,1.69,13.3,9,12.9,0.188,10,0.3,1.58
,14:26:37,4,2700,2554.1,1.69,13.3,9,12.9,0.183,10,0.3,1.58
,14:26:38,4,2700,2555.1,1.69,13.3,9,12.9,0.183,10,0.3,1.58
,14:26:39,4,2700,2556.1,1.7,13.3,9,12.9,0.179,10,0.3,1.59
,14:26:40,4,2700,2557.1,1.7,13.3,9,12.9,0.185,10,0.3,1.6
,14:26:41,4,2700,2558.1,1.71,13.3,9,12.9,0.185,10,0.3,1.6
,14:26:42,4,2700,2559.1,1.71,13.3,9,12.8,0.191,10,0.3,1.6
,14:26:43,4,2700,2560.1,1.71,13.3,9,12.8,0.191,10,0.4,1.6
,14:26:44,4,2700,2561.1,1.71,13.3,9,12.8,0.19,10,0.4,1.6
,14:26:45,4,2700,2562.1,1.71,13.3,9,12.8,0.19,10,0.3,1.6
,14:26:46,4,2700,2563.1,1.7,13.3,9,12.8,0.19,10,0.4,1.6
,14:26:47,4,2700,2564.1,1.71,13.3,9,12.8,0.19,10,0.4,1.6
,14:26:48,4,2700,2565.1,1.71,13.3,9,12.8,0.19,10,0.3,1.6
,14:26:49,4,2700,2566.1,1.71,13.3,9,12.8,0.19,10,0.3,1.6
,14:26:50,4,2700,2567.1,1.7,13.3,9,12.8,0.19,10,0.3,1.59
,14:26:51,4,2700,2568.1,1.69,13.3,9,12.7,0.194,10,0.3,1.58
,14:26:52,4,2700,2569.1,1.69,13.3,9,12.7,0.188,10,0.3,1.58
,14:26:53,4,2700,2570.1,1.69,13.3,9,12.7,0.189,10,0.4,1.59
,14:26:54,4,2700,2571.1,1.7,13.3,9,12.7,0.189,10,0.3,1.59
,14:26:55,4,2700,2572.1,1.7,13.3,9,12.7,0.195,10,0.3,1.59
,14:26:56,4,2700,2573.1,1.7,13.3,9,12.7,0.19,10,0.3,1.6
,14:26:57,4,2700,2574.1,1.72,13.3,9,12.7,0.191,10,0.3,1.61
,14:26:58,4,2700,2575.1,1.73,13.3,9,12.7,0.188,10,0.3,1.62
,14:26:59,4,2700,2576.1,1.75,13.3,9,12.7,0.195,10,0.3,1.64
,14:27:00,4,2700,2577.1,1.75,13.3,9,12.7,0.189,10,0.3,1.63
,14:27:01,4,2700,2578.1,1.74,13.3,9,12.6,0.194,10,0.3,1.63
,14:27:02,4,2700,2579.1,1.73,13.3,9,12.6,0.188,10,0.3,1.62
,14:27:03,4,2700,2580.1,1.73,13.3,9,12.6,0.187,10,0.3,1.62
,14:27:04,4,2700,2581.1,1.72,13.3,9,12.6,0.187,10,0.3,1.61
,14:27:05,4,2700,2582.1,1.71,13.3,9,12.6,0.191,10,0.3,1.6
,14:27:06,4,2700,2583.1,1.7,13.3,9,12.6,0.19,10,0.3,1.6
,14:27:07,4,2700,2584.1,1.71,13.3,9,12.6,0.185,10,0.3,1.6
,14:27:08,4,2700,2585.1,1.71,13.3,9,12.6,0.185,10,0.3,1.6
,14:27:09,4,2700,2586.1,1.71,13.3,9,12.5,0.186,10,0.3,1.6
,14:27:10,4,2700,2587.1,1.71,13.3,9,12.5,0.185,10,0.3,1.6
,14:27:11,4,2700,2588.1,1.71,13.3,9,12.5,0.185,10,0.3,1.6
,14:27:12,4,2700,2589.1,1.7,13.3,9,12.5,0.185,10,0.3,1.6
,14:27:13,4,2700,2590.1,1.7,13.3,9,12.5,0.189,10,0.3,1.59
,14:27:14,4,2700,2591.1,1.69,13.3,9,12.5,0.188,10,0.3,1.58
,14:27:15,4,2700,2592.1,1.68,13.3,9,12.5,0.193,10,0.3,1.57
,14:27:16,4,2700,2593.1,1.68,13.3,9,12.4,0.193,10,0.3,1.57
,14:27:17,4,2700,2594.1,1.69,13.3,9,12.4,0.188,10,0.3,1.58
,14:27:18,4,2700,2595.1,1.7,13.3,9,12.4,0.189,10,0.3,1.59
,14:27:19,4,2700,2596.1,1.7,13.3,9,12.4,0.19,10,0.3,1.59
,14:27:20,4,2700,2597.1,1.7,13.3,9,12.4,0.189,10,0.3,1.59
,14:27:21,4,2700,2598.1,1.69,13.3,9,12.4,0.189,10,0.3,1.59
,14:27:22,4,2700,2599.1,1.69,13.3,9,12.4,0.188,10,0.3,1.58
,14:27:23,4,2700,2600.1,1.69,13.3,9,12.4,0.183,10,0.3,1.58
,14:27:24,4,2700,2601.1,1.69,13.3,9,12.4,0.183,10,0.3,1.58
,14:27:25,4,2700,2602.1,1.69,13.3,9,12.4,0.183,10,0.3,1.58
,14:27:26,4,2700,2603.1,1.68,13.3,9,12.3,0.182,10,0.3,1.57
,14:27:27,4,2700,2604.1,1.68,13.3,9,12.3,0.187,10,0.3,1.57
,14:27:28,4,2700,2605.1,1.68,13.3,9,12.3,0.187,10,0.3,1.57
,14:27:29,4,2700,2606.1,1.68,13.3,9,12.3,0.193,10,0.3,1.57
,14:27:30,4,2700,2607.1,1.69,13.3,9,12.3,0.188,10,0.3,1.58
,14:27:31,4,2700,2608.1,1.69,13.3,9,12.3,0.188,10,0.3,1.58
,14:27:32,4,2700,2609.1,1.69,13.3,9,12.3,0.189,10,0.3,1.59
,14:27:33,4,2700,2610.1,1.69,13.3,9,12.2,0.194,10,0.3,1.58
,14:27:34,4,2700,2611.1,1.69,13.3,9,12.2,0.188,10,0.3,1.58
,14:27:35,4,2700,2612.1,1.69,13.3,9,12.2,0.188,10,0.3,1.58
,14:27:36,4,2700,2613.1,1.7,13.3,9,12.2,0.189,10,0.3,1.59
,14:27:37,4,2700,2614.1,1.7,13.3,9,12.2,0.195,10,0.3,1.59
,14:27:38,4,2700,2615.1,1.71,13.3,9,12.2,0.19,10,0.3,1.6
,14:27:39,4,2700,2616.1,1.72,13.3,9,12.2,0.186,10,0.3,1.61
,14:27:40,4,2700,2617.1,1.72,13.3,9,12.2,0.182,10,0.3,1.62
,14:27:41,4,2700,2618.1,1.72,13.3,9,12.2,0.182,10,0.3,1.61
,14:27:42,4,2700,2619.1,1.71,13.3,9,12.2,0.181,10,0.3,1.61
,14:27:43,4,2700,2620.1,1.71,13.3,9,12.1,0.185,10,0.3,1.6
,14:27:44,4,2700,2621.1,1.7,13.3,9,12.1,0.189,10,0.3,1.59
,14:27:45,4,2700,2622.1,1.69,13.3,9,12.1,0.189,10,0.3,1.59
,14:27:46,4,2700,2623.1,1.69,13.3,9,12.1,0.188,10,0.3,1.58
,14:27:47,4,2700,2624.1,1.69,13.3,9,12.1,0.194,10,0.3,1.58
,14:27:48,4,2700,2625.1,1.7,13.3,9,12.1,0.195,10,0.2,1.59
,14:27:49,4,2700,2626.1,1.7,13.3,9,12,0.189,10,0.2,1.59
,14:27:50,4,2700,2627.1,1.7,13.3,9,12,0.19,10,0.2,1.59
,14:27:51,4,2700,2628.1,1.7,13.3,9,12,0.19,10,0.2,1.59
,14:27:52,4,2700,2629.1,1.7,13.3,9,12,0.189,10,0.2,1.59
,14:27:53,4,2700,2630.1,1.7,13.3,9,12,0.189,10,0.3,1.59
,14:27:54,4,2700,2631.1,1.7,13.3,9,12,0.19,10,0.2,1.59
,14:27:55,4,2700,2632.1,1.71,13.3,9,12,0.191,10,0.3,1.61
,14:27:56,4,2700,2633.1,1.72,13.3,9,11.9,0.192,10,0.2,1.61
,14:27:57,4,2700,2634.1,1.72,13.3,9,11.9,0.192,10,0.2,1.62
,14:27:58,4,2700,2635.1,1.72,13.3,9,11.9,0.187,10,0.2,1.61
,14:27:59,4,2700,2636.1,1.72,13.3,9,11.9,0.187,10,0.2,1.61
,14:28:00,4,2700,2637.1,1.71,13.3,9,11.9,0.186,10,0.2,1.6
,14:28:01,4,2700,2638.1,1.7,13.3,9,11.9,0.185,10,0.2,1.6
,14:28:02,4,2700,2639.1,1.7,13.3,9,11.9,0.184,10,0.2,1.59
,14:28:03,4,2700,2640.1,1.7,13.3,9,11.9,0.179,10,0.2,1.59
,14:28:04,4,2700,2641.1,1.7,13.3,9,11.8,0.179,10,0.2,1.59
,14:28:05,4,2700,2642.1,1.7,13.3,9,11.8,0.184,10,0.3,1.59
,14:28:06,4,2700,2643.1,1.69,13.3,9,11.8,0.183,10,0.2,1.58
,14:28:07,4,2700,2644.1,1.68,13.3,9,11.8,0.182,10,0.3,1.58
,14:28:08,4,2700,2645.1,1.68,13.3,9,11.8,0.187,10,0.3,1.57
,14:28:09,4,2700,2646.1,1.68,13.3,9,11.8,0.187,10,0.3,1.57
,14:28:10,4,2700,2647.1,1.68,13.3,9,11.8,0.187,10,0.3,1.57
,14:28:11,4,2700,2648.1,1.68,13.3,9,11.8,0.193,10,0.3,1.57
,14:28:12,4,2700,2649.1,1.68,13.3,9,11.7,0.187,10,0.3,1.57
,14:28:13,4,2700,2650.1,1.68,13.3,9,11.7,0.187,10,0.2,1.57
,14:28:14,4,2700,2651.1,1.67,13.3,9,11.7,0.186,10,0.2,1.57
,14:28:15,4,2700,2652.1,1.67,13.3,9,11.7,0.192,10,0.2,1.56
,14:28:16,4,2700,2653.1,1.67,13.3,9,11.7,0.186,10,0.2,1.57
,14:28:17,4,2700,2654.1,1.67,13.3,9,11.7,0.186,10,0.2,1.57
,14:28:18,4,2700,2655.1,1.68,13.3,9,11.7,0.187,10,0.2,1.57
,14:28:19,4,2700,2656.1,1.68,13.3,9,11.7,0.187,10,0.2,1.57
,14:28:20,4,2700,2657.1,1.68,13.3,9,11.6,0.187,10,0.2,1.57
,14:28:21,4,2700,2658.1,1.68,13.3,9,11.6,0.187,10,0.3,1.57
,14:28:22,4,2700,2659.1,1.68,13.3,9,11.6,0.187,10,0.2,1.57
,14:28:23,4,2700,2660.1,1.68,13.3,9,11.6,0.187,10,0.3,1.57
,14:28:24,4,2700,2661.1,1.69,13.3,9,11.6,0.188,10,0.3,1.58
,14:28:25,4,2700,2662.1,1.7,13.3,9,11.6,0.189,10,0.3,1.59
,14:28:26,4,2700,2663.1,1.7,13.3,9,11.5,0.19,10,0.3,1.59
,14:28:27,4,2700,2664.1,1.7,13.3,9,11.5,0.19,10,0.3,1.59
,14:28:28,4,2700,2665.1,1.7,13.3,9,11.5,0.189,10,0.2,1.59
,14:28:29,4,2700,2666.1,1.69,13.3,9,11.5,0.188,10,0.2,1.58
,14:28:30,4,2700,2667.1,1.69,13.3,9,11.5,0.188,10,0.2,1.58
,14:28:31,4,2700,2668.1,1.68,13.3,9,11.5,0.187,10,0.2,1.57
,14:28:32,4,2700,2669.1,1.67,13.3,9,11.5,0.181,10,0.2,1.56
,14:28:33,4,2700,2670.1,1.66,13.3,9,11.4,0.18,10,0.2,1.55
,14:28:34,4,2700,2671.1,1.66,13.3,9,11.4,0.179,10,0.2,1.55
,14:28:35,4,2700,2672.1,1.66,13.3,9,11.4,0.18,10,0.3,1.55
,14:28:36,4,2700,2673.1,1.66,13.3,9,11.4,0.185,10,0.3,1.55
,14:28:37,4,2700,2674.1,1.67,13.3,9,11.4,0.186,10,0.3,1.56
,14:28:38,4,2700,2675.1,1.67,13.3,9,11.4,0.186,10,0.2,1.56
,14:28:39,4,2700,2676.1,1.67,13.3,9,11.4,0.186,10,0.2,1.57
