Data file,,DELRIN500AF_ISO10_12C_004.TSV,,,,,,,,,,
,10:26:12,4,3600,942.7,1.07,13.3,7,13.7,0.149,10,0.1,1
,10:26:13,4,3600,943.7,1.06,13.3,7,13.7,0.16,10,0.1,0.99
,10:26:14,4,3600,944.7,1.06,13.3,7,13.7,0.159,10,0.1,0.99
,10:26:15,4,3600,945.7,1.06,13.3,7,13.7,0.16,10,0.1,1
,10:26:16,4,3600,946.7,1.07,13.3,7,13.7,0.161,10,0.1,1
,10:26:17,4,3600,947.7,1.07,13.3,7,13.7,0.161,10,0.1,1
,10:26:18,4,3600,948.7,1.08,13.3,7,13.7,0.161,10,0.1,1.01
,10:26:19,4,3600,949.7,1.08,13.3,7,13.7,0.15,10,0.1,1.01
,10:26:20,4,3600,950.7,1.08,13.3,7,13.6,0.15,10,0.1,1.01
,10:26:21,4,3600,951.7,1.08,13.3,7,13.6,0.155,10,0.1,1.01
,10:26:22,4,3600,952.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:23,4,3600,953.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:24,4,3600,954.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:25,4,3600,955.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:26,4,3600,956.7,1.08,13.3,7,13.6,0.161,10,0.1,1.01
,10:26:27,4,3600,957.7,1.07,13.3,7,13.6,0.155,10,0.1,1
,10:26:28,4,3600,958.7,1.07,13.3,7,13.6,0.149,10,0.1,1
,10:26:29,4,3600,959.7,1.07,13.3,7,13.6,0.149,10,0.1,1
,10:26:30,4,3600,960.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:31,4,3600,961.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:32,4,3600,962.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:33,4,3600,963.7,1.07,13.3,7,13.6,0.155,10,0.1,1
,10:26:34,4,3600,964.7,1.07,13.3,7,13.6,0.161,10,0.2,1
,10:26:35,4,3600,965.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:36,4,3600,966.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:37,4,3600,967.7,1.07,13.3,7,13.6,0.161,10,0.1,1
,10:26:38,4,3600,968.7,1.07,13.3,7,13.6,0.155,10,0.1,1
,10:26:39,4,3600,969.7,1.07,13.3,7,13.6,0.149,10,0.1,1
,10:26:40,4,3600,970.7,1.07,13.3,7,13.6,0.149,10,0.1,1
,10:26:41,4,3600,971.7,1.06,13.3,7,13.6,0.154,10,0.1,1
,10:26:42,4,3600,972.7,1.06,13.3,7,13.6,0.16,10,0.1,1
,10:26:43,4,3600,973.7,1.06,13.3,7,13.6,0.154,10,0.1,1
,10:26:44,4,3600,974.7,1.06,13.3,7,13.6,0.16,10,0.1,1
,10:26:45,4,3600,975.7,1.07,13.3,7,13.6,0.16,10,0.1,1
,10:26:46,4,3600,976.7,1.07,13.3,7,13.6,0.16,10,0.1,1
,10:26:47,4,3600,977.7,1.07,13.3,7,13.6,0.154,10,0.1,1
,10:26:48,4,3600,978.7,1.06,13.3,7,13.6,0.154,10,0.1,1
,10:26:49,4,3600,979.7,1.07,13.3,7,13.6,0.154,10,0.1,1
,10:26:50,4,3600,980.7,1.07,13.3,7,13.5,0.154,10,0.1,1
,10:26:51,4,3600,981.7,1.07,13.3,7,13.5,0.154,10,0.1,1
,10:26:52,4,3600,982.7,1.06,13.3,7,13.5,0.154,10,0.1,1
,10:26:53,4,3600,983.7,1.07,13.3,7,13.5,0.154,10,0.1,1
,10:26:54,4,3600,984.7,1.07,13.3,7,13.5,0.154,10,0.1,1
,10:26:55,4,3600,985.7,1.07,13.3,7,13.5,0.149,10,0.1,1
,10:26:56,4,3600,986.7,1.06,13.3,7,13.5,0.153,10,0.1,0.99
,10:26:57,4,3600,987.7,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,10:26:58,4,3600,988.7,1.05,13.3,7,13.5,0.157,10,0.1,0.98
,10:26:59,4,3600,989.7,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,10:27:00,4,3600,990.7,1.06,13.3,7,13.5,0.159,10,0.1,0.99
,10:27:01,4,3600,991.7,1.06,13.3,7,13.5,0.153,10,0.1,0.99
,10:27:02,4,3600,992.7,1.06,13.3,7,13.5,0.159,10,0.1,0.99
,10:27:03,4,3600,993.7,1.06,13.3,7,13.5,0.159,10,0.1,0.99
,10:27:04,4,3600,994.7,1.06,13.3,7,13.5,0.159,10,0.2,0.99
,10:27:05,4,3600,995.7,1.06,13.3,7,13.5,0.153,10,0.1,0.99
,10:27:06,4,3600,996.7,1.06,13.3,7,13.5,0.154,10,0.1,1
,10:27:07,4,3600,997.7,1.06,13.3,7,13.5,0.148,10,0.1,0.99
,10:27:08,4,3600,998.7,1.06,13.3,7,13.4,0.153,10,0.1,0.99
,10:27:09,4,3600,999.7,1.06,13.3,7,13.4,0.153,10,0.1,0.99
,10:27:10,4,3600,1000.7,1.05,13.3,7,13.4,0.158,10,0.1,0.99
,10:27:11,4,3600,1001.7,1.05,13.3,7,13.4,0.157,10,0.1,0.98
,10:27:12,4,3600,1002.7,1.05,13.3,7,13.4,0.157,10,0.1,0.99
,10:27:13,4,3600,1003.7,1.05,13.3,7,13.4,0.147,10,0.1,0.99
,10:27:14,4,3600,1004.7,1.05,13.3,7,13.4,0.152,10,0.1,0.99
,10:27:15,4,3600,1005.7,1.05,13.3,7,13.4,0.157,10,0.1,0.98
,10:27:16,4,3600,1006.7,1.04,13.3,7,13.4,0.157,10,0.1,0.98
,10:27:17,4,3600,1007.7,1.05,13.3,7,13.4,0.157,10,0.1,0.98
,10:27:18,4,3600,1008.7,1.06,13.3,7,13.4,0.159,10,0.1,0.99
,10:27:19,4,3600,1009.7,1.06,13.3,7,13.4,0.16,10,0.1,1
,10:27:20,4,3600,1010.7,1.07,13.3,7,13.4,0.16,10,0.1,1
,10:27:21,4,3600,1011.7,1.07,13.3,7,13.4,0.154,10,0.1,1
,10:27:22,4,3600,1012.7,1.06,13.3,7,13.4,0.16,10,0.1,1
,10:27:23,4,3600,1013.7,1.06,13.3,7,13.4,0.16,10,0.1,1
,10:27:24,4,3600,1014.7,1.06,13.3,7,13.3,0.154,10,0.1,1
,10:27:25,4,3600,1015.7,1.06,13.3,7,13.3,0.153,10,0.1,0.99
,10:27:26,4,3600,1016.7,1.06,13.3,7,13.3,0.153,10,0.1,0.99
,10:27:27,4,3600,1017.7,1.06,13.3,7,13.3,0.159,10,0.2,0.99
,10:27:28,4,3600,1018.7,1.06,13.3,7,13.3,0.159,10,0.1,0.99
,10:27:29,4,3600,1019.7,1.06,13.3,7,13.3,0.153,10,0.1,0.99
,10:27:30,4,3600,1020.7,1.06,13.3,7,13.3,0.153,10,0.1,0.99
,10:27:31,4,3600,1021.7,1.06,13.3,7,13.3,0.153,10,0.1,0.99
,10:27:32,4,3600,1022.7,1.06,13.3,7,13.3,0.159,10,0.1,0.99
,10:27:33,4,3600,1023.7,1.06,13.3,7,13.3,0.153,10,0.1,0.99
,10:27:34,4,3600,1024.7,1.06,13.3,7,13.3,0.154,10,0.1,1
,10:27:35,4,3600,1025.7,1.06,13.3,7,13.3,0.154,10,0.1,1
,10:27:36,4,3600,1026.7,1.06,13.3,7,13.3,0.154,10,0.1,1
,10:27:37,4,3600,1027.7,1.06,13.3,7,13.3,0.16,10,0.1,1
,10:27:38,4,3600,1028.7,1.06,13.3,7,13.2,0.16,10,0.1,1
,10:27:39,4,3600,1029.7,1.07,13.3,7,13.2,0.16,10,0.1,1
,10:27:40,4,3600,1030.7,1.07,13.3,7,13.2,0.155,10,0.1,1
,10:27:41,4,3600,1031.7,1.07,13.3,7,13.2,0.155,10,0.1,1
,10:27:42,4,3600,1032.7,1.07,13.3,7,13.2,0.161,10,0.1,1
,10:27:43,4,3600,1033.7,1.07,13.3,7,13.2,0.155,10,0.1,1
,10:27:44,4,3600,1034.7,1.07,13.3,7,13.2,0.149,10,0.1,1
,10:27:45,4,3600,1035.7,1.07,13.3,7,13.2,0.16,10,0.1,1
,10:27:46,4,3600,1036.7,1.06,13.3,7,13.2,0.159,10,0.1,0.99
,10:27:47,4,3600,1037.7,1.06,13.3,7,13.2,0.159,10,0.1,0.99
,10:27:48,4,3600,1038.7,1.07,13.3,7,13.2,0.149,10,0.1,1
,10:27:49,4,3600,1039.7,1.07,13.3,7,13.2,0.149,10,0.1,1
,10:27:50,4,3600,1040.7,1.07,13.3,7,13.2,0.154,10,0.1,1
,10:27:51,4,3600,1041.7,1.06,13.3,7,13.1,0.159,10,0.1,0.99
,10:27:52,4,3600,1042.7,1.06,13.3,7,13.1,0.159,10,0.1,0.99
,10:27:53,4,3600,1043.7,1.06,13.3,7,13.1,0.153,10,0.1,0.99
,10:27:54,4,3600,1044.7,1.06,13.3,7,13.1,0.148,10,0.1,0.99
,10:27:55,4,3600,1045.7,1.06,13.3,7,13.1,0.153,10,0.1,0.99
,10:27:56,4,3600,1046.7,1.06,13.3,7,13.1,0.159,10,0.1,0.99
,10:27:57,4,3600,1047.7,1.06,13.3,7,13.1,0.159,10,0.1,0.99
,10:27:58,4,3600,1048.7,1.06,13.3,7,13.1,0.159,10,0.1,0.99
,10:27:59,4,3600,1049.7,1.06,13.3,7,13.1,0.153,10,0.1,0.99
,10:28:00,4,3600,1050.7,1.06,13.3,7,13.1,0.153,10,0.1,0.99
,10:28:01,4,3600,1051.7,1.05,13.3,7,13,0.152,10,0.1,0.99
,10:28:02,4,3600,1052.7,1.05,13.3,7,13,0.158,10,0.1,0.99
,10:28:03,4,3600,1053.7,1.06,13.3,7,13,0.153,10,0.1,0.99
,10:28:04,4,3600,1054.7,1.05,13.3,7,13,0.152,10,0.1,0.99
,10:28:05,4,3600,1055.7,1.05,13.3,7,13,0.142,10,0.1,0.99
,10:28:06,4,3600,1056.7,1.05,13.3,7,13,0.147,10,0.1,0.99
,10:28:07,4,3600,1057.7,1.05,13.3,7,13,0.152,10,0.1,0.99
,10:28:08,4,3600,1058.7,1.05,13.3,7,13,0.152,10,0.1,0.99
,10:28:09,4,3600,1059.7,1.04,13.3,7,13,0.157,10,0.1,0.98
,10:28:10,4,3600,1060.7,1.04,13.3,7,13,0.156,10,0.1,0.97
,10:28:11,4,3600,1061.7,1.04,13.3,7,13,0.156,10,0.1,0.98
,10:28:12,4,3600,1062.7,1.05,13.3,7,13,0.157,10,0.1,0.98
,10:28:13,4,3600,1063.7,1.05,13.3,7,12.9,0.157,10,0.1,0.98
,10:28:14,4,3600,1064.7,1.05,13.3,7,12.9,0.152,10,0.1,0.99
,10:28:15,4,3600,1065.7,1.05,13.3,7,12.9,0.147,10,0.1,0.99
,10:28:16,4,3600,1066.7,1.05,13.3,7,12.9,0.152,10,0.1,0.99
,10:28:17,4,3600,1067.7,1.05,13.3,7,12.9,0.157,10,0.1,0.98
,10:28:18,4,3600,1068.7,1.05,13.3,7,12.9,0.157,10,0.1,0.98
,10:28:19,4,3600,1069.7,1.05,13.3,7,12.9,0.157,10,0.1,0.98
,10:28:20,4,3600,1070.7,1.05,13.3,7,12.9,0.152,10,0.1,0.99
,10:28:21,4,3600,1071.7,1.05,13.3,7,12.8,0.152,10,0.2,0.99
,10:28:22,4,3600,1072.7,1.05,13.3,7,12.8,0.158,10,0.1,0.99
,10:28:23,4,3600,1073.7,1.05,13.3,7,12.8,0.158,10,0.1,0.99
,10:28:24,4,3600,1074.7,1.05,13.3,7,12.8,0.158,10,0.1,0.99
,10:28:25,4,3600,1075.7,1.05,13.3,7,12.8,0.147,10,0.1,0.99
,10:28:26,4,3600,1076.7,1.05,13.3,7,12.8,0.147,10,0.1,0.99
,10:28:27,4,3600,1077.7,1.05,13.3,7,12.8,0.147,10,0.1,0.99
,10:28:28,4,3600,1078.7,1.05,13.3,7,12.8,0.158,10,0.1,0.98
,10:28:29,4,3600,1079.7,1.05,13.3,7,12.8,0.157,10,0.1,0.98
,10:28:30,4,3600,1080.7,1.04,13.3,7,12.8,0.157,10,0.1,0.98
,10:28:31,4,3600,1081.7,1.05,13.3,7,12.8,0.151,10,0.1,0.98
,10:28:32,4,3600,1082.7,1.05,13.3,7,12.7,0.152,10,0.1,0.99
,10:28:33,4,3600,1083.7,1.05,13.3,7,12.7,0.152,10,0.1,0.99
,10:28:34,4,3600,1084.7,1.05,13.3,7,12.7,0.152,10,0.1,0.99
,10:28:35,4,3600,1085.7,1.05,13.3,7,12.7,0.151,10,0.1,0.98
,10:28:36,4,3600,1086.7,1.04,13.3,7,12.7,0.156,10,0.1,0.97
,10:28:37,4,3600,1087.7,1.03,13.3,7,12.7,0.155,10,0.1,0.97
,10:28:38,4,3600,1088.7,1.04,13.3,7,12.7,0.156,10,0.1,0.97
,10:28:39,4,3600,1089.7,1.05,13.3,7,12.6,0.157,10,0.1,0.98
,10:28:40,4,3600,1090.7,1.05,13.3,7,12.6,0.152,10,0.1,0.99
,10:28:41,4,3600,1091.7,1.05,13.3,7,12.6,0.146,10,0.2,0.98
,10:28:42,4,3600,1092.7,1.05,13.3,7,12.6,0.151,10,0.1,0.98
,10:28:43,4,3600,1093.7,1.04,13.3,7,12.6,0.156,10,0.1,0.98
,10:28:44,4,3600,1094.7,1.04,13.3,6,12.6,0.163,10,0.1,0.98
,10:28:45,4,3600,1095.7,1.04,13.3,7,12.6,0.151,10,0.2,0.98
,10:28:46,4,3600,1096.7,1.05,13.3,7,12.6,0.146,10,0.1,0.98
,10:28:47,4,3600,1097.7,1.05,13.3,7,12.6,0.152,10,0.1,0.98
,10:28:48,4,3600,1098.7,1.04,13.3,7,12.6,0.157,10,0.1,0.98
,10:28:49,4,3600,1099.7,1.04,13.3,7,12.6,0.156,10,0.1,0.98
,10:28:50,4,3600,1100.7,1.04,13.3,7,12.5,0.157,10,0.1,0.98
,10:28:51,4,3600,1101.7,1.05,13.3,7,12.5,0.157,10,0.1,0.98
,10:28:52,4,3600,1102.7,1.05,13.3,7,12.5,0.158,10,0.1,0.99
,10:28:53,4,3600,1103.7,1.05,13.3,7,12.5,0.158,10,0.1,0.99
,10:28:54,4,3600,1104.7,1.06,13.3,6,12.5,0.165,10,0.1,0.99
,10:28:55,4,3600,1105.7,1.06,13.3,7,12.5,0.159,10,0.1,0.99
,10:28:56,4,3600,1106.7,1.06,13.3,7,12.5,0.148,10,0.1,1
,10:28:57,4,3600,1107.7,1.06,13.3,7,12.5,0.143,10,0.1,0.99
,10:28:58,4,3600,1108.7,1.06,13.3,7,12.5,0.147,10,0.1,0.99
,10:28:59,4,3600,1109.7,1.05,13.3,7,12.4,0.152,10,0.1,0.99
,10:29:00,4,3600,1110.7,1.05,13.3,7,12.4,0.158,10,0.1,0.99
,10:29:01,4,3600,1111.7,1.05,13.3,7,12.4,0.152,10,0.1,0.99
,10:29:02,4,3600,1112.7,1.06,13.3,7,12.4,0.153,10,0.1,0.99
,10:29:03,4,3600,1113.7,1.06,13.3,7,12.4,0.159,10,0.1,0.99
,10:29:04,4,3600,1114.7,1.06,13.3,7,12.4,0.159,10,0.1,0.99
,10:29:05,4,3600,1115.7,1.06,13.3,7,12.4,0.159,10,0.1,0.99
,10:29:06,4,3600,1116.7,1.06,13.3,7,12.4,0.153,10,0.1,0.99
,10:29:07,4,3600,1117.7,1.06,13.3,7,12.4,0.153,10,0.1,0.99
,10:29:08,4,3600,1118.7,1.05,13.3,7,12.3,0.152,10,0.1,0.99
,10:29:09,4,3600,1119.7,1.05,13.3,7,12.3,0.152,10,0.1,0.99
,10:29:10,4,3600,1120.7,1.05,13.3,7,12.3,0.152,10,0.1,0.99
,10:29:11,4,3600,1121.7,1.06,13.3,7,12.3,0.147,10,0.1,0.99
,10:29:12,4,3600,1122.7,1.06,13.3,7,12.3,0.153,10,0.1,0.99
,10:29:13,4,3600,1123.7,1.05,13.3,7,12.3,0.158,10,0.1,0.99
,10:29:14,4,3600,1124.7,1.05,13.3,7,12.3,0.157,10,0.1,0.98
,10:29:15,4,3600,1125.7,1.05,13.3,7,12.2,0.152,10,0.1,0.98
,10:29:16,4,3600,1126.7,1.05,13.3,7,12.2,0.152,10,0.1,0.98
,10:29:17,4,3600,1127.7,1.05,13.3,7,12.2,0.152,10,0.1,0.98
,10:29:18,4,3600,1128.7,1.04,13.3,7,12.2,0.157,10,0.1,0.98
,10:29:19,4,3600,1129.7,1.05,13.3,6,12.2,0.163,10,0.1,0.98
,10:29:20,4,3600,1130.7,1.05,13.3,7,12.2,0.158,10,0.1,0.99
,10:29:21,4,3600,1131.7,1.06,13.3,7,12.2,0.153,10,0.1,0.99
,10:29:22,4,3600,1132.7,1.06,13.3,7,12.2,0.153,10,0.1,0.99
,10:29:23,4,3600,1133.7,1.06,13.3,7,12.1,0.153,10,0.1,0.99
,10:29:24,4,3600,1134.7,1.06,13.3,7,12.1,0.153,10,0.1,0.99
,10:29:25,4,3600,1135.7,1.05,13.3,7,12.1,0.147,10,0.1,0.99
,10:29:26,4,3600,1136.7,1.05,13.3,7,12.1,0.152,10,0.1,0.98
,10:29:27,4,3600,1137.7,1.04,13.3,7,12.1,0.156,10,0.1,0.98
,10:29:28,4,3600,1138.7,1.04,13.3,6,12.1,0.163,10,0.1,0.98
,10:29:29,4,3600,1139.7,1.05,13.3,6,12.1,0.164,10,0.1,0.98
,10:29:30,4,3600,1140.7,1.06,13.3,7,12.1,0.153,10,0.1,0.99
,10:29:31,4,3600,1141.7,1.06,13.3,7,12.1,0.153,10,0.1,0.99
,10:29:32,4,3600,1142.7,1.06,13.3,7,12,0.159,10,0.1,0.99
,10:29:33,4,3600,1143.7,1.06,13.3,7,12,0.153,10,0.1,0.99
,10:29:34,4,3600,1144.7,1.06,13.3,7,12,0.148,10,0.1,0.99
,10:29:35,4,3600,1145.7,1.06,13.3,7,12,0.148,10,0.1,0.99
,10:29:36,4,3600,1146.7,1.06,13.3,7,12,0.153,10,0.1,0.99
,10:29:37,4,3600,1147.7,1.05,13.3,7,12,0.152,10,0.1,0.98
,10:29:38,4,3600,1148.7,1.04,13.3,7,12,0.15,10,0.1,0.98
,10:29:39,4,3600,1149.7,1.04,13.3,7,11.9,0.15,10,0.1,0.98
,10:29:40,4,3600,1150.7,1.04,13.3,7,11.9,0.156,10,0.1,0.98
,10:29:41,4,3600,1151.7,1.04,13.3,7,11.9,0.157,10,0.1,0.98
,10:29:42,4,3600,1152.7,1.05,13.3,7,11.9,0.152,10,0.1,0.98
,10:29:43,4,3600,1153.7,1.05,13.3,7,11.9,0.152,10,0.1,0.98
,10:29:44,4,3600,1154.7,1.04,13.3,7,11.9,0.151,10,0.1,0.98
,10:29:45,4,3600,1155.7,1.04,13.3,6,11.9,0.162,10,0.1,0.97
,10:29:46,4,3600,1156.7,1.04,13.3,7,11.9,0.157,10,0.1,0.98
,10:29:47,4,3600,1157.7,1.05,13.3,7,11.9,0.152,10,0.2,0.99
,10:29:48,4,3600,1158.7,1.06,13.3,7,11.9,0.153,10,0.1,0.99
,10:29:49,4,3600,1159.7,1.06,13.3,7,11.8,0.16,10,0.1,0.99
,10:29:50,4,3600,1160.7,1.06,13.3,7,11.8,0.159,10,0.1,0.99
,10:29:51,4,3600,1161.7,1.06,13.3,7,11.8,0.153,10,0.1,0.99
,10:29:52,4,3600,1162.7,1.06,13.3,7,11.8,0.153,10,0.1,0.99
,10:29:53,4,3600,1163.7,1.06,13.3,7,11.8,0.153,10,0.1,0.99
,10:29:54,4,3600,1164.7,1.06,13.3,7,11.8,0.159,10,0.1,0.99
,10:29:55,4,3600,1165.7,1.05,13.3,7,11.8,0.152,10,0.1,0.98
,10:29:56,4,3600,1166.7,1.04,13.3,7,11.7,0.151,10,0.1,0.98
,10:29:57,4,3600,1167.7,1.04,13.3,7,11.7,0.155,10,0.1,0.97
,10:29:58,4,3600,1168.7,1.04,13.3,6,11.7,0.162,10,0.1,0.97
,10:29:59,4,3600,1169.7,1.05,13.3,7,11.7,0.157,10,0.1,0.98
,10:30:00,4,3600,1170.7,1.06,13.3,7,11.7,0.153,10,0.1,0.99
,10:30:01,4,3600,1171.7,1.06,13.3,7,11.7,0.154,10,0.1,1
,10:30:02,4,3600,1172.7,1.06,13.3,7,11.7,0.154,10,0.1,1
,10:30:03,4,3600,1173.7,1.07,13.3,7,11.7,0.149,10,0.1,1
,10:30:04,4,3600,1174.7,1.06,13.3,7,11.7,0.154,10,0.1,0.99
,10:30:05,4,3600,1175.7,1.05,13.3,7,11.6,0.158,10,0.1,0.99
,10:30:06,4,3600,1176.7,1.05,13.3,6,11.6,0.163,10,0.1,0.98
,10:30:07,4,3600,1177.7,1.05,13.3,7,11.6,0.151,10,0.1,0.98
,10:30:08,4,3600,1178.7,1.05,13.3,7,11.6,0.147,10,0.1,0.99
,10:30:09,4,3600,1179.7,1.05,13.3,7,11.6,0.152,10,0.1,0.99
,10:30:10,4,3600,1180.7,1.05,13.3,7,11.6,0.157,10,0.1,0.98
,10:30:11,4,3600,1181.7,1.05,13.3,7,11.6,0.157,10,0.1,0.98
,10:30:12,4,3600,1182.7,1.05,13.3,7,11.5,0.151,10,0.1,0.98
,10:30:13,4,3600,1183.7,1.05,13.3,7,11.5,0.151,10,0.1,0.98
,10:30:14,4,3600,1184.7,1.04,13.3,7,11.5,0.157,10,0.1,0.98
,10:30:15,4,3600,1185.7,1.04,13.3,7,11.5,0.15,10,0.1,0.98
,10:30:16,4,3600,1186.7,1.04,13.3,7,11.5,0.151,10,0.1,0.98
,10:30:17,4,3600,1187.7,1.05,13.3,7,11.5,0.157,10,0.1,0.98
,10:30:18,4,3600,1188.7,1.05,13.3,7,11.5,0.157,10,0.1,0.98
,10:30:19,4,3600,1189.7,1.05,13.3,7,11.4,0.152,10,0.1,0.99
,10:30:20,4,3600,1190.7,1.06,13.3,7,11.4,0.153,10,0.1,0.99
,10:30:21,4,3600,1191.7,1.06,13.3,7,11.4,0.148,10,0.1,0.99
,10:30:22,4,3600,1192.7,1.06,13.3,7,11.4,0.153,10,0.1,0.99
,10:30:23,4,3600,1193.7,1.05,13.3,7,11.4,0.152,10,0.1,0.99
,10:30:24,4,3600,1194.7,1.04,13.3,7,11.4,0.151,10,0.1,0.98
,10:30:25,4,3600,1195.7,1.04,13.3,7,11.4,0.15,10,0.1,0.97
,10:30:26,4,3600,1196.7,1.04,13.3,7,11.4,0.156,10,0.1,0.97
,10:30:27,4,3600,1197.7,1.05,13.3,7,11.3,0.157,10,0.1,0.98
,10:30:28,4,3600,1198.7,1.05,13.3,7,11.3,0.158,10,0.1,0.99
,10:30:29,4,3600,1199.7,1.06,13.3,7,11.3,0.153,10,0.1,0.99
,10:30:30,4,3600,1200.7,1.06,13.3,7,11.3,0.153,10,0.1,0.99
,10:30:31,4,3600,1201.7,1.06,13.3,7,11.3,0.148,10,0.1,0.99
,10:30:32,4,3600,1202.7,1.06,13.3,7,11.3,0.153,10,0.1,0.99
,10:30:33,4,3600,1203.7,1.05,13.3,7,11.3,0.158,10,0.1,0.99
,10:30:34,4,3600,1204.7,1.04,13.3,6,11.3,0.163,10,0.1,0.98
,10:30:35,4,3600,1205.7,1.04,13.3,7,11.2,0.157,10,0.1,0.98
,10:30:36,4,3600,1206.7,1.05,13.3,7,11.2,0.157,10,0.1,0.99
,10:30:37,4,3600,1207.7,1.06,13.3,7,11.2,0.159,10,0.1,0.99
,10:30:38,4,3600,1208.7,1.06,13.3,7,11.2,0.159,10,0.1,0.99
,10:30:39,4,3600,1209.7,1.06,13.3,7,11.2,0.154,10,0.1,1
,10:30:40,4,3600,1210.7,1.06,13.3,7,11.2,0.153,10,0.1,0.99
,10:30:41,4,3600,1211.7,1.06,13.3,7,11.2,0.153,10,0.1,0.99
,10:30:42,4,3600,1212.7,1.06,13.3,7,11.2,0.148,10,0.1,0.99
,10:30:43,4,3600,1213.7,1.06,13.3,7,11.2,0.153,10,0.1,0.99
,10:30:44,4,3600,1214.7,1.06,13.3,7,11.1,0.159,10,0.1,0.99
,10:30:45,4,3600,1215.7,1.05,13.3,7,11.1,0.158,10,0.1,0.99
,10:30:46,4,3600,1216.7,1.05,13.3,7,11.1,0.152,10,0.1,0.98
,10:30:47,4,3600,1217.7,1.05,13.3,7,11.1,0.147,10,0.1,0.99
,10:30:48,4,3600,1218.7,1.05,13.3,7,11.1,0.152,10,0.1,0.99
,10:30:49,4,3600,1219.7,1.05,13.3,7,11.1,0.157,10,0.1,0.98
,10:30:50,4,3600,1220.7,1.05,13.3,7,11.1,0.158,10,0.1,0.99
,10:30:51,4,3600,1221.7,1.05,13.3,7,11,0.152,10,0.1,0.99
,10:30:52,4,3600,1222.7,1.05,13.3,7,11,0.152,10,0.1,0.98
,10:30:53,4,3600,1223.7,1.04,13.3,7,11,0.156,10,0.1,0.98
,10:30:54,4,3600,1224.7,1.04,13.3,7,11,0.156,10,0.1,0.97
,10:30:55,4,3600,1225.7,1.05,13.3,7,11,0.151,10,0.1,0.98
,10:30:56,4,3600,1226.7,1.05,13.3,7,11,0.147,10,0.1,0.99
,10:30:57,4,3600,1227.7,1.05,13.3,7,11,0.147,10,0.1,0.99
,10:30:58,4,3600,1228.7,1.04,13.3,7,11,0.157,10,0.1,0.98
,10:30:59,4,3600,1229.7,1.04,13.3,7,10.9,0.157,10,0.1,0.98
,10:31:00,4,3600,1230.7,1.05,13.3,7,10.9,0.152,10,0.1,0.98
,10:31:01,4,3600,1231.7,1.06,13.3,7,10.9,0.147,10,0.1,0.99
,10:31:02,4,3600,1232.7,1.05,13.3,7,10.9,0.152,10,0.1,0.99
,10:31:03,4,3600,1233.7,1.05,13.3,7,10.9,0.157,10,0.1,0.98
,10:31:04,4,3600,1234.7,1.05,13.3,7,10.9,0.151,10,0.1,0.98
,10:31:05,4,3600,1235.7,1.05,13.3,7,10.9,0.151,10,0.1,0.98
,10:31:06,4,3600,1236.7,1.04,13.3,7,10.9,0.151,10,0.1,0.98
,10:31:07,4,3600,1237.7,1.04,13.3,7,10.9,0.156,10,0.1,0.97
,10:31:08,4,3600,1238.7,1.04,13.3,7,10.8,0.156,10,0.1,0.98
,10:31:09,4,3600,1239.7,1.05,13.3,7,10.8,0.158,10,0.1,0.99
,10:31:10,4,3600,1240.7,1.06,13.3,7,10.8,0.153,10,0.1,0.99
,10:31:11,4,3600,1241.7,1.06,13.3,7,10.8,0.153,10,0.1,0.99
,10:31:12,4,3600,1242.7,1.06,13.3,7,10.8,0.159,10,0.1,0.99
,10:31:13,4,3600,1243.7,1.06,13.3,7,10.8,0.159,10,0.1,0.99
,10:31:14,4,3600,1244.7,1.06,13.3,7,10.8,0.153,10,0.1,0.99
,10:31:15,4,3600,1245.7,1.06,13.3,7,10.8,0.148,10,0.1,1
,10:31:16,4,3600,1246.7,1.06,13.3,7,10.8,0.148,10,0.1,1
,10:31:17,4,3600,1247.7,1.06,13.3,7,10.7,0.153,10,0.1,0.99
,10:31:18,4,3600,1248.7,1.05,13.3,7,10.7,0.158,10,0.1,0.99
,10:31:19,4,3600,1249.7,1.05,13.3,7,10.7,0.157,10,0.1,0.98
,10:31:20,4,3600,1250.7,1.04,13.3,7,10.7,0.151,10,0.1,0.98
,10:31:21,4,3600,1251.7,1.05,13.3,7,10.7,0.151,10,0.1,0.98
,10:31:22,4,3600,1252.7,1.05,13.3,7,10.7,0.157,10,0.1,0.98
,10:31:23,4,3600,1253.7,1.05,13.3,7,10.7,0.158,10,0.1,0.99
,10:31:24,4,3600,1254.7,1.05,13.3,7,10.7,0.152,10,0.1,0.99
,10:31:25,4,3600,1255.7,1.06,13.3,7,10.7,0.148,10,0.1,0.99
,10:31:26,4,3600,1256.7,1.06,13.3,7,10.7,0.153,10,0.1,0.99
